,year,nuts_id,nuts_year_spec,impact_studies_2_count
0,2020.0,AT1,2016,1
1,2020.0,BE1,2016,2
2,2020.0,BE2,2016,5
3,2020.0,CH0,2016,5
4,2020.0,CZ0,2016,2
5,2020.0,DE1,2016,6
6,2020.0,DE2,2016,1
7,2020.0,DE3,2016,6
8,2020.0,DE6,2016,1
9,2020.0,DE7,2016,2
10,2020.0,DEA,2016,5
11,2020.0,DEC,2016,1
12,2020.0,DK0,2016,2
13,2020.0,EL3,2016,1
14,2020.0,EL5,2016,2
15,2020.0,ES3,2016,3
16,2020.0,ES5,2016,2
17,2020.0,FR1,2016,7
18,2020.0,FRC,2016,1
19,2020.0,FRI,2016,1
20,2020.0,FRK,2016,1
21,2020.0,FRL,2016,2
22,2020.0,HR0,2016,3
23,2020.0,IE0,2016,3
24,2020.0,ITC,2016,7
25,2020.0,ITF,2016,2
26,2020.0,ITI,2016,1
27,2020.0,LU0,2016,1
28,2020.0,NL1,2016,2
29,2020.0,NL2,2016,4
30,2020.0,NL3,2016,14
31,2020.0,NO0,2016,1
32,2020.0,PL6,2016,2
33,2020.0,PL8,2016,1
34,2020.0,SE1,2016,2
35,2020.0,SE2,2016,2
36,2020.0,UKC,2016,1
37,2020.0,UKD,2016,15
38,2020.0,UKH,2016,5
39,2020.0,UKI,2016,3
40,2020.0,UKJ,2016,6
41,2020.0,UKK,2016,4
42,2020.0,UKM,2016,2
43,2020.0,UKN,2016,2
44,2021.0,DE1,2016,2
45,2021.0,DE2,2016,1
46,2021.0,DE9,2016,1
47,2021.0,ES5,2016,1
48,2021.0,FRK,2016,1
49,2021.0,NL3,2016,1
50,2021.0,SE1,2016,2
51,2021.0,UKD,2016,1
52,2021.0,UKH,2016,2
53,2021.0,UKI,2016,1
54,2021.0,UKJ,2016,1
55,2021.0,UKM,2016,1
