,year,nuts_id,nuts_year_spec,population_impact_count
0,2020.0,AT12,2016,1
1,2020.0,AT13,2016,3
2,2020.0,AT22,2016,1
3,2020.0,BE10,2016,1
4,2020.0,BE21,2016,4
5,2020.0,BE24,2016,1
6,2020.0,BE33,2016,1
7,2020.0,CH01,2016,8
8,2020.0,CH02,2016,3
9,2020.0,CH04,2016,7
10,2020.0,CH05,2016,1
11,2020.0,CY00,2016,1
12,2020.0,DE11,2016,1
13,2020.0,DE12,2016,2
14,2020.0,DE13,2016,3
15,2020.0,DE21,2016,14
16,2020.0,DE30,2016,3
17,2020.0,DE50,2016,1
18,2020.0,DE60,2016,2
19,2020.0,DE71,2016,5
20,2020.0,DE80,2016,4
21,2020.0,DEA2,2016,1
22,2020.0,DEB2,2016,1
23,2020.0,DEB3,2016,1
24,2020.0,DK01,2016,6
25,2020.0,DK02,2016,1
26,2020.0,DK03,2016,2
27,2020.0,DK04,2016,2
28,2020.0,EL43,2016,2
29,2020.0,EL52,2016,1
30,2020.0,EL63,2016,1
31,2020.0,ES12,2016,1
32,2020.0,ES24,2016,1
33,2020.0,ES30,2016,7
34,2020.0,ES43,2016,1
35,2020.0,ES51,2016,8
36,2020.0,ES52,2016,3
37,2020.0,ES61,2016,3
38,2020.0,ES62,2016,1
39,2020.0,FI1B,2016,4
40,2020.0,FR10,2016,12
41,2020.0,FRC1,2016,1
42,2020.0,FRF3,2016,1
43,2020.0,FRG0,2016,1
44,2020.0,FRJ1,2016,1
45,2020.0,FRK2,2016,1
46,2020.0,IE05,2016,1
47,2020.0,IE06,2016,2
48,2020.0,ITC1,2016,1
49,2020.0,ITC4,2016,9
50,2020.0,ITF1,2016,1
51,2020.0,ITF3,2016,1
52,2020.0,ITF4,2016,1
53,2020.0,ITF6,2016,1
54,2020.0,ITG1,2016,1
55,2020.0,ITH3,2016,5
56,2020.0,ITH4,2016,2
57,2020.0,ITH5,2016,4
58,2020.0,ITI1,2016,1
59,2020.0,ITI3,2016,1
60,2020.0,ITI4,2016,1
61,2020.0,MT00,2016,3
62,2020.0,NL11,2016,2
63,2020.0,NL22,2016,3
64,2020.0,NL31,2016,1
65,2020.0,NL32,2016,5
66,2020.0,NL33,2016,4
67,2020.0,NO01,2016,4
68,2020.0,NO04,2016,1
69,2020.0,NO05,2016,1
70,2020.0,PL51,2016,2
71,2020.0,PL61,2016,1
72,2020.0,PL91,2016,1
73,2020.0,PT11,2016,4
74,2020.0,PT16,2016,1
75,2020.0,PT17,2016,2
76,2020.0,RS11,2016,2
77,2020.0,SE11,2016,16
78,2020.0,SE12,2016,2
79,2020.0,SE22,2016,2
80,2020.0,SE23,2016,2
81,2020.0,SE33,2016,2
82,2020.0,TR10,2016,1
83,2020.0,UKD3,2016,5
84,2020.0,UKD4,2016,1
85,2020.0,UKD7,2016,3
86,2020.0,UKE2,2016,1
87,2020.0,UKE3,2016,2
88,2020.0,UKE4,2016,2
89,2020.0,UKF2,2016,5
90,2020.0,UKG1,2016,1
91,2020.0,UKG3,2016,2
92,2020.0,UKH1,2016,15
93,2020.0,UKH2,2016,2
94,2020.0,UKI3,2016,57
95,2020.0,UKI4,2016,8
96,2020.0,UKI5,2016,1
97,2020.0,UKI7,2016,1
98,2020.0,UKJ1,2016,21
99,2020.0,UKJ2,2016,3
100,2020.0,UKJ3,2016,6
101,2020.0,UKK1,2016,9
102,2020.0,UKK4,2016,7
103,2020.0,UKL1,2016,2
104,2020.0,UKL2,2016,5
105,2020.0,UKM5,2016,1
106,2020.0,UKM7,2016,7
107,2020.0,UKM8,2016,7
108,2020.0,UKN0,2016,1
109,2021.0,CH04,2016,2
110,2021.0,CY00,2016,1
111,2021.0,DE14,2016,3
112,2021.0,DE30,2016,2
113,2021.0,DED5,2016,2
114,2021.0,FRF1,2016,1
115,2021.0,FRL0,2016,1
116,2021.0,ITH3,2016,1
117,2021.0,MT00,2016,1
118,2021.0,NL42,2016,1
119,2021.0,NO01,2016,1
120,2021.0,PL61,2016,1
121,2021.0,PL84,2016,2
122,2021.0,UKD3,2016,1
123,2021.0,UKD7,2016,1
124,2021.0,UKE4,2016,1
125,2021.0,UKF2,2016,1
126,2021.0,UKG1,2016,1
127,2021.0,UKH1,2016,1
128,2021.0,UKI3,2016,12
129,2021.0,UKJ1,2016,5
130,2021.0,UKJ3,2016,1
131,2021.0,UKK1,2016,1
132,2021.0,UKK4,2016,1
133,2021.0,UKL2,2016,1
134,2021.0,UKM7,2016,3
135,2021.0,UKM8,2016,4
