,year,nuts_id,nuts_year_spec,patient_impact_count
0,2020.0,BE,2016,6
1,2020.0,CH,2016,8
2,2020.0,DE,2016,19
3,2020.0,DK,2016,10
4,2020.0,EL,2016,7
5,2020.0,ES,2016,16
6,2020.0,FI,2016,2
7,2020.0,FR,2016,9
8,2020.0,HR,2016,3
9,2020.0,IE,2016,2
10,2020.0,IS,2016,1
11,2020.0,IT,2016,22
12,2020.0,LV,2016,1
13,2020.0,NL,2016,13
14,2020.0,NO,2016,6
15,2020.0,PT,2016,5
16,2020.0,SE,2016,17
17,2020.0,TR,2016,6
18,2020.0,UK,2016,140
19,2021.0,BG,2016,1
20,2021.0,CH,2016,3
21,2021.0,DE,2016,1
22,2021.0,DK,2016,2
23,2021.0,EL,2016,1
24,2021.0,ES,2016,1
25,2021.0,FI,2016,1
26,2021.0,IT,2016,7
27,2021.0,NL,2016,1
28,2021.0,NO,2016,3
29,2021.0,SE,2016,5
30,2021.0,UK,2016,15
