,year,nuts_id,nuts_year_spec,hospitalisation_lq
0,2020,AL,2016,0.0
1,2020,AT,2016,0.5264489916505766
2,2020,BE,2016,0.9141306737592102
3,2020,BG,2016,0.0
4,2020,CH,2016,0.8125223542721559
5,2020,CY,2016,1.9875627415271175
6,2020,CZ,2016,0.4342660328853155
7,2020,DE,2016,0.24574800725162
8,2020,DK,2016,1.1365726685325985
9,2020,EE,2016,0.0
10,2020,EL,2016,1.0023116829589542
11,2020,ES,2016,1.365302713987474
12,2020,FI,2016,1.1405374569112006
13,2020,FR,2016,0.0903049451843148
14,2020,HR,2016,1.1300255909488852
15,2020,HU,2016,0.0
16,2020,IE,2016,0.760161880348979
17,2020,IS,2016,0.7076927943316252
18,2020,IT,2016,0.5839571532692858
19,2020,LT,2016,9.776035344953149
20,2020,LU,2016,0.0
21,2020,LV,2016,4.246156765989751
22,2020,ME,2016,0.0
23,2020,MK,2016,0.0
24,2020,MT,2016,0.0
25,2020,NL,2016,0.663791256221723
26,2020,NO,2016,0.2594873579215959
27,2020,PL,2016,0.4968906853817794
28,2020,PT,2016,0.7285433619289176
29,2020,RO,2016,0.0
30,2020,RS,2016,3.892310368823939
31,2020,SE,2016,1.4722134528234634
32,2020,SI,2016,0.8194337618576713
33,2020,SK,2016,0.0
34,2020,TR,2016,0.4259063017558109
35,2020,UK,2016,2.052969287419528
36,2021,AT,2016,0.0
37,2021,BE,2016,1.0757458349476947
38,2021,BG,2016,0.0
39,2021,CH,2016,1.452828214117524
40,2021,CY,2016,0.0
41,2021,CZ,2016,0.0
42,2021,DE,2016,0.6766175216278787
43,2021,DK,2016,2.167729342875732
44,2021,EE,2016,0.0
45,2021,EL,2016,1.636604774535809
46,2021,ES,2016,0.9265294771968854
47,2021,FI,2016,0.0
48,2021,FR,2016,0.0
49,2021,HR,2016,0.0
50,2021,HU,2016,0.0
51,2021,IE,2016,0.0
52,2021,IS,2016,0.0
53,2021,IT,2016,0.39238270209157716
54,2021,LT,2016,0.0
55,2021,LU,2016,0.0
56,2021,LV,2016,0.0
57,2021,ME,2016,0.0
58,2021,MK,2016,0.0
59,2021,MT,2016,0.0
60,2021,NL,2016,1.350372063615583
61,2021,NO,2016,0.0
62,2021,PL,2016,0.0
63,2021,PT,2016,1.3115257439773265
64,2021,RO,2016,0.0
65,2021,RS,2016,0.0
66,2021,SE,2016,0.7961861065309341
67,2021,SI,2016,0.0
68,2021,SK,2016,0.0
69,2021,TR,2016,1.5695308083663086
70,2021,UK,2016,1.9576048779850892
