year,region_type,region_year_spec,region_id,region_level,healthcare_count
68,2020,NUTS,2016,EL522,3,1
69,2020,NUTS,2016,EL6,1,1
70,2020,NUTS,2016,EL65,2,1
71,2020,NUTS,2016,EL651,3,1
72,2020,NUTS,2016,ES,0,5
73,2020,NUTS,2016,ES2,1,1
74,2020,NUTS,2016,ES21,2,1
75,2020,NUTS,2016,ES213,3,1
76,2020,NUTS,2016,ES3,1,2
77,2020,NUTS,2016,ES30,2,2
78,2020,NUTS,2016,ES300,3,2
79,2020,NUTS,2016,ES5,1,1
80,2020,NUTS,2016,ES51,2,1
81,2020,NUTS,2016,ES511,3,1
82,2020,NUTS,2016,ES6,1,1
83,2020,NUTS,2016,ES61,2,1
84,2020,NUTS,2016,ES614,3,1
85,2020,NUTS,2016,FI,0,1
86,2020,NUTS,2016,FI1,1,1
87,2020,NUTS,2016,FI1B,2,1
88,2020,NUTS,2016,FI1B1,3,1
89,2020,NUTS,2016,FR,0,10
90,2020,NUTS,2016,FR1,1,5
91,2020,NUTS,2016,FR10,2,5
92,2020,NUTS,2016,FR101,3,1
93,2020,NUTS,2016,FR103,3,1
94,2020,NUTS,2016,FR104,3,3
95,2020,NUTS,2016,FRF,1,1
96,2020,NUTS,2016,FRF1,2,1
97,2020,NUTS,2016,FRF11,3,1
98,2020,NUTS,2016,FRG,1,1
99,2020,NUTS,2016,FRG0,2,1
100,2020,NUTS,2016,FRG01,3,1
101,2020,NUTS,2016,FRH,1,1
102,2020,NUTS,2016,FRH0,2,1
103,2020,NUTS,2016,FRH03,3,1
104,2020,NUTS,2016,FRJ,1,1
105,2020,NUTS,2016,FRJ1,2,1
106,2020,NUTS,2016,FRJ13,3,1
107,2020,NUTS,2016,FRL,1,1
108,2020,NUTS,2016,FRL0,2,1
109,2020,NUTS,2016,FRL04,3,1
110,2020,NUTS,2016,HR,0,1
111,2020,NUTS,2016,HR0,1,1
112,2020,NUTS,2016,HR04,2,1
113,2020,NUTS,2016,HR041,3,1
114,2020,NUTS,2016,IE,0,5
115,2020,NUTS,2016,IE0,1,5
116,2020,NUTS,2016,IE04,2,2
117,2020,NUTS,2016,IE042,3,2
118,2020,NUTS,2016,IE05,2,2
119,2020,NUTS,2016,IE051,3,2
120,2020,NUTS,2016,IE06,2,1
121,2020,NUTS,2016,IE061,3,1
122,2020,NUTS,2016,IT,0,15
123,2020,NUTS,2016,ITC,1,2
124,2020,NUTS,2016,ITC4,2,2
125,2020,NUTS,2016,ITC48,3,1
126,2020,NUTS,2016,ITC4C,3,1
127,2020,NUTS,2016,ITF,1,1
128,2020,NUTS,2016,ITF6,2,1
129,2020,NUTS,2016,ITF61,3,1
130,2020,NUTS,2016,ITG,1,1
131,2020,NUTS,2016,ITG1,2,1
132,2020,NUTS,2016,ITG13,3,1
133,2020,NUTS,2016,ITH,1,6
134,2020,NUTS,2016,ITH3,2,1
135,2020,NUTS,2016,ITH36,3,1
136,2020,NUTS,2016,ITH5,2,5
137,2020,NUTS,2016,ITH55,3,5
138,2020,NUTS,2016,ITI,1,5
139,2020,NUTS,2016,ITI1,2,2
140,2020,NUTS,2016,ITI14,3,2
141,2020,NUTS,2016,ITI4,2,3
142,2020,NUTS,2016,ITI43,3,3
143,2020,NUTS,2016,LU,0,1
144,2020,NUTS,2016,LU0,1,1
145,2020,NUTS,2016,LU00,2,1
146,2020,NUTS,2016,LU000,3,1
147,2020,NUTS,2016,MT,0,2
148,2020,NUTS,2016,MT0,1,2
149,2020,NUTS,2016,MT00,2,2
150,2020,NUTS,2016,MT001,3,2
151,2020,NUTS,2016,NL,0,14
152,2020,NUTS,2016,NL2,1,5
153,2020,NUTS,2016,NL22,2,5
154,2020,NUTS,2016,NL226,3,5
155,2020,NUTS,2016,NL3,1,9
156,2020,NUTS,2016,NL32,2,4
157,2020,NUTS,2016,NL329,3,4
158,2020,NUTS,2016,NL33,2,5
159,2020,NUTS,2016,NL333,3,1
160,2020,NUTS,2016,NL33C,3,4
161,2020,NUTS,2016,NO,0,3
162,2020,NUTS,2016,NO0,1,3
163,2020,NUTS,2016,NO04,2,1
164,2020,NUTS,2016,NO043,3,1
165,2020,NUTS,2016,NO06,2,2
166,2020,NUTS,2016,NO060,3,2
167,2020,NUTS,2016,PT,0,3
168,2020,NUTS,2016,PT1,1,3
169,2020,NUTS,2016,PT11,2,1
170,2020,NUTS,2016,PT11A,3,1
171,2020,NUTS,2016,PT17,2,2
172,2020,NUTS,2016,PT170,3,2
173,2020,NUTS,2016,SE,0,1
174,2020,NUTS,2016,SE3,1,1
175,2020,NUTS,2016,SE33,2,1
176,2020,NUTS,2016,SE331,3,1
177,2020,NUTS,2016,SI,0,2
178,2020,NUTS,2016,SI0,1,2
179,2020,NUTS,2016,SI04,2,2
180,2020,NUTS,2016,SI041,3,2
181,2020,NUTS,2016,UK,0,127
182,2020,NUTS,2016,UKD,1,11
183,2020,NUTS,2016,UKD3,2,2
184,2020,NUTS,2016,UKD33,3,2
185,2020,NUTS,2016,UKD4,2,2
186,2020,NUTS,2016,UKD44,3,1
187,2020,NUTS,2016,UKD47,3,1
188,2020,NUTS,2016,UKD6,2,2
189,2020,NUTS,2016,UKD61,3,2
190,2020,NUTS,2016,UKD7,2,5
191,2020,NUTS,2016,UKD72,3,5
192,2020,NUTS,2016,UKE,1,10
193,2020,NUTS,2016,UKE3,2,5
194,2020,NUTS,2016,UKE32,3,5
195,2020,NUTS,2016,UKE4,2,5
196,2020,NUTS,2016,UKE42,3,5
197,2020,NUTS,2016,UKF,1,4
198,2020,NUTS,2016,UKF2,2,3
199,2020,NUTS,2016,UKF21,3,3
200,2020,NUTS,2016,UKF3,2,1
201,2020,NUTS,2016,UKF30,3,1
202,2020,NUTS,2016,UKG,1,6
203,2020,NUTS,2016,UKG1,2,2
204,2020,NUTS,2016,UKG13,3,2
205,2020,NUTS,2016,UKG3,2,4
206,2020,NUTS,2016,UKG31,3,2
207,2020,NUTS,2016,UKG33,3,2
208,2020,NUTS,2016,UKH,1,18
209,2020,NUTS,2016,UKH1,2,10
210,2020,NUTS,2016,UKH12,3,7
211,2020,NUTS,2016,UKH15,3,1
212,2020,NUTS,2016,UKH17,3,2
213,2020,NUTS,2016,UKH2,2,7
214,2020,NUTS,2016,UKH23,3,7
215,2020,NUTS,2016,UKH3,2,1
216,2020,NUTS,2016,UKH36,3,1
217,2020,NUTS,2016,UKI,1,41
218,2020,NUTS,2016,UKI3,2,38
219,2020,NUTS,2016,UKI31,3,8
220,2020,NUTS,2016,UKI32,3,15
221,2020,NUTS,2016,UKI33,3,14
222,2020,NUTS,2016,UKI34,3,1
223,2020,NUTS,2016,UKI4,2,3
224,2020,NUTS,2016,UKI42,3,2
225,2020,NUTS,2016,UKI44,3,1
226,2020,NUTS,2016,UKJ,1,19
227,2020,NUTS,2016,UKJ1,2,14
228,2020,NUTS,2016,UKJ13,3,1
229,2020,NUTS,2016,UKJ14,3,13
230,2020,NUTS,2016,UKJ2,2,3
231,2020,NUTS,2016,UKJ22,3,1
232,2020,NUTS,2016,UKJ26,3,2
233,2020,NUTS,2016,UKJ3,2,2
234,2020,NUTS,2016,UKJ32,3,1
235,2020,NUTS,2016,UKJ36,3,1
236,2020,NUTS,2016,UKK,1,5
237,2020,NUTS,2016,UKK1,2,4
238,2020,NUTS,2016,UKK11,3,2
239,2020,NUTS,2016,UKK12,3,2
240,2020,NUTS,2016,UKK3,2,1
241,2020,NUTS,2016,UKK30,3,1
242,2020,NUTS,2016,UKL,1,3
243,2020,NUTS,2016,UKL1,2,2
244,2020,NUTS,2016,UKL18,3,2
245,2020,NUTS,2016,UKL2,2,1
246,2020,NUTS,2016,UKL21,3,1
247,2020,NUTS,2016,UKM,1,10
248,2020,NUTS,2016,UKM7,2,5
249,2020,NUTS,2016,UKM72,3,3
250,2020,NUTS,2016,UKM75,3,2
251,2020,NUTS,2016,UKM8,2,4
252,2020,NUTS,2016,UKM82,3,4
253,2020,NUTS,2016,UKM9,2,1
254,2020,NUTS,2016,UKM95,3,1
255,2021,NUTS,2021,BE,0,1
256,2021,NUTS,2021,BE2,1,1
257,2021,NUTS,2021,BE23,2,1
258,2021,NUTS,2021,BE234,3,1
259,2021,NUTS,2021,CH,0,1
260,2021,NUTS,2021,CH0,1,1
261,2021,NUTS,2021,CH03,2,1
262,2021,NUTS,2021,CH031,3,1
263,2021,NUTS,2021,DE,0,1
264,2021,NUTS,2021,DE2,1,1
265,2021,NUTS,2021,DE21,2,1
266,2021,NUTS,2021,DE212,3,1
267,2021,NUTS,2021,EL,0,1
268,2021,NUTS,2021,EL3,1,1
269,2021,NUTS,2021,EL30,2,1
270,2021,NUTS,2021,EL303,3,1
271,2021,NUTS,2021,IT,0,1
272,2021,NUTS,2021,ITI,1,1
273,2021,NUTS,2021,ITI4,2,1
274,2021,NUTS,2021,ITI43,3,1
275,2021,NUTS,2021,UK,0,18
276,2021,NUTS,2021,UKD,1,1
277,2021,NUTS,2021,UKD3,2,1
278,2021,NUTS,2021,UKD34,3,1
279,2021,NUTS,2021,UKF,1,1
280,2021,NUTS,2021,UKF2,2,1
281,2021,NUTS,2021,UKF21,3,1
282,2021,NUTS,2021,UKH,1,1
283,2021,NUTS,2021,UKH1,2,1
284,2021,NUTS,2021,UKH12,3,1
285,2021,NUTS,2021,UKI,1,4
286,2021,NUTS,2021,UKI3,2,3
287,2021,NUTS,2021,UKI31,3,3
288,2021,NUTS,2021,UKI7,2,1
289,2021,NUTS,2021,UKI73,3,1
290,2021,NUTS,2021,UKJ,1,3
291,2021,NUTS,2021,UKJ1,2,3
292,2021,NUTS,2021,UKJ14,3,3
293,2021,NUTS,2021,UKL,1,2
294,2021,NUTS,2021,UKL1,2,1
295,2021,NUTS,2021,UKL18,3,1
296,2021,NUTS,2021,UKL2,2,1
297,2021,NUTS,2021,UKL21,3,1
298,2021,NUTS,2021,UKM,1,6
299,2021,NUTS,2021,UKM7,2,2
300,2021,NUTS,2021,UKM72,3,1
301,2021,NUTS,2021,UKM75,3,1
302,2021,NUTS,2021,UKM8,2,3
303,2021,NUTS,2021,UKM82,3,3
304,2021,NUTS,2021,UKM9,2,1
305,2021,NUTS,2021,UKM93,3,1
