,year,nuts_id,nuts_year_spec,patient_impact_lq
0,2020,AL,2016,0.0
1,2020,AT,2016,0.0
2,2020,BE,2016,1.2809417632296296
3,2020,BG,2016,0.0
4,2020,CH,2016,0.48302601017233965
5,2020,CY,2016,0.0
6,2020,CZ,2016,0.0
7,2020,DE,2016,0.36348977961920903
8,2020,DK,2016,1.327202116594624
9,2020,EE,2016,0.0
10,2020,EL,2016,2.2940280361511083
11,2020,ES,2016,0.9397952218430033
12,2020,FI,2016,0.5327327565679816
13,2020,FR,2016,0.4428949018083971
14,2020,HR,2016,5.542139161070131
15,2020,HU,2016,0.0
16,2020,IE,2016,0.8284813212449623
17,2020,IS,2016,1.1569448753749096
18,2020,IT,2016,0.9546603290648052
19,2020,LT,2016,0.0
20,2020,LU,2016,0.0
21,2020,LV,2016,6.941669252249457
22,2020,ME,2016,0.0
23,2020,MK,2016,0.0
24,2020,MT,2016,0.0
25,2020,NL,2016,0.6717744437660764
26,2020,NO,2016,1.2726393629124004
27,2020,PL,2016,0.0
28,2020,PT,2016,1.9850527324456853
29,2020,RO,2016,0.0
30,2020,RS,2016,0.0
31,2020,SE,2016,1.4612669607924749
32,2020,SI,2016,0.0
33,2020,SK,2016,0.0
34,2020,TR,2016,2.088830565266554
35,2020,UK,2016,1.8354324927254904
36,2021,AT,2016,0.0
37,2021,BE,2016,0.0
38,2021,BG,2016,24.62527716186253
39,2021,CH,2016,1.2331322402753617
40,2021,CY,2016,0.0
41,2021,CZ,2016,0.0
42,2021,DE,2016,0.13673803572967583
43,2021,DK,2016,2.0443626323055684
44,2021,EE,2016,0.0
45,2021,EL,2016,2.3151969981238274
46,2021,ES,2016,0.4369000786782061
47,2021,FI,2016,2.33515559293524
48,2021,FR,2016,0.0
49,2021,HR,2016,0.0
50,2021,HU,2016,0.0
51,2021,IE,2016,0.0
52,2021,IS,2016,0.0
53,2021,IT,2016,1.9427728908436626
54,2021,LT,2016,0.0
55,2021,LU,2016,0.0
56,2021,LV,2016,0.0
57,2021,ME,2016,0.0
58,2021,MK,2016,0.0
59,2021,MT,2016,0.0
60,2021,NL,2016,0.38205648629123806
61,2021,NO,2016,4.724617129892229
62,2021,PL,2016,0.0
63,2021,PT,2016,0.0
64,2021,RO,2016,0.0
65,2021,RS,2016,0.0
66,2021,SE,2016,2.8157801328533036
67,2021,SI,2016,0.0
68,2021,SK,2016,0.0
69,2021,TR,2016,0.0
70,2021,UK,2016,1.5384970585790674
