,year,nuts_id,nuts_year_spec,antiviral_drugs_count
0,2018.0,CH0,2016,2
1,2018.0,DE7,2016,1
2,2018.0,NL2,2016,1
3,2018.0,NL3,2016,2
4,2018.0,UKH,2016,1
5,2018.0,UKK,2016,1
6,2019.0,DE3,2016,1
7,2019.0,DE6,2016,3
8,2019.0,DEF,2016,1
9,2019.0,FRL,2016,1
10,2019.0,ITH,2016,1
11,2019.0,NL3,2016,1
12,2019.0,UKH,2016,1
13,2019.0,UKJ,2016,3
14,2020.0,AT1,2016,2
15,2020.0,AT2,2016,1
16,2020.0,AT3,2016,1
17,2020.0,BE2,2016,2
18,2020.0,BG4,2016,1
19,2020.0,CH0,2016,8
20,2020.0,CZ0,2016,4
21,2020.0,DE1,2016,7
22,2020.0,DE2,2016,18
23,2020.0,DE3,2016,7
24,2020.0,DE6,2016,12
25,2020.0,DE7,2016,6
26,2020.0,DE9,2016,3
27,2020.0,DEA,2016,6
28,2020.0,DEF,2016,4
29,2020.0,DK0,2016,3
30,2020.0,EE0,2016,1
31,2020.0,EL3,2016,2
32,2020.0,ES2,2016,1
33,2020.0,ES3,2016,3
34,2020.0,ES4,2016,3
35,2020.0,ES5,2016,3
36,2020.0,ES6,2016,1
37,2020.0,FI1,2016,1
38,2020.0,FR1,2016,7
39,2020.0,FRE,2016,1
40,2020.0,FRF,2016,2
41,2020.0,FRG,2016,1
42,2020.0,FRJ,2016,2
43,2020.0,FRK,2016,2
44,2020.0,FRL,2016,4
45,2020.0,HU1,2016,2
46,2020.0,IE0,2016,3
47,2020.0,ITC,2016,1
48,2020.0,ITF,2016,1
49,2020.0,ITG,2016,3
50,2020.0,ITH,2016,3
51,2020.0,ITI,2016,4
52,2020.0,LU0,2016,1
53,2020.0,NL1,2016,2
54,2020.0,NL2,2016,3
55,2020.0,NL3,2016,19
56,2020.0,NO0,2016,1
57,2020.0,PL2,2016,3
58,2020.0,PL6,2016,1
59,2020.0,PL9,2016,1
60,2020.0,RO3,2016,1
61,2020.0,SE1,2016,2
62,2020.0,SE2,2016,1
63,2020.0,SI0,2016,2
64,2020.0,TR1,2016,2
65,2020.0,TR4,2016,1
66,2020.0,TR6,2016,1
67,2020.0,TR7,2016,1
68,2020.0,UKD,2016,3
69,2020.0,UKE,2016,6
70,2020.0,UKF,2016,1
71,2020.0,UKG,2016,2
72,2020.0,UKH,2016,17
73,2020.0,UKI,2016,9
74,2020.0,UKJ,2016,24
75,2020.0,UKK,2016,4
76,2020.0,UKM,2016,2
77,2020.0,UKN,2016,1
78,2021.0,BE3,2016,1
79,2021.0,CH0,2016,2
80,2021.0,DEA,2016,1
81,2021.0,DK0,2016,1
82,2021.0,EE0,2016,1
83,2021.0,ES4,2016,1
84,2021.0,ES5,2016,1
85,2021.0,ITC,2016,1
86,2021.0,ITH,2016,1
87,2021.0,NL2,2016,1
88,2021.0,NL3,2016,3
89,2021.0,NO0,2016,1
90,2021.0,SE1,2016,2
91,2021.0,UKD,2016,2
92,2021.0,UKE,2016,1
93,2021.0,UKH,2016,3
94,2021.0,UKI,2016,1
95,2021.0,UKJ,2016,2
96,2021.0,UKM,2016,1
