,year,nuts_id,nuts_year_spec,impact_studies_3_count
0,2020.0,AT1,2016,1
1,2020.0,AT3,2016,3
2,2020.0,BE1,2016,3
3,2020.0,BE2,2016,6
4,2020.0,CH0,2016,17
5,2020.0,CZ0,2016,3
6,2020.0,DE1,2016,10
7,2020.0,DE2,2016,10
8,2020.0,DE3,2016,18
9,2020.0,DE6,2016,4
10,2020.0,DE7,2016,5
11,2020.0,DE9,2016,4
12,2020.0,DEA,2016,20
13,2020.0,DED,2016,5
14,2020.0,DEF,2016,2
15,2020.0,DK0,2016,1
16,2020.0,EE0,2016,1
17,2020.0,EL3,2016,7
18,2020.0,EL6,2016,1
19,2020.0,ES1,2016,1
20,2020.0,ES2,2016,2
21,2020.0,ES3,2016,13
22,2020.0,ES4,2016,2
23,2020.0,ES5,2016,8
24,2020.0,ES6,2016,4
25,2020.0,FI1,2016,4
26,2020.0,FR1,2016,12
27,2020.0,FRF,2016,2
28,2020.0,FRL,2016,5
29,2020.0,IS0,2016,2
30,2020.0,ITC,2016,35
31,2020.0,ITF,2016,3
32,2020.0,ITH,2016,13
33,2020.0,ITI,2016,15
34,2020.0,LU0,2016,1
35,2020.0,NL1,2016,11
36,2020.0,NL2,2016,12
37,2020.0,NL3,2016,14
38,2020.0,NL4,2016,3
39,2020.0,NO0,2016,4
40,2020.0,PL9,2016,1
41,2020.0,RS1,2016,1
42,2020.0,RS2,2016,1
43,2020.0,SE1,2016,31
44,2020.0,SE2,2016,8
45,2020.0,TR1,2016,2
46,2020.0,TR4,2016,1
47,2020.0,TR5,2016,1
48,2020.0,UKC,2016,3
49,2020.0,UKD,2016,18
50,2020.0,UKE,2016,1
51,2020.0,UKF,2016,4
52,2020.0,UKG,2016,3
53,2020.0,UKH,2016,22
54,2020.0,UKI,2016,39
55,2020.0,UKJ,2016,17
56,2020.0,UKK,2016,2
57,2020.0,UKL,2016,1
58,2020.0,UKM,2016,25
59,2020.0,UKN,2016,3
60,2021.0,CH0,2016,3
61,2021.0,DE1,2016,1
62,2021.0,DE2,2016,2
63,2021.0,DE3,2016,1
64,2021.0,DE7,2016,1
65,2021.0,DEA,2016,3
66,2021.0,DK0,2016,1
67,2021.0,ES3,2016,1
68,2021.0,FR1,2016,1
69,2021.0,FRL,2016,1
70,2021.0,IE0,2016,1
71,2021.0,ITC,2016,2
72,2021.0,ITF,2016,1
73,2021.0,ITH,2016,1
74,2021.0,ITI,2016,2
75,2021.0,NL2,2016,2
76,2021.0,NL3,2016,1
77,2021.0,SE1,2016,4
78,2021.0,SE2,2016,1
79,2021.0,SK0,2016,1
80,2021.0,TRB,2016,1
81,2021.0,UKE,2016,3
82,2021.0,UKH,2016,7
83,2021.0,UKI,2016,2
84,2021.0,UKJ,2016,1
