year,region_type,region_year_spec,region_id,region_level,hospitalisation_count
0,2020,NUTS,2016,AT,0,6
1,2020,NUTS,2016,AT1,1,2
2,2020,NUTS,2016,AT13,2,2
3,2020,NUTS,2016,AT130,3,2
4,2020,NUTS,2016,AT2,1,2
5,2020,NUTS,2016,AT22,2,2
6,2020,NUTS,2016,AT221,3,2
7,2020,NUTS,2016,AT3,1,2
8,2020,NUTS,2016,AT31,2,1
9,2020,NUTS,2016,AT312,3,1
10,2020,NUTS,2016,AT33,2,1
11,2020,NUTS,2016,AT332,3,1
12,2020,NUTS,2016,BE,0,7
13,2020,NUTS,2016,BE2,1,6
14,2020,NUTS,2016,BE21,2,4
15,2020,NUTS,2016,BE213,3,4
16,2020,NUTS,2016,BE23,2,2
17,2020,NUTS,2016,BE234,3,2
18,2020,NUTS,2016,BE3,1,1
19,2020,NUTS,2016,BE32,2,1
20,2020,NUTS,2016,BE323,3,1
21,2020,NUTS,2016,CH,0,22
22,2020,NUTS,2016,CH0,1,22
23,2020,NUTS,2016,CH01,2,8
24,2020,NUTS,2016,CH011,3,4
25,2020,NUTS,2016,CH013,3,4
26,2020,NUTS,2016,CH02,2,5
27,2020,NUTS,2016,CH021,3,4
28,2020,NUTS,2016,CH022,3,1
29,2020,NUTS,2016,CH03,2,2
30,2020,NUTS,2016,CH031,3,2
31,2020,NUTS,2016,CH04,2,5
32,2020,NUTS,2016,CH040,3,5
33,2020,NUTS,2016,CH05,2,2
34,2020,NUTS,2016,CH055,3,2
35,2020,NUTS,2016,CY,0,2
36,2020,NUTS,2016,CY0,1,2
37,2020,NUTS,2016,CY00,2,2
38,2020,NUTS,2016,CY000,3,2
39,2020,NUTS,2016,CZ,0,3
40,2020,NUTS,2016,CZ0,1,3
41,2020,NUTS,2016,CZ01,2,3
42,2020,NUTS,2016,CZ010,3,3
43,2020,NUTS,2016,DE,0,21
44,2020,NUTS,2016,DE1,1,5
45,2020,NUTS,2016,DE12,2,2
46,2020,NUTS,2016,DE125,3,2
47,2020,NUTS,2016,DE13,2,3
48,2020,NUTS,2016,DE131,3,3
49,2020,NUTS,2016,DE2,1,2
50,2020,NUTS,2016,DE21,2,1
51,2020,NUTS,2016,DE212,3,1
52,2020,NUTS,2016,DE25,2,1
53,2020,NUTS,2016,DE252,3,1
54,2020,NUTS,2016,DE3,1,5
55,2020,NUTS,2016,DE30,2,5
56,2020,NUTS,2016,DE300,3,5
57,2020,NUTS,2016,DE6,1,2
58,2020,NUTS,2016,DE60,2,2
59,2020,NUTS,2016,DE600,3,2
60,2020,NUTS,2016,DE7,1,1
61,2020,NUTS,2016,DE72,2,1
62,2020,NUTS,2016,DE721,3,1
63,2020,NUTS,2016,DE9,1,1
64,2020,NUTS,2016,DE92,2,1
65,2020,NUTS,2016,DE929,3,1
66,2020,NUTS,2016,DEA,1,2
67,2020,NUTS,2016,DEA3,2,2
68,2020,NUTS,2016,DEA33,3,2
69,2020,NUTS,2016,DED,1,3
70,2020,NUTS,2016,DED4,2,2
71,2020,NUTS,2016,DED41,3,2
72,2020,NUTS,2016,DED5,2,1
73,2020,NUTS,2016,DED51,3,1
74,2020,NUTS,2016,DK,0,14
75,2020,NUTS,2016,DK0,1,14
76,2020,NUTS,2016,DK01,2,10
77,2020,NUTS,2016,DK011,3,10
78,2020,NUTS,2016,DK03,2,2
79,2020,NUTS,2016,DK031,3,2
80,2020,NUTS,2016,DK04,2,2
81,2020,NUTS,2016,DK042,3,2
82,2020,NUTS,2016,EL,0,5
83,2020,NUTS,2016,EL3,1,4
84,2020,NUTS,2016,EL30,2,4
85,2020,NUTS,2016,EL303,3,4
86,2020,NUTS,2016,EL5,1,1
87,2020,NUTS,2016,EL54,2,1
88,2020,NUTS,2016,EL543,3,1
89,2020,NUTS,2016,ES,0,38
90,2020,NUTS,2016,ES2,1,1
91,2020,NUTS,2016,ES22,2,1
92,2020,NUTS,2016,ES220,3,1
93,2020,NUTS,2016,ES3,1,13
94,2020,NUTS,2016,ES30,2,13
95,2020,NUTS,2016,ES300,3,13
96,2020,NUTS,2016,ES4,1,6
97,2020,NUTS,2016,ES41,2,6
98,2020,NUTS,2016,ES415,3,6
99,2020,NUTS,2016,ES5,1,14
100,2020,NUTS,2016,ES51,2,12
101,2020,NUTS,2016,ES511,3,12
102,2020,NUTS,2016,ES52,2,2
103,2020,NUTS,2016,ES521,3,1
104,2020,NUTS,2016,ES523,3,1
105,2020,NUTS,2016,ES6,1,4
106,2020,NUTS,2016,ES61,2,2
107,2020,NUTS,2016,ES617,3,1
108,2020,NUTS,2016,ES618,3,1
109,2020,NUTS,2016,ES62,2,2
110,2020,NUTS,2016,ES620,3,2
111,2020,NUTS,2016,FI,0,7
112,2020,NUTS,2016,FI1,1,7
113,2020,NUTS,2016,FI1B,2,2
114,2020,NUTS,2016,FI1B1,3,2
115,2020,NUTS,2016,FI1C,2,3
116,2020,NUTS,2016,FI1C1,3,3
117,2020,NUTS,2016,FI1D,2,2
118,2020,NUTS,2016,FI1D9,3,2
119,2020,NUTS,2016,FR,0,3
120,2020,NUTS,2016,FR1,1,2
121,2020,NUTS,2016,FR10,2,2
122,2020,NUTS,2016,FR104,3,2
123,2020,NUTS,2016,FRK,1,1
124,2020,NUTS,2016,FRK2,2,1
125,2020,NUTS,2016,FRK26,3,1
126,2020,NUTS,2016,HR,0,1
127,2020,NUTS,2016,HR0,1,1
128,2020,NUTS,2016,HR03,2,1
129,2020,NUTS,2016,HR035,3,1
130,2020,NUTS,2016,IE,0,3
131,2020,NUTS,2016,IE0,1,3
132,2020,NUTS,2016,IE05,2,2
133,2020,NUTS,2016,IE051,3,1
134,2020,NUTS,2016,IE053,3,1
135,2020,NUTS,2016,IE06,2,1
136,2020,NUTS,2016,IE061,3,1
137,2020,NUTS,2016,IS,0,1
138,2020,NUTS,2016,IS0,1,1
139,2020,NUTS,2016,IS00,2,1
140,2020,NUTS,2016,IS001,3,1
141,2020,NUTS,2016,IT,0,22
142,2020,NUTS,2016,ITC,1,6
143,2020,NUTS,2016,ITC1,2,1
144,2020,NUTS,2016,ITC11,3,1
145,2020,NUTS,2016,ITC4,2,5
146,2020,NUTS,2016,ITC47,3,1
147,2020,NUTS,2016,ITC48,3,1
148,2020,NUTS,2016,ITC4C,3,3
149,2020,NUTS,2016,ITF,1,1
150,2020,NUTS,2016,ITF6,2,1
151,2020,NUTS,2016,ITF63,3,1
152,2020,NUTS,2016,ITG,1,1
153,2020,NUTS,2016,ITG1,2,1
154,2020,NUTS,2016,ITG13,3,1
155,2020,NUTS,2016,ITH,1,4
156,2020,NUTS,2016,ITH5,2,4
157,2020,NUTS,2016,ITH52,3,1
158,2020,NUTS,2016,ITH55,3,2
159,2020,NUTS,2016,ITH56,3,1
160,2020,NUTS,2016,ITI,1,10
161,2020,NUTS,2016,ITI1,2,8
162,2020,NUTS,2016,ITI14,3,6
163,2020,NUTS,2016,ITI17,3,1
164,2020,NUTS,2016,ITI19,3,1
165,2020,NUTS,2016,ITI4,2,2
166,2020,NUTS,2016,ITI43,3,2
167,2020,NUTS,2016,LT,0,3
168,2020,NUTS,2016,LT0,1,3
169,2020,NUTS,2016,LT01,2,3
170,2020,NUTS,2016,LT011,3,3
171,2020,NUTS,2016,LV,0,1
172,2020,NUTS,2016,LV0,1,1
173,2020,NUTS,2016,LV00,2,1
174,2020,NUTS,2016,LV006,3,1
175,2020,NUTS,2016,NL,0,21
176,2020,NUTS,2016,NL1,1,3
177,2020,NUTS,2016,NL11,2,3
178,2020,NUTS,2016,NL113,3,3
179,2020,NUTS,2016,NL2,1,2
180,2020,NUTS,2016,NL22,2,2
181,2020,NUTS,2016,NL226,3,2
182,2020,NUTS,2016,NL3,1,12
183,2020,NUTS,2016,NL31,2,3
184,2020,NUTS,2016,NL310,3,3
185,2020,NUTS,2016,NL32,2,1
186,2020,NUTS,2016,NL329,3,1
187,2020,NUTS,2016,NL33,2,8
188,2020,NUTS,2016,NL337,3,2
189,2020,NUTS,2016,NL33C,3,6
190,2020,NUTS,2016,NL4,1,4
191,2020,NUTS,2016,NL42,2,4
192,2020,NUTS,2016,NL423,3,4
193,2020,NUTS,2016,NO,0,2
194,2020,NUTS,2016,NO0,1,2
195,2020,NUTS,2016,NO01,2,1
196,2020,NUTS,2016,NO011,3,1
197,2020,NUTS,2016,NO07,2,1
198,2020,NUTS,2016,NO072,3,1
199,2020,NUTS,2016,PL,0,4
200,2020,NUTS,2016,PL9,1,4
201,2020,NUTS,2016,PL91,2,4
202,2020,NUTS,2016,PL911,3,4
203,2020,NUTS,2016,PT,0,3
204,2020,NUTS,2016,PT1,1,3
205,2020,NUTS,2016,PT16,2,1
206,2020,NUTS,2016,PT16E,3,1
207,2020,NUTS,2016,PT17,2,2
208,2020,NUTS,2016,PT170,3,2
209,2020,NUTS,2016,RS,0,3
210,2020,NUTS,2016,RS1,1,3
211,2020,NUTS,2016,RS11,2,3
212,2020,NUTS,2016,RS110,3,3
213,2020,NUTS,2016,SE,0,28
214,2020,NUTS,2016,SE1,1,20
215,2020,NUTS,2016,SE11,2,14
216,2020,NUTS,2016,SE110,3,14
217,2020,NUTS,2016,SE12,2,6
218,2020,NUTS,2016,SE121,3,3
