year,region_type,region_year_spec,region_id,region_level,trials_count
0,2017,NUTS,2016,UK,0,1
1,2017,NUTS,2016,UKJ,1,1
2,2017,NUTS,2016,UKJ3,2,1
3,2017,NUTS,2016,UKJ32,3,1
4,2018,NUTS,2016,FR,0,1
5,2018,NUTS,2016,FRL,1,1
6,2018,NUTS,2016,FRL0,2,1
7,2018,NUTS,2016,FRL04,3,1
8,2019,NUTS,2016,FR,0,1
9,2019,NUTS,2016,FRL,1,1
10,2019,NUTS,2016,FRL0,2,1
11,2019,NUTS,2016,FRL04,3,1
12,2020,NUTS,2016,AT,0,3
13,2020,NUTS,2016,AT1,1,2
14,2020,NUTS,2016,AT13,2,2
15,2020,NUTS,2016,AT130,3,2
16,2020,NUTS,2016,AT2,1,1
17,2020,NUTS,2016,AT22,2,1
18,2020,NUTS,2016,AT221,3,1
19,2020,NUTS,2016,CH,0,3
20,2020,NUTS,2016,CH0,1,3
21,2020,NUTS,2016,CH01,2,1
22,2020,NUTS,2016,CH013,3,1
23,2020,NUTS,2016,CH02,2,2
24,2020,NUTS,2016,CH021,3,2
25,2020,NUTS,2016,DE,0,10
26,2020,NUTS,2016,DE1,1,2
27,2020,NUTS,2016,DE13,2,2
28,2020,NUTS,2016,DE131,3,2
29,2020,NUTS,2016,DE2,1,2
30,2020,NUTS,2016,DE21,2,1
31,2020,NUTS,2016,DE212,3,1
32,2020,NUTS,2016,DE26,2,1
33,2020,NUTS,2016,DE263,3,1
34,2020,NUTS,2016,DE4,1,1
35,2020,NUTS,2016,DE40,2,1
36,2020,NUTS,2016,DE404,3,1
37,2020,NUTS,2016,DE9,1,1
38,2020,NUTS,2016,DE91,2,1
39,2020,NUTS,2016,DE91C,3,1
40,2020,NUTS,2016,DEA,1,3
41,2020,NUTS,2016,DEA2,2,3
42,2020,NUTS,2016,DEA23,3,1
43,2020,NUTS,2016,DEA2D,3,2
44,2020,NUTS,2016,DED,1,1
45,2020,NUTS,2016,DED4,2,1
46,2020,NUTS,2016,DED41,3,1
47,2020,NUTS,2016,DK,0,4
48,2020,NUTS,2016,DK0,1,4
49,2020,NUTS,2016,DK01,2,3
50,2020,NUTS,2016,DK011,3,2
51,2020,NUTS,2016,DK012,3,1
52,2020,NUTS,2016,DK03,2,1
53,2020,NUTS,2016,DK031,3,1
54,2020,NUTS,2016,EL,0,2
55,2020,NUTS,2016,EL3,1,1
56,2020,NUTS,2016,EL30,2,1
57,2020,NUTS,2016,EL303,3,1
58,2020,NUTS,2016,EL5,1,1
59,2020,NUTS,2016,EL52,2,1
60,2020,NUTS,2016,EL522,3,1
61,2020,NUTS,2016,ES,0,5
62,2020,NUTS,2016,ES1,1,1
63,2020,NUTS,2016,ES11,2,1
64,2020,NUTS,2016,ES111,3,1
65,2020,NUTS,2016,ES3,1,3
66,2020,NUTS,2016,ES30,2,3
67,2020,NUTS,2016,ES300,3,3
68,2020,NUTS,2016,ES5,1,1
69,2020,NUTS,2016,ES51,2,1
70,2020,NUTS,2016,ES511,3,1
71,2020,NUTS,2016,FI,0,1
72,2020,NUTS,2016,FI1,1,1
73,2020,NUTS,2016,FI1B,2,1
74,2020,NUTS,2016,FI1B1,3,1
75,2020,NUTS,2016,FR,0,16
76,2020,NUTS,2016,FR1,1,11
77,2020,NUTS,2016,FR10,2,11
78,2020,NUTS,2016,FR101,3,2
79,2020,NUTS,2016,FR104,3,9
80,2020,NUTS,2016,FRF,1,1
81,2020,NUTS,2016,FRF1,2,1
82,2020,NUTS,2016,FRF11,3,1
83,2020,NUTS,2016,FRI,1,2
84,2020,NUTS,2016,FRI1,2,2
85,2020,NUTS,2016,FRI12,3,2
86,2020,NUTS,2016,FRJ,1,1
87,2020,NUTS,2016,FRJ1,2,1
88,2020,NUTS,2016,FRJ13,3,1
89,2020,NUTS,2016,FRL,1,1
90,2020,NUTS,2016,FRL0,2,1
91,2020,NUTS,2016,FRL04,3,1
92,2020,NUTS,2016,IE,0,1
93,2020,NUTS,2016,IE0,1,1
94,2020,NUTS,2016,IE06,2,1
95,2020,NUTS,2016,IE061,3,1
96,2020,NUTS,2016,IT,0,8
97,2020,NUTS,2016,ITC,1,3
98,2020,NUTS,2016,ITC1,2,1
99,2020,NUTS,2016,ITC11,3,1
100,2020,NUTS,2016,ITC4,2,2
101,2020,NUTS,2016,ITC4C,3,2
102,2020,NUTS,2016,ITH,1,2
103,2020,NUTS,2016,ITH3,2,1
104,2020,NUTS,2016,ITH36,3,1
105,2020,NUTS,2016,ITH5,2,1
106,2020,NUTS,2016,ITH54,3,1
107,2020,NUTS,2016,ITI,1,3
108,2020,NUTS,2016,ITI4,2,3
109,2020,NUTS,2016,ITI43,3,3
110,2020,NUTS,2016,NL,0,20
111,2020,NUTS,2016,NL2,1,7
112,2020,NUTS,2016,NL21,2,1
113,2020,NUTS,2016,NL213,3,1
114,2020,NUTS,2016,NL22,2,6
115,2020,NUTS,2016,NL221,3,1
116,2020,NUTS,2016,NL226,3,5
117,2020,NUTS,2016,NL3,1,12
118,2020,NUTS,2016,NL31,2,2
119,2020,NUTS,2016,NL310,3,2
120,2020,NUTS,2016,NL32,2,5
121,2020,NUTS,2016,NL329,3,5
122,2020,NUTS,2016,NL33,2,5
123,2020,NUTS,2016,NL337,3,3
124,2020,NUTS,2016,NL33C,3,2
125,2020,NUTS,2016,NL4,1,1
126,2020,NUTS,2016,NL42,2,1
127,2020,NUTS,2016,NL423,3,1
128,2020,NUTS,2016,NO,0,1
129,2020,NUTS,2016,NO0,1,1
130,2020,NUTS,2016,NO01,2,1
131,2020,NUTS,2016,NO011,3,1
132,2020,NUTS,2016,PL,0,4
133,2020,NUTS,2016,PL2,1,1
134,2020,NUTS,2016,PL21,2,1
135,2020,NUTS,2016,PL213,3,1
136,2020,NUTS,2016,PL5,1,2
137,2020,NUTS,2016,PL51,2,2
138,2020,NUTS,2016,PL514,3,2
139,2020,NUTS,2016,PL9,1,1
140,2020,NUTS,2016,PL91,2,1
141,2020,NUTS,2016,PL911,3,1
142,2020,NUTS,2016,PT,0,1
143,2020,NUTS,2016,PT1,1,1
144,2020,NUTS,2016,PT11,2,1
145,2020,NUTS,2016,PT119,3,1
146,2020,NUTS,2016,SE,0,4
147,2020,NUTS,2016,SE1,1,3
148,2020,NUTS,2016,SE11,2,3
149,2020,NUTS,2016,SE110,3,3
150,2020,NUTS,2016,SE3,1,1
151,2020,NUTS,2016,SE33,2,1
152,2020,NUTS,2016,SE331,3,1
153,2020,NUTS,2016,SK,0,1
154,2020,NUTS,2016,SK0,1,1
155,2020,NUTS,2016,SK01,2,1
156,2020,NUTS,2016,SK010,3,1
157,2020,NUTS,2016,TR,0,5
158,2020,NUTS,2016,TR1,1,1
159,2020,NUTS,2016,TR10,2,1
160,2020,NUTS,2016,TR100,3,1
161,2020,NUTS,2016,TR5,1,2
162,2020,NUTS,2016,TR51,2,1
163,2020,NUTS,2016,TR510,3,1
164,2020,NUTS,2016,TR52,2,1
165,2020,NUTS,2016,TR521,3,1
166,2020,NUTS,2016,TR8,1,1
167,2020,NUTS,2016,TR83,2,1
168,2020,NUTS,2016,TR831,3,1
169,2020,NUTS,2016,TRB,1,1
170,2020,NUTS,2016,TRB1,2,1
171,2020,NUTS,2016,TRB11,3,1
172,2020,NUTS,2016,UK,0,59
173,2020,NUTS,2016,UKC,1,1
174,2020,NUTS,2016,UKC2,2,1
175,2020,NUTS,2016,UKC22,3,1
176,2020,NUTS,2016,UKD,1,5
177,2020,NUTS,2016,UKD3,2,3
178,2020,NUTS,2016,UKD33,3,2
179,2020,NUTS,2016,UKD34,3,1
180,2020,NUTS,2016,UKD7,2,2
181,2020,NUTS,2016,UKD72,3,2
182,2020,NUTS,2016,UKE,1,3
183,2020,NUTS,2016,UKE1,2,1
184,2020,NUTS,2016,UKE12,3,1
185,2020,NUTS,2016,UKE3,2,2
186,2020,NUTS,2016,UKE32,3,2
187,2020,NUTS,2016,UKF,1,2
188,2020,NUTS,2016,UKF1,2,2
189,2020,NUTS,2016,UKF14,3,2
190,2020,NUTS,2016,UKG,1,3
191,2020,NUTS,2016,UKG1,2,1
192,2020,NUTS,2016,UKG13,3,1
193,2020,NUTS,2016,UKG2,2,1
194,2020,NUTS,2016,UKG24,3,1
195,2020,NUTS,2016,UKG3,2,1
196,2020,NUTS,2016,UKG31,3,1
197,2020,NUTS,2016,UKH,1,9
198,2020,NUTS,2016,UKH1,2,6
199,2020,NUTS,2016,UKH12,3,3
200,2020,NUTS,2016,UKH17,3,3
201,2020,NUTS,2016,UKH2,2,3
202,2020,NUTS,2016,UKH23,3,3
203,2020,NUTS,2016,UKI,1,19
204,2020,NUTS,2016,UKI3,2,18
205,2020,NUTS,2016,UKI31,3,7
206,2020,NUTS,2016,UKI32,3,4
207,2020,NUTS,2016,UKI33,3,7
208,2020,NUTS,2016,UKI4,2,1
209,2020,NUTS,2016,UKI44,3,1
210,2020,NUTS,2016,UKJ,1,13
211,2020,NUTS,2016,UKJ1,2,8
212,2020,NUTS,2016,UKJ14,3,8
213,2020,NUTS,2016,UKJ3,2,5
214,2020,NUTS,2016,UKJ32,3,4
215,2020,NUTS,2016,UKJ36,3,1
216,2020,NUTS,2016,UKK,1,3
217,2020,NUTS,2016,UKK1,2,2
218,2020,NUTS,2016,UKK11,3,2
219,2020,NUTS,2016,UKK4,2,1
220,2020,NUTS,2016,UKK41,3,1
221,2020,NUTS,2016,UKN,1,1
222,2020,NUTS,2016,UKN0,2,1
223,2020,NUTS,2016,UKN06,3,1
224,2021,NUTS,2021,EL,0,1
225,2021,NUTS,2021,EL3,1,1
226,2021,NUTS,2021,EL30,2,1
227,2021,NUTS,2021,EL303,3,1
228,2021,NUTS,2021,FR,0,1
229,2021,NUTS,2021,FR1,1,1
230,2021,NUTS,2021,FR10,2,1
231,2021,NUTS,2021,FR104,3,1
232,2021,NUTS,2021,NL,0,5
233,2021,NUTS,2021,NL2,1,1
234,2021,NUTS,2021,NL22,2,1
235,2021,NUTS,2021,NL226,3,1
236,2021,NUTS,2021,NL3,1,4
237,2021,NUTS,2021,NL31,2,1
238,2021,NUTS,2021,NL310,3,1
239,2021,NUTS,2021,NL32,2,2
240,2021,NUTS,2021,NL329,3,2
241,2021,NUTS,2021,NL33,2,1
242,2021,NUTS,2021,NL337,3,1
243,2021,NUTS,2021,UK,0,2
244,2021,NUTS,2021,UKI,1,1
245,2021,NUTS,2021,UKI3,2,1
246,2021,NUTS,2021,UKI31,3,1
247,2021,NUTS,2021,UKK,1,1
248,2021,NUTS,2021,UKK1,2,1
249,2021,NUTS,2021,UKK11,3,1
