,year,nuts_id,nuts_year_spec,repurposed_treatments_lq
168,2021,FRF,2016,0.0
169,2021,FRG,2016,0.0
170,2021,FRH,2016,0.0
171,2021,FRI,2016,0.0
172,2021,FRJ,2016,0.0
173,2021,FRK,2016,0.0
174,2021,FRL,2016,0.0
175,2021,FRY,2016,0.0
176,2021,HR0,2016,0.0
177,2021,HU1,2016,0.0
178,2021,HU2,2016,0.0
179,2021,HU3,2016,0.0
180,2021,IE0,2016,2.7939622641509434
181,2021,IS0,2016,0.0
182,2021,ITC,2016,0.0
183,2021,ITF,2016,0.0
184,2021,ITG,2016,0.0
185,2021,ITH,2016,0.0
186,2021,ITI,2016,0.0
187,2021,LT0,2016,0.0
188,2021,LU0,2016,0.0
189,2021,LV0,2016,0.0
190,2021,ME0,2016,0.0
191,2021,MK0,2016,0.0
192,2021,MT0,2016,0.0
193,2021,NL1,2016,0.0
194,2021,NL2,2016,0.0
195,2021,NL3,2016,1.0221813161527842
196,2021,NL4,2016,0.0
197,2021,NO0,2016,0.0
198,2021,PL2,2016,9.313207547169812
199,2021,PL4,2016,0.0
200,2021,PL5,2016,13.969811320754717
201,2021,PL6,2016,13.969811320754717
202,2021,PL7,2016,15.52201257861635
203,2021,PL8,2016,34.92452830188679
204,2021,PL9,2016,2.5246646965219366
205,2021,PT1,2016,0.0
206,2021,PT3,2016,0.0
207,2021,RO1,2016,0.0
208,2021,RO2,2016,0.0
209,2021,RO3,2016,0.0
210,2021,RS1,2016,0.0
211,2021,RS2,2016,0.0
212,2021,SE1,2016,0.0
213,2021,SE2,2016,0.0
214,2021,SE3,2016,0.0
215,2021,SI0,2016,6.759586122945831
216,2021,SK0,2016,0.0
217,2021,TR1,2016,0.0
218,2021,TR2,2016,0.0
219,2021,TR3,2016,0.0
220,2021,TR4,2016,0.0
221,2021,TR5,2016,0.0
222,2021,TR6,2016,0.0
223,2021,TR7,2016,0.0
224,2021,TR8,2016,0.0
225,2021,TRA,2016,0.0
226,2021,TRB,2016,0.0
227,2021,TRC,2016,0.0
228,2021,UKC,2016,6.16315205327414
229,2021,UKD,2016,4.580266006804824
230,2021,UKE,2016,0.0
231,2021,UKF,2016,7.689804396745715
232,2021,UKG,2016,2.8127136887425603
233,2021,UKH,2016,0.5086096354643708
234,2021,UKI,2016,2.460436436140753
235,2021,UKJ,2016,2.460436436140753
236,2021,UKK,2016,2.509546943848153
237,2021,UKL,2016,0.0
238,2021,UKM,2016,0.7789857613803746
239,2021,UKN,2016,5.238679245283019
