,year,nuts_id,nuts_year_spec,genetic_analysis_count
0,2015.0,UKM75,2016,1
1,2017.0,UKJ11,2016,1
2,2017.0,UKM75,2016,1
3,2018.0,NL337,2016,1
4,2019.0,FR101,2016,1
5,2020.0,AT130,2016,6
6,2020.0,AT332,2016,2
7,2020.0,BE100,2016,1
8,2020.0,BE213,2016,1
9,2020.0,BE234,2016,2
10,2020.0,BE332,2016,1
11,2020.0,BG411,2016,1
12,2020.0,CH011,2016,1
13,2020.0,CH013,2016,4
14,2020.0,CH021,2016,6
15,2020.0,CH031,2016,2
16,2020.0,CH040,2016,7
17,2020.0,CY000,2016,2
18,2020.0,CZ010,2016,1
19,2020.0,CZ080,2016,1
20,2020.0,DE125,2016,2
21,2020.0,DE142,2016,2
22,2020.0,DE144,2016,1
23,2020.0,DE212,2016,12
24,2020.0,DE21B,2016,1
25,2020.0,DE300,2016,14
26,2020.0,DE404,2016,1
27,2020.0,DE712,2016,5
28,2020.0,DE71C,2016,3
29,2020.0,DE721,2016,3
30,2020.0,DE911,2016,2
31,2020.0,DE91C,2016,2
32,2020.0,DEA22,2016,4
33,2020.0,DEA23,2016,3
34,2020.0,DEA26,2016,1
35,2020.0,DEA33,2016,1
36,2020.0,DED41,2016,3
37,2020.0,DEE02,2016,1
38,2020.0,DEE03,2016,2
39,2020.0,DK011,2016,4
40,2020.0,DK012,2016,4
41,2020.0,EE001,2016,1
42,2020.0,EE008,2016,2
43,2020.0,EL303,2016,3
44,2020.0,EL431,2016,1
45,2020.0,EL433,2016,1
46,2020.0,EL632,2016,1
47,2020.0,ES213,2016,4
48,2020.0,ES230,2016,1
49,2020.0,ES300,2016,9
50,2020.0,ES511,2016,3
51,2020.0,ES523,2016,1
52,2020.0,ES620,2016,1
53,2020.0,FI1B1,2016,1
54,2020.0,FR101,2016,5
55,2020.0,FR104,2016,4
56,2020.0,FRB04,2016,1
57,2020.0,FRE11,2016,1
58,2020.0,FRF11,2016,1
59,2020.0,FRF31,2016,1
60,2020.0,FRG01,2016,1
61,2020.0,FRG04,2016,1
62,2020.0,FRJ13,2016,1
63,2020.0,FRL04,2016,1
64,2020.0,FRY40,2016,1
65,2020.0,HU110,2016,1
66,2020.0,IE051,2016,1
67,2020.0,IE061,2016,1
68,2020.0,IE062,2016,1
69,2020.0,ITC11,2016,2
70,2020.0,ITC48,2016,2
71,2020.0,ITC4C,2016,5
72,2020.0,ITF33,2016,1
73,2020.0,ITF47,2016,2
74,2020.0,ITG17,2016,2
75,2020.0,ITH20,2016,1
76,2020.0,ITH36,2016,5
77,2020.0,ITH44,2016,1
78,2020.0,ITH55,2016,4
79,2020.0,ITH56,2016,2
80,2020.0,ITI14,2016,3
81,2020.0,ITI19,2016,4
82,2020.0,ITI32,2016,1
83,2020.0,ITI43,2016,8
84,2020.0,NL113,2016,3
85,2020.0,NL226,2016,1
86,2020.0,NL310,2016,8
87,2020.0,NL329,2016,3
88,2020.0,NL337,2016,3
89,2020.0,NL33C,2016,3
90,2020.0,NO011,2016,1
91,2020.0,NO012,2016,1
92,2020.0,NO060,2016,1
93,2020.0,PL213,2016,2
94,2020.0,PL911,2016,3
95,2020.0,RS110,2016,1
96,2020.0,SE110,2016,8
97,2020.0,SE121,2016,1
98,2020.0,SI041,2016,2
99,2020.0,TR100,2016,2
100,2020.0,TR310,2016,6
101,2020.0,TR332,2016,1
102,2020.0,TR510,2016,1
103,2020.0,TR611,2016,1
104,2020.0,UKD33,2016,2
105,2020.0,UKD72,2016,4
106,2020.0,UKE32,2016,1
107,2020.0,UKF14,2016,3
108,2020.0,UKF21,2016,1
109,2020.0,UKG12,2016,1
110,2020.0,UKG24,2016,1
111,2020.0,UKG31,2016,1
112,2020.0,UKH12,2016,24
113,2020.0,UKH17,2016,1
114,2020.0,UKH23,2016,5
115,2020.0,UKH25,2016,1
116,2020.0,UKI31,2016,11
117,2020.0,UKI32,2016,1
118,2020.0,UKI33,2016,3
119,2020.0,UKI42,2016,3
120,2020.0,UKJ11,2016,1
121,2020.0,UKJ14,2016,20
122,2020.0,UKJ25,2016,2
123,2020.0,UKJ41,2016,1
124,2020.0,UKK11,2016,3
125,2020.0,UKK14,2016,1
126,2020.0,UKL14,2016,1
127,2020.0,UKM75,2016,5
128,2020.0,UKM82,2016,6
129,2021.0,AT130,2016,1
130,2021.0,AT332,2016,1
131,2021.0,BG411,2016,1
132,2021.0,CH011,2016,1
133,2021.0,CH013,2016,1
134,2021.0,CH021,2016,1
135,2021.0,CH031,2016,2
136,2021.0,CH040,2016,1
137,2021.0,DE125,2016,1
138,2021.0,DE131,2016,1
139,2021.0,DE212,2016,2
140,2021.0,DE300,2016,2
141,2021.0,DE712,2016,2
142,2021.0,DE91C,2016,2
143,2021.0,DEA22,2016,2
144,2021.0,DEA23,2016,1
145,2021.0,DK011,2016,2
146,2021.0,ES511,2016,1
147,2021.0,FR101,2016,2
148,2021.0,FR104,2016,2
149,2021.0,ITC4C,2016,1
150,2021.0,ITF45,2016,1
151,2021.0,ITH20,2016,1
152,2021.0,NL113,2016,1
153,2021.0,NL226,2016,1
154,2021.0,NL329,2016,4
155,2021.0,NL33C,2016,1
156,2021.0,PL911,2016,1
157,2021.0,SE110,2016,1
158,2021.0,TR100,2016,1
159,2021.0,TR310,2016,2
160,2021.0,UKD34,2016,1
161,2021.0,UKD72,2016,1
162,2021.0,UKH12,2016,3
163,2021.0,UKI31,2016,5
164,2021.0,UKI32,2016,4
165,2021.0,UKI33,2016,1
166,2021.0,UKJ14,2016,2
167,2021.0,UKM75,2016,1
168,2021.0,UKM82,2016,2
