,year,nuts_id,nuts_year_spec,serology_count
0,2020.0,AT1,2016,6
1,2020.0,AT3,2016,2
2,2020.0,BE1,2016,1
3,2020.0,BE2,2016,7
4,2020.0,CH0,2016,25
5,2020.0,CY0,2016,1
6,2020.0,CZ0,2016,1
7,2020.0,DE1,2016,2
8,2020.0,DE2,2016,6
9,2020.0,DE3,2016,13
10,2020.0,DE6,2016,4
11,2020.0,DE7,2016,5
12,2020.0,DE9,2016,3
13,2020.0,DEA,2016,3
14,2020.0,DED,2016,2
15,2020.0,DEE,2016,2
16,2020.0,DK0,2016,16
17,2020.0,EE0,2016,4
18,2020.0,EL3,2016,4
19,2020.0,EL6,2016,1
20,2020.0,ES3,2016,5
21,2020.0,ES5,2016,5
22,2020.0,FI1,2016,5
23,2020.0,FR1,2016,12
24,2020.0,FRF,2016,2
25,2020.0,FRJ,2016,2
26,2020.0,FRK,2016,1
27,2020.0,FRL,2016,4
28,2020.0,HR0,2016,4
29,2020.0,HU1,2016,1
30,2020.0,HU2,2016,1
31,2020.0,IE0,2016,3
32,2020.0,ITC,2016,14
33,2020.0,ITF,2016,4
34,2020.0,ITG,2016,1
35,2020.0,ITH,2016,9
36,2020.0,ITI,2016,5
37,2020.0,LU0,2016,2
38,2020.0,LV0,2016,1
39,2020.0,NL2,2016,2
40,2020.0,NL3,2016,14
41,2020.0,NL4,2016,1
42,2020.0,NO0,2016,2
43,2020.0,SE1,2016,18
44,2020.0,SE2,2016,1
45,2020.0,SI0,2016,1
46,2020.0,TR7,2016,1
47,2020.0,TRA,2016,1
48,2020.0,UKC,2016,1
49,2020.0,UKD,2016,14
50,2020.0,UKE,2016,6
51,2020.0,UKF,2016,4
52,2020.0,UKG,2016,12
53,2020.0,UKH,2016,39
54,2020.0,UKI,2016,41
55,2020.0,UKJ,2016,38
56,2020.0,UKK,2016,4
57,2020.0,UKL,2016,2
58,2020.0,UKM,2016,8
59,2020.0,UKN,2016,2
60,2021.0,AT1,2016,2
61,2021.0,AT3,2016,1
62,2021.0,CH0,2016,6
63,2021.0,DE2,2016,2
64,2021.0,DE3,2016,1
65,2021.0,DE7,2016,1
66,2021.0,DEA,2016,1
67,2021.0,DED,2016,1
68,2021.0,DK0,2016,6
69,2021.0,ES5,2016,2
70,2021.0,FI1,2016,1
71,2021.0,FR1,2016,1
72,2021.0,FRF,2016,1
73,2021.0,IE0,2016,1
74,2021.0,ITC,2016,4
75,2021.0,ITH,2016,1
76,2021.0,ITI,2016,1
77,2021.0,PT1,2016,1
78,2021.0,SE1,2016,3
79,2021.0,UKF,2016,2
80,2021.0,UKG,2016,2
81,2021.0,UKH,2016,4
82,2021.0,UKI,2016,12
83,2021.0,UKJ,2016,4
84,2021.0,UKK,2016,1
