,year,nuts_id,nuts_year_spec,genetic_analysis_count
0,2015.0,UKM7,2016,1
1,2017.0,UKJ1,2016,1
2,2017.0,UKM7,2016,1
3,2018.0,NL33,2016,1
4,2019.0,FR10,2016,1
5,2020.0,AT13,2016,6
6,2020.0,AT33,2016,2
7,2020.0,BE10,2016,1
8,2020.0,BE21,2016,1
9,2020.0,BE23,2016,2
10,2020.0,BE33,2016,1
11,2020.0,BG41,2016,1
12,2020.0,CH01,2016,5
13,2020.0,CH02,2016,6
14,2020.0,CH03,2016,2
15,2020.0,CH04,2016,7
16,2020.0,CY00,2016,2
17,2020.0,CZ01,2016,1
18,2020.0,CZ08,2016,1
19,2020.0,DE12,2016,2
20,2020.0,DE14,2016,3
21,2020.0,DE21,2016,13
22,2020.0,DE30,2016,14
23,2020.0,DE40,2016,1
24,2020.0,DE71,2016,8
25,2020.0,DE72,2016,3
26,2020.0,DE91,2016,4
27,2020.0,DEA2,2016,8
28,2020.0,DEA3,2016,1
29,2020.0,DED4,2016,3
30,2020.0,DEE0,2016,3
31,2020.0,DK01,2016,8
32,2020.0,EE00,2016,3
33,2020.0,EL30,2016,3
34,2020.0,EL43,2016,2
35,2020.0,EL63,2016,1
36,2020.0,ES21,2016,4
37,2020.0,ES23,2016,1
38,2020.0,ES30,2016,9
39,2020.0,ES51,2016,3
40,2020.0,ES52,2016,1
41,2020.0,ES62,2016,1
42,2020.0,FI1B,2016,1
43,2020.0,FR10,2016,9
44,2020.0,FRB0,2016,1
45,2020.0,FRE1,2016,1
46,2020.0,FRF1,2016,1
47,2020.0,FRF3,2016,1
48,2020.0,FRG0,2016,2
49,2020.0,FRJ1,2016,1
50,2020.0,FRL0,2016,1
51,2020.0,FRY4,2016,1
52,2020.0,HU11,2016,1
53,2020.0,IE05,2016,1
54,2020.0,IE06,2016,2
55,2020.0,ITC1,2016,2
56,2020.0,ITC4,2016,7
57,2020.0,ITF3,2016,1
58,2020.0,ITF4,2016,2
59,2020.0,ITG1,2016,2
60,2020.0,ITH2,2016,1
61,2020.0,ITH3,2016,5
62,2020.0,ITH4,2016,1
63,2020.0,ITH5,2016,6
64,2020.0,ITI1,2016,7
65,2020.0,ITI3,2016,1
66,2020.0,ITI4,2016,8
67,2020.0,NL11,2016,3
68,2020.0,NL22,2016,1
69,2020.0,NL31,2016,8
70,2020.0,NL32,2016,3
71,2020.0,NL33,2016,6
72,2020.0,NO01,2016,2
73,2020.0,NO06,2016,1
74,2020.0,PL21,2016,2
75,2020.0,PL91,2016,3
76,2020.0,RS11,2016,1
77,2020.0,SE11,2016,8
78,2020.0,SE12,2016,1
79,2020.0,SI04,2016,2
80,2020.0,TR10,2016,2
81,2020.0,TR31,2016,6
82,2020.0,TR33,2016,1
83,2020.0,TR51,2016,1
84,2020.0,TR61,2016,1
85,2020.0,UKD3,2016,2
86,2020.0,UKD7,2016,4
87,2020.0,UKE3,2016,1
88,2020.0,UKF1,2016,3
89,2020.0,UKF2,2016,1
90,2020.0,UKG1,2016,1
91,2020.0,UKG2,2016,1
92,2020.0,UKG3,2016,1
93,2020.0,UKH1,2016,25
94,2020.0,UKH2,2016,6
95,2020.0,UKI3,2016,15
96,2020.0,UKI4,2016,3
97,2020.0,UKJ1,2016,21
98,2020.0,UKJ2,2016,2
99,2020.0,UKJ4,2016,1
100,2020.0,UKK1,2016,4
101,2020.0,UKL1,2016,1
102,2020.0,UKM7,2016,5
103,2020.0,UKM8,2016,6
104,2021.0,AT13,2016,1
105,2021.0,AT33,2016,1
106,2021.0,BG41,2016,1
107,2021.0,CH01,2016,2
108,2021.0,CH02,2016,1
109,2021.0,CH03,2016,2
110,2021.0,CH04,2016,1
111,2021.0,DE12,2016,1
112,2021.0,DE13,2016,1
113,2021.0,DE21,2016,2
114,2021.0,DE30,2016,2
115,2021.0,DE71,2016,2
116,2021.0,DE91,2016,2
117,2021.0,DEA2,2016,3
118,2021.0,DK01,2016,2
119,2021.0,ES51,2016,1
120,2021.0,FR10,2016,4
121,2021.0,ITC4,2016,1
122,2021.0,ITF4,2016,1
123,2021.0,ITH2,2016,1
124,2021.0,NL11,2016,1
125,2021.0,NL22,2016,1
126,2021.0,NL32,2016,4
127,2021.0,NL33,2016,1
128,2021.0,PL91,2016,1
129,2021.0,SE11,2016,1
130,2021.0,TR10,2016,1
131,2021.0,TR31,2016,2
132,2021.0,UKD3,2016,1
133,2021.0,UKD7,2016,1
134,2021.0,UKH1,2016,3
135,2021.0,UKI3,2016,10
136,2021.0,UKJ1,2016,2
137,2021.0,UKM7,2016,1
138,2021.0,UKM8,2016,2
