year,region_type,region_year_spec,region_id,region_level,public_health_proj_count
2015,NUTS,2013,DED5,2,2
2015,NUTS,2013,DED51,3,2
2015,NUTS,2013,DEE,1,1
2015,NUTS,2013,DEE0,2,1
2015,NUTS,2013,DEE02,3,1
2015,NUTS,2013,DEG,1,2
2015,NUTS,2013,DEG0,2,2
2015,NUTS,2013,DEG03,3,2
2015,NUTS,2013,DK,0,8
2015,NUTS,2013,DK0,1,8
2015,NUTS,2013,DK01,2,5
2015,NUTS,2013,DK011,3,4
2015,NUTS,2013,DK013,3,1
2015,NUTS,2013,DK03,2,1
2015,NUTS,2013,DK031,3,1
2015,NUTS,2013,DK04,2,1
2015,NUTS,2013,DK042,3,1
2015,NUTS,2013,DK05,2,1
2015,NUTS,2013,DK050,3,1
2015,NUTS,2013,EE,0,3
2015,NUTS,2013,EE0,1,3
2015,NUTS,2013,EE00,2,3
2015,NUTS,2013,EE008,3,3
2015,NUTS,2013,ES,0,20
2015,NUTS,2013,ES2,1,2
2015,NUTS,2013,ES21,2,1
2015,NUTS,2013,ES213,3,1
2015,NUTS,2013,ES24,2,1
2015,NUTS,2013,ES243,3,1
2015,NUTS,2013,ES3,1,5
2015,NUTS,2013,ES30,2,5
2015,NUTS,2013,ES300,3,5
2015,NUTS,2013,ES5,1,12
2015,NUTS,2013,ES51,2,11
2015,NUTS,2013,ES511,3,11
2015,NUTS,2013,ES52,2,1
2015,NUTS,2013,ES523,3,1
2015,NUTS,2013,ES6,1,1
2015,NUTS,2013,ES61,2,1
2015,NUTS,2013,ES618,3,1
2015,NUTS,2013,FI,0,10
2015,NUTS,2013,FI1,1,10
2015,NUTS,2013,FI19,2,3
2015,NUTS,2013,FI197,3,3
2015,NUTS,2013,FI1B,2,6
2015,NUTS,2013,FI1B1,3,6
2015,NUTS,2013,FI1C,2,1
2015,NUTS,2013,FI1C1,3,1
2015,NUTS,2013,FR,0,20
2015,NUTS,2013,FR1,1,16
2015,NUTS,2013,FR10,2,16
2015,NUTS,2013,FR101,3,13
2015,NUTS,2013,FR105,3,3
2015,NUTS,2013,FR3,1,2
2015,NUTS,2013,FR30,2,2
2015,NUTS,2013,FR301,3,2
2015,NUTS,2013,FR4,1,2
2015,NUTS,2013,FR42,2,2
2015,NUTS,2013,FR421,3,2
2015,NUTS,2013,HR,0,1
2015,NUTS,2013,HR0,1,1
2015,NUTS,2013,HR04,2,1
2015,NUTS,2013,HR041,3,1
2015,NUTS,2013,HU,0,2
2015,NUTS,2013,HU1,1,1
2015,NUTS,2013,HU10,2,1
2015,NUTS,2013,HU101,3,1
2015,NUTS,2013,HU3,1,1
2015,NUTS,2013,HU32,2,1
2015,NUTS,2013,HU321,3,1
2015,NUTS,2013,IE,0,3
2015,NUTS,2013,IE0,1,3
2015,NUTS,2013,IE02,2,3
2015,NUTS,2013,IE021,3,3
2015,NUTS,2013,IT,0,24
2015,NUTS,2013,ITC,1,14
2015,NUTS,2013,ITC1,2,4
2015,NUTS,2013,ITC11,3,4
2015,NUTS,2013,ITC4,2,10
2015,NUTS,2013,ITC47,3,1
2015,NUTS,2013,ITC4C,3,9
2015,NUTS,2013,ITH,1,3
2015,NUTS,2013,ITH2,2,2
2015,NUTS,2013,ITH20,3,2
2015,NUTS,2013,ITH5,2,1
2015,NUTS,2013,ITH55,3,1
2015,NUTS,2013,ITI,1,7
2015,NUTS,2013,ITI1,2,3
2015,NUTS,2013,ITI12,3,1
2015,NUTS,2013,ITI14,3,1
2015,NUTS,2013,ITI17,3,1
2015,NUTS,2013,ITI4,2,4
2015,NUTS,2013,ITI43,3,4
2015,NUTS,2013,LV,0,1
2015,NUTS,2013,LV0,1,1
2015,NUTS,2013,LV00,2,1
2015,NUTS,2013,LV006,3,1
2015,NUTS,2013,NL,0,36
2015,NUTS,2013,NL1,1,3
2015,NUTS,2013,NL11,2,3
2015,NUTS,2013,NL113,3,3
2015,NUTS,2013,NL2,1,2
2015,NUTS,2013,NL22,2,2
2015,NUTS,2013,NL226,3,2
2015,NUTS,2013,NL3,1,30
2015,NUTS,2013,NL31,2,5
2015,NUTS,2013,NL310,3,5
2015,NUTS,2013,NL32,2,8
2015,NUTS,2013,NL326,3,7
2015,NUTS,2013,NL327,3,1
2015,NUTS,2013,NL33,2,17
2015,NUTS,2013,NL332,3,3
2015,NUTS,2013,NL333,3,3
2015,NUTS,2013,NL337,3,6
2015,NUTS,2013,NL339,3,4
2015,NUTS,2013,NL33A,3,1
2015,NUTS,2013,NL4,1,1
2015,NUTS,2013,NL42,2,1
2015,NUTS,2013,NL423,3,1
2015,NUTS,2013,PT,0,6
2015,NUTS,2013,PT1,1,6
2015,NUTS,2013,PT16,2,2
2015,NUTS,2013,PT16D,3,2
2015,NUTS,2013,PT17,2,4
2015,NUTS,2013,PT170,3,4
2015,NUTS,2013,SE,0,11
2015,NUTS,2013,SE1,1,10
2015,NUTS,2013,SE11,2,6
2015,NUTS,2013,SE110,3,6
2015,NUTS,2013,SE12,2,4
2015,NUTS,2013,SE121,3,3
2015,NUTS,2013,SE123,3,1
2015,NUTS,2013,SE2,1,1
2015,NUTS,2013,SE22,2,1
2015,NUTS,2013,SE224,3,1
2015,NUTS,2013,SI,0,1
2015,NUTS,2013,SI0,1,1
2015,NUTS,2013,SI04,2,1
2015,NUTS,2013,SI041,3,1
2015,NUTS,2013,SK,0,1
2015,NUTS,2013,SK0,1,1
2015,NUTS,2013,SK01,2,1
2015,NUTS,2013,SK010,3,1
2015,NUTS,2013,UK,0,28
2015,NUTS,2013,UKC,1,1
2015,NUTS,2013,UKC1,2,1
2015,NUTS,2013,UKC11,3,1
2015,NUTS,2013,UKD,1,2
2015,NUTS,2013,UKD3,2,2
2015,NUTS,2013,UKD33,3,2
2015,NUTS,2013,UKE,1,1
2015,NUTS,2013,UKE4,2,1
2015,NUTS,2013,UKE42,3,1
2015,NUTS,2013,UKF,1,1
2015,NUTS,2013,UKF2,2,1
2015,NUTS,2013,UKF21,3,1
2015,NUTS,2013,UKG,1,5
2015,NUTS,2013,UKG1,2,1
2015,NUTS,2013,UKG11,3,1
2015,NUTS,2013,UKG3,2,4
2015,NUTS,2013,UKG31,3,3
2015,NUTS,2013,UKG33,3,1
2015,NUTS,2013,UKH,1,1
2015,NUTS,2013,UKH1,2,1
2015,NUTS,2013,UKH12,3,1
2015,NUTS,2013,UKI,1,12
2015,NUTS,2013,UKI3,2,11
2015,NUTS,2013,UKI31,3,2
2015,NUTS,2013,UKI32,3,9
2015,NUTS,2013,UKI4,2,1
2015,NUTS,2013,UKI42,3,1
2015,NUTS,2013,UKJ,1,2
2015,NUTS,2013,UKJ2,2,1
2015,NUTS,2013,UKJ25,3,1
2015,NUTS,2013,UKJ3,2,1
2015,NUTS,2013,UKJ32,3,1
2015,NUTS,2013,UKL,1,1
2015,NUTS,2013,UKL2,2,1
2015,NUTS,2013,UKL22,3,1
2015,NUTS,2013,UKM,1,2
2015,NUTS,2013,UKM2,2,1
2015,NUTS,2013,UKM25,3,1
2015,NUTS,2013,UKM3,2,1
2015,NUTS,2013,UKM34,3,1
2016,NUTS,2016,AT,0,13
2016,NUTS,2016,AT1,1,6
2016,NUTS,2016,AT13,2,6
2016,NUTS,2016,AT130,3,6
2016,NUTS,2016,AT2,1,2
2016,NUTS,2016,AT21,2,1
2016,NUTS,2016,AT211,3,1
2016,NUTS,2016,AT22,2,1
2016,NUTS,2016,AT221,3,1
2016,NUTS,2016,AT3,1,5
2016,NUTS,2016,AT31,2,1
2016,NUTS,2016,AT312,3,1
2016,NUTS,2016,AT33,2,3
2016,NUTS,2016,AT332,3,3
2016,NUTS,2016,AT34,2,1
2016,NUTS,2016,AT342,3,1
2016,NUTS,2016,BE,0,17
2016,NUTS,2016,BE1,1,4
2016,NUTS,2016,BE10,2,4
2016,NUTS,2016,BE100,3,4
2016,NUTS,2016,BE2,1,12
2016,NUTS,2016,BE21,2,5
2016,NUTS,2016,BE213,3,5
2016,NUTS,2016,BE23,2,2
2016,NUTS,2016,BE234,3,2
2016,NUTS,2016,BE24,2,5
2016,NUTS,2016,BE242,3,5
2016,NUTS,2016,BE3,1,1
2016,NUTS,2016,BE32,2,1
2016,NUTS,2016,BE323,3,1
2016,NUTS,2016,CZ,0,5
2016,NUTS,2016,CZ0,1,5
2016,NUTS,2016,CZ01,2,4
2016,NUTS,2016,CZ010,3,4
2016,NUTS,2016,CZ06,2,1
2016,NUTS,2016,CZ064,3,1
2016,NUTS,2016,DE,0,49
2016,NUTS,2016,DE1,1,9
2016,NUTS,2016,DE11,2,1
2016,NUTS,2016,DE111,3,1
2016,NUTS,2016,DE12,2,5
2016,NUTS,2016,DE125,3,5
2016,NUTS,2016,DE13,2,2
2016,NUTS,2016,DE131,3,2
2016,NUTS,2016,DE14,2,1
2016,NUTS,2016,DE142,3,1
2016,NUTS,2016,DE2,1,7
2016,NUTS,2016,DE21,2,5
2016,NUTS,2016,DE212,3,2
2016,NUTS,2016,DE21C,3,1
2016,NUTS,2016,DE21H,3,2
2016,NUTS,2016,DE22,2,1
2016,NUTS,2016,DE222,3,1
2016,NUTS,2016,DE25,2,1
2016,NUTS,2016,DE252,3,1
2016,NUTS,2016,DE3,1,5
2016,NUTS,2016,DE30,2,5
2016,NUTS,2016,DE300,3,5
2016,NUTS,2016,DE6,1,3
2016,NUTS,2016,DE60,2,3
2016,NUTS,2016,DE600,3,3
2016,NUTS,2016,DE7,1,7
2016,NUTS,2016,DE71,2,7
2016,NUTS,2016,DE711,3,3
2016,NUTS,2016,DE712,3,3
2016,NUTS,2016,DE716,3,1
2016,NUTS,2016,DE8,1,1
2016,NUTS,2016,DE80,2,1
2016,NUTS,2016,DE803,3,1
2016,NUTS,2016,DE9,1,1
2016,NUTS,2016,DE92,2,1
2016,NUTS,2016,DE929,3,1
2016,NUTS,2016,DEA,1,5
2016,NUTS,2016,DEA2,2,4
2016,NUTS,2016,DEA22,3,1
2016,NUTS,2016,DEA2C,3,1
2016,NUTS,2016,DEA2D,3,2
2016,NUTS,2016,DEA3,2,1
2016,NUTS,2016,DEA33,3,1
2016,NUTS,2016,DEB,1,2
2016,NUTS,2016,DEB3,2,2
2016,NUTS,2016,DEB3J,3,2
2016,NUTS,2016,DED,1,6
2016,NUTS,2016,DED2,2,4
2016,NUTS,2016,DED21,3,4
2016,NUTS,2016,DED4,2,1
2016,NUTS,2016,DED41,3,1
2016,NUTS,2016,DED5,2,1
2016,NUTS,2016,DED51,3,1
2016,NUTS,2016,DEF,1,1
2016,NUTS,2016,DEF0,2,1
2016,NUTS,2016,DEF0D,3,1
2016,NUTS,2016,DEG,1,2
2016,NUTS,2016,DEG0,2,2
2016,NUTS,2016,DEG09,3,1
2016,NUTS,2016,DEG0F,3,1
2016,NUTS,2016,DK,0,15
2016,NUTS,2016,DK0,1,15
2016,NUTS,2016,DK01,2,12
2016,NUTS,2016,DK011,3,8
2016,NUTS,2016,DK012,3,3
2016,NUTS,2016,DK013,3,1
2016,NUTS,2016,DK03,2,1
2016,NUTS,2016,DK031,3,1
2016,NUTS,2016,DK04,2,2
2016,NUTS,2016,DK042,3,2
2016,NUTS,2016,EE,0,1
2016,NUTS,2016,EE0,1,1
2016,NUTS,2016,EE00,2,1
2016,NUTS,2016,EE008,3,1
2016,NUTS,2016,ES,0,30
2016,NUTS,2016,ES1,1,2
2016,NUTS,2016,ES12,2,2
2016,NUTS,2016,ES120,3,2
2016,NUTS,2016,ES2,1,4
2016,NUTS,2016,ES21,2,3
2016,NUTS,2016,ES212,3,1
2016,NUTS,2016,ES213,3,2
2016,NUTS,2016,ES24,2,1
2016,NUTS,2016,ES243,3,1
2016,NUTS,2016,ES3,1,6
2016,NUTS,2016,ES30,2,6
2016,NUTS,2016,ES300,3,6
2016,NUTS,2016,ES5,1,17
2016,NUTS,2016,ES51,2,13
2016,NUTS,2016,ES511,3,11
2016,NUTS,2016,ES512,3,1
2016,NUTS,2016,ES514,3,1
2016,NUTS,2016,ES52,2,4
2016,NUTS,2016,ES521,3,1
2016,NUTS,2016,ES523,3,3
2016,NUTS,2016,ES6,1,1
2016,NUTS,2016,ES61,2,1
2016,NUTS,2016,ES618,3,1
2016,NUTS,2016,FI,0,12
2016,NUTS,2016,FI1,1,12
2016,NUTS,2016,FI19,2,1
2016,NUTS,2016,FI197,3,1
2016,NUTS,2016,FI1B,2,6
2016,NUTS,2016,FI1B1,3,6
2016,NUTS,2016,FI1C,2,1
2016,NUTS,2016,FI1C1,3,1
2016,NUTS,2016,FI1D,2,4
2016,NUTS,2016,FI1D2,3,3
2016,NUTS,2016,FI1D9,3,1
2016,NUTS,2016,FR,0,29
2016,NUTS,2016,FR1,1,21
2016,NUTS,2016,FR10,2,21
2016,NUTS,2016,FR101,3,11
2016,NUTS,2016,FR103,3,1
2016,NUTS,2016,FR104,3,1
2016,NUTS,2016,FR105,3,7
2016,NUTS,2016,FR107,3,1
2016,NUTS,2016,FRE,1,3
2016,NUTS,2016,FRE1,2,2
2016,NUTS,2016,FRE11,3,2
2016,NUTS,2016,FRE2,2,1
2016,NUTS,2016,FRE23,3,1
2016,NUTS,2016,FRH,1,2
2016,NUTS,2016,FRH0,2,2
2016,NUTS,2016,FRH03,3,2
2016,NUTS,2016,FRI,1,2
2016,NUTS,2016,FRI1,2,2
2016,NUTS,2016,FRI12,3,2
2016,NUTS,2016,FRJ,1,1
2016,NUTS,2016,FRJ2,2,1
2016,NUTS,2016,FRJ23,3,1
2016,NUTS,2016,HU,0,3
2016,NUTS,2016,HU1,1,1
2016,NUTS,2016,HU11,2,1
2016,NUTS,2016,HU110,3,1
2016,NUTS,2016,HU3,1,2
2016,NUTS,2016,HU33,2,2
2016,NUTS,2016,HU333,3,2
2016,NUTS,2016,IE,0,3
2016,NUTS,2016,IE0,1,3
2016,NUTS,2016,IE05,2,1
2016,NUTS,2016,IE053,3,1
2016,NUTS,2016,IE06,2,2
2016,NUTS,2016,IE061,3,1
2016,NUTS,2016,IE062,3,1
2016,NUTS,2016,IT,0,33
2016,NUTS,2016,ITC,1,12
2016,NUTS,2016,ITC1,2,3
2016,NUTS,2016,ITC11,3,3
2016,NUTS,2016,ITC3,2,2
2016,NUTS,2016,ITC33,3,2
2016,NUTS,2016,ITC4,2,7
2016,NUTS,2016,ITC46,3,1
2016,NUTS,2016,ITC47,3,1
2016,NUTS,2016,ITC48,3,1
2016,NUTS,2016,ITC4C,3,4
2016,NUTS,2016,ITF,1,3
2016,NUTS,2016,ITF1,2,2
2016,NUTS,2016,ITF14,3,2
2016,NUTS,2016,ITF4,2,1
2016,NUTS,2016,ITF47,3,1
2016,NUTS,2016,ITG,1,1
2016,NUTS,2016,ITG1,2,1
2016,NUTS,2016,ITG12,3,1
2016,NUTS,2016,ITH,1,7
2016,NUTS,2016,ITH2,2,1
2016,NUTS,2016,ITH20,3,1
2016,NUTS,2016,ITH3,2,1
2016,NUTS,2016,ITH36,3,1
2016,NUTS,2016,ITH5,2,5
2016,NUTS,2016,ITH54,3,1
2016,NUTS,2016,ITH55,3,4
2016,NUTS,2016,ITI,1,10
2016,NUTS,2016,ITI1,2,3
2016,NUTS,2016,ITI14,3,1
2016,NUTS,2016,ITI17,3,2
2016,NUTS,2016,ITI4,2,7
2016,NUTS,2016,ITI43,3,7
2016,NUTS,2016,LU,0,2
2016,NUTS,2016,LU0,1,2
2016,NUTS,2016,LU00,2,2
2016,NUTS,2016,LU000,3,2
2016,NUTS,2016,NL,0,55
2016,NUTS,2016,NL1,1,7
2016,NUTS,2016,NL11,2,7
2016,NUTS,2016,NL113,3,7
2016,NUTS,2016,NL2,1,5
2016,NUTS,2016,NL22,2,5
2016,NUTS,2016,NL226,3,5
2016,NUTS,2016,NL3,1,28
2016,NUTS,2016,NL31,2,7
2016,NUTS,2016,NL310,3,7
2016,NUTS,2016,NL32,2,10
2016,NUTS,2016,NL321,3,1
2016,NUTS,2016,NL329,3,9
2016,NUTS,2016,NL33,2,11
2016,NUTS,2016,NL332,3,1
2016,NUTS,2016,NL337,3,7
2016,NUTS,2016,NL33C,3,3
2016,NUTS,2016,NL4,1,15
2016,NUTS,2016,NL41,2,13
2016,NUTS,2016,NL414,3,13
2016,NUTS,2016,NL42,2,2
2016,NUTS,2016,NL423,3,2
2016,NUTS,2016,PL,0,1
2016,NUTS,2016,PL2,1,1
2016,NUTS,2016,PL21,2,1
2016,NUTS,2016,PL213,3,1
2016,NUTS,2016,PT,0,4
2016,NUTS,2016,PT1,1,4
2016,NUTS,2016,PT11,2,2
2016,NUTS,2016,PT112,3,1
2016,NUTS,2016,PT11A,3,1
2016,NUTS,2016,PT16,2,1
2016,NUTS,2016,PT16D,3,1
2016,NUTS,2016,PT17,2,1
2016,NUTS,2016,PT170,3,1
2016,NUTS,2016,SE,0,14
2016,NUTS,2016,SE1,1,7
2016,NUTS,2016,SE11,2,4
2016,NUTS,2016,SE110,3,4
2016,NUTS,2016,SE12,2,3
2016,NUTS,2016,SE121,3,3
2016,NUTS,2016,SE2,1,7
2016,NUTS,2016,SE22,2,6
2016,NUTS,2016,SE224,3,6
2016,NUTS,2016,SE23,2,1
2016,NUTS,2016,SE232,3,1
2016,NUTS,2016,SI,0,1
2016,NUTS,2016,SI0,1,1
2016,NUTS,2016,SI04,2,1
2016,NUTS,2016,SI041,3,1
2016,NUTS,2016,SK,0,3
2016,NUTS,2016,SK0,1,3
2016,NUTS,2016,SK01,2,2
2016,NUTS,2016,SK010,3,2
2016,NUTS,2016,SK02,2,1
2016,NUTS,2016,SK022,3,1
2016,NUTS,2016,UK,0,29
2016,NUTS,2016,UKD,1,1
2016,NUTS,2016,UKD3,2,1
2016,NUTS,2016,UKD33,3,1
2016,NUTS,2016,UKE,1,3
2016,NUTS,2016,UKE1,2,1
2016,NUTS,2016,UKE11,3,1
2016,NUTS,2016,UKE3,2,1
2016,NUTS,2016,UKE32,3,1
2016,NUTS,2016,UKE4,2,1
2016,NUTS,2016,UKE42,3,1
2016,NUTS,2016,UKF,1,1
2016,NUTS,2016,UKF1,2,1
2016,NUTS,2016,UKF14,3,1
2016,NUTS,2016,UKG,1,3
2016,NUTS,2016,UKG3,2,3
2016,NUTS,2016,UKG31,3,3
2016,NUTS,2016,UKH,1,3
2016,NUTS,2016,UKH1,2,2
2016,NUTS,2016,UKH12,3,1
2016,NUTS,2016,UKH14,3,1
2016,NUTS,2016,UKH2,2,1
2016,NUTS,2016,UKH23,3,1
2016,NUTS,2016,UKI,1,10
2016,NUTS,2016,UKI3,2,9
2016,NUTS,2016,UKI31,3,2
2016,NUTS,2016,UKI32,3,6
2016,NUTS,2016,UKI33,3,1
2016,NUTS,2016,UKI4,2,1
2016,NUTS,2016,UKI42,3,1
2016,NUTS,2016,UKJ,1,5
2016,NUTS,2016,UKJ1,2,2
2016,NUTS,2016,UKJ12,3,1
2016,NUTS,2016,UKJ13,3,1
2016,NUTS,2016,UKJ2,2,1
2016,NUTS,2016,UKJ25,3,1
2016,NUTS,2016,UKJ4,2,2
2016,NUTS,2016,UKJ44,3,1
2016,NUTS,2016,UKJ45,3,1
2016,NUTS,2016,UKK,1,1
2016,NUTS,2016,UKK1,2,1
2016,NUTS,2016,UKK14,3,1
2016,NUTS,2016,UKL,1,1
2016,NUTS,2016,UKL2,2,1
2016,NUTS,2016,UKL22,3,1
2016,NUTS,2016,UKM,1,1
2016,NUTS,2016,UKM7,2,1
2016,NUTS,2016,UKM75,3,1
2017,NUTS,2016,AT,0,16
2017,NUTS,2016,AT1,1,8
2017,NUTS,2016,AT12,2,1
2017,NUTS,2016,AT126,3,1
2017,NUTS,2016,AT13,2,7
2017,NUTS,2016,AT130,3,7
2017,NUTS,2016,AT2,1,4
2017,NUTS,2016,AT22,2,4
2017,NUTS,2016,AT221,3,3
2017,NUTS,2016,AT225,3,1
2017,NUTS,2016,AT3,1,4
2017,NUTS,2016,AT32,2,1
2017,NUTS,2016,AT323,3,1
2017,NUTS,2016,AT33,2,3
2017,NUTS,2016,AT332,3,3
2017,NUTS,2016,BE,0,25
2017,NUTS,2016,BE1,1,6
2017,NUTS,2016,BE10,2,6
2017,NUTS,2016,BE100,3,6
2017,NUTS,2016,BE2,1,18
2017,NUTS,2016,BE21,2,2
2017,NUTS,2016,BE213,3,2
2017,NUTS,2016,BE22,2,2
2017,NUTS,2016,BE221,3,2
2017,NUTS,2016,BE23,2,5
2017,NUTS,2016,BE234,3,5
2017,NUTS,2016,BE24,2,9
2017,NUTS,2016,BE241,3,1
2017,NUTS,2016,BE242,3,8
2017,NUTS,2016,BE3,1,1
2017,NUTS,2016,BE31,2,1
2017,NUTS,2016,BE310,3,1
2017,NUTS,2016,CH,0,1
2017,NUTS,2016,CH0,1,1
2017,NUTS,2016,CH01,2,1
2017,NUTS,2016,CH013,3,1
2017,NUTS,2016,CZ,0,1
2017,NUTS,2016,CZ0,1,1
2017,NUTS,2016,CZ01,2,1
2017,NUTS,2016,CZ010,3,1
2017,NUTS,2016,DE,0,73
2017,NUTS,2016,DE1,1,22
2017,NUTS,2016,DE11,2,5
2017,NUTS,2016,DE111,3,4
2017,NUTS,2016,DE11D,3,1
2017,NUTS,2016,DE12,2,11
2017,NUTS,2016,DE122,3,1
2017,NUTS,2016,DE125,3,5
2017,NUTS,2016,DE126,3,1
2017,NUTS,2016,DE129,3,4
2017,NUTS,2016,DE13,2,1
2017,NUTS,2016,DE138,3,1
2017,NUTS,2016,DE14,2,5
2017,NUTS,2016,DE142,3,1
2017,NUTS,2016,DE144,3,4
2017,NUTS,2016,DE2,1,13
2017,NUTS,2016,DE21,2,9
2017,NUTS,2016,DE212,3,8
2017,NUTS,2016,DE21H,3,1
2017,NUTS,2016,DE23,2,1
2017,NUTS,2016,DE232,3,1
2017,NUTS,2016,DE25,2,1
2017,NUTS,2016,DE252,3,1
2017,NUTS,2016,DE26,2,1
2017,NUTS,2016,DE268,3,1
2017,NUTS,2016,DE27,2,1
2017,NUTS,2016,DE27D,3,1
2017,NUTS,2016,DE3,1,5
2017,NUTS,2016,DE30,2,5
2017,NUTS,2016,DE300,3,5
2017,NUTS,2016,DE5,1,1
2017,NUTS,2016,DE50,2,1
2017,NUTS,2016,DE501,3,1
2017,NUTS,2016,DE6,1,3
