year,region_type,region_year_spec,region_id,region_level,diagnosis_proj_count
2015,NUTS,2013,IE,0,4
2015,NUTS,2013,IE0,1,4
2015,NUTS,2013,IE01,2,2
2015,NUTS,2013,IE013,3,2
2015,NUTS,2013,IE02,2,2
2015,NUTS,2013,IE025,3,2
2015,NUTS,2013,IT,0,23
2015,NUTS,2013,ITC,1,5
2015,NUTS,2013,ITC1,2,2
2015,NUTS,2013,ITC11,3,2
2015,NUTS,2013,ITC4,2,3
2015,NUTS,2013,ITC4C,3,3
2015,NUTS,2013,ITF,1,1
2015,NUTS,2013,ITF1,2,1
2015,NUTS,2013,ITF14,3,1
2015,NUTS,2013,ITH,1,5
2015,NUTS,2013,ITH3,2,3
2015,NUTS,2013,ITH36,3,3
2015,NUTS,2013,ITH4,2,2
2015,NUTS,2013,ITH41,3,1
2015,NUTS,2013,ITH42,3,1
2015,NUTS,2013,ITI,1,12
2015,NUTS,2013,ITI1,2,2
2015,NUTS,2013,ITI19,3,2
2015,NUTS,2013,ITI3,2,2
2015,NUTS,2013,ITI32,3,2
2015,NUTS,2013,ITI4,2,8
2015,NUTS,2013,ITI43,3,8
2015,NUTS,2013,LU,0,1
2015,NUTS,2013,LU0,1,1
2015,NUTS,2013,LU00,2,1
2015,NUTS,2013,LU000,3,1
2015,NUTS,2013,LV,0,1
2015,NUTS,2013,LV0,1,1
2015,NUTS,2013,LV00,2,1
2015,NUTS,2013,LV006,3,1
2015,NUTS,2013,NL,0,28
2015,NUTS,2013,NL1,1,3
2015,NUTS,2013,NL11,2,3
2015,NUTS,2013,NL113,3,3
2015,NUTS,2013,NL2,1,5
2015,NUTS,2013,NL21,2,2
2015,NUTS,2013,NL213,3,2
2015,NUTS,2013,NL22,2,3
2015,NUTS,2013,NL221,3,3
2015,NUTS,2013,NL3,1,18
2015,NUTS,2013,NL31,2,5
2015,NUTS,2013,NL310,3,5
2015,NUTS,2013,NL32,2,5
2015,NUTS,2013,NL326,3,5
2015,NUTS,2013,NL33,2,8
2015,NUTS,2013,NL332,3,1
2015,NUTS,2013,NL333,3,1
2015,NUTS,2013,NL337,3,2
2015,NUTS,2013,NL339,3,3
2015,NUTS,2013,NL33A,3,1
2015,NUTS,2013,NL4,1,2
2015,NUTS,2013,NL41,2,1
2015,NUTS,2013,NL413,3,1
2015,NUTS,2013,NL42,2,1
2015,NUTS,2013,NL423,3,1
2015,NUTS,2013,PT,0,5
2015,NUTS,2013,PT1,1,5
2015,NUTS,2013,PT11,2,2
2015,NUTS,2013,PT112,3,1
2015,NUTS,2013,PT119,3,1
2015,NUTS,2013,PT16,2,1
2015,NUTS,2013,PT16E,3,1
2015,NUTS,2013,PT17,2,2
2015,NUTS,2013,PT170,3,2
2015,NUTS,2013,RO,0,2
2015,NUTS,2013,RO2,1,1
2015,NUTS,2013,RO21,2,1
2015,NUTS,2013,RO213,3,1
2015,NUTS,2013,RO3,1,1
2015,NUTS,2013,RO32,2,1
2015,NUTS,2013,RO322,3,1
2015,NUTS,2013,SE,0,11
2015,NUTS,2013,SE1,1,11
2015,NUTS,2013,SE11,2,6
2015,NUTS,2013,SE110,3,6
2015,NUTS,2013,SE12,2,5
2015,NUTS,2013,SE121,3,5
2015,NUTS,2013,SI,0,3
2015,NUTS,2013,SI0,1,3
2015,NUTS,2013,SI04,2,3
2015,NUTS,2013,SI041,3,3
2015,NUTS,2013,SK,0,2
2015,NUTS,2013,SK0,1,2
2015,NUTS,2013,SK01,2,2
2015,NUTS,2013,SK010,3,2
2015,NUTS,2013,UK,0,25
2015,NUTS,2013,UKD,1,2
2015,NUTS,2013,UKD3,2,1
2015,NUTS,2013,UKD33,3,1
2015,NUTS,2013,UKD4,2,1
2015,NUTS,2013,UKD44,3,1
2015,NUTS,2013,UKE,1,1
2015,NUTS,2013,UKE3,2,1
2015,NUTS,2013,UKE32,3,1
2015,NUTS,2013,UKF,1,1
2015,NUTS,2013,UKF1,2,1
2015,NUTS,2013,UKF14,3,1
2015,NUTS,2013,UKG,1,1
2015,NUTS,2013,UKG3,2,1
2015,NUTS,2013,UKG31,3,1
2015,NUTS,2013,UKH,1,1
2015,NUTS,2013,UKH1,2,1
2015,NUTS,2013,UKH15,3,1
2015,NUTS,2013,UKI,1,7
2015,NUTS,2013,UKI3,2,3
2015,NUTS,2013,UKI32,3,2
2015,NUTS,2013,UKI34,3,1
2015,NUTS,2013,UKI4,2,1
2015,NUTS,2013,UKI44,3,1
2015,NUTS,2013,UKI5,2,1
2015,NUTS,2013,UKI52,3,1
2015,NUTS,2013,UKI7,2,2
2015,NUTS,2013,UKI71,3,1
2015,NUTS,2013,UKI75,3,1
2015,NUTS,2013,UKJ,1,9
2015,NUTS,2013,UKJ1,2,3
2015,NUTS,2013,UKJ11,3,1
2015,NUTS,2013,UKJ13,3,1
2015,NUTS,2013,UKJ14,3,1
2015,NUTS,2013,UKJ2,2,3
2015,NUTS,2013,UKJ25,3,3
2015,NUTS,2013,UKJ4,2,3
2015,NUTS,2013,UKJ44,3,2
2015,NUTS,2013,UKJ45,3,1
2015,NUTS,2013,UKK,1,2
2015,NUTS,2013,UKK1,2,1
2015,NUTS,2013,UKK12,3,1
2015,NUTS,2013,UKK4,2,1
2015,NUTS,2013,UKK41,3,1
2015,NUTS,2013,UKM,1,1
2015,NUTS,2013,UKM3,2,1
2015,NUTS,2013,UKM34,3,1
2016,NUTS,2016,AT,0,6
2016,NUTS,2016,AT1,1,4
2016,NUTS,2016,AT12,2,2
2016,NUTS,2016,AT121,3,1
2016,NUTS,2016,AT124,3,1
2016,NUTS,2016,AT13,2,2
2016,NUTS,2016,AT130,3,2
2016,NUTS,2016,AT3,1,2
2016,NUTS,2016,AT32,2,2
2016,NUTS,2016,AT323,3,2
2016,NUTS,2016,BE,0,9
2016,NUTS,2016,BE1,1,4
2016,NUTS,2016,BE10,2,4
2016,NUTS,2016,BE100,3,4
2016,NUTS,2016,BE2,1,5
2016,NUTS,2016,BE21,2,2
2016,NUTS,2016,BE211,3,2
2016,NUTS,2016,BE22,2,1
2016,NUTS,2016,BE221,3,1
2016,NUTS,2016,BE23,2,1
2016,NUTS,2016,BE234,3,1
2016,NUTS,2016,BE24,2,1
2016,NUTS,2016,BE242,3,1
2016,NUTS,2016,DE,0,16
2016,NUTS,2016,DE2,1,2
2016,NUTS,2016,DE21,2,1
2016,NUTS,2016,DE212,3,1
2016,NUTS,2016,DE23,2,1
2016,NUTS,2016,DE232,3,1
2016,NUTS,2016,DE3,1,4
2016,NUTS,2016,DE30,2,4
2016,NUTS,2016,DE300,3,4
2016,NUTS,2016,DE9,1,3
2016,NUTS,2016,DE91,2,2
2016,NUTS,2016,DE911,3,2
2016,NUTS,2016,DE92,2,1
2016,NUTS,2016,DE929,3,1
2016,NUTS,2016,DEA,1,6
2016,NUTS,2016,DEA1,2,2
2016,NUTS,2016,DEA1A,3,1
2016,NUTS,2016,DEA1D,3,1
2016,NUTS,2016,DEA2,2,4
2016,NUTS,2016,DEA22,3,2
2016,NUTS,2016,DEA2D,3,2
2016,NUTS,2016,DED,1,1
2016,NUTS,2016,DED5,2,1
2016,NUTS,2016,DED51,3,1
2016,NUTS,2016,DK,0,7
2016,NUTS,2016,DK0,1,7
2016,NUTS,2016,DK01,2,4
2016,NUTS,2016,DK011,3,2
2016,NUTS,2016,DK013,3,2
2016,NUTS,2016,DK04,2,3
2016,NUTS,2016,DK042,3,3
2016,NUTS,2016,ES,0,7
2016,NUTS,2016,ES2,1,1
2016,NUTS,2016,ES21,2,1
2016,NUTS,2016,ES211,3,1
2016,NUTS,2016,ES3,1,2
2016,NUTS,2016,ES30,2,2
2016,NUTS,2016,ES300,3,2
2016,NUTS,2016,ES5,1,2
2016,NUTS,2016,ES51,2,1
2016,NUTS,2016,ES511,3,1
2016,NUTS,2016,ES52,2,1
2016,NUTS,2016,ES523,3,1
2016,NUTS,2016,ES6,1,2
2016,NUTS,2016,ES61,2,1
2016,NUTS,2016,ES617,3,1
2016,NUTS,2016,ES62,2,1
2016,NUTS,2016,ES620,3,1
2016,NUTS,2016,FI,0,1
2016,NUTS,2016,FI1,1,1
2016,NUTS,2016,FI1B,2,1
2016,NUTS,2016,FI1B1,3,1
2016,NUTS,2016,FR,0,7
2016,NUTS,2016,FR1,1,3
2016,NUTS,2016,FR10,2,3
2016,NUTS,2016,FR101,3,3
2016,NUTS,2016,FRE,1,1
2016,NUTS,2016,FRE1,2,1
2016,NUTS,2016,FRE11,3,1
2016,NUTS,2016,FRI,1,2
2016,NUTS,2016,FRI1,2,1
2016,NUTS,2016,FRI15,3,1
2016,NUTS,2016,FRI2,2,1
2016,NUTS,2016,FRI23,3,1
2016,NUTS,2016,FRJ,1,1
2016,NUTS,2016,FRJ1,2,1
2016,NUTS,2016,FRJ13,3,1
2016,NUTS,2016,HU,0,1
2016,NUTS,2016,HU3,1,1
2016,NUTS,2016,HU33,2,1
2016,NUTS,2016,HU333,3,1
2016,NUTS,2016,IT,0,10
2016,NUTS,2016,ITC,1,4
2016,NUTS,2016,ITC1,2,2
2016,NUTS,2016,ITC11,3,2
2016,NUTS,2016,ITC4,2,2
2016,NUTS,2016,ITC4C,3,2
2016,NUTS,2016,ITF,1,1
2016,NUTS,2016,ITF3,2,1
2016,NUTS,2016,ITF35,3,1
2016,NUTS,2016,ITH,1,1
2016,NUTS,2016,ITH2,2,1
2016,NUTS,2016,ITH20,3,1
2016,NUTS,2016,ITI,1,4
2016,NUTS,2016,ITI1,2,1
2016,NUTS,2016,ITI19,3,1
2016,NUTS,2016,ITI4,2,3
2016,NUTS,2016,ITI43,3,3
2016,NUTS,2016,NL,0,11
2016,NUTS,2016,NL2,1,1
2016,NUTS,2016,NL21,2,1
2016,NUTS,2016,NL213,3,1
2016,NUTS,2016,NL3,1,9
2016,NUTS,2016,NL31,2,1
2016,NUTS,2016,NL310,3,1
2016,NUTS,2016,NL32,2,1
2016,NUTS,2016,NL328,3,1
2016,NUTS,2016,NL33,2,7
2016,NUTS,2016,NL332,3,2
2016,NUTS,2016,NL337,3,1
2016,NUTS,2016,NL33C,3,4
2016,NUTS,2016,NL4,1,1
2016,NUTS,2016,NL42,2,1
2016,NUTS,2016,NL423,3,1
2016,NUTS,2016,PL,0,1
2016,NUTS,2016,PL8,1,1
2016,NUTS,2016,PL81,2,1
2016,NUTS,2016,PL815,3,1
2016,NUTS,2016,SE,0,7
2016,NUTS,2016,SE1,1,3
2016,NUTS,2016,SE11,2,2
2016,NUTS,2016,SE110,3,2
2016,NUTS,2016,SE12,2,1
2016,NUTS,2016,SE124,3,1
2016,NUTS,2016,SE2,1,3
2016,NUTS,2016,SE23,2,3
2016,NUTS,2016,SE232,3,3
2016,NUTS,2016,SE3,1,1
2016,NUTS,2016,SE32,2,1
2016,NUTS,2016,SE322,3,1
2016,NUTS,2016,SI,0,1
2016,NUTS,2016,SI0,1,1
2016,NUTS,2016,SI04,2,1
2016,NUTS,2016,SI041,3,1
2016,NUTS,2016,SK,0,1
2016,NUTS,2016,SK0,1,1
2016,NUTS,2016,SK04,2,1
2016,NUTS,2016,SK042,3,1
2016,NUTS,2016,UK,0,5
2016,NUTS,2016,UKE,1,1
2016,NUTS,2016,UKE3,2,1
2016,NUTS,2016,UKE32,3,1
2016,NUTS,2016,UKI,1,3
2016,NUTS,2016,UKI3,2,1
2016,NUTS,2016,UKI31,3,1
2016,NUTS,2016,UKI4,2,2
2016,NUTS,2016,UKI42,3,1
2016,NUTS,2016,UKI44,3,1
2016,NUTS,2016,UKM,1,1
2016,NUTS,2016,UKM8,2,1
2016,NUTS,2016,UKM82,3,1
2017,NUTS,2016,AT,0,5
2017,NUTS,2016,AT1,1,4
2017,NUTS,2016,AT13,2,4
2017,NUTS,2016,AT130,3,4
2017,NUTS,2016,AT2,1,1
2017,NUTS,2016,AT22,2,1
2017,NUTS,2016,AT221,3,1
2017,NUTS,2016,BE,0,22
2017,NUTS,2016,BE1,1,7
2017,NUTS,2016,BE10,2,7
2017,NUTS,2016,BE100,3,7
2017,NUTS,2016,BE2,1,13
2017,NUTS,2016,BE21,2,7
2017,NUTS,2016,BE211,3,4
2017,NUTS,2016,BE212,3,1
2017,NUTS,2016,BE213,3,2
2017,NUTS,2016,BE23,2,2
2017,NUTS,2016,BE234,3,2
2017,NUTS,2016,BE24,2,4
2017,NUTS,2016,BE241,3,2
2017,NUTS,2016,BE242,3,2
2017,NUTS,2016,BE3,1,2
2017,NUTS,2016,BE31,2,2
2017,NUTS,2016,BE310,3,2
2017,NUTS,2016,CZ,0,1
2017,NUTS,2016,CZ0,1,1
2017,NUTS,2016,CZ01,2,1
2017,NUTS,2016,CZ010,3,1
2017,NUTS,2016,DE,0,44
2017,NUTS,2016,DE1,1,4
2017,NUTS,2016,DE12,2,3
2017,NUTS,2016,DE125,3,2
2017,NUTS,2016,DE126,3,1
2017,NUTS,2016,DE14,2,1
2017,NUTS,2016,DE144,3,1
2017,NUTS,2016,DE2,1,9
2017,NUTS,2016,DE21,2,7
2017,NUTS,2016,DE212,3,5
2017,NUTS,2016,DE21H,3,2
2017,NUTS,2016,DE23,2,1
2017,NUTS,2016,DE232,3,1
2017,NUTS,2016,DE25,2,1
2017,NUTS,2016,DE254,3,1
2017,NUTS,2016,DE3,1,7
2017,NUTS,2016,DE30,2,7
2017,NUTS,2016,DE300,3,7
2017,NUTS,2016,DE6,1,2
2017,NUTS,2016,DE60,2,2
2017,NUTS,2016,DE600,3,2
2017,NUTS,2016,DE7,1,4
2017,NUTS,2016,DE71,2,3
2017,NUTS,2016,DE711,3,1
2017,NUTS,2016,DE712,3,2
2017,NUTS,2016,DE72,2,1
2017,NUTS,2016,DE724,3,1
2017,NUTS,2016,DE8,1,1
2017,NUTS,2016,DE80,2,1
2017,NUTS,2016,DE80N,3,1
2017,NUTS,2016,DE9,1,5
2017,NUTS,2016,DE91,2,1
2017,NUTS,2016,DE911,3,1
2017,NUTS,2016,DE92,2,4
2017,NUTS,2016,DE929,3,4
2017,NUTS,2016,DEA,1,10
2017,NUTS,2016,DEA2,2,9
2017,NUTS,2016,DEA22,3,4
2017,NUTS,2016,DEA23,3,3
2017,NUTS,2016,DEA2C,3,2
2017,NUTS,2016,DEA5,2,1
2017,NUTS,2016,DEA52,3,1
2017,NUTS,2016,DEB,1,1
2017,NUTS,2016,DEB3,2,1
2017,NUTS,2016,DEB3J,3,1
2017,NUTS,2016,DED,1,1
2017,NUTS,2016,DED2,2,1
2017,NUTS,2016,DED21,3,1
2017,NUTS,2016,DK,0,7
2017,NUTS,2016,DK0,1,7
2017,NUTS,2016,DK01,2,3
2017,NUTS,2016,DK011,3,2
2017,NUTS,2016,DK013,3,1
2017,NUTS,2016,DK03,2,3
2017,NUTS,2016,DK031,3,2
2017,NUTS,2016,DK032,3,1
2017,NUTS,2016,DK04,2,1
2017,NUTS,2016,DK042,3,1
2017,NUTS,2016,EE,0,3
2017,NUTS,2016,EE0,1,3
2017,NUTS,2016,EE00,2,3
2017,NUTS,2016,EE001,3,1
2017,NUTS,2016,EE008,3,2
2017,NUTS,2016,ES,0,27
2017,NUTS,2016,ES2,1,4
2017,NUTS,2016,ES21,2,3
2017,NUTS,2016,ES211,3,1
2017,NUTS,2016,ES212,3,2
2017,NUTS,2016,ES22,2,1
2017,NUTS,2016,ES220,3,1
2017,NUTS,2016,ES3,1,9
2017,NUTS,2016,ES30,2,9
2017,NUTS,2016,ES300,3,9
2017,NUTS,2016,ES4,1,2
2017,NUTS,2016,ES41,2,2
2017,NUTS,2016,ES412,3,1
2017,NUTS,2016,ES417,3,1
2017,NUTS,2016,ES5,1,12
2017,NUTS,2016,ES51,2,9
2017,NUTS,2016,ES511,3,9
2017,NUTS,2016,ES52,2,3
2017,NUTS,2016,ES523,3,3
2017,NUTS,2016,FI,0,5
2017,NUTS,2016,FI1,1,5
2017,NUTS,2016,FI1B,2,4
2017,NUTS,2016,FI1B1,3,4
2017,NUTS,2016,FI1C,2,1
2017,NUTS,2016,FI1C1,3,1
2017,NUTS,2016,FR,0,21
2017,NUTS,2016,FR1,1,14
2017,NUTS,2016,FR10,2,14
2017,NUTS,2016,FR101,3,10
2017,NUTS,2016,FR105,3,2
2017,NUTS,2016,FR106,3,1
2017,NUTS,2016,FR107,3,1
2017,NUTS,2016,FRH,1,1
2017,NUTS,2016,FRH0,2,1
2017,NUTS,2016,FRH02,3,1
2017,NUTS,2016,FRI,1,1
2017,NUTS,2016,FRI1,2,1
2017,NUTS,2016,FRI12,3,1
2017,NUTS,2016,FRK,1,4
2017,NUTS,2016,FRK2,2,4
2017,NUTS,2016,FRK24,3,1
2017,NUTS,2016,FRK26,3,3
2017,NUTS,2016,FRL,1,1
2017,NUTS,2016,FRL0,2,1
2017,NUTS,2016,FRL03,3,1
2017,NUTS,2016,HR,0,2
2017,NUTS,2016,HR0,1,2
2017,NUTS,2016,HR04,2,2
2017,NUTS,2016,HR041,3,2
2017,NUTS,2016,HU,0,2
2017,NUTS,2016,HU1,1,2
2017,NUTS,2016,HU11,2,2
2017,NUTS,2016,HU110,3,2
2017,NUTS,2016,IE,0,4
2017,NUTS,2016,IE0,1,4
2017,NUTS,2016,IE04,2,1
2017,NUTS,2016,IE042,3,1
2017,NUTS,2016,IE06,2,3
2017,NUTS,2016,IE061,3,3
2017,NUTS,2016,IT,0,38
2017,NUTS,2016,ITC,1,10
2017,NUTS,2016,ITC1,2,2
2017,NUTS,2016,ITC11,3,2
2017,NUTS,2016,ITC4,2,8
2017,NUTS,2016,ITC48,3,1
2017,NUTS,2016,ITC4A,3,1
2017,NUTS,2016,ITC4C,3,6
2017,NUTS,2016,ITF,1,6
2017,NUTS,2016,ITF1,2,2
2017,NUTS,2016,ITF11,3,1
2017,NUTS,2016,ITF12,3,1
2017,NUTS,2016,ITF4,2,4
2017,NUTS,2016,ITF43,3,1
2017,NUTS,2016,ITF47,3,3
2017,NUTS,2016,ITG,1,1
2017,NUTS,2016,ITG2,2,1
2017,NUTS,2016,ITG27,3,1
2017,NUTS,2016,ITH,1,8
2017,NUTS,2016,ITH2,2,1
2017,NUTS,2016,ITH20,3,1
2017,NUTS,2016,ITH3,2,2
2017,NUTS,2016,ITH31,3,1
2017,NUTS,2016,ITH36,3,1
2017,NUTS,2016,ITH4,2,1
2017,NUTS,2016,ITH42,3,1
2017,NUTS,2016,ITH5,2,4
2017,NUTS,2016,ITH54,3,1
2017,NUTS,2016,ITH55,3,2
2017,NUTS,2016,ITH56,3,1
2017,NUTS,2016,ITI,1,13
2017,NUTS,2016,ITI1,2,4
2017,NUTS,2016,ITI14,3,1
2017,NUTS,2016,ITI17,3,2
2017,NUTS,2016,ITI19,3,1
2017,NUTS,2016,ITI2,2,1
2017,NUTS,2016,ITI21,3,1
2017,NUTS,2016,ITI4,2,8
2017,NUTS,2016,ITI43,3,8
2017,NUTS,2016,LU,0,1
2017,NUTS,2016,LU0,1,1
2017,NUTS,2016,LU00,2,1
2017,NUTS,2016,LU000,3,1
2017,NUTS,2016,LV,0,1
2017,NUTS,2016,LV0,1,1
2017,NUTS,2016,LV00,2,1
2017,NUTS,2016,LV006,3,1
2017,NUTS,2016,NL,0,41
2017,NUTS,2016,NL1,1,3
2017,NUTS,2016,NL11,2,3
2017,NUTS,2016,NL113,3,3
2017,NUTS,2016,NL2,1,4
2017,NUTS,2016,NL22,2,4
2017,NUTS,2016,NL221,3,3
2017,NUTS,2016,NL226,3,1
2017,NUTS,2016,NL3,1,32
2017,NUTS,2016,NL31,2,6
2017,NUTS,2016,NL310,3,6
2017,NUTS,2016,NL32,2,12
2017,NUTS,2016,NL329,3,12
2017,NUTS,2016,NL33,2,14
2017,NUTS,2016,NL332,3,6
2017,NUTS,2016,NL337,3,5
2017,NUTS,2016,NL33C,3,3
2017,NUTS,2016,NL4,1,2
2017,NUTS,2016,NL41,2,2
2017,NUTS,2016,NL413,3,1
2017,NUTS,2016,NL414,3,1
2017,NUTS,2016,PL,0,2
2017,NUTS,2016,PL8,1,1
2017,NUTS,2016,PL81,2,1
2017,NUTS,2016,PL815,3,1
2017,NUTS,2016,PL9,1,1
2017,NUTS,2016,PL91,2,1
2017,NUTS,2016,PL911,3,1
2017,NUTS,2016,PT,0,5
2017,NUTS,2016,PT1,1,5
2017,NUTS,2016,PT11,2,1
2017,NUTS,2016,PT11A,3,1
2017,NUTS,2016,PT17,2,4
2017,NUTS,2016,PT170,3,4
2017,NUTS,2016,SE,0,10
2017,NUTS,2016,SE1,1,9
2017,NUTS,2016,SE11,2,8
2017,NUTS,2016,SE110,3,8
2017,NUTS,2016,SE12,2,1
2017,NUTS,2016,SE121,3,1
2017,NUTS,2016,SE2,1,1
2017,NUTS,2016,SE22,2,1
2017,NUTS,2016,SE224,3,1
2017,NUTS,2016,SI,0,2
2017,NUTS,2016,SI0,1,2
2017,NUTS,2016,SI03,2,1
2017,NUTS,2016,SI032,3,1
2017,NUTS,2016,SI04,2,1
2017,NUTS,2016,SI041,3,1
2017,NUTS,2016,UK,0,21
2017,NUTS,2016,UKD,1,1
2017,NUTS,2016,UKD7,2,1
2017,NUTS,2016,UKD72,3,1
2017,NUTS,2016,UKE,1,3
2017,NUTS,2016,UKE1,2,1
2017,NUTS,2016,UKE11,3,1
2017,NUTS,2016,UKE4,2,2
2017,NUTS,2016,UKE42,3,2
2017,NUTS,2016,UKF,1,1
2017,NUTS,2016,UKF2,2,1
2017,NUTS,2016,UKF22,3,1
2017,NUTS,2016,UKG,1,1
2017,NUTS,2016,UKG3,2,1
2017,NUTS,2016,UKG31,3,1
2017,NUTS,2016,UKI,1,9
2017,NUTS,2016,UKI3,2,5
2017,NUTS,2016,UKI31,3,1
2017,NUTS,2016,UKI32,3,3
2017,NUTS,2016,UKI34,3,1
2017,NUTS,2016,UKI4,2,4
2017,NUTS,2016,UKI42,3,3
2017,NUTS,2016,UKI44,3,1
2017,NUTS,2016,UKJ,1,4
2017,NUTS,2016,UKJ2,2,1
2017,NUTS,2016,UKJ22,3,1
2017,NUTS,2016,UKJ3,2,1
2017,NUTS,2016,UKJ32,3,1
2017,NUTS,2016,UKJ4,2,2
2017,NUTS,2016,UKJ44,3,2
2017,NUTS,2016,UKL,1,1
