year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_hes_mio_pps
2011,NUTS,2010,DE93,2,31.019
2012,NUTS,2010,DE93,2,40.959
2013,NUTS,2010,DE93,2,45.689
2014,NUTS,2010,DE93,2,48.055
2015,NUTS,2010,DE93,2,51.734
2016,NUTS,2010,DE93,2,48.145
2017,NUTS,2010,DE93,2,49.159
2018,NUTS,2010,DE93,2,45.635
2019,NUTS,2010,DE93,2,44.453
2011,NUTS,2010,DE94,2,144.855
2012,NUTS,2010,DE94,2,153.438
2013,NUTS,2010,DE94,2,161.871
2014,NUTS,2010,DE94,2,178.027
2015,NUTS,2010,DE94,2,196.059
2016,NUTS,2010,DE94,2,242.641
2017,NUTS,2010,DE94,2,232.832
2018,NUTS,2010,DE94,2,246.52
2019,NUTS,2010,DE94,2,261.924
2011,NUTS,2010,DEA,1,2636.595
2012,NUTS,2010,DEA,1,2723.545
2013,NUTS,2010,DEA,1,2792.505
2014,NUTS,2010,DEA,1,3068.713
2015,NUTS,2010,DEA,1,3013.317
2016,NUTS,2010,DEA,1,3341.613
2017,NUTS,2010,DEA,1,3502.248
2018,NUTS,2010,DEA,1,3759.32
2019,NUTS,2010,DEA,1,3706.811
2011,NUTS,2010,DEA1,2,457.77
2012,NUTS,2010,DEA1,2,521.544
2013,NUTS,2010,DEA1,2,542.63
2014,NUTS,2010,DEA1,2,574.405
2015,NUTS,2010,DEA1,2,580.164
2016,NUTS,2010,DEA1,2,633.229
2017,NUTS,2010,DEA1,2,655.643
2018,NUTS,2010,DEA1,2,756.596
2019,NUTS,2010,DEA1,2,671.434
2011,NUTS,2010,DEA2,2,1212.447
2012,NUTS,2010,DEA2,2,1180.598
2013,NUTS,2010,DEA2,2,1206.492
2014,NUTS,2010,DEA2,2,1404.399
2015,NUTS,2010,DEA2,2,1330.365
2016,NUTS,2010,DEA2,2,1465.686
2017,NUTS,2010,DEA2,2,1507.808
2018,NUTS,2010,DEA2,2,1577.203
2019,NUTS,2010,DEA2,2,1591.278
2011,NUTS,2010,DEA3,2,319.743
2012,NUTS,2010,DEA3,2,317.299
2013,NUTS,2010,DEA3,2,322.764
2014,NUTS,2010,DEA3,2,342.755
2015,NUTS,2010,DEA3,2,340.2
2016,NUTS,2010,DEA3,2,374.367
2017,NUTS,2010,DEA3,2,409.824
2018,NUTS,2010,DEA3,2,442.764
2019,NUTS,2010,DEA3,2,447.378
2011,NUTS,2010,DEA4,2,185.081
2012,NUTS,2010,DEA4,2,211.247
2013,NUTS,2010,DEA4,2,216.405
2014,NUTS,2010,DEA4,2,234.138
2015,NUTS,2010,DEA4,2,232.012
2016,NUTS,2010,DEA4,2,265.56
2017,NUTS,2010,DEA4,2,285.59
2018,NUTS,2010,DEA4,2,308.815
2019,NUTS,2010,DEA4,2,306.304
2011,NUTS,2010,DEA5,2,461.555
2012,NUTS,2010,DEA5,2,492.858
2013,NUTS,2010,DEA5,2,504.214
2014,NUTS,2010,DEA5,2,513.015
2015,NUTS,2010,DEA5,2,530.576
2016,NUTS,2010,DEA5,2,602.771
2017,NUTS,2010,DEA5,2,643.382
2018,NUTS,2010,DEA5,2,673.942
2019,NUTS,2010,DEA5,2,690.409
2011,NUTS,2010,DEB,1,476.042
2012,NUTS,2010,DEB,1,471.263
2013,NUTS,2010,DEB,1,491.92
2014,NUTS,2010,DEB,1,493.809
2015,NUTS,2010,DEB,1,511.211
2016,NUTS,2010,DEB,1,589.249
2017,NUTS,2010,DEB,1,624.193
2018,NUTS,2010,DEB,1,667.349
2019,NUTS,2010,DEB,1,590.273
2011,NUTS,2010,DEB1,2,57.224
2012,NUTS,2010,DEB1,2,58.898
2013,NUTS,2010,DEB1,2,60.277
2014,NUTS,2010,DEB1,2,64.105
2015,NUTS,2010,DEB1,2,67.065
2016,NUTS,2010,DEB1,2,85.01
2017,NUTS,2010,DEB1,2,53.13
2018,NUTS,2010,DEB1,2,62.88
2019,NUTS,2010,DEB1,2,69.342
2011,NUTS,2010,DEB2,2,328.488
2012,NUTS,2010,DEB2,2,311.548
2013,NUTS,2010,DEB2,2,328.63
2014,NUTS,2010,DEB2,2,326.814
2015,NUTS,2010,DEB2,2,337.274
2016,NUTS,2010,DEB2,2,386.011
2017,NUTS,2010,DEB2,2,55.794
2018,NUTS,2010,DEB2,2,58.567
2019,NUTS,2010,DEB2,2,58.862
2011,NUTS,2010,DEB3,2,90.33
2012,NUTS,2010,DEB3,2,100.818
2013,NUTS,2010,DEB3,2,103.014
2014,NUTS,2010,DEB3,2,102.89
2015,NUTS,2010,DEB3,2,106.872
2016,NUTS,2010,DEB3,2,118.228
2017,NUTS,2010,DEB3,2,515.269
2018,NUTS,2010,DEB3,2,545.903
2019,NUTS,2010,DEB3,2,462.078
2011,NUTS,2010,DEC,1,157.204
2012,NUTS,2010,DEC,1,145.542
2013,NUTS,2010,DEC,1,138.86
2014,NUTS,2010,DEC,1,134.13
2015,NUTS,2010,DEC,1,166.676
2016,NUTS,2010,DEC,1,171.446
2017,NUTS,2010,DEC,1,172.503
2018,NUTS,2010,DEC,1,161.08
2019,NUTS,2010,DEC,1,185.572
2011,NUTS,2010,DEC0,2,157.204
2012,NUTS,2010,DEC0,2,145.542
2013,NUTS,2010,DEC0,2,138.86
2014,NUTS,2010,DEC0,2,134.13
2015,NUTS,2010,DEC0,2,166.676
2016,NUTS,2010,DEC0,2,171.446
2017,NUTS,2010,DEC0,2,172.503
2018,NUTS,2010,DEC0,2,161.08
2019,NUTS,2010,DEC0,2,185.572
2011,NUTS,2010,DED,1,698.911
2012,NUTS,2010,DED,1,723.263
2013,NUTS,2010,DED,1,796.996
2014,NUTS,2010,DED,1,808.96
2015,NUTS,2010,DED,1,797.531
2016,NUTS,2010,DED,1,825.39
2017,NUTS,2010,DED,1,880.55
2018,NUTS,2010,DED,1,954.473
2019,NUTS,2010,DED,1,992.401
2011,NUTS,2010,DED2,2,321.181
2012,NUTS,2010,DED2,2,335.958
2013,NUTS,2010,DED2,2,373.661
2014,NUTS,2010,DED2,2,370.639
2015,NUTS,2010,DED2,2,376.019
2016,NUTS,2010,DED2,2,386.336
2017,NUTS,2010,DED2,2,413.606
2018,NUTS,2010,DED2,2,458.068
2019,NUTS,2010,DED2,2,462.005
2011,NUTS,2010,DED4,2,187.707
2012,NUTS,2010,DED4,2,186.411
2013,NUTS,2010,DED4,2,207.861
2014,NUTS,2010,DED4,2,217.294
2015,NUTS,2010,DED4,2,197.044
2016,NUTS,2010,DED4,2,209.966
2017,NUTS,2010,DED4,2,222.072
2018,NUTS,2010,DED4,2,225.538
2019,NUTS,2010,DED4,2,239.036
2011,NUTS,2010,DED5,2,190.024
2012,NUTS,2010,DED5,2,200.417
2013,NUTS,2010,DED5,2,215.474
2014,NUTS,2010,DED5,2,221.027
2015,NUTS,2010,DED5,2,224.468
2016,NUTS,2010,DED5,2,229.089
2017,NUTS,2010,DED5,2,244.873
2018,NUTS,2010,DED5,2,270.868
2019,NUTS,2010,DED5,2,291.36
2011,NUTS,2010,DEE,1,238.539
2012,NUTS,2010,DEE,1,240.444
2013,NUTS,2010,DEE,1,256.97
2014,NUTS,2010,DEE,1,277.284
2015,NUTS,2010,DEE,1,289.746
2016,NUTS,2010,DEE,1,319.801
2017,NUTS,2010,DEE,1,323.478
2018,NUTS,2010,DEE,1,357.264
2019,NUTS,2010,DEE,1,344.942
2011,NUTS,2010,DEE0,2,238.539
2012,NUTS,2010,DEE0,2,240.444
2013,NUTS,2010,DEE0,2,256.97
2014,NUTS,2010,DEE0,2,277.284
2015,NUTS,2010,DEE0,2,289.746
2016,NUTS,2010,DEE0,2,319.801
2017,NUTS,2010,DEE0,2,323.478
2018,NUTS,2010,DEE0,2,357.264
2019,NUTS,2010,DEE0,2,344.942
2011,NUTS,2010,DEF,1,267.527
2012,NUTS,2010,DEF,1,276.817
2013,NUTS,2010,DEF,1,267.378
2014,NUTS,2010,DEF,1,283.488
2015,NUTS,2010,DEF,1,284.656
2016,NUTS,2010,DEF,1,324.754
2017,NUTS,2010,DEF,1,330.64
2018,NUTS,2010,DEF,1,388.535
2019,NUTS,2010,DEF,1,473.707
2011,NUTS,2010,DEF0,2,267.527
2012,NUTS,2010,DEF0,2,276.817
2013,NUTS,2010,DEF0,2,267.378
2014,NUTS,2010,DEF0,2,283.488
2015,NUTS,2010,DEF0,2,284.656
2016,NUTS,2010,DEF0,2,324.754
2017,NUTS,2010,DEF0,2,330.64
2018,NUTS,2010,DEF0,2,388.535
2019,NUTS,2010,DEF0,2,473.707
2011,NUTS,2010,DEG,1,298.01
2012,NUTS,2010,DEG,1,307.652
2013,NUTS,2010,DEG,1,309.512
2014,NUTS,2010,DEG,1,311.287
2015,NUTS,2010,DEG,1,314.836
2016,NUTS,2010,DEG,1,327.472
2017,NUTS,2010,DEG,1,347.295
2018,NUTS,2010,DEG,1,353.427
2019,NUTS,2010,DEG,1,379.377
2011,NUTS,2010,DEG0,2,298.01
2012,NUTS,2010,DEG0,2,307.652
2013,NUTS,2010,DEG0,2,309.512
2014,NUTS,2010,DEG0,2,311.287
2015,NUTS,2010,DEG0,2,314.836
2016,NUTS,2010,DEG0,2,327.472
2017,NUTS,2010,DEG0,2,347.295
2018,NUTS,2010,DEG0,2,353.427
2019,NUTS,2010,DEG0,2,379.377
2011,NUTS,2010,DEZ,1,108.078
2012,NUTS,2010,DEZ,1,108.963
2013,NUTS,2010,DEZ,1,109.182
2014,NUTS,2010,DEZ,1,107.15
2015,NUTS,2010,DEZ,1,95.09
2016,NUTS,2010,DEZ,1,96.508
2017,NUTS,2010,DEZ,1,99.328
2018,NUTS,2010,DEZ,1,97.617
2019,NUTS,2010,DEZ,1,100.815
2011,NUTS,2010,DEZZ,2,108.078
2012,NUTS,2010,DEZZ,2,108.963
2013,NUTS,2010,DEZZ,2,109.182
2014,NUTS,2010,DEZZ,2,107.15
2015,NUTS,2010,DEZZ,2,95.09
2016,NUTS,2010,DEZZ,2,96.508
2017,NUTS,2010,DEZZ,2,99.328
2018,NUTS,2010,DEZZ,2,97.617
2019,NUTS,2010,DEZZ,2,100.815
2011,NUTS,2010,DK,0,1676.594
2012,NUTS,2010,DK,0,1745.825
2013,NUTS,2010,DK,0,1905.248
2014,NUTS,2010,DK,0,1892.457
2015,NUTS,2010,DK,0,2077.757
2016,NUTS,2010,DK,0,2069.378
2017,NUTS,2010,DK,0,2133.906
2018,NUTS,2010,DK,0,2252.516
2019,NUTS,2010,DK,0,2324.004
2020,NUTS,2010,DK,0,2549.492
2011,NUTS,2010,DK0,1,1679.828
2012,NUTS,2010,DK0,1,1794.607
2013,NUTS,2010,DK0,1,1897.617
2014,NUTS,2010,DK0,1,1892.457
2015,NUTS,2010,DK0,1,2077.757
2016,NUTS,2010,DK0,1,2069.378
2017,NUTS,2010,DK0,1,2133.906
2018,NUTS,2010,DK0,1,2252.516
2019,NUTS,2010,DK0,1,2324.004
2020,NUTS,2010,DK0,1,2549.492
2011,NUTS,2010,DK01,2,892.962
2012,NUTS,2010,DK01,2,970.78
2013,NUTS,2010,DK01,2,991.614
2014,NUTS,2010,DK01,2,1041.111
2015,NUTS,2010,DK01,2,1131.229
2016,NUTS,2010,DK01,2,1137.177
2017,NUTS,2010,DK01,2,1174.878
2019,NUTS,2010,DK01,2,1294.074
2011,NUTS,2010,DK02,2,87.614
2012,NUTS,2010,DK02,2,84.693
2013,NUTS,2010,DK02,2,84.404
2014,NUTS,2010,DK02,2,94.051
2015,NUTS,2010,DK02,2,109.128
2016,NUTS,2010,DK02,2,113.669
2017,NUTS,2010,DK02,2,118.517
2019,NUTS,2010,DK02,2,115.194
2011,NUTS,2010,DK03,2,182.11
2012,NUTS,2010,DK03,2,198.986
2013,NUTS,2010,DK03,2,221.452
2014,NUTS,2010,DK03,2,226.328
2015,NUTS,2010,DK03,2,242.462
2016,NUTS,2010,DK03,2,229.495
2017,NUTS,2010,DK03,2,198.861
2019,NUTS,2010,DK03,2,211.856
2011,NUTS,2010,DK04,2,373.466
2012,NUTS,2010,DK04,2,391.244
2013,NUTS,2010,DK04,2,436.675
2014,NUTS,2010,DK04,2,355.575
2015,NUTS,2010,DK04,2,418.307
2016,NUTS,2010,DK04,2,403.578
2017,NUTS,2010,DK04,2,400.52
2019,NUTS,2010,DK04,2,432.927
2011,NUTS,2010,DK05,2,143.673
2012,NUTS,2010,DK05,2,148.905
2013,NUTS,2010,DK05,2,163.472
2014,NUTS,2010,DK05,2,175.392
2015,NUTS,2010,DK05,2,176.632
2016,NUTS,2010,DK05,2,185.656
2017,NUTS,2010,DK05,2,241.031
2019,NUTS,2010,DK05,2,269.954
2011,NUTS,2010,EA19,2,42488.965
2012,NUTS,2010,EA19,2,43017.923
2013,NUTS,2010,EA19,2,44167.877
2014,NUTS,2010,EA19,2,44864.948
2015,NUTS,2010,EA19,2,46035.547
2016,NUTS,2010,EA19,2,46635.644
2017,NUTS,2010,EA19,2,48195.799
2018,NUTS,2010,EA19,2,50260.864
2019,NUTS,2010,EA19,2,52097.391
2020,NUTS,2010,EA19,2,53058.896
2011,NUTS,2010,EE,0,155.919
2012,NUTS,2010,EE,0,173.433
2013,NUTS,2010,EE,0,190.454
2014,NUTS,2010,EE,0,172.697
2015,NUTS,2010,EE,0,167.451
2016,NUTS,2010,EE,0,126.348
2017,NUTS,2010,EE,0,154.814
2018,NUTS,2010,EE,0,205.01
2019,NUTS,2010,EE,0,196.871
2020,NUTS,2010,EE,0,201.271
2011,NUTS,2010,EE0,1,155.919
2012,NUTS,2010,EE0,1,173.433
2013,NUTS,2010,EE0,1,190.454
2014,NUTS,2010,EE0,1,172.697
2015,NUTS,2010,EE0,1,167.451
2016,NUTS,2010,EE0,1,126.348
2017,NUTS,2010,EE0,1,154.814
2018,NUTS,2010,EE0,1,205.01
2019,NUTS,2010,EE0,1,196.871
2020,NUTS,2010,EE0,1,201.271
2011,NUTS,2010,EE00,2,155.919
2012,NUTS,2010,EE00,2,173.433
2013,NUTS,2010,EE00,2,190.454
2014,NUTS,2010,EE00,2,172.697
2015,NUTS,2010,EE00,2,167.451
2016,NUTS,2010,EE00,2,126.348
2017,NUTS,2010,EE00,2,154.814
2018,NUTS,2010,EE00,2,205.01
2019,NUTS,2010,EE00,2,196.871
2020,NUTS,2010,EE00,2,201.271
2011,NUTS,2010,EL,0,584.852
2012,NUTS,2010,EL,0,576.5
2013,NUTS,2010,EL,0,626.9
2014,NUTS,2010,EL,0,648.61
2015,NUTS,2010,EL,0,759.79
2016,NUTS,2010,EL,0,659.844
2017,NUTS,2010,EL,0,688.858
2018,NUTS,2010,EL,0,742.682
2019,NUTS,2010,EL,0,865.237
2020,NUTS,2010,EL,0,936.045
2011,NUTS,2010,EL3,1,232.982
2013,NUTS,2010,EL3,1,240.35
2015,NUTS,2010,EL3,1,318.482
2017,NUTS,2010,EL3,1,269.883
2018,NUTS,2010,EL3,1,299.196
2019,NUTS,2010,EL3,1,353.383
2011,NUTS,2010,EL30,2,232.982
2013,NUTS,2010,EL30,2,240.35
2015,NUTS,2010,EL30,2,318.482
2017,NUTS,2010,EL30,2,269.883
2018,NUTS,2010,EL30,2,299.196
2019,NUTS,2010,EL30,2,353.383
2011,NUTS,2010,EL4,1,70.966
2013,NUTS,2010,EL4,1,88.618
2015,NUTS,2010,EL4,1,85.306
2017,NUTS,2010,EL4,1,79.042
2018,NUTS,2010,EL4,1,81.534
2019,NUTS,2010,EL4,1,91.143
2011,NUTS,2010,EL41,2,11.698
2013,NUTS,2010,EL41,2,18.935
2015,NUTS,2010,EL41,2,12.782
2017,NUTS,2010,EL41,2,11.775
2018,NUTS,2010,EL41,2,10.578
2019,NUTS,2010,EL41,2,12.857
2011,NUTS,2010,EL42,2,5.352
2013,NUTS,2010,EL42,2,7.154
2015,NUTS,2010,EL42,2,4.709
2017,NUTS,2010,EL42,2,5.565
2018,NUTS,2010,EL42,2,4.791
2019,NUTS,2010,EL42,2,4.942
2011,NUTS,2010,EL43,2,53.916
2013,NUTS,2010,EL43,2,62.53
2015,NUTS,2010,EL43,2,67.815
2017,NUTS,2010,EL43,2,61.703
2018,NUTS,2010,EL43,2,66.166
2019,NUTS,2010,EL43,2,73.345
2011,NUTS,2010,EL5,1,177.641
2013,NUTS,2010,EL5,1,181.876
2015,NUTS,2010,EL5,1,206.999
2017,NUTS,2010,EL5,1,187.151
2018,NUTS,2010,EL5,1,200.468
2019,NUTS,2010,EL5,1,238.195
2011,NUTS,2010,EL51,2,29.825
2013,NUTS,2010,EL51,2,26.763
2015,NUTS,2010,EL51,2,37.094
2017,NUTS,2010,EL51,2,35.527
2018,NUTS,2010,EL51,2,35.779
2019,NUTS,2010,EL51,2,42.533
2011,NUTS,2010,EL52,2,108.687
2013,NUTS,2010,EL52,2,111.176
2015,NUTS,2010,EL52,2,119.131
2017,NUTS,2010,EL52,2,101.576
2018,NUTS,2010,EL52,2,111.322
2019,NUTS,2010,EL52,2,132.202
2011,NUTS,2010,EL53,2,6.21
2013,NUTS,2010,EL53,2,11.553
2015,NUTS,2010,EL53,2,7.825
2017,NUTS,2010,EL53,2,8.192
2018,NUTS,2010,EL53,2,10.169
2019,NUTS,2010,EL53,2,9.739
2011,NUTS,2010,EL54,2,32.919
2013,NUTS,2010,EL54,2,32.385
2015,NUTS,2010,EL54,2,42.948
2017,NUTS,2010,EL54,2,41.856
2018,NUTS,2010,EL54,2,43.199
2019,NUTS,2010,EL54,2,53.722
2011,NUTS,2010,EL6,1,103.263
2013,NUTS,2010,EL6,1,116.055
2015,NUTS,2010,EL6,1,149.003
2017,NUTS,2010,EL6,1,152.782
2018,NUTS,2010,EL6,1,161.484
2019,NUTS,2010,EL6,1,182.516
2011,NUTS,2010,EL61,2,31.001
2013,NUTS,2010,EL61,2,36.396
2015,NUTS,2010,EL61,2,45.332
2017,NUTS,2010,EL61,2,51.182
2018,NUTS,2010,EL61,2,57.282
2019,NUTS,2010,EL61,2,69.575
2011,NUTS,2010,EL62,2,3.513
2013,NUTS,2010,EL62,2,5.245
2015,NUTS,2010,EL62,2,10.74
2017,NUTS,2010,EL62,2,6.15
2018,NUTS,2010,EL62,2,7.036
2019,NUTS,2010,EL62,2,8.349
2011,NUTS,2010,EL63,2,59.145
2013,NUTS,2010,EL63,2,58.428
2015,NUTS,2010,EL63,2,73.185
2017,NUTS,2010,EL63,2,84.93
2018,NUTS,2010,EL63,2,84.56
2019,NUTS,2010,EL63,2,88.896
2011,NUTS,2010,EL64,2,2.451
2013,NUTS,2010,EL64,2,4.525
2015,NUTS,2010,EL64,2,7.825
2017,NUTS,2010,EL64,2,4.299
2018,NUTS,2010,EL64,2,4.694
2019,NUTS,2010,EL64,2,5.848
2011,NUTS,2010,EL65,2,7.153
2013,NUTS,2010,EL65,2,11.462
2015,NUTS,2010,EL65,2,11.92
2017,NUTS,2010,EL65,2,6.222
2018,NUTS,2010,EL65,2,7.912
2019,NUTS,2010,EL65,2,9.848
2015,NUTS,2010,ELZ,1,0.0
2018,NUTS,2010,ELZ,1,0.0
2015,NUTS,2010,ELZZ,2,0.0
2018,NUTS,2010,ELZZ,2,0.0
2011,NUTS,2010,ES,0,4177.478
2012,NUTS,2010,ES,0,3949.377
2013,NUTS,2010,ES,0,3899.302
2014,NUTS,2010,ES,0,3901.093
2015,NUTS,2010,ES,0,4005.623
2016,NUTS,2010,ES,0,3942.734
2017,NUTS,2010,ES,0,4146.076
2018,NUTS,2010,ES,0,4235.724
2019,NUTS,2010,ES,0,4449.339
2020,NUTS,2010,ES,0,4475.45
2011,NUTS,2010,ES1,1,361.227
2013,NUTS,2010,ES1,1,310.801
2015,NUTS,2010,ES1,1,322.267
2016,NUTS,2010,ES1,1,305.781
2017,NUTS,2010,ES1,1,326.548
2018,NUTS,2010,ES1,1,329.541
2011,NUTS,2010,ES11,2,204.023
2012,NUTS,2010,ES11,2,205.157
2014,NUTS,2010,ES11,2,194.934
2015,NUTS,2010,ES11,2,211.961
2016,NUTS,2010,ES11,2,195.57
2017,NUTS,2010,ES11,2,213.345
2018,NUTS,2010,ES11,2,222.198
2019,NUTS,2010,ES11,2,225.637
2011,NUTS,2010,ES12,2,90.727
2012,NUTS,2010,ES12,2,69.604
2013,NUTS,2010,ES12,2,63.19
2014,NUTS,2010,ES12,2,60.325
2015,NUTS,2010,ES12,2,62.723
2016,NUTS,2010,ES12,2,62.669
2017,NUTS,2010,ES12,2,63.133
2018,NUTS,2010,ES12,2,54.745
2019,NUTS,2010,ES12,2,61.244
2011,NUTS,2010,ES13,2,66.477
2015,NUTS,2010,ES13,2,47.583
2016,NUTS,2010,ES13,2,47.542
2017,NUTS,2010,ES13,2,50.071
2018,NUTS,2010,ES13,2,52.598
2011,NUTS,2010,ES2,1,441.542
2013,NUTS,2010,ES2,1,424.012
2019,NUTS,2010,ES2,1,463.092
2011,NUTS,2010,ES21,2,255.537
2012,NUTS,2010,ES21,2,261.813
2013,NUTS,2010,ES21,2,255.246
2014,NUTS,2010,ES21,2,257.31
2015,NUTS,2010,ES21,2,254.137
2016,NUTS,2010,ES21,2,245.273
2017,NUTS,2010,ES21,2,257.973
2018,NUTS,2010,ES21,2,268.356
2019,NUTS,2010,ES21,2,268.615
2011,NUTS,2010,ES22,2,84.477
2011,NUTS,2010,ES23,2,16.461
2012,NUTS,2010,ES23,2,17.16
2014,NUTS,2010,ES23,2,18.985
2015,NUTS,2010,ES23,2,23.792
2016,NUTS,2010,ES23,2,20.529
2017,NUTS,2010,ES23,2,21.77
2018,NUTS,2010,ES23,2,20.395
2011,NUTS,2010,ES24,2,85.068
2012,NUTS,2010,ES24,2,79.759
2013,NUTS,2010,ES24,2,72.846
2014,NUTS,2010,ES24,2,69.994
2015,NUTS,2010,ES24,2,75.7
2016,NUTS,2010,ES24,2,75.635
2017,NUTS,2010,ES24,2,78.372
2018,NUTS,2010,ES24,2,82.654
2011,NUTS,2010,ES3,1,699.905
2012,NUTS,2010,ES3,1,672.883
2013,NUTS,2010,ES3,1,665.485
2014,NUTS,2010,ES3,1,659.999
2015,NUTS,2010,ES3,1,629.393
2016,NUTS,2010,ES3,1,693.679
2017,NUTS,2010,ES3,1,734.734
2018,NUTS,2010,ES3,1,771.791
2019,NUTS,2010,ES3,1,813.366
2011,NUTS,2010,ES30,2,699.905
2012,NUTS,2010,ES30,2,672.883
2013,NUTS,2010,ES30,2,665.485
2014,NUTS,2010,ES30,2,659.999
2015,NUTS,2010,ES30,2,629.393
2016,NUTS,2010,ES30,2,693.679
2017,NUTS,2010,ES30,2,734.734
2018,NUTS,2010,ES30,2,771.791
2019,NUTS,2010,ES30,2,813.366
2011,NUTS,2010,ES4,1,370.33
2013,NUTS,2010,ES4,1,337.201
2014,NUTS,2010,ES4,1,335.687
2015,NUTS,2010,ES4,1,365.524
2016,NUTS,2010,ES4,1,340.357
2018,NUTS,2010,ES4,1,359.596
2019,NUTS,2010,ES4,1,405.072
2011,NUTS,2010,ES41,2,213.691
2012,NUTS,2010,ES41,2,193.167
2013,NUTS,2010,ES41,2,196.365
2014,NUTS,2010,ES41,2,210.107
2015,NUTS,2010,ES41,2,214.124
2016,NUTS,2010,ES41,2,208.536
2017,NUTS,2010,ES41,2,213.345
2018,NUTS,2010,ES41,2,227.566
2019,NUTS,2010,ES41,2,242.828
2011,NUTS,2010,ES42,2,80.116
2012,NUTS,2010,ES42,2,61.149
2013,NUTS,2010,ES42,2,62.351
2014,NUTS,2010,ES42,2,54.65
2015,NUTS,2010,ES42,2,73.537
2017,NUTS,2010,ES42,2,74.018
2011,NUTS,2010,ES43,2,76.523
2013,NUTS,2010,ES43,2,78.485
2014,NUTS,2010,ES43,2,70.929
2015,NUTS,2010,ES43,2,77.863
2011,NUTS,2010,ES5,1,1330.473
2012,NUTS,2010,ES5,1,1284.331
2013,NUTS,2010,ES5,1,1275.833
2014,NUTS,2010,ES5,1,1280.886
2015,NUTS,2010,ES5,1,1331.243
2016,NUTS,2010,ES5,1,1322.528
2017,NUTS,2010,ES5,1,1363.884
2018,NUTS,2010,ES5,1,1387.935
2011,NUTS,2010,ES51,2,769.064
2012,NUTS,2010,ES51,2,738.348
2013,NUTS,2010,ES51,2,728.34
2014,NUTS,2010,ES51,2,720.832
2015,NUTS,2010,ES51,2,773.224
2016,NUTS,2010,ES51,2,766.072
2017,NUTS,2010,ES51,2,786.982
2018,NUTS,2010,ES51,2,786.818
2019,NUTS,2010,ES51,2,817.664
2011,NUTS,2010,ES52,2,514.111
2012,NUTS,2010,ES52,2,501.524
2013,NUTS,2010,ES52,2,501.804
2014,NUTS,2010,ES52,2,513.208
2015,NUTS,2010,ES52,2,510.436
2016,NUTS,2010,ES52,2,509.995
2017,NUTS,2010,ES52,2,523.566
2018,NUTS,2010,ES52,2,547.445
2019,NUTS,2010,ES52,2,570.538
2011,NUTS,2010,ES53,2,47.3
2012,NUTS,2010,ES53,2,44.459
2013,NUTS,2010,ES53,2,45.69
2014,NUTS,2010,ES53,2,46.846
2015,NUTS,2010,ES53,2,47.583
2016,NUTS,2010,ES53,2,46.461
2017,NUTS,2010,ES53,2,53.336
2018,NUTS,2010,ES53,2,54.745
2011,NUTS,2010,ES6,1,855.244
2012,NUTS,2010,ES6,1,776.922
2013,NUTS,2010,ES6,1,781.938
2014,NUTS,2010,ES6,1,795.015
2015,NUTS,2010,ES6,1,818.644
2016,NUTS,2010,ES6,1,748.784
2017,NUTS,2010,ES6,1,802.221
2018,NUTS,2010,ES6,1,829.755
2019,NUTS,2010,ES6,1,877.834
2011,NUTS,2010,ES61,2,740.055
2012,NUTS,2010,ES61,2,666.363
2013,NUTS,2010,ES61,2,669.359
2014,NUTS,2010,ES61,2,682.772
2015,NUTS,2010,ES61,2,704.012
2016,NUTS,2010,ES61,2,625.608
2017,NUTS,2010,ES61,2,671.601
2018,NUTS,2010,ES61,2,692.357
2019,NUTS,2010,ES61,2,729.558
2011,NUTS,2010,ES62,2,112.571
2012,NUTS,2010,ES62,2,107.966
2013,NUTS,2010,ES62,2,110.079
2014,NUTS,2010,ES62,2,109.716
2015,NUTS,2010,ES62,2,112.469
2016,NUTS,2010,ES62,2,121.016
2018,NUTS,2010,ES62,2,134.178
2019,NUTS,2010,ES62,2,145.052
2011,NUTS,2010,ES63,2,1.032
2011,NUTS,2010,ES64,2,1.586
2011,NUTS,2010,ES7,1,118.757
2012,NUTS,2010,ES7,1,112.704
2013,NUTS,2010,ES7,1,104.033
2014,NUTS,2010,ES7,1,102.912
2015,NUTS,2010,ES7,1,110.306
2016,NUTS,2010,ES7,1,113.452
2017,NUTS,2010,ES7,1,120.823
2018,NUTS,2010,ES7,1,100.902
2011,NUTS,2010,ES70,2,118.757
2012,NUTS,2010,ES70,2,112.704
2013,NUTS,2010,ES70,2,104.033
2014,NUTS,2010,ES70,2,102.912
2015,NUTS,2010,ES70,2,110.306
2016,NUTS,2010,ES70,2,113.452
2017,NUTS,2010,ES70,2,120.823
2018,NUTS,2010,ES70,2,100.902
2011,NUTS,2010,ESZ,1,0.0
2012,NUTS,2010,ESZ,1,0.0
2013,NUTS,2010,ESZ,1,0.0
2011,NUTS,2010,ESZZ,2,0.0
2012,NUTS,2010,ESZZ,2,0.0
2013,NUTS,2010,ESZZ,2,0.0
2011,NUTS,2010,EU27_2020,7,50256.933
2012,NUTS,2010,EU27_2020,7,51543.517
2013,NUTS,2010,EU27_2020,7,52590.273
2014,NUTS,2010,EU27_2020,7,53540.386
2015,NUTS,2010,EU27_2020,7,55204.619
2016,NUTS,2010,EU27_2020,7,55572.548
2017,NUTS,2010,EU27_2020,7,57767.576
2018,NUTS,2010,EU27_2020,7,60870.274
2019,NUTS,2010,EU27_2020,7,63936.539
2020,NUTS,2010,EU27_2020,7,65218.349
