year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_total_hc_total_f
2013,NUTS,2010,ES61,2,16421.0
2014,NUTS,2010,ES61,2,16296.0
2015,NUTS,2010,ES61,2,17453.0
2016,NUTS,2010,ES61,2,17208.0
2017,NUTS,2010,ES61,2,18088.0
2018,NUTS,2010,ES61,2,18439.0
2019,NUTS,2010,ES61,2,18791.0
2011,NUTS,2010,ES62,2,2974.0
2012,NUTS,2010,ES62,2,3006.0
2013,NUTS,2010,ES62,2,2976.0
2014,NUTS,2010,ES62,2,3056.0
2015,NUTS,2010,ES62,2,3253.0
2016,NUTS,2010,ES62,2,3415.0
2017,NUTS,2010,ES62,2,3660.0
2018,NUTS,2010,ES62,2,3849.0
2019,NUTS,2010,ES62,2,4036.0
2011,NUTS,2010,ES63,2,13.0
2012,NUTS,2010,ES63,2,14.0
2013,NUTS,2010,ES63,2,12.0
2014,NUTS,2010,ES63,2,29.0
2015,NUTS,2010,ES63,2,29.0
2011,NUTS,2010,ES64,2,29.0
2012,NUTS,2010,ES64,2,28.0
2013,NUTS,2010,ES64,2,27.0
2014,NUTS,2010,ES64,2,24.0
2015,NUTS,2010,ES64,2,22.0
2011,NUTS,2010,ES7,1,2513.0
2012,NUTS,2010,ES7,1,2379.0
2013,NUTS,2010,ES7,1,2225.0
2014,NUTS,2010,ES7,1,2133.0
2015,NUTS,2010,ES7,1,2201.0
2016,NUTS,2010,ES7,1,2299.0
2017,NUTS,2010,ES7,1,2432.0
2018,NUTS,2010,ES7,1,2623.0
2019,NUTS,2010,ES7,1,2590.0
2011,NUTS,2010,ES70,2,2513.0
2012,NUTS,2010,ES70,2,2379.0
2013,NUTS,2010,ES70,2,2225.0
2014,NUTS,2010,ES70,2,2133.0
2015,NUTS,2010,ES70,2,2201.0
2016,NUTS,2010,ES70,2,2299.0
2017,NUTS,2010,ES70,2,2432.0
2018,NUTS,2010,ES70,2,2623.0
2019,NUTS,2010,ES70,2,2590.0
2011,NUTS,2010,ESZ,1,0.0
2011,NUTS,2010,ESZZ,2,0.0
2011,NUTS,2010,EU27_2020,7,1172847.0
2013,NUTS,2010,EU27_2020,7,1230657.0
2015,NUTS,2010,EU27_2020,7,1300800.0
2017,NUTS,2010,EU27_2020,7,1407734.0
2019,NUTS,2010,EU27_2020,7,1527780.0
2011,NUTS,2010,FI,0,27467.0
2012,NUTS,2010,FI,0,26966.0
2013,NUTS,2010,FI,0,26228.0
2014,NUTS,2010,FI,0,26038.0
2015,NUTS,2010,FI,0,25390.0
2016,NUTS,2010,FI,0,24471.0
2017,NUTS,2010,FI,0,25148.0
2018,NUTS,2010,FI,0,26142.0
2019,NUTS,2010,FI,0,26964.0
2011,NUTS,2010,FR,0,156065.0
2012,NUTS,2010,FR,0,161090.0
2013,NUTS,2010,FR,0,164488.0
2014,NUTS,2010,FR,0,175102.0
2016,NUTS,2010,FR,0,193546.0
2017,NUTS,2010,FR,0,199771.0
2011,NUTS,2010,HR,0,8680.0
2012,NUTS,2010,HR,0,8510.0
2013,NUTS,2010,HR,0,8490.0
2014,NUTS,2010,HR,0,8312.0
2015,NUTS,2010,HR,0,8789.0
2016,NUTS,2010,HR,0,9430.0
2017,NUTS,2010,HR,0,9971.0
2018,NUTS,2010,HR,0,10661.0
2019,NUTS,2010,HR,0,11784.0
2020,NUTS,2010,HR,0,12553.0
2011,NUTS,2010,HR0,1,8680.0
2012,NUTS,2010,HR0,1,8510.0
2014,NUTS,2010,HR0,1,8312.0
2015,NUTS,2010,HR0,1,8789.0
2016,NUTS,2010,HR0,1,9430.0
2017,NUTS,2010,HR0,1,9971.0
2018,NUTS,2010,HR0,1,10661.0
2019,NUTS,2010,HR0,1,11784.0
2020,NUTS,2010,HR0,1,12553.0
2020,NUTS,2010,HR02,2,1179.0
2011,NUTS,2010,HR03,2,2071.0
2012,NUTS,2010,HR03,2,2057.0
2014,NUTS,2010,HR03,2,1961.0
2015,NUTS,2010,HR03,2,1941.0
2016,NUTS,2010,HR03,2,2053.0
2017,NUTS,2010,HR03,2,2267.0
2018,NUTS,2010,HR03,2,2402.0
2019,NUTS,2010,HR03,2,2855.0
2020,NUTS,2010,HR03,2,3015.0
2011,NUTS,2010,HR04,2,6609.0
2012,NUTS,2010,HR04,2,6453.0
2014,NUTS,2010,HR04,2,6351.0
2015,NUTS,2010,HR04,2,6848.0
2016,NUTS,2010,HR04,2,7377.0
2017,NUTS,2010,HR04,2,7704.0
2018,NUTS,2010,HR04,2,8259.0
2019,NUTS,2010,HR04,2,8929.0
2020,NUTS,2010,HR05,2,7652.0
2020,NUTS,2010,HR06,2,707.0
2014,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZZ,2,0.0
2011,NUTS,2010,HU,0,22245.0
2012,NUTS,2010,HU,0,22221.0
2013,NUTS,2010,HU,0,22467.0
2014,NUTS,2010,HU,0,21859.0
2015,NUTS,2010,HU,0,21918.0
2016,NUTS,2010,HU,0,20903.0
2017,NUTS,2010,HU,0,22712.0
2018,NUTS,2010,HU,0,26177.0
2019,NUTS,2010,HU,0,30158.0
2011,NUTS,2010,HU1,1,12564.0
2012,NUTS,2010,HU1,1,12224.0
2013,NUTS,2010,HU1,1,12414.0
2014,NUTS,2010,HU1,1,12455.0
2015,NUTS,2010,HU1,1,12915.0
2016,NUTS,2010,HU1,1,11969.0
2017,NUTS,2010,HU1,1,13164.0
2018,NUTS,2010,HU1,1,15642.0
2019,NUTS,2010,HU1,1,18177.0
2011,NUTS,2010,HU10,2,12564.0
2012,NUTS,2010,HU10,2,12224.0
2013,NUTS,2010,HU10,2,12414.0
2014,NUTS,2010,HU10,2,12455.0
2015,NUTS,2010,HU10,2,12915.0
2016,NUTS,2010,HU10,2,11969.0
2017,NUTS,2010,HU11,2,11744.0
2018,NUTS,2010,HU11,2,14049.0
2019,NUTS,2010,HU11,2,16625.0
2017,NUTS,2010,HU12,2,1420.0
2018,NUTS,2010,HU12,2,1593.0
2019,NUTS,2010,HU12,2,1552.0
2011,NUTS,2010,HU2,1,3349.0
2012,NUTS,2010,HU2,1,3597.0
2013,NUTS,2010,HU2,1,3563.0
2014,NUTS,2010,HU2,1,3279.0
2015,NUTS,2010,HU2,1,3221.0
2016,NUTS,2010,HU2,1,3101.0
2017,NUTS,2010,HU2,1,3673.0
2018,NUTS,2010,HU2,1,4173.0
2019,NUTS,2010,HU2,1,4574.0
2011,NUTS,2010,HU21,2,908.0
2012,NUTS,2010,HU21,2,1271.0
2013,NUTS,2010,HU21,2,1132.0
2014,NUTS,2010,HU21,2,1078.0
2015,NUTS,2010,HU21,2,1098.0
2016,NUTS,2010,HU21,2,1057.0
2017,NUTS,2010,HU21,2,1053.0
2018,NUTS,2010,HU21,2,1155.0
2019,NUTS,2010,HU21,2,1323.0
2011,NUTS,2010,HU22,2,1062.0
2012,NUTS,2010,HU22,2,883.0
2013,NUTS,2010,HU22,2,984.0
2014,NUTS,2010,HU22,2,875.0
2015,NUTS,2010,HU22,2,794.0
2016,NUTS,2010,HU22,2,754.0
2017,NUTS,2010,HU22,2,886.0
2018,NUTS,2010,HU22,2,1121.0
2019,NUTS,2010,HU22,2,1276.0
2011,NUTS,2010,HU23,2,1379.0
2012,NUTS,2010,HU23,2,1443.0
2013,NUTS,2010,HU23,2,1447.0
2014,NUTS,2010,HU23,2,1326.0
2015,NUTS,2010,HU23,2,1329.0
2016,NUTS,2010,HU23,2,1290.0
2017,NUTS,2010,HU23,2,1734.0
2018,NUTS,2010,HU23,2,1897.0
2019,NUTS,2010,HU23,2,1975.0
2011,NUTS,2010,HU3,1,6332.0
2012,NUTS,2010,HU3,1,6400.0
2013,NUTS,2010,HU3,1,6490.0
2014,NUTS,2010,HU3,1,6125.0
2015,NUTS,2010,HU3,1,5782.0
2016,NUTS,2010,HU3,1,5833.0
2017,NUTS,2010,HU3,1,5875.0
2018,NUTS,2010,HU3,1,6362.0
2019,NUTS,2010,HU3,1,7407.0
2011,NUTS,2010,HU31,2,940.0
2012,NUTS,2010,HU31,2,876.0
2013,NUTS,2010,HU31,2,994.0
2014,NUTS,2010,HU31,2,817.0
2015,NUTS,2010,HU31,2,786.0
2016,NUTS,2010,HU31,2,742.0
2017,NUTS,2010,HU31,2,800.0
2018,NUTS,2010,HU31,2,887.0
2019,NUTS,2010,HU31,2,1109.0
2011,NUTS,2010,HU32,2,2439.0
2012,NUTS,2010,HU32,2,2582.0
2013,NUTS,2010,HU32,2,2410.0
2014,NUTS,2010,HU32,2,2413.0
2015,NUTS,2010,HU32,2,2290.0
2016,NUTS,2010,HU32,2,2356.0
2017,NUTS,2010,HU32,2,2358.0
2018,NUTS,2010,HU32,2,2368.0
2019,NUTS,2010,HU32,2,2641.0
2011,NUTS,2010,HU33,2,2953.0
2012,NUTS,2010,HU33,2,2942.0
2013,NUTS,2010,HU33,2,3086.0
2014,NUTS,2010,HU33,2,2895.0
2015,NUTS,2010,HU33,2,2706.0
2016,NUTS,2010,HU33,2,2735.0
2017,NUTS,2010,HU33,2,2717.0
2018,NUTS,2010,HU33,2,3107.0
2019,NUTS,2010,HU33,2,3657.0
2011,NUTS,2010,IE,0,12803.0
2012,NUTS,2010,IE,0,10882.0
2013,NUTS,2010,IE,0,16539.0
2015,NUTS,2010,IE,0,16012.0
2017,NUTS,2010,IE,0,18167.0
2019,NUTS,2010,IE,0,18479.0
2011,NUTS,2010,IE0,1,12803.0
2013,NUTS,2010,IE0,1,13705.0
2017,NUTS,2010,IE0,1,17631.0
2011,NUTS,2010,IE01,2,2152.0
2013,NUTS,2010,IE01,2,2152.0
2017,NUTS,2010,IE01,2,3558.0
2011,NUTS,2010,IE02,2,10651.0
2013,NUTS,2010,IE02,2,11554.0
2017,NUTS,2010,IE02,2,14074.0
2011,NUTS,2010,IEZ,1,0.0
2011,NUTS,2010,IEZZ,2,0.0
2011,NUTS,2010,IS,0,1929.0
2015,NUTS,2010,IS,0,2476.0
2016,NUTS,2010,IS,0,2697.0
2017,NUTS,2010,IS,0,2569.0
2018,NUTS,2010,IS,0,2569.0
2011,NUTS,2010,IT,0,124924.0
2012,NUTS,2010,IT,0,131758.0
2013,NUTS,2010,IT,0,132408.0
2014,NUTS,2010,IT,0,130845.0
2015,NUTS,2010,IT,0,137339.0
2016,NUTS,2010,IT,0,145553.0
2017,NUTS,2010,IT,0,156044.0
2018,NUTS,2010,IT,0,167683.0
2019,NUTS,2010,IT,0,176374.0
2011,NUTS,2010,ITC,1,38236.0
2012,NUTS,2010,ITC,1,40207.0
2013,NUTS,2010,ITC,1,38650.0
2014,NUTS,2010,ITC,1,38016.0
2015,NUTS,2010,ITC,1,40219.0
2016,NUTS,2010,ITC,1,43488.0
2017,NUTS,2010,ITC,1,46130.0
2018,NUTS,2010,ITC,1,50304.0
2019,NUTS,2010,ITC,1,53052.0
2011,NUTS,2010,ITC1,2,8143.0
2012,NUTS,2010,ITC1,2,9072.0
2013,NUTS,2010,ITC1,2,9487.0
2014,NUTS,2010,ITC1,2,9132.0
2015,NUTS,2010,ITC1,2,10435.0
2016,NUTS,2010,ITC1,2,10425.0
2017,NUTS,2010,ITC1,2,10995.0
2018,NUTS,2010,ITC1,2,11882.0
2019,NUTS,2010,ITC1,2,12160.0
2011,NUTS,2010,ITC2,2,160.0
2012,NUTS,2010,ITC2,2,157.0
2013,NUTS,2010,ITC2,2,165.0
2014,NUTS,2010,ITC2,2,121.0
2015,NUTS,2010,ITC2,2,128.0
2016,NUTS,2010,ITC2,2,157.0
2017,NUTS,2010,ITC2,2,196.0
2018,NUTS,2010,ITC2,2,180.0
2019,NUTS,2010,ITC2,2,168.0
2011,NUTS,2010,ITC3,2,4301.0
2012,NUTS,2010,ITC3,2,4309.0
2013,NUTS,2010,ITC3,2,3708.0
2014,NUTS,2010,ITC3,2,3447.0
2015,NUTS,2010,ITC3,2,3717.0
2016,NUTS,2010,ITC3,2,3767.0
2017,NUTS,2010,ITC3,2,3776.0
2018,NUTS,2010,ITC3,2,3819.0
2019,NUTS,2010,ITC3,2,4327.0
2011,NUTS,2010,ITC4,2,25632.0
2012,NUTS,2010,ITC4,2,26669.0
2013,NUTS,2010,ITC4,2,25290.0
2014,NUTS,2010,ITC4,2,25316.0
2015,NUTS,2010,ITC4,2,25939.0
2016,NUTS,2010,ITC4,2,29139.0
2017,NUTS,2010,ITC4,2,31163.0
2018,NUTS,2010,ITC4,2,34423.0
2019,NUTS,2010,ITC4,2,36397.0
2011,NUTS,2010,ITF,1,16028.0
2012,NUTS,2010,ITF,1,17003.0
2013,NUTS,2010,ITF,1,17920.0
2014,NUTS,2010,ITF,1,18074.0
2017,NUTS,2010,ITF,1,20762.0
2018,NUTS,2010,ITF,1,22270.0
2019,NUTS,2010,ITF,1,23808.0
2011,NUTS,2010,ITF1,2,1927.0
2012,NUTS,2010,ITF1,2,1917.0
2013,NUTS,2010,ITF1,2,2109.0
2014,NUTS,2010,ITF1,2,1961.0
2015,NUTS,2010,ITF1,2,2104.0
2016,NUTS,2010,ITF1,2,2158.0
2017,NUTS,2010,ITF1,2,2356.0
2018,NUTS,2010,ITF1,2,2408.0
2019,NUTS,2010,ITF1,2,2482.0
2012,NUTS,2010,ITF2,2,342.0
2013,NUTS,2010,ITF2,2,418.0
2014,NUTS,2010,ITF2,2,407.0
2017,NUTS,2010,ITF2,2,516.0
2018,NUTS,2010,ITF2,2,568.0
2019,NUTS,2010,ITF2,2,583.0
2011,NUTS,2010,ITF3,2,7581.0
2012,NUTS,2010,ITF3,2,8205.0
2013,NUTS,2010,ITF3,2,8548.0
2014,NUTS,2010,ITF3,2,8847.0
2015,NUTS,2010,ITF3,2,9035.0
2016,NUTS,2010,ITF3,2,9222.0
2017,NUTS,2010,ITF3,2,9684.0
2018,NUTS,2010,ITF3,2,10640.0
2019,NUTS,2010,ITF3,2,11657.0
2011,NUTS,2010,ITF4,2,4448.0
2012,NUTS,2010,ITF4,2,4721.0
2013,NUTS,2010,ITF4,2,4754.0
2014,NUTS,2010,ITF4,2,4752.0
2015,NUTS,2010,ITF4,2,5037.0
2016,NUTS,2010,ITF4,2,5138.0
2017,NUTS,2010,ITF4,2,5514.0
2018,NUTS,2010,ITF4,2,5725.0
2019,NUTS,2010,ITF4,2,6122.0
2012,NUTS,2010,ITF5,2,533.0
2013,NUTS,2010,ITF5,2,488.0
2014,NUTS,2010,ITF5,2,500.0
2015,NUTS,2010,ITF5,2,563.0
2017,NUTS,2010,ITF5,2,576.0
2018,NUTS,2010,ITF5,2,598.0
2019,NUTS,2010,ITF5,2,616.0
2011,NUTS,2010,ITF6,2,1224.0
2012,NUTS,2010,ITF6,2,1285.0
2013,NUTS,2010,ITF6,2,1603.0
2014,NUTS,2010,ITF6,2,1607.0
2015,NUTS,2010,ITF6,2,1785.0
2016,NUTS,2010,ITF6,2,1655.0
2017,NUTS,2010,ITF6,2,2116.0
2018,NUTS,2010,ITF6,2,2330.0
2019,NUTS,2010,ITF6,2,2348.0
2011,NUTS,2010,ITG,1,8710.0
2012,NUTS,2010,ITG,1,8634.0
2013,NUTS,2010,ITG,1,8822.0
2014,NUTS,2010,ITG,1,8894.0
2015,NUTS,2010,ITG,1,8987.0
2016,NUTS,2010,ITG,1,8195.0
2017,NUTS,2010,ITG,1,8418.0
2018,NUTS,2010,ITG,1,8795.0
2019,NUTS,2010,ITG,1,9741.0
2011,NUTS,2010,ITG1,2,5997.0
2012,NUTS,2010,ITG1,2,5855.0
2013,NUTS,2010,ITG1,2,5934.0
2014,NUTS,2010,ITG1,2,6125.0
2015,NUTS,2010,ITG1,2,5997.0
2016,NUTS,2010,ITG1,2,5775.0
2017,NUTS,2010,ITG1,2,5959.0
2018,NUTS,2010,ITG1,2,6368.0
2019,NUTS,2010,ITG1,2,7139.0
2011,NUTS,2010,ITG2,2,2713.0
2012,NUTS,2010,ITG2,2,2779.0
2013,NUTS,2010,ITG2,2,2888.0
2014,NUTS,2010,ITG2,2,2769.0
2015,NUTS,2010,ITG2,2,2990.0
2016,NUTS,2010,ITG2,2,2420.0
2017,NUTS,2010,ITG2,2,2459.0
2018,NUTS,2010,ITG2,2,2426.0
2019,NUTS,2010,ITG2,2,2602.0
2011,NUTS,2010,ITH,1,28660.0
2012,NUTS,2010,ITH,1,30840.0
2013,NUTS,2010,ITH,1,31144.0
2014,NUTS,2010,ITH,1,30369.0
2015,NUTS,2010,ITH,1,31987.0
2016,NUTS,2010,ITH,1,36038.0
2017,NUTS,2010,ITH,1,39756.0
2018,NUTS,2010,ITH,1,42953.0
2019,NUTS,2010,ITH,1,43164.0
2011,NUTS,2010,ITH1,2,630.0
2012,NUTS,2010,ITH1,2,646.0
2013,NUTS,2010,ITH1,2,660.0
2014,NUTS,2010,ITH1,2,570.0
2015,NUTS,2010,ITH1,2,707.0
2016,NUTS,2010,ITH1,2,871.0
2017,NUTS,2010,ITH1,2,933.0
2018,NUTS,2010,ITH1,2,1066.0
2019,NUTS,2010,ITH1,2,1096.0
2011,NUTS,2010,ITH2,2,1660.0
2012,NUTS,2010,ITH2,2,1793.0
2013,NUTS,2010,ITH2,2,1996.0
2014,NUTS,2010,ITH2,2,2022.0
2015,NUTS,2010,ITH2,2,2164.0
2016,NUTS,2010,ITH2,2,2040.0
2017,NUTS,2010,ITH2,2,2338.0
2018,NUTS,2010,ITH2,2,2415.0
2019,NUTS,2010,ITH2,2,2407.0
2011,NUTS,2010,ITH3,2,10160.0
2012,NUTS,2010,ITH3,2,10793.0
2013,NUTS,2010,ITH3,2,10674.0
2014,NUTS,2010,ITH3,2,10329.0
2015,NUTS,2010,ITH3,2,11086.0
2016,NUTS,2010,ITH3,2,12891.0
2017,NUTS,2010,ITH3,2,14348.0
2018,NUTS,2010,ITH3,2,15894.0
2019,NUTS,2010,ITH3,2,16166.0
2011,NUTS,2010,ITH4,2,2837.0
2012,NUTS,2010,ITH4,2,2989.0
2013,NUTS,2010,ITH4,2,2914.0
2014,NUTS,2010,ITH4,2,3046.0
2015,NUTS,2010,ITH4,2,3115.0
2016,NUTS,2010,ITH4,2,3125.0
2017,NUTS,2010,ITH4,2,3565.0
2018,NUTS,2010,ITH4,2,3730.0
2019,NUTS,2010,ITH4,2,3705.0
2011,NUTS,2010,ITH5,2,13373.0
2012,NUTS,2010,ITH5,2,14619.0
2013,NUTS,2010,ITH5,2,14900.0
2014,NUTS,2010,ITH5,2,14402.0
2015,NUTS,2010,ITH5,2,14915.0
2016,NUTS,2010,ITH5,2,17111.0
2017,NUTS,2010,ITH5,2,18572.0
2018,NUTS,2010,ITH5,2,19849.0
2019,NUTS,2010,ITH5,2,19790.0
2011,NUTS,2010,ITI,1,33290.0
2012,NUTS,2010,ITI,1,35074.0
2013,NUTS,2010,ITI,1,35872.0
2014,NUTS,2010,ITI,1,35492.0
2017,NUTS,2010,ITI,1,40978.0
2018,NUTS,2010,ITI,1,43361.0
2019,NUTS,2010,ITI,1,46609.0
2011,NUTS,2010,ITI1,2,9421.0
2012,NUTS,2010,ITI1,2,10157.0
2013,NUTS,2010,ITI1,2,10539.0
2014,NUTS,2010,ITI1,2,10226.0
2015,NUTS,2010,ITI1,2,10831.0
2016,NUTS,2010,ITI1,2,11363.0
2017,NUTS,2010,ITI1,2,12560.0
2018,NUTS,2010,ITI1,2,13707.0
2019,NUTS,2010,ITI1,2,14403.0
2011,NUTS,2010,ITI2,2,1924.0
2012,NUTS,2010,ITI2,2,2030.0
2013,NUTS,2010,ITI2,2,2006.0
2014,NUTS,2010,ITI2,2,2166.0
2017,NUTS,2010,ITI2,2,2176.0
2018,NUTS,2010,ITI2,2,2442.0
2019,NUTS,2010,ITI2,2,2554.0
2011,NUTS,2010,ITI3,2,2422.0
2012,NUTS,2010,ITI3,2,2572.0
2013,NUTS,2010,ITI3,2,2711.0
2014,NUTS,2010,ITI3,2,2818.0
2015,NUTS,2010,ITI3,2,2822.0
2016,NUTS,2010,ITI3,2,3133.0
2017,NUTS,2010,ITI3,2,3675.0
2018,NUTS,2010,ITI3,2,3675.0
2019,NUTS,2010,ITI3,2,3895.0
2011,NUTS,2010,ITI4,2,19523.0
2012,NUTS,2010,ITI4,2,20315.0
2013,NUTS,2010,ITI4,2,20616.0
2014,NUTS,2010,ITI4,2,20282.0
2015,NUTS,2010,ITI4,2,21293.0
2016,NUTS,2010,ITI4,2,22001.0
2017,NUTS,2010,ITI4,2,22567.0
2018,NUTS,2010,ITI4,2,23538.0
2019,NUTS,2010,ITI4,2,25757.0
2011,NUTS,2010,JP,0,221520.0
2012,NUTS,2010,JP,0,226902.0
2013,NUTS,2010,JP,0,229437.0
2014,NUTS,2010,JP,0,238275.0
2015,NUTS,2010,JP,0,244093.0
2016,NUTS,2010,JP,0,250308.0
2017,NUTS,2010,JP,0,258396.0
2018,NUTS,2010,JP,0,265672.0
2019,NUTS,2010,JP,0,273075.0
2011,NUTS,2010,KR,0,120782.0
2012,NUTS,2010,KR,0,128928.0
2013,NUTS,2010,KR,0,130864.0
2014,NUTS,2010,KR,0,140693.0
2015,NUTS,2010,KR,0,144366.0
2016,NUTS,2010,KR,0,150593.0
2017,NUTS,2010,KR,0,158554.0
2018,NUTS,2010,KR,0,170907.0
2019,NUTS,2010,KR,0,181972.0
2011,NUTS,2010,LT,0,12138.0
2012,NUTS,2010,LT,0,12100.0
2013,NUTS,2010,LT,0,12222.0
2014,NUTS,2010,LT,0,12647.0
2015,NUTS,2010,LT,0,11447.0
2016,NUTS,2010,LT,0,11851.0
2017,NUTS,2010,LT,0,11989.0
2018,NUTS,2010,LT,0,12190.0
2019,NUTS,2010,LT,0,12280.0
2015,NUTS,2010,LT01,2,5939.0
2016,NUTS,2010,LT01,2,5901.0
2017,NUTS,2010,LT01,2,5885.0
2018,NUTS,2010,LT01,2,6013.0
2019,NUTS,2010,LT01,2,5955.0
2015,NUTS,2010,LT02,2,5508.0
2016,NUTS,2010,LT02,2,5950.0
2017,NUTS,2010,LT02,2,6104.0
2018,NUTS,2010,LT02,2,6177.0
2019,NUTS,2010,LT02,2,6325.0
2011,NUTS,2010,LU,0,1549.0
2013,NUTS,2010,LU,0,1412.0
2014,NUTS,2010,LU,0,1165.0
2015,NUTS,2010,LU,0,1691.0
2017,NUTS,2010,LU,0,1801.0
2019,NUTS,2010,LU,0,1936.0
2011,NUTS,2010,LV,0,5429.0
2012,NUTS,2010,LV,0,5918.0
2013,NUTS,2010,LV,0,5472.0
2015,NUTS,2010,LV,0,6025.0
2016,NUTS,2010,LV,0,6022.0
2017,NUTS,2010,LV,0,6214.0
2018,NUTS,2010,LV,0,6476.0
2019,NUTS,2010,LV,0,6730.0
2011,NUTS,2010,ME,0,1162.0
2013,NUTS,2010,ME,0,1239.0
2014,NUTS,2010,ME,0,1231.0
2015,NUTS,2010,ME,0,1194.0
2017,NUTS,2010,ME,0,1227.0
2018,NUTS,2010,ME,0,1313.0
2019,NUTS,2010,ME,0,1293.0
2011,NUTS,2010,MK,0,1255.0
2012,NUTS,2010,MK,0,1546.0
2015,NUTS,2010,MK,0,2165.0
2016,NUTS,2010,MK,0,2257.0
2017,NUTS,2010,MK,0,2122.0
2018,NUTS,2010,MK,0,2196.0
2019,NUTS,2010,MK,0,2141.0
2011,NUTS,2010,MT,0,612.0
2012,NUTS,2010,MT,0,728.0
2013,NUTS,2010,MT,0,713.0
2014,NUTS,2010,MT,0,723.0
2015,NUTS,2010,MT,0,755.0
2016,NUTS,2010,MT,0,761.0
2017,NUTS,2010,MT,0,859.0
2018,NUTS,2010,MT,0,890.0
2019,NUTS,2010,MT,0,918.0
2011,NUTS,2010,NL,0,43852.0
2012,NUTS,2010,NL,0,48653.0
2013,NUTS,2010,NL,0,50766.0
2014,NUTS,2010,NL,0,51228.0
2015,NUTS,2010,NL,0,53035.0
2016,NUTS,2010,NL,0,56364.0
2017,NUTS,2010,NL,0,57344.0
2018,NUTS,2010,NL,0,60469.0
2019,NUTS,2010,NL,0,65160.0
2011,NUTS,2010,NL1,1,3454.0
2012,NUTS,2010,NL1,1,3226.0
2011,NUTS,2010,NL11,2,2014.0
2012,NUTS,2010,NL11,2,2095.0
2011,NUTS,2010,NL12,2,613.0
2012,NUTS,2010,NL12,2,669.0
2011,NUTS,2010,NL13,2,827.0
2012,NUTS,2010,NL13,2,462.0
2011,NUTS,2010,NL2,1,8356.0
2012,NUTS,2010,NL2,1,9780.0
2011,NUTS,2010,NL21,2,2113.0
2012,NUTS,2010,NL21,2,2481.0
2011,NUTS,2010,NL22,2,5537.0
2012,NUTS,2010,NL22,2,6465.0
2011,NUTS,2010,NL23,2,707.0
2012,NUTS,2010,NL23,2,834.0
2011,NUTS,2010,NL3,1,23682.0
2012,NUTS,2010,NL3,1,25886.0
2011,NUTS,2010,NL31,2,4245.0
2012,NUTS,2010,NL31,2,5034.0
2011,NUTS,2010,NL32,2,9587.0
2012,NUTS,2010,NL32,2,10730.0
2011,NUTS,2010,NL33,2,9555.0
2012,NUTS,2010,NL33,2,9893.0
2011,NUTS,2010,NL34,2,297.0
2012,NUTS,2010,NL34,2,229.0
2011,NUTS,2010,NL4,1,8359.0
2012,NUTS,2010,NL4,1,9761.0
2011,NUTS,2010,NL41,2,5846.0
2012,NUTS,2010,NL41,2,7122.0
2011,NUTS,2010,NL42,2,2513.0
2012,NUTS,2010,NL42,2,2639.0
2011,NUTS,2010,NO,0,25213.0
2012,NUTS,2010,NO,0,25632.0
2013,NUTS,2010,NO,0,26921.0
2014,NUTS,2010,NO,0,28363.0
2015,NUTS,2010,NO,0,29888.0
2016,NUTS,2010,NO,0,31306.0
2017,NUTS,2010,NO,0,33526.0
2018,NUTS,2010,NO,0,34494.0
2019,NUTS,2010,NO,0,35160.0
2011,NUTS,2010,NO0,1,25213.0
2012,NUTS,2010,NO0,1,25632.0
2013,NUTS,2010,NO0,1,26921.0
2014,NUTS,2010,NO0,1,28363.0
2011,NUTS,2010,NO01,2,10940.0
2012,NUTS,2010,NO01,2,10916.0
2013,NUTS,2010,NO01,2,11211.0
2014,NUTS,2010,NO01,2,11970.0
2011,NUTS,2010,NO02,2,596.0
2012,NUTS,2010,NO02,2,591.0
2013,NUTS,2010,NO02,2,687.0
2014,NUTS,2010,NO02,2,725.0
2011,NUTS,2010,NO03,2,1831.0
2012,NUTS,2010,NO03,2,1905.0
2013,NUTS,2010,NO03,2,2033.0
2014,NUTS,2010,NO03,2,2184.0
2011,NUTS,2010,NO04,2,1664.0
2012,NUTS,2010,NO04,2,1773.0
2013,NUTS,2010,NO04,2,1873.0
2014,NUTS,2010,NO04,2,2053.0
2011,NUTS,2010,NO05,2,4073.0
2012,NUTS,2010,NO05,2,4175.0
2013,NUTS,2010,NO05,2,4318.0
2014,NUTS,2010,NO05,2,4809.0
2011,NUTS,2010,NO06,2,3801.0
2012,NUTS,2010,NO06,2,3878.0
2013,NUTS,2010,NO06,2,4378.0
2014,NUTS,2010,NO06,2,4055.0
2011,NUTS,2010,NO07,2,2309.0
2012,NUTS,2010,NO07,2,2388.0
2013,NUTS,2010,NO07,2,2417.0
2014,NUTS,2010,NO07,2,2566.0
2011,NUTS,2010,PL,0,54556.0
2012,NUTS,2010,PL,0,56190.0
2013,NUTS,2010,PL,0,57998.0
2014,NUTS,2010,PL,0,60319.0
2015,NUTS,2010,PL,0,61613.0
2016,NUTS,2010,PL,0,67078.0
2017,NUTS,2010,PL,0,95278.0
2018,NUTS,2010,PL,0,104211.0
2019,NUTS,2010,PL,0,105685.0
2011,NUTS,2010,PL1,1,18671.0
2012,NUTS,2010,PL1,1,18978.0
2013,NUTS,2010,PL1,1,19633.0
2014,NUTS,2010,PL1,1,20446.0
2015,NUTS,2010,PL1,1,20583.0
2011,NUTS,2010,PL11,2,3912.0
2012,NUTS,2010,PL11,2,4478.0
