year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hc_rse_hes_f
2009,NUTS,2010,PL22,2,2774.0
2010,NUTS,2010,PL22,2,2864.0
2011,NUTS,2010,PL22,2,2974.0
2012,NUTS,2010,PL22,2,2998.0
2013,NUTS,2010,PL22,2,2972.0
2014,NUTS,2010,PL22,2,3069.0
2015,NUTS,2010,PL22,2,3044.0
2016,NUTS,2010,PL22,2,3410.0
2017,NUTS,2010,PL22,2,4111.0
2018,NUTS,2010,PL22,2,4160.0
2019,NUTS,2010,PL22,2,5812.0
2000,NUTS,2010,PL3,1,3731.0
2003,NUTS,2010,PL3,1,4229.0
2004,NUTS,2010,PL3,1,4325.0
2005,NUTS,2010,PL3,1,4574.0
2006,NUTS,2010,PL3,1,4486.0
2007,NUTS,2010,PL3,1,4498.0
2008,NUTS,2010,PL3,1,4827.0
2009,NUTS,2010,PL3,1,4743.0
2012,NUTS,2010,PL3,1,4365.0
2013,NUTS,2010,PL3,1,4593.0
2014,NUTS,2010,PL3,1,4695.0
2015,NUTS,2010,PL3,1,4664.0
2000,NUTS,2010,PL31,2,2123.0
2003,NUTS,2010,PL31,2,2246.0
2004,NUTS,2010,PL31,2,2346.0
2005,NUTS,2010,PL31,2,2415.0
2006,NUTS,2010,PL31,2,2405.0
2007,NUTS,2010,PL31,2,2358.0
2008,NUTS,2010,PL31,2,2409.0
2009,NUTS,2010,PL31,2,2414.0
2010,NUTS,2010,PL31,2,2352.0
2011,NUTS,2010,PL31,2,2370.0
2012,NUTS,2010,PL31,2,2476.0
2013,NUTS,2010,PL31,2,2250.0
2014,NUTS,2010,PL31,2,2314.0
2015,NUTS,2010,PL31,2,2255.0
2000,NUTS,2010,PL32,2,465.0
2004,NUTS,2010,PL32,2,648.0
2005,NUTS,2010,PL32,2,653.0
2006,NUTS,2010,PL32,2,670.0
2007,NUTS,2010,PL32,2,703.0
2008,NUTS,2010,PL32,2,767.0
2009,NUTS,2010,PL32,2,776.0
2010,NUTS,2010,PL32,2,821.0
2012,NUTS,2010,PL32,2,791.0
2013,NUTS,2010,PL32,2,855.0
2014,NUTS,2010,PL32,2,877.0
2007,NUTS,2010,PL33,2,488.0
2008,NUTS,2010,PL33,2,601.0
2011,NUTS,2010,PL33,2,488.0
2012,NUTS,2010,PL33,2,99.0
2013,NUTS,2010,PL33,2,455.0
2014,NUTS,2010,PL33,2,458.0
2003,NUTS,2010,PL34,2,899.0
2007,NUTS,2010,PL34,2,949.0
2008,NUTS,2010,PL34,2,1050.0
2009,NUTS,2010,PL34,2,1046.0
2010,NUTS,2010,PL34,2,973.0
2011,NUTS,2010,PL34,2,985.0
2012,NUTS,2010,PL34,2,999.0
2013,NUTS,2010,PL34,2,1033.0
2014,NUTS,2010,PL34,2,1046.0
2015,NUTS,2010,PL34,2,1074.0
2000,NUTS,2010,PL4,1,4123.0
2003,NUTS,2010,PL4,1,4520.0
2004,NUTS,2010,PL4,1,4558.0
2005,NUTS,2010,PL4,1,4547.0
2006,NUTS,2010,PL4,1,4623.0
2007,NUTS,2010,PL4,1,4796.0
2008,NUTS,2010,PL4,1,4641.0
2009,NUTS,2010,PL4,1,4733.0
2012,NUTS,2010,PL4,1,4304.0
2013,NUTS,2010,PL4,1,4389.0
2014,NUTS,2010,PL4,1,4638.0
2015,NUTS,2010,PL4,1,4588.0
2016,NUTS,2010,PL4,1,4832.0
2017,NUTS,2010,PL4,1,6860.0
2018,NUTS,2010,PL4,1,6686.0
2019,NUTS,2010,PL4,1,5568.0
2000,NUTS,2010,PL41,2,2484.0
2003,NUTS,2010,PL41,2,2905.0
2004,NUTS,2010,PL41,2,2954.0
2005,NUTS,2010,PL41,2,2900.0
2006,NUTS,2010,PL41,2,3134.0
2007,NUTS,2010,PL41,2,3191.0
2008,NUTS,2010,PL41,2,3139.0
2009,NUTS,2010,PL41,2,3220.0
2010,NUTS,2010,PL41,2,3163.0
2012,NUTS,2010,PL41,2,2650.0
2013,NUTS,2010,PL41,2,2742.0
2014,NUTS,2010,PL41,2,2900.0
2016,NUTS,2010,PL41,2,3118.0
2017,NUTS,2010,PL41,2,4223.0
2018,NUTS,2010,PL41,2,4243.0
2019,NUTS,2010,PL41,2,3544.0
2005,NUTS,2010,PL42,2,1223.0
2007,NUTS,2010,PL42,2,1228.0
2008,NUTS,2010,PL42,2,1156.0
2009,NUTS,2010,PL42,2,1190.0
2010,NUTS,2010,PL42,2,1183.0
2011,NUTS,2010,PL42,2,1225.0
2012,NUTS,2010,PL42,2,1288.0
2013,NUTS,2010,PL42,2,1284.0
2015,NUTS,2010,PL42,2,1342.0
2016,NUTS,2010,PL42,2,1362.0
2017,NUTS,2010,PL42,2,2127.0
2007,NUTS,2010,PL43,2,377.0
2008,NUTS,2010,PL43,2,346.0
2012,NUTS,2010,PL43,2,366.0
2013,NUTS,2010,PL43,2,363.0
2016,NUTS,2010,PL43,2,352.0
2017,NUTS,2010,PL43,2,510.0
2000,NUTS,2010,PL5,1,2847.0
2003,NUTS,2010,PL5,1,3092.0
2004,NUTS,2010,PL5,1,3060.0
2005,NUTS,2010,PL5,1,2950.0
2006,NUTS,2010,PL5,1,2910.0
2007,NUTS,2010,PL5,1,2983.0
2008,NUTS,2010,PL5,1,2846.0
2009,NUTS,2010,PL5,1,2835.0
2012,NUTS,2010,PL5,1,2846.0
2013,NUTS,2010,PL5,1,3025.0
2014,NUTS,2010,PL5,1,2878.0
2015,NUTS,2010,PL5,1,2978.0
2016,NUTS,2010,PL5,1,3286.0
2017,NUTS,2010,PL5,1,4837.0
2018,NUTS,2010,PL5,1,4705.0
2019,NUTS,2010,PL5,1,4563.0
2005,NUTS,2010,PL51,2,2532.0
2007,NUTS,2010,PL51,2,2528.0
2008,NUTS,2010,PL51,2,2431.0
2009,NUTS,2010,PL51,2,2410.0
2010,NUTS,2010,PL51,2,2424.0
2011,NUTS,2010,PL51,2,2462.0
2013,NUTS,2010,PL51,2,2583.0
2014,NUTS,2010,PL51,2,2409.0
2016,NUTS,2010,PL51,2,2852.0
2017,NUTS,2010,PL51,2,4223.0
2018,NUTS,2010,PL51,2,4186.0
2019,NUTS,2010,PL51,2,4066.0
2007,NUTS,2010,PL52,2,455.0
2008,NUTS,2010,PL52,2,415.0
2009,NUTS,2010,PL52,2,425.0
2013,NUTS,2010,PL52,2,442.0
2014,NUTS,2010,PL52,2,469.0
2016,NUTS,2010,PL52,2,434.0
2017,NUTS,2010,PL52,2,614.0
2018,NUTS,2010,PL52,2,519.0
2019,NUTS,2010,PL52,2,497.0
2000,NUTS,2010,PL6,1,3418.0
2003,NUTS,2010,PL6,1,3857.0
2004,NUTS,2010,PL6,1,3907.0
2005,NUTS,2010,PL6,1,3969.0
2006,NUTS,2010,PL6,1,4171.0
2007,NUTS,2010,PL6,1,4200.0
2008,NUTS,2010,PL6,1,3949.0
2009,NUTS,2010,PL6,1,4148.0
2011,NUTS,2010,PL6,1,4099.0
2012,NUTS,2010,PL6,1,4117.0
2013,NUTS,2010,PL6,1,4176.0
2014,NUTS,2010,PL6,1,4300.0
2015,NUTS,2010,PL6,1,4276.0
2016,NUTS,2010,PL6,1,4482.0
2017,NUTS,2010,PL6,1,6829.0
2018,NUTS,2010,PL6,1,6914.0
2019,NUTS,2010,PL6,1,6921.0
2005,NUTS,2010,PL61,2,1537.0
2006,NUTS,2010,PL61,2,1540.0
2007,NUTS,2010,PL61,2,1672.0
2008,NUTS,2010,PL61,2,1362.0
2009,NUTS,2010,PL61,2,1352.0
2010,NUTS,2010,PL61,2,1379.0
2012,NUTS,2010,PL61,2,1410.0
2013,NUTS,2010,PL61,2,1392.0
2014,NUTS,2010,PL61,2,1464.0
2015,NUTS,2010,PL61,2,1453.0
2016,NUTS,2010,PL61,2,1495.0
2017,NUTS,2010,PL61,2,2688.0
2005,NUTS,2010,PL62,2,710.0
2006,NUTS,2010,PL62,2,747.0
2007,NUTS,2010,PL62,2,763.0
2008,NUTS,2010,PL62,2,789.0
2012,NUTS,2010,PL62,2,818.0
2013,NUTS,2010,PL62,2,816.0
2014,NUTS,2010,PL62,2,881.0
2015,NUTS,2010,PL62,2,866.0
2016,NUTS,2010,PL62,2,943.0
2017,NUTS,2010,PL62,2,1237.0
2000,NUTS,2010,PL63,2,1627.0
2003,NUTS,2010,PL63,2,697.0
2004,NUTS,2010,PL63,2,704.0
2005,NUTS,2010,PL63,2,1722.0
2006,NUTS,2010,PL63,2,1884.0
2007,NUTS,2010,PL63,2,1765.0
2008,NUTS,2010,PL63,2,1798.0
2009,NUTS,2010,PL63,2,2021.0
2010,NUTS,2010,PL63,2,1938.0
2011,NUTS,2010,PL63,2,1908.0
2012,NUTS,2010,PL63,2,1889.0
2013,NUTS,2010,PL63,2,1968.0
2014,NUTS,2010,PL63,2,1955.0
2015,NUTS,2010,PL63,2,1957.0
2016,NUTS,2010,PL63,2,2044.0
2017,NUTS,2010,PL63,2,2904.0
2018,NUTS,2010,PL63,2,3110.0
2019,NUTS,2010,PL63,2,2888.0
2016,NUTS,2010,PL7,1,2998.0
2017,NUTS,2010,PL7,1,4669.0
2018,NUTS,2010,PL7,1,4221.0
2019,NUTS,2010,PL7,1,4065.0
2016,NUTS,2010,PL71,2,2511.0
2017,NUTS,2010,PL71,2,3824.0
2019,NUTS,2010,PL71,2,3343.0
2016,NUTS,2010,PL72,2,487.0
2017,NUTS,2010,PL72,2,845.0
2019,NUTS,2010,PL72,2,722.0
2016,NUTS,2010,PL8,1,4389.0
2017,NUTS,2010,PL8,1,6063.0
2018,NUTS,2010,PL8,1,6831.0
2019,NUTS,2010,PL8,1,6072.0
2016,NUTS,2010,PL81,2,2466.0
2017,NUTS,2010,PL81,2,3650.0
2018,NUTS,2010,PL81,2,4372.0
2019,NUTS,2010,PL81,2,3558.0
2016,NUTS,2010,PL82,2,897.0
2017,NUTS,2010,PL82,2,989.0
2019,NUTS,2010,PL82,2,971.0
2016,NUTS,2010,PL84,2,1026.0
2017,NUTS,2010,PL84,2,1424.0
2019,NUTS,2010,PL84,2,1543.0
2016,NUTS,2010,PL9,1,6579.0
2017,NUTS,2010,PL9,1,10042.0
2018,NUTS,2010,PL9,1,11059.0
2019,NUTS,2010,PL9,1,11066.0
2016,NUTS,2010,PL91,2,6234.0
2017,NUTS,2010,PL91,2,9603.0
2018,NUTS,2010,PL91,2,10594.0
2019,NUTS,2010,PL91,2,10680.0
2016,NUTS,2010,PL92,2,345.0
2017,NUTS,2010,PL92,2,439.0
2018,NUTS,2010,PL92,2,465.0
2019,NUTS,2010,PL92,2,386.0
1997,NUTS,2010,PT,0,5833.0
1998,NUTS,2010,PT,0,6521.0
1999,NUTS,2010,PT,0,7209.0
2000,NUTS,2010,PT,0,7500.0
2001,NUTS,2010,PT,0,7791.0
2002,NUTS,2010,PT,0,8467.0
2003,NUTS,2010,PT,0,9143.0
2004,NUTS,2010,PT,0,9584.0
2005,NUTS,2010,PT,0,10025.0
2006,NUTS,2010,PT,0,11383.0
2007,NUTS,2010,PT,0,12741.0
2008,NUTS,2010,PT,0,21497.0
2009,NUTS,2010,PT,0,22493.0
2010,NUTS,2010,PT,0,23192.0
2011,NUTS,2010,PT,0,22538.0
2012,NUTS,2010,PT,0,23562.0
2013,NUTS,2010,PT,0,25568.0
2014,NUTS,2010,PT,0,24958.0
2015,NUTS,2010,PT,0,25428.0
2016,NUTS,2010,PT,0,26477.0
2017,NUTS,2010,PT,0,26850.0
2018,NUTS,2010,PT,0,28639.0
2019,NUTS,2010,PT,0,28760.0
2020,NUTS,2010,PT,0,27981.0
2000,NUTS,2010,PT1,1,7273.0
2001,NUTS,2010,PT1,1,7586.0
2002,NUTS,2010,PT1,1,8252.0
2003,NUTS,2010,PT1,1,8918.0
2004,NUTS,2010,PT1,1,9358.0
2005,NUTS,2010,PT1,1,9798.0
2006,NUTS,2010,PT1,1,11155.0
2007,NUTS,2010,PT1,1,12511.0
2008,NUTS,2010,PT1,1,21069.0
2009,NUTS,2010,PT1,1,22176.0
2010,NUTS,2010,PT1,1,22883.0
2011,NUTS,2010,PT1,1,22231.0
2012,NUTS,2010,PT1,1,23285.0
2013,NUTS,2010,PT1,1,25258.0
2014,NUTS,2010,PT1,1,24618.0
2015,NUTS,2010,PT1,1,25095.0
2016,NUTS,2010,PT1,1,26129.0
2017,NUTS,2010,PT1,1,26493.0
2018,NUTS,2010,PT1,1,28286.0
2019,NUTS,2010,PT1,1,28434.0
2020,NUTS,2010,PT1,1,27656.0
2000,NUTS,2010,PT11,2,1824.0
2001,NUTS,2010,PT11,2,1882.0
2002,NUTS,2010,PT11,2,2165.0
2003,NUTS,2010,PT11,2,2447.0
2004,NUTS,2010,PT11,2,2515.0
2005,NUTS,2010,PT11,2,2582.0
2006,NUTS,2010,PT11,2,3016.0
2007,NUTS,2010,PT11,2,3450.0
2008,NUTS,2010,PT11,2,6070.0
2009,NUTS,2010,PT11,2,6746.0
2010,NUTS,2010,PT11,2,6676.0
2011,NUTS,2010,PT11,2,7072.0
2012,NUTS,2010,PT11,2,7086.0
2013,NUTS,2010,PT11,2,8115.0
2014,NUTS,2010,PT11,2,7698.0
2015,NUTS,2010,PT11,2,7726.0
2016,NUTS,2010,PT11,2,8336.0
2017,NUTS,2010,PT11,2,8567.0
2018,NUTS,2010,PT11,2,9174.0
2019,NUTS,2010,PT11,2,9421.0
2020,NUTS,2010,PT11,2,9258.0
2000,NUTS,2010,PT15,2,225.0
2001,NUTS,2010,PT15,2,241.0
2002,NUTS,2010,PT15,2,268.0
2003,NUTS,2010,PT15,2,295.0
2004,NUTS,2010,PT15,2,315.0
2005,NUTS,2010,PT15,2,334.0
2006,NUTS,2010,PT15,2,432.0
2007,NUTS,2010,PT15,2,530.0
2008,NUTS,2010,PT15,2,803.0
2009,NUTS,2010,PT15,2,828.0
2010,NUTS,2010,PT15,2,725.0
2011,NUTS,2010,PT15,2,720.0
2012,NUTS,2010,PT15,2,634.0
2013,NUTS,2010,PT15,2,615.0
2014,NUTS,2010,PT15,2,614.0
2015,NUTS,2010,PT15,2,645.0
2016,NUTS,2010,PT15,2,615.0
2017,NUTS,2010,PT15,2,565.0
2018,NUTS,2010,PT15,2,602.0
2019,NUTS,2010,PT15,2,662.0
2020,NUTS,2010,PT15,2,655.0
2000,NUTS,2010,PT16,2,1628.0
2001,NUTS,2010,PT16,2,1766.0
2002,NUTS,2010,PT16,2,1867.0
2003,NUTS,2010,PT16,2,1968.0
2004,NUTS,2010,PT16,2,2036.0
2005,NUTS,2010,PT16,2,2104.0
2006,NUTS,2010,PT16,2,2370.0
2007,NUTS,2010,PT16,2,2636.0
2008,NUTS,2010,PT16,2,4516.0
2009,NUTS,2010,PT16,2,4458.0
2010,NUTS,2010,PT16,2,4928.0
2011,NUTS,2010,PT16,2,4893.0
2012,NUTS,2010,PT16,2,5030.0
2013,NUTS,2010,PT16,2,5257.0
2014,NUTS,2010,PT16,2,5079.0
2015,NUTS,2010,PT16,2,5075.0
2016,NUTS,2010,PT16,2,5347.0
2017,NUTS,2010,PT16,2,5446.0
2018,NUTS,2010,PT16,2,5925.0
2019,NUTS,2010,PT16,2,5923.0
2020,NUTS,2010,PT16,2,5795.0
2000,NUTS,2010,PT17,2,3207.0
2001,NUTS,2010,PT17,2,3292.0
2002,NUTS,2010,PT17,2,3494.0
2003,NUTS,2010,PT17,2,3695.0
2004,NUTS,2010,PT17,2,3965.0
2005,NUTS,2010,PT17,2,4235.0
2006,NUTS,2010,PT17,2,4754.0
2007,NUTS,2010,PT17,2,5273.0
2008,NUTS,2010,PT17,2,8738.0
2009,NUTS,2010,PT17,2,9138.0
2010,NUTS,2010,PT17,2,9704.0
2011,NUTS,2010,PT17,2,8788.0
2012,NUTS,2010,PT17,2,9681.0
2013,NUTS,2010,PT17,2,10533.0
2014,NUTS,2010,PT17,2,10493.0
2015,NUTS,2010,PT17,2,10896.0
2016,NUTS,2010,PT17,2,11015.0
2017,NUTS,2010,PT17,2,11063.0
2018,NUTS,2010,PT17,2,11727.0
2019,NUTS,2010,PT17,2,11574.0
2020,NUTS,2010,PT17,2,11146.0
2000,NUTS,2010,PT18,2,389.0
2001,NUTS,2010,PT18,2,405.0
2002,NUTS,2010,PT18,2,459.0
2003,NUTS,2010,PT18,2,513.0
2004,NUTS,2010,PT18,2,528.0
2005,NUTS,2010,PT18,2,543.0
2006,NUTS,2010,PT18,2,583.0
2007,NUTS,2010,PT18,2,622.0
2008,NUTS,2010,PT18,2,942.0
2009,NUTS,2010,PT18,2,1006.0
2010,NUTS,2010,PT18,2,850.0
2011,NUTS,2010,PT18,2,758.0
2012,NUTS,2010,PT18,2,854.0
2013,NUTS,2010,PT18,2,738.0
2014,NUTS,2010,PT18,2,734.0
2015,NUTS,2010,PT18,2,753.0
2016,NUTS,2010,PT18,2,816.0
2017,NUTS,2010,PT18,2,852.0
2018,NUTS,2010,PT18,2,858.0
2019,NUTS,2010,PT18,2,854.0
2020,NUTS,2010,PT18,2,802.0
2000,NUTS,2010,PT2,1,147.0
2001,NUTS,2010,PT2,1,146.0
2002,NUTS,2010,PT2,1,151.0
2003,NUTS,2010,PT2,1,156.0
2004,NUTS,2010,PT2,1,152.0
2005,NUTS,2010,PT2,1,147.0
2006,NUTS,2010,PT2,1,141.0
2007,NUTS,2010,PT2,1,134.0
2008,NUTS,2010,PT2,1,227.0
2009,NUTS,2010,PT2,1,185.0
2010,NUTS,2010,PT2,1,170.0
2011,NUTS,2010,PT2,1,186.0
2012,NUTS,2010,PT2,1,157.0
2013,NUTS,2010,PT2,1,173.0
2014,NUTS,2010,PT2,1,188.0
2015,NUTS,2010,PT2,1,174.0
2016,NUTS,2010,PT2,1,186.0
2017,NUTS,2010,PT2,1,192.0
2018,NUTS,2010,PT2,1,170.0
2019,NUTS,2010,PT2,1,158.0
2020,NUTS,2010,PT2,1,166.0
2000,NUTS,2010,PT20,2,147.0
2001,NUTS,2010,PT20,2,146.0
2002,NUTS,2010,PT20,2,151.0
2003,NUTS,2010,PT20,2,156.0
2004,NUTS,2010,PT20,2,152.0
2005,NUTS,2010,PT20,2,147.0
2006,NUTS,2010,PT20,2,141.0
2007,NUTS,2010,PT20,2,134.0
2008,NUTS,2010,PT20,2,227.0
2009,NUTS,2010,PT20,2,185.0
2010,NUTS,2010,PT20,2,170.0
2011,NUTS,2010,PT20,2,186.0
2012,NUTS,2010,PT20,2,157.0
2013,NUTS,2010,PT20,2,173.0
2014,NUTS,2010,PT20,2,188.0
2015,NUTS,2010,PT20,2,174.0
2016,NUTS,2010,PT20,2,186.0
2017,NUTS,2010,PT20,2,192.0
2018,NUTS,2010,PT20,2,170.0
2019,NUTS,2010,PT20,2,158.0
2020,NUTS,2010,PT20,2,166.0
2000,NUTS,2010,PT3,1,81.0
2001,NUTS,2010,PT3,1,59.0
2002,NUTS,2010,PT3,1,64.0
2003,NUTS,2010,PT3,1,69.0
2004,NUTS,2010,PT3,1,75.0
2005,NUTS,2010,PT3,1,80.0
2006,NUTS,2010,PT3,1,88.0
2007,NUTS,2010,PT3,1,96.0
2008,NUTS,2010,PT3,1,201.0
2009,NUTS,2010,PT3,1,132.0
2010,NUTS,2010,PT3,1,139.0
2011,NUTS,2010,PT3,1,121.0
2012,NUTS,2010,PT3,1,120.0
2013,NUTS,2010,PT3,1,137.0
2014,NUTS,2010,PT3,1,152.0
2015,NUTS,2010,PT3,1,159.0
2016,NUTS,2010,PT3,1,162.0
2017,NUTS,2010,PT3,1,165.0
2018,NUTS,2010,PT3,1,183.0
2019,NUTS,2010,PT3,1,168.0
2020,NUTS,2010,PT3,1,159.0
2000,NUTS,2010,PT30,2,81.0
2001,NUTS,2010,PT30,2,59.0
2002,NUTS,2010,PT30,2,64.0
2003,NUTS,2010,PT30,2,69.0
2004,NUTS,2010,PT30,2,75.0
2005,NUTS,2010,PT30,2,80.0
2006,NUTS,2010,PT30,2,88.0
2007,NUTS,2010,PT30,2,96.0
2008,NUTS,2010,PT30,2,201.0
2009,NUTS,2010,PT30,2,132.0
2010,NUTS,2010,PT30,2,139.0
2011,NUTS,2010,PT30,2,121.0
2012,NUTS,2010,PT30,2,120.0
2013,NUTS,2010,PT30,2,137.0
2014,NUTS,2010,PT30,2,152.0
2015,NUTS,2010,PT30,2,159.0
2016,NUTS,2010,PT30,2,162.0
2017,NUTS,2010,PT30,2,165.0
2018,NUTS,2010,PT30,2,183.0
2019,NUTS,2010,PT30,2,168.0
2020,NUTS,2010,PT30,2,159.0
1997,NUTS,2010,RO,0,1469.0
1998,NUTS,2010,RO,0,1528.0
1999,NUTS,2010,RO,0,1551.0
2000,NUTS,2010,RO,0,1643.0
2001,NUTS,2010,RO,0,2470.0
2002,NUTS,2010,RO,0,3061.0
2003,NUTS,2010,RO,0,3841.0
2004,NUTS,2010,RO,0,4439.0
2005,NUTS,2010,RO,0,4701.0
2006,NUTS,2010,RO,0,6436.0
2007,NUTS,2010,RO,0,7417.0
2008,NUTS,2010,RO,0,7858.0
2009,NUTS,2010,RO,0,8279.0
2010,NUTS,2010,RO,0,8214.0
2011,NUTS,2010,RO,0,7224.0
2012,NUTS,2010,RO,0,7272.0
2013,NUTS,2010,RO,0,6963.0
2014,NUTS,2010,RO,0,6953.0
2015,NUTS,2010,RO,0,7308.0
2016,NUTS,2010,RO,0,7301.0
2017,NUTS,2010,RO,0,7664.0
2018,NUTS,2010,RO,0,7615.0
2019,NUTS,2010,RO,0,7506.0
2002,NUTS,2010,RO1,1,555.0
2003,NUTS,2010,RO1,1,462.0
2004,NUTS,2010,RO1,1,918.0
2005,NUTS,2010,RO1,1,993.0
2006,NUTS,2010,RO1,1,1467.0
2007,NUTS,2010,RO1,1,1623.0
2008,NUTS,2010,RO1,1,1980.0
2009,NUTS,2010,RO1,1,2016.0
2010,NUTS,2010,RO1,1,2051.0
2011,NUTS,2010,RO1,1,1699.0
2012,NUTS,2010,RO1,1,1158.0
2013,NUTS,2010,RO1,1,1103.0
2014,NUTS,2010,RO1,1,1274.0
2015,NUTS,2010,RO1,1,1284.0
2016,NUTS,2010,RO1,1,1270.0
2017,NUTS,2010,RO1,1,1352.0
2018,NUTS,2010,RO1,1,1233.0
2019,NUTS,2010,RO1,1,1371.0
2002,NUTS,2010,RO11,2,81.0
2003,NUTS,2010,RO11,2,43.0
2004,NUTS,2010,RO11,2,525.0
2005,NUTS,2010,RO11,2,557.0
2006,NUTS,2010,RO11,2,719.0
2007,NUTS,2010,RO11,2,826.0
2008,NUTS,2010,RO11,2,1090.0
2009,NUTS,2010,RO11,2,1111.0
2010,NUTS,2010,RO11,2,1188.0
2011,NUTS,2010,RO11,2,1048.0
2012,NUTS,2010,RO11,2,543.0
2013,NUTS,2010,RO11,2,541.0
2014,NUTS,2010,RO11,2,691.0
2015,NUTS,2010,RO11,2,715.0
2016,NUTS,2010,RO11,2,708.0
2017,NUTS,2010,RO11,2,785.0
2018,NUTS,2010,RO11,2,699.0
2019,NUTS,2010,RO11,2,845.0
2002,NUTS,2010,RO12,2,474.0
2003,NUTS,2010,RO12,2,419.0
2004,NUTS,2010,RO12,2,393.0
2005,NUTS,2010,RO12,2,436.0
2006,NUTS,2010,RO12,2,748.0
2007,NUTS,2010,RO12,2,797.0
2008,NUTS,2010,RO12,2,890.0
2009,NUTS,2010,RO12,2,905.0
2010,NUTS,2010,RO12,2,863.0
2011,NUTS,2010,RO12,2,651.0
2012,NUTS,2010,RO12,2,615.0
2013,NUTS,2010,RO12,2,562.0
2014,NUTS,2010,RO12,2,583.0
2015,NUTS,2010,RO12,2,569.0
2016,NUTS,2010,RO12,2,562.0
2017,NUTS,2010,RO12,2,567.0
2018,NUTS,2010,RO12,2,534.0
2019,NUTS,2010,RO12,2,526.0
2002,NUTS,2010,RO2,1,829.0
2003,NUTS,2010,RO2,1,805.0
2004,NUTS,2010,RO2,1,777.0
2005,NUTS,2010,RO2,1,944.0
2006,NUTS,2010,RO2,1,1472.0
2007,NUTS,2010,RO2,1,1503.0
2008,NUTS,2010,RO2,1,1449.0
2009,NUTS,2010,RO2,1,1432.0
2010,NUTS,2010,RO2,1,1249.0
2011,NUTS,2010,RO2,1,1449.0
2012,NUTS,2010,RO2,1,1567.0
2013,NUTS,2010,RO2,1,1551.0
2014,NUTS,2010,RO2,1,1657.0
2015,NUTS,2010,RO2,1,1800.0
2016,NUTS,2010,RO2,1,1693.0
2017,NUTS,2010,RO2,1,1710.0
2018,NUTS,2010,RO2,1,1791.0
2019,NUTS,2010,RO2,1,1703.0
2002,NUTS,2010,RO21,2,450.0
2003,NUTS,2010,RO21,2,387.0
2004,NUTS,2010,RO21,2,383.0
2005,NUTS,2010,RO21,2,589.0
2006,NUTS,2010,RO21,2,864.0
2007,NUTS,2010,RO21,2,1035.0
2008,NUTS,2010,RO21,2,1170.0
2009,NUTS,2010,RO21,2,1071.0
2010,NUTS,2010,RO21,2,900.0
2011,NUTS,2010,RO21,2,1075.0
2012,NUTS,2010,RO21,2,1144.0
2013,NUTS,2010,RO21,2,1180.0
2014,NUTS,2010,RO21,2,1249.0
2015,NUTS,2010,RO21,2,1317.0
2016,NUTS,2010,RO21,2,1173.0
2017,NUTS,2010,RO21,2,1108.0
2018,NUTS,2010,RO21,2,997.0
2019,NUTS,2010,RO21,2,1010.0
2002,NUTS,2010,RO22,2,379.0
2003,NUTS,2010,RO22,2,418.0
2004,NUTS,2010,RO22,2,394.0
2005,NUTS,2010,RO22,2,355.0
2006,NUTS,2010,RO22,2,608.0
2007,NUTS,2010,RO22,2,468.0
2008,NUTS,2010,RO22,2,279.0
2009,NUTS,2010,RO22,2,361.0
2010,NUTS,2010,RO22,2,349.0
2011,NUTS,2010,RO22,2,374.0
2012,NUTS,2010,RO22,2,423.0
2013,NUTS,2010,RO22,2,371.0
2014,NUTS,2010,RO22,2,408.0
2015,NUTS,2010,RO22,2,483.0
2016,NUTS,2010,RO22,2,520.0
2017,NUTS,2010,RO22,2,602.0
2018,NUTS,2010,RO22,2,794.0
2019,NUTS,2010,RO22,2,693.0
2002,NUTS,2010,RO3,1,981.0
2003,NUTS,2010,RO3,1,1353.0
2004,NUTS,2010,RO3,1,1515.0
2005,NUTS,2010,RO3,1,1848.0
2006,NUTS,2010,RO3,1,2557.0
2007,NUTS,2010,RO3,1,3059.0
2008,NUTS,2010,RO3,1,3304.0
2009,NUTS,2010,RO3,1,3422.0
2010,NUTS,2010,RO3,1,3151.0
2011,NUTS,2010,RO3,1,2540.0
2012,NUTS,2010,RO3,1,2816.0
2013,NUTS,2010,RO3,1,2464.0
2014,NUTS,2010,RO3,1,2513.0
2015,NUTS,2010,RO3,1,2630.0
2016,NUTS,2010,RO3,1,2843.0
2017,NUTS,2010,RO3,1,3010.0
2018,NUTS,2010,RO3,1,3520.0
2019,NUTS,2010,RO3,1,3409.0
2002,NUTS,2010,RO31,2,42.0
2003,NUTS,2010,RO31,2,58.0
2004,NUTS,2010,RO31,2,87.0
2005,NUTS,2010,RO31,2,272.0
2006,NUTS,2010,RO31,2,414.0
2007,NUTS,2010,RO31,2,480.0
2008,NUTS,2010,RO31,2,490.0
2009,NUTS,2010,RO31,2,469.0
2010,NUTS,2010,RO31,2,428.0
2011,NUTS,2010,RO31,2,381.0
2012,NUTS,2010,RO31,2,382.0
2013,NUTS,2010,RO31,2,344.0
2014,NUTS,2010,RO31,2,349.0
2015,NUTS,2010,RO31,2,339.0
2016,NUTS,2010,RO31,2,344.0
2017,NUTS,2010,RO31,2,317.0
2018,NUTS,2010,RO31,2,316.0
2019,NUTS,2010,RO31,2,317.0
2002,NUTS,2010,RO32,2,939.0
2003,NUTS,2010,RO32,2,1295.0
2004,NUTS,2010,RO32,2,1428.0
2005,NUTS,2010,RO32,2,1576.0
