year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_mio_eur_hes
1981,NUTS,2010,AT,0,228.315
1985,NUTS,2010,AT,0,382.965
1989,NUTS,2010,AT,0,510.625
1993,NUTS,2010,AT,0,813.369
1998,NUTS,2010,AT,0,1002.901
2002,NUTS,2010,AT,0,1266.104
2004,NUTS,2010,AT,0,1401.649
2005,NUTS,2010,AT,0,1490.337
2006,NUTS,2010,AT,0,1523.16
2007,NUTS,2010,AT,0,1637.277
2008,NUTS,2010,AT,0,1884.56
2009,NUTS,2010,AT,0,1951.845
2010,NUTS,2010,AT,0,2084.397
2011,NUTS,2010,AT,0,2117.553
2012,NUTS,2010,AT,0,2281.625
2013,NUTS,2010,AT,0,2327.754
2014,NUTS,2010,AT,0,2434.305
2015,NUTS,2010,AT,0,2468.207
2016,NUTS,2010,AT,0,2476.39
2017,NUTS,2010,AT,0,2533.182
2018,NUTS,2010,AT,0,2672.76
2019,NUTS,2010,AT,0,2711.41
2020,NUTS,2010,AT,0,2769.85
1981,NUTS,2010,AT1,1,134.644
1985,NUTS,2010,AT1,1,235.38
1989,NUTS,2010,AT1,1,298.158
1993,NUTS,2010,AT1,1,442.39
1998,NUTS,2010,AT1,1,563.17
2011,NUTS,2010,AT1,1,1137.161
2013,NUTS,2010,AT1,1,1284.697
2019,NUTS,2010,AT1,1,1458.123
1985,NUTS,2010,AT11,2,0.062
1989,NUTS,2010,AT11,2,0.142
2011,NUTS,2010,AT11,2,3.034
2013,NUTS,2010,AT11,2,4.807
2019,NUTS,2010,AT11,2,10.812
1981,NUTS,2010,AT12,2,0.093
1985,NUTS,2010,AT12,2,0.317
1989,NUTS,2010,AT12,2,0.208
1993,NUTS,2010,AT12,2,0.455
1998,NUTS,2010,AT12,2,0.993
2002,NUTS,2010,AT12,2,6.163
2004,NUTS,2010,AT12,2,8.3
2006,NUTS,2010,AT12,2,14.176
2007,NUTS,2010,AT12,2,15.502
2009,NUTS,2010,AT12,2,25.404
2011,NUTS,2010,AT12,2,37.246
2013,NUTS,2010,AT12,2,73.385
2015,NUTS,2010,AT12,2,85.798
2017,NUTS,2010,AT12,2,128.584
2019,NUTS,2010,AT12,2,137.242
1981,NUTS,2010,AT13,2,134.543
1985,NUTS,2010,AT13,2,235.002
1989,NUTS,2010,AT13,2,297.818
1993,NUTS,2010,AT13,2,441.935
1998,NUTS,2010,AT13,2,562.177
2002,NUTS,2010,AT13,2,685.414
2004,NUTS,2010,AT13,2,751.768
2006,NUTS,2010,AT13,2,789.513
2007,NUTS,2010,AT13,2,845.244
2009,NUTS,2010,AT13,2,1024.03
2011,NUTS,2010,AT13,2,1096.881
2013,NUTS,2010,AT13,2,1206.505
2015,NUTS,2010,AT13,2,1269.527
2017,NUTS,2010,AT13,2,1236.613
2019,NUTS,2010,AT13,2,1310.069
1981,NUTS,2010,AT2,1,45.052
1985,NUTS,2010,AT2,1,73.452
1989,NUTS,2010,AT2,1,101.511
1993,NUTS,2010,AT2,1,164.589
1998,NUTS,2010,AT2,1,230.433
2006,NUTS,2010,AT2,1,341.897
2007,NUTS,2010,AT2,1,364.45
2009,NUTS,2010,AT2,1,418.297
2011,NUTS,2010,AT2,1,464.949
2013,NUTS,2010,AT2,1,490.312
2017,NUTS,2010,AT2,1,547.401
2019,NUTS,2010,AT2,1,572.85
1981,NUTS,2010,AT21,2,2.796
1985,NUTS,2010,AT21,2,4.926
1989,NUTS,2010,AT21,2,8.377
1993,NUTS,2010,AT21,2,12.564
1998,NUTS,2010,AT21,2,16.885
2006,NUTS,2010,AT21,2,30.062
2007,NUTS,2010,AT21,2,32.68
2009,NUTS,2010,AT21,2,40.943
2011,NUTS,2010,AT21,2,45.458
2013,NUTS,2010,AT21,2,45.121
2015,NUTS,2010,AT21,2,38.603
2017,NUTS,2010,AT21,2,44.252
2019,NUTS,2010,AT21,2,46.246
1981,NUTS,2010,AT22,2,42.264
1985,NUTS,2010,AT22,2,68.535
1989,NUTS,2010,AT22,2,93.143
1993,NUTS,2010,AT22,2,152.025
1998,NUTS,2010,AT22,2,213.548
2002,NUTS,2010,AT22,2,272.627
2004,NUTS,2010,AT22,2,282.411
2006,NUTS,2010,AT22,2,311.835
2007,NUTS,2010,AT22,2,331.77
2009,NUTS,2010,AT22,2,377.354
2011,NUTS,2010,AT22,2,419.491
2013,NUTS,2010,AT22,2,445.191
2015,NUTS,2010,AT22,2,486.937
2017,NUTS,2010,AT22,2,503.149
2019,NUTS,2010,AT22,2,526.604
1981,NUTS,2010,AT3,1,48.617
1985,NUTS,2010,AT3,1,74.094
1989,NUTS,2010,AT3,1,110.984
1993,NUTS,2010,AT3,1,175.76
1998,NUTS,2010,AT3,1,209.575
2002,NUTS,2010,AT3,1,275.896
2004,NUTS,2010,AT3,1,334.221
2011,NUTS,2010,AT3,1,515.443
2013,NUTS,2010,AT3,1,552.745
2019,NUTS,2010,AT3,1,680.437
1981,NUTS,2010,AT31,2,9.632
1985,NUTS,2010,AT31,2,12.148
1989,NUTS,2010,AT31,2,21.071
1993,NUTS,2010,AT31,2,37.481
1998,NUTS,2010,AT31,2,45.689
2002,NUTS,2010,AT31,2,72.247
2004,NUTS,2010,AT31,2,69.06
2006,NUTS,2010,AT31,2,75.514
2007,NUTS,2010,AT31,2,85.86
2009,NUTS,2010,AT31,2,107.165
2011,NUTS,2010,AT31,2,128.127
2013,NUTS,2010,AT31,2,142.036
2015,NUTS,2010,AT31,2,143.233
2017,NUTS,2010,AT31,2,156.027
2019,NUTS,2010,AT31,2,177.768
1981,NUTS,2010,AT32,2,10.983
1985,NUTS,2010,AT32,2,15.473
1989,NUTS,2010,AT32,2,32.187
1993,NUTS,2010,AT32,2,48.005
1998,NUTS,2010,AT32,2,43.703
2006,NUTS,2010,AT32,2,66.54
2007,NUTS,2010,AT32,2,72.618
2009,NUTS,2010,AT32,2,88.639
2011,NUTS,2010,AT32,2,92.338
2013,NUTS,2010,AT32,2,99.125
2015,NUTS,2010,AT32,2,106.944
2017,NUTS,2010,AT32,2,116.177
2019,NUTS,2010,AT32,2,145.782
1981,NUTS,2010,AT33,2,27.963
1985,NUTS,2010,AT33,2,46.411
1989,NUTS,2010,AT33,2,57.726
1993,NUTS,2010,AT33,2,90.264
1998,NUTS,2010,AT33,2,120.183
2002,NUTS,2010,AT33,2,146.599
2004,NUTS,2010,AT33,2,199.46
2006,NUTS,2010,AT33,2,230.148
2007,NUTS,2010,AT33,2,247.016
2009,NUTS,2010,AT33,2,279.789
2011,NUTS,2010,AT33,2,288.559
2013,NUTS,2010,AT33,2,303.322
2015,NUTS,2010,AT33,2,323.279
2017,NUTS,2010,AT33,2,330.188
2019,NUTS,2010,AT33,2,346.195
1981,NUTS,2010,AT34,2,0.039
1985,NUTS,2010,AT34,2,0.062
2011,NUTS,2010,AT34,2,6.419
2013,NUTS,2010,AT34,2,8.262
2019,NUTS,2010,AT34,2,10.692
1993,NUTS,2010,ATZ,1,30.643
2002,NUTS,2010,ATZ,1,0.0
2004,NUTS,2010,ATZ,1,0.0
2006,NUTS,2010,ATZ,1,0.0
2007,NUTS,2010,ATZ,1,0.0
2009,NUTS,2010,ATZ,1,0.0
2011,NUTS,2010,ATZ,1,0.0
2013,NUTS,2010,ATZ,1,0.0
1993,NUTS,2010,ATZZ,2,30.643
2002,NUTS,2010,ATZZ,2,0.0
2004,NUTS,2010,ATZZ,2,0.0
2006,NUTS,2010,ATZZ,2,0.0
2007,NUTS,2010,ATZZ,2,0.0
2009,NUTS,2010,ATZZ,2,0.0
2011,NUTS,2010,ATZZ,2,0.0
2013,NUTS,2010,ATZZ,2,0.0
2012,NUTS,2010,BA,0,9.512
2013,NUTS,2010,BA,0,15.681
2014,NUTS,2010,BA,0,22.41
2019,NUTS,2010,BA,0,20.087
1983,NUTS,2010,BE,0,282.218
1984,NUTS,2010,BE,0,309.392
1985,NUTS,2010,BE,0,332.54
1986,NUTS,2010,BE,0,352.989
1987,NUTS,2010,BE,0,385.998
1988,NUTS,2010,BE,0,381.6
1989,NUTS,2010,BE,0,607.876
1991,NUTS,2010,BE,0,695.634
1993,NUTS,2010,BE,0,690.143
1994,NUTS,2010,BE,0,747.971
1995,NUTS,2010,BE,0,817.035
1996,NUTS,2010,BE,0,826.093
1997,NUTS,2010,BE,0,872.612
1998,NUTS,2010,BE,0,923.029
1999,NUTS,2010,BE,0,969.707
2000,NUTS,2010,BE,0,1004.74
2001,NUTS,2010,BE,0,1059.456
2002,NUTS,2010,BE,0,1100.428
2003,NUTS,2010,BE,0,1150.011
2004,NUTS,2010,BE,0,1175.707
2005,NUTS,2010,BE,0,1238.842
2006,NUTS,2010,BE,0,1263.056
2007,NUTS,2010,BE,0,1343.477
2008,NUTS,2010,BE,0,1487.24
2009,NUTS,2010,BE,0,1642.796
2010,NUTS,2010,BE,0,1760.5
2011,NUTS,2010,BE,0,1825.5
2012,NUTS,2010,BE,0,1877.94
2013,NUTS,2010,BE,0,1990.76
2014,NUTS,2010,BE,0,1972.315
2015,NUTS,2010,BE,0,2056.856
2016,NUTS,2010,BE,0,2296.131
2017,NUTS,2010,BE,0,2353.83
2018,NUTS,2010,BE,0,2423.524
2019,NUTS,2010,BE,0,2523.511
2020,NUTS,2010,BE,0,2776.129
2002,NUTS,2010,BE1,1,241.947
2003,NUTS,2010,BE1,1,231.565
2004,NUTS,2010,BE1,1,233.018
2005,NUTS,2010,BE1,1,238.81
2006,NUTS,2010,BE1,1,238.421
2007,NUTS,2010,BE1,1,248.879
2008,NUTS,2010,BE1,1,297.195
2009,NUTS,2010,BE1,1,341.999
2010,NUTS,2010,BE1,1,350.319
2011,NUTS,2010,BE1,1,353.376
2012,NUTS,2010,BE1,1,371.003
2013,NUTS,2010,BE1,1,409.599
2014,NUTS,2010,BE1,1,396.614
2015,NUTS,2010,BE1,1,406.217
2016,NUTS,2010,BE1,1,460.638
2017,NUTS,2010,BE1,1,475.223
2018,NUTS,2010,BE1,1,462.62
2019,NUTS,2010,BE1,1,470.638
2002,NUTS,2010,BE10,2,241.947
2003,NUTS,2010,BE10,2,231.565
2004,NUTS,2010,BE10,2,233.018
2005,NUTS,2010,BE10,2,238.81
2006,NUTS,2010,BE10,2,238.421
2007,NUTS,2010,BE10,2,248.879
2008,NUTS,2010,BE10,2,297.195
2009,NUTS,2010,BE10,2,341.999
2010,NUTS,2010,BE10,2,350.319
2011,NUTS,2010,BE10,2,353.376
2012,NUTS,2010,BE10,2,371.003
2013,NUTS,2010,BE10,2,409.599
2014,NUTS,2010,BE10,2,396.614
2015,NUTS,2010,BE10,2,406.217
2016,NUTS,2010,BE10,2,460.638
2017,NUTS,2010,BE10,2,475.223
2018,NUTS,2010,BE10,2,462.62
2019,NUTS,2010,BE10,2,470.638
2002,NUTS,2010,BE2,1,540.688
2003,NUTS,2010,BE2,1,600.367
2004,NUTS,2010,BE2,1,624.288
2005,NUTS,2010,BE2,1,667.078
2006,NUTS,2010,BE2,1,689.556
2007,NUTS,2010,BE2,1,740.226
2008,NUTS,2010,BE2,1,819.189
2009,NUTS,2010,BE2,1,902.985
2010,NUTS,2010,BE2,1,982.621
2011,NUTS,2010,BE2,1,1031.443
2012,NUTS,2010,BE2,1,1068.675
2013,NUTS,2010,BE2,1,1133.671
2014,NUTS,2010,BE2,1,1120.498
2015,NUTS,2010,BE2,1,1161.687
2016,NUTS,2010,BE2,1,1287.953
2017,NUTS,2010,BE2,1,1296.096
2018,NUTS,2010,BE2,1,1388.52
2019,NUTS,2010,BE2,1,1504.892
2002,NUTS,2010,BE3,1,317.793
2003,NUTS,2010,BE3,1,318.079
2004,NUTS,2010,BE3,1,318.402
2005,NUTS,2010,BE3,1,332.953
2006,NUTS,2010,BE3,1,335.079
2007,NUTS,2010,BE3,1,354.372
2008,NUTS,2010,BE3,1,370.855
2009,NUTS,2010,BE3,1,397.813
2010,NUTS,2010,BE3,1,427.568
2011,NUTS,2010,BE3,1,440.642
2012,NUTS,2010,BE3,1,438.261
2013,NUTS,2010,BE3,1,447.49
2014,NUTS,2010,BE3,1,455.203
2015,NUTS,2010,BE3,1,488.952
2016,NUTS,2010,BE3,1,547.54
2017,NUTS,2010,BE3,1,582.511
2018,NUTS,2010,BE3,1,572.384
2019,NUTS,2010,BE3,1,547.981
1989,NUTS,2010,BEZ,1,607.876
1991,NUTS,2010,BEZ,1,695.634
2012,NUTS,2010,BEZ,1,0.0
2013,NUTS,2010,BEZ,1,0.0
2014,NUTS,2010,BEZ,1,0.0
2015,NUTS,2010,BEZ,1,0.0
2018,NUTS,2010,BEZ,1,0.0
2019,NUTS,2010,BEZ,1,0.0
1989,NUTS,2010,BEZZ,2,607.876
1991,NUTS,2010,BEZZ,2,695.634
2012,NUTS,2010,BEZZ,2,0.0
2013,NUTS,2010,BEZZ,2,0.0
2014,NUTS,2010,BEZZ,2,0.0
2015,NUTS,2010,BEZZ,2,0.0
2018,NUTS,2010,BEZZ,2,0.0
2019,NUTS,2010,BEZZ,2,0.0
1987,NUTS,2010,BG,0,50.0
1988,NUTS,2010,BG,0,45.0
1989,NUTS,2010,BG,0,59.091
1990,NUTS,2010,BG,0,12.0
1991,NUTS,2010,BG,0,5.473
1992,NUTS,2010,BG,0,5.245
1993,NUTS,2010,BG,0,8.885
1994,NUTS,2010,BG,0,5.854
1995,NUTS,2010,BG,0,5.142
1996,NUTS,2010,BG,0,3.249
1997,NUTS,2010,BG,0,3.396
1998,NUTS,2010,BG,0,3.312
1999,NUTS,2010,BG,0,4.193
2000,NUTS,2010,BG,0,7.028
2001,NUTS,2010,BG,0,8.719
2002,NUTS,2010,BG,0,8.15
2003,NUTS,2010,BG,0,8.589
2004,NUTS,2010,BG,0,9.215
2005,NUTS,2010,BG,0,11.159
2006,NUTS,2010,BG,0,11.594
2007,NUTS,2010,BG,0,13.492
2008,NUTS,2010,BG,0,16.001
2009,NUTS,2010,BG,0,25.911
2010,NUTS,2010,BG,0,25.333
2011,NUTS,2010,BG,0,22.495
2012,NUTS,2010,BG,0,20.384
2013,NUTS,2010,BG,0,23.063
2014,NUTS,2010,BG,0,29.933
2015,NUTS,2010,BG,0,23.445
2016,NUTS,2010,BG,0,19.648
2017,NUTS,2010,BG,0,22.212
2018,NUTS,2010,BG,0,23.081
2019,NUTS,2010,BG,0,37.475
2020,NUTS,2010,BG,0,31.811
2002,NUTS,2010,BG3,1,2.266
2003,NUTS,2010,BG3,1,2.497
2004,NUTS,2010,BG3,1,1.58
2005,NUTS,2010,BG3,1,1.429
2006,NUTS,2010,BG3,1,1.517
2007,NUTS,2010,BG3,1,1.634
2009,NUTS,2010,BG3,1,4.801
2011,NUTS,2010,BG3,1,3.835
2012,NUTS,2010,BG3,1,3.768
2014,NUTS,2010,BG3,1,7.858
2015,NUTS,2010,BG3,1,4.482
2016,NUTS,2010,BG3,1,4.78
2017,NUTS,2010,BG3,1,5.264
2018,NUTS,2010,BG3,1,5.795
2019,NUTS,2010,BG3,1,11.127
2007,NUTS,2010,BG31,2,0.117
2008,NUTS,2010,BG31,2,0.156
2002,NUTS,2010,BG32,2,0.606
2003,NUTS,2010,BG32,2,0.566
2004,NUTS,2010,BG32,2,0.61
2005,NUTS,2010,BG32,2,0.366
2007,NUTS,2010,BG32,2,0.256
2008,NUTS,2010,BG32,2,0.595
2009,NUTS,2010,BG32,2,1.426
2010,NUTS,2010,BG32,2,0.501
2011,NUTS,2010,BG32,2,0.759
2012,NUTS,2010,BG32,2,0.596
2013,NUTS,2010,BG32,2,0.66
2014,NUTS,2010,BG32,2,0.711
2015,NUTS,2010,BG32,2,0.733
2016,NUTS,2010,BG32,2,0.888
2017,NUTS,2010,BG32,2,1.015
2018,NUTS,2010,BG32,2,0.981
2019,NUTS,2010,BG32,2,1.001
2006,NUTS,2010,BG33,2,0.55
2007,NUTS,2010,BG33,2,0.575
2008,NUTS,2010,BG33,2,0.63
2009,NUTS,2010,BG33,2,1.565
2010,NUTS,2010,BG33,2,1.214
2012,NUTS,2010,BG33,2,1.428
2013,NUTS,2010,BG33,2,1.803
2014,NUTS,2010,BG33,2,5.707
2015,NUTS,2010,BG33,2,2.114
2002,NUTS,2010,BG34,2,1.203
2003,NUTS,2010,BG34,2,1.451
2004,NUTS,2010,BG34,2,0.472
2005,NUTS,2010,BG34,2,0.579
2006,NUTS,2010,BG34,2,0.605
2007,NUTS,2010,BG34,2,0.686
2010,NUTS,2010,BG34,2,1.887
2013,NUTS,2010,BG34,2,1.281
2016,NUTS,2010,BG34,2,1.631
2017,NUTS,2010,BG34,2,1.831
2002,NUTS,2010,BG4,1,5.884
2003,NUTS,2010,BG4,1,6.09
2004,NUTS,2010,BG4,1,7.539
2005,NUTS,2010,BG4,1,9.731
2006,NUTS,2010,BG4,1,10.077
2007,NUTS,2010,BG4,1,11.859
2009,NUTS,2010,BG4,1,21.11
2011,NUTS,2010,BG4,1,18.66
2012,NUTS,2010,BG4,1,16.615
2014,NUTS,2010,BG4,1,22.075
2015,NUTS,2010,BG4,1,18.964
2016,NUTS,2010,BG4,1,14.868
2017,NUTS,2010,BG4,1,16.948
2018,NUTS,2010,BG4,1,17.286
2019,NUTS,2010,BG4,1,26.348
1999,NUTS,2010,BG41,2,3.221
2000,NUTS,2010,BG41,2,4.921
2002,NUTS,2010,BG41,2,5.546
2003,NUTS,2010,BG41,2,5.706
2004,NUTS,2010,BG41,2,7.226
2005,NUTS,2010,BG41,2,9.272
2008,NUTS,2010,BG41,2,11.726
2010,NUTS,2010,BG41,2,18.761
2012,NUTS,2010,BG41,2,13.635
2013,NUTS,2010,BG41,2,17.083
2014,NUTS,2010,BG41,2,20.406
2015,NUTS,2010,BG41,2,14.956
2016,NUTS,2010,BG41,2,12.733
2017,NUTS,2010,BG41,2,14.396
2018,NUTS,2010,BG41,2,14.327
2019,NUTS,2010,BG41,2,15.989
2002,NUTS,2010,BG42,2,0.338
2003,NUTS,2010,BG42,2,0.384
2004,NUTS,2010,BG42,2,0.313
2005,NUTS,2010,BG42,2,0.459
2012,NUTS,2010,BG42,2,2.98
2014,NUTS,2010,BG42,2,1.669
2015,NUTS,2010,BG42,2,4.008
2016,NUTS,2010,BG42,2,2.134
2017,NUTS,2010,BG42,2,2.552
2018,NUTS,2010,BG42,2,2.959
2019,NUTS,2010,BG42,2,10.358
2002,NUTS,2010,BGZ,1,0.0
2003,NUTS,2010,BGZ,1,0.0
2004,NUTS,2010,BGZ,1,0.0
2005,NUTS,2010,BGZ,1,0.0
2006,NUTS,2010,BGZ,1,0.0
2007,NUTS,2010,BGZ,1,0.0
2008,NUTS,2010,BGZ,1,0.0
2009,NUTS,2010,BGZ,1,0.0
2010,NUTS,2010,BGZ,1,0.0
2011,NUTS,2010,BGZ,1,0.0
2012,NUTS,2010,BGZ,1,0.0
2013,NUTS,2010,BGZ,1,0.0
2014,NUTS,2010,BGZ,1,0.0
2019,NUTS,2010,BGZ,1,0.0
2002,NUTS,2010,BGZZ,2,0.0
2003,NUTS,2010,BGZZ,2,0.0
2004,NUTS,2010,BGZZ,2,0.0
2005,NUTS,2010,BGZZ,2,0.0
2006,NUTS,2010,BGZZ,2,0.0
2007,NUTS,2010,BGZZ,2,0.0
2008,NUTS,2010,BGZZ,2,0.0
2009,NUTS,2010,BGZZ,2,0.0
2010,NUTS,2010,BGZZ,2,0.0
2011,NUTS,2010,BGZZ,2,0.0
2012,NUTS,2010,BGZZ,2,0.0
2013,NUTS,2010,BGZZ,2,0.0
2014,NUTS,2010,BGZZ,2,0.0
2019,NUTS,2010,BGZZ,2,0.0
1981,NUTS,2010,CH,0,384.07
1983,NUTS,2010,CH,0,433.735
1986,NUTS,2010,CH,0,511.102
1988,NUTS,2010,CH,0,886.472
1989,NUTS,2010,CH,0,916.616
1992,NUTS,2010,CH,0,1248.762
1994,NUTS,2010,CH,0,1437.118
1996,NUTS,2010,CH,0,1549.844
1998,NUTS,2010,CH,0,1473.49
2000,NUTS,2010,CH,0,1566.211
2002,NUTS,2010,CH,0,1881.391
2004,NUTS,2010,CH,0,1943.257
2006,NUTS,2010,CH,0,2053.532
2008,NUTS,2010,CH,0,2482.046
2010,NUTS,2010,CH,0,3209.447
2012,NUTS,2010,CH,0,4317.599
2014,NUTS,2010,CH,0,4659.294
2015,NUTS,2010,CH,0,5510.448
2017,NUTS,2010,CH,0,5592.656
2019,NUTS,2010,CH,0,5938.581
1981,NUTS,2010,CH0,1,384.07
1983,NUTS,2010,CH0,1,433.735
1986,NUTS,2010,CH0,1,511.102
1988,NUTS,2010,CH0,1,886.472
1989,NUTS,2010,CH0,1,916.616
1992,NUTS,2010,CH0,1,1248.762
1994,NUTS,2010,CH0,1,1437.118
1996,NUTS,2010,CH0,1,1549.844
1998,NUTS,2010,CH0,1,1473.49
2000,NUTS,2010,CH0,1,1566.211
2002,NUTS,2010,CH0,1,1881.391
2004,NUTS,2010,CH0,1,1943.257
2006,NUTS,2010,CH0,1,2053.532
2008,NUTS,2010,CH0,1,2482.046
2010,NUTS,2010,CH0,1,3209.447
2012,NUTS,2010,CH0,1,4317.599
2014,NUTS,2010,CH0,1,4659.294
2015,NUTS,2010,CH0,1,5510.448
2017,NUTS,2010,CH0,1,5592.656
2019,NUTS,2010,CH0,1,5938.581
2001,NUTS,2010,CN_X_HK,5,1381.069
2002,NUTS,2010,CN_X_HK,5,1667.412
2003,NUTS,2010,CN_X_HK,5,1733.6
2004,NUTS,2010,CN_X_HK,5,1951.499
2005,NUTS,2010,CN_X_HK,5,2376.579
2006,NUTS,2010,CN_X_HK,5,2765.458
2007,NUTS,2010,CN_X_HK,5,3020.676
2008,NUTS,2010,CN_X_HK,5,3816.316
2009,NUTS,2010,CN_X_HK,5,4913.829
2010,NUTS,2010,CN_X_HK,5,6657.95
2011,NUTS,2010,CN_X_HK,5,7657.304
2012,NUTS,2010,CN_X_HK,5,9630.309
2013,NUTS,2010,CN_X_HK,5,10493.03
2014,NUTS,2010,CN_X_HK,5,10972.123
2015,NUTS,2010,CN_X_HK,5,14320.17
2016,NUTS,2010,CN_X_HK,5,14583.935
2017,NUTS,2010,CN_X_HK,5,16594.064
2018,NUTS,2010,CN_X_HK,5,18671.406
2019,NUTS,2010,CN_X_HK,5,23225.603
1991,NUTS,2010,CY,0,0.018
1992,NUTS,2010,CY,0,0.017
1998,NUTS,2010,CY,0,4.643
1999,NUTS,2010,CY,0,5.148
2000,NUTS,2010,CY,0,6.081
2001,NUTS,2010,CY,0,7.183
2002,NUTS,2010,CY,0,9.961
2003,NUTS,2010,CY,0,13.434
2004,NUTS,2010,CY,0,16.471
2005,NUTS,2010,CY,0,21.508
2006,NUTS,2010,CY,0,25.725
2007,NUTS,2010,CY,0,31.864
2008,NUTS,2010,CY,0,32.068
2009,NUTS,2010,CY,0,38.278
2010,NUTS,2010,CY,0,42.944
2011,NUTS,2010,CY,0,47.511
2012,NUTS,2010,CY,0,46.671
2013,NUTS,2010,CY,0,47.132
2014,NUTS,2010,CY,0,43.634
2015,NUTS,2010,CY,0,42.576
2016,NUTS,2010,CY,0,39.337
2017,NUTS,2010,CY,0,45.389
2018,NUTS,2010,CY,0,53.385
2019,NUTS,2010,CY,0,62.983
2020,NUTS,2010,CY,0,65.0
1991,NUTS,2010,CY0,1,0.018
1992,NUTS,2010,CY0,1,0.017
1998,NUTS,2010,CY0,1,4.643
1999,NUTS,2010,CY0,1,5.148
2000,NUTS,2010,CY0,1,6.081
2001,NUTS,2010,CY0,1,7.183
2002,NUTS,2010,CY0,1,9.961
2003,NUTS,2010,CY0,1,13.434
2004,NUTS,2010,CY0,1,16.471
2005,NUTS,2010,CY0,1,21.508
2006,NUTS,2010,CY0,1,25.725
2007,NUTS,2010,CY0,1,31.864
2008,NUTS,2010,CY0,1,32.068
2009,NUTS,2010,CY0,1,38.278
2010,NUTS,2010,CY0,1,42.944
2011,NUTS,2010,CY0,1,47.511
2012,NUTS,2010,CY0,1,46.671
2013,NUTS,2010,CY0,1,47.132
2014,NUTS,2010,CY0,1,43.634
2015,NUTS,2010,CY0,1,42.576
2016,NUTS,2010,CY0,1,39.337
2017,NUTS,2010,CY0,1,45.389
2018,NUTS,2010,CY0,1,53.385
2019,NUTS,2010,CY0,1,62.983
2020,NUTS,2010,CY0,1,65.0
1991,NUTS,2010,CY00,2,0.018
1992,NUTS,2010,CY00,2,0.017
1998,NUTS,2010,CY00,2,4.643
1999,NUTS,2010,CY00,2,5.148
2000,NUTS,2010,CY00,2,6.081
2001,NUTS,2010,CY00,2,7.183
2002,NUTS,2010,CY00,2,9.961
2003,NUTS,2010,CY00,2,13.434
2004,NUTS,2010,CY00,2,16.471
2005,NUTS,2010,CY00,2,21.508
2006,NUTS,2010,CY00,2,25.725
2007,NUTS,2010,CY00,2,31.864
2008,NUTS,2010,CY00,2,32.068
2009,NUTS,2010,CY00,2,38.278
2010,NUTS,2010,CY00,2,42.944
2011,NUTS,2010,CY00,2,47.511
2012,NUTS,2010,CY00,2,46.671
2013,NUTS,2010,CY00,2,47.132
2014,NUTS,2010,CY00,2,43.634
2015,NUTS,2010,CY00,2,42.576
2016,NUTS,2010,CY00,2,39.337
2017,NUTS,2010,CY00,2,45.389
2018,NUTS,2010,CY00,2,53.385
2019,NUTS,2010,CY00,2,62.983
2020,NUTS,2010,CY00,2,65.0
1993,NUTS,2010,CZ,0,11.385
1994,NUTS,2010,CZ,0,16.983
1995,NUTS,2010,CZ,0,34.18
1996,NUTS,2010,CZ,0,41.8
1997,NUTS,2010,CZ,0,49.485
1998,NUTS,2010,CZ,0,60.204
1999,NUTS,2010,CZ,0,79.108
2000,NUTS,2010,CZ,0,105.733
2001,NUTS,2010,CZ,0,130.24
2002,NUTS,2010,CZ,0,149.942
2003,NUTS,2010,CZ,0,154.545
2004,NUTS,2010,CZ,0,162.466
2005,NUTS,2010,CZ,0,237.743
2006,NUTS,2010,CZ,0,285.806
2007,NUTS,2010,CZ,0,335.283
2008,NUTS,2010,CZ,0,370.086
2009,NUTS,2010,CZ,0,384.832
2010,NUTS,2010,CZ,0,419.873
2011,NUTS,2010,CZ,0,621.733
2012,NUTS,2010,CZ,0,790.43
2013,NUTS,2010,CZ,0,815.926
2014,NUTS,2010,CZ,0,785.435
2015,NUTS,2010,CZ,0,809.513
2016,NUTS,2010,CZ,0,605.986
2017,NUTS,2010,CZ,0,673.906
2018,NUTS,2010,CZ,0,860.633
2019,NUTS,2010,CZ,0,947.655
2020,NUTS,2010,CZ,0,926.19
1993,NUTS,2010,CZ0,1,11.385
1994,NUTS,2010,CZ0,1,16.983
1995,NUTS,2010,CZ0,1,34.18
1996,NUTS,2010,CZ0,1,41.8
1997,NUTS,2010,CZ0,1,49.485
1998,NUTS,2010,CZ0,1,60.204
1999,NUTS,2010,CZ0,1,79.108
2000,NUTS,2010,CZ0,1,105.733
2001,NUTS,2010,CZ0,1,130.24
2002,NUTS,2010,CZ0,1,149.942
2003,NUTS,2010,CZ0,1,154.545
2004,NUTS,2010,CZ0,1,162.466
2005,NUTS,2010,CZ0,1,237.743
2006,NUTS,2010,CZ0,1,285.806
2007,NUTS,2010,CZ0,1,335.283
2008,NUTS,2010,CZ0,1,370.086
2009,NUTS,2010,CZ0,1,384.832
2010,NUTS,2010,CZ0,1,419.873
2011,NUTS,2010,CZ0,1,621.733
2012,NUTS,2010,CZ0,1,790.43
2013,NUTS,2010,CZ0,1,815.926
2014,NUTS,2010,CZ0,1,785.435
2015,NUTS,2010,CZ0,1,809.513
2016,NUTS,2010,CZ0,1,605.986
2017,NUTS,2010,CZ0,1,673.906
2018,NUTS,2010,CZ0,1,860.633
2019,NUTS,2010,CZ0,1,947.655
2020,NUTS,2010,CZ0,1,926.19
2001,NUTS,2010,CZ01,2,69.269
2002,NUTS,2010,CZ01,2,70.714
