year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_fte_pnp_rse_t
2016,NUTS,2010,PL8,1,29.0
2018,NUTS,2010,PL8,1,120.0
2016,NUTS,2010,PL82,2,13.0
2019,NUTS,2010,PL82,2,11.0
2016,NUTS,2010,PL9,1,291.0
2017,NUTS,2010,PL9,1,326.0
2018,NUTS,2010,PL9,1,279.0
2019,NUTS,2010,PL9,1,254.0
2019,NUTS,2010,PL91,2,254.0
2019,NUTS,2010,PL92,2,0.0
2009,NUTS,2010,PLZ,1,0.0
2009,NUTS,2010,PLZZ,2,0.0
1982,NUTS,2010,PT,0,154.0
1983,NUTS,2010,PT,0,160.0
1984,NUTS,2010,PT,0,166.0
1985,NUTS,2010,PT,0,207.0
1986,NUTS,2010,PT,0,248.0
1987,NUTS,2010,PT,0,297.0
1988,NUTS,2010,PT,0,347.0
1989,NUTS,2010,PT,0,521.0
1990,NUTS,2010,PT,0,696.0
1991,NUTS,2010,PT,0,904.0
1992,NUTS,2010,PT,0,1111.0
1993,NUTS,2010,PT,0,1333.0
1994,NUTS,2010,PT,0,1598.0
1995,NUTS,2010,PT,0,1933.0
1996,NUTS,2010,PT,0,1989.0
1997,NUTS,2010,PT,0,2045.0
1998,NUTS,2010,PT,0,2057.0
1999,NUTS,2010,PT,0,2070.0
2000,NUTS,2010,PT,0,2243.0
2001,NUTS,2010,PT,0,2415.0
2002,NUTS,2010,PT,0,2681.0
2003,NUTS,2010,PT,0,2946.0
2004,NUTS,2010,PT,0,2882.0
2005,NUTS,2010,PT,0,2819.0
2006,NUTS,2010,PT,0,3122.0
2007,NUTS,2010,PT,0,3426.0
2008,NUTS,2010,PT,0,3755.0
2009,NUTS,2010,PT,0,3667.0
2010,NUTS,2010,PT,0,4653.0
2011,NUTS,2010,PT,0,5572.0
2012,NUTS,2010,PT,0,5060.0
2013,NUTS,2010,PT,0,642.0
2014,NUTS,2010,PT,0,527.0
2015,NUTS,2010,PT,0,493.0
2016,NUTS,2010,PT,0,478.0
2017,NUTS,2010,PT,0,491.0
2018,NUTS,2010,PT,0,517.0
2019,NUTS,2010,PT,0,534.0
2020,NUTS,2010,PT,0,804.0
2000,NUTS,2010,PT1,1,2210.0
2001,NUTS,2010,PT1,1,2382.0
2002,NUTS,2010,PT1,1,2648.0
2003,NUTS,2010,PT1,1,2914.0
2004,NUTS,2010,PT1,1,2823.0
2005,NUTS,2010,PT1,1,2733.0
2006,NUTS,2010,PT1,1,3048.0
2007,NUTS,2010,PT1,1,3362.0
2008,NUTS,2010,PT1,1,3687.0
2009,NUTS,2010,PT1,1,3603.0
2010,NUTS,2010,PT1,1,4586.0
2011,NUTS,2010,PT1,1,5462.0
2012,NUTS,2010,PT1,1,4974.0
2013,NUTS,2010,PT1,1,640.0
2014,NUTS,2010,PT1,1,524.0
2015,NUTS,2010,PT1,1,489.0
2016,NUTS,2010,PT1,1,473.0
2017,NUTS,2010,PT1,1,483.0
2018,NUTS,2010,PT1,1,513.0
2019,NUTS,2010,PT1,1,533.0
2020,NUTS,2010,PT1,1,796.0
2000,NUTS,2010,PT11,2,774.0
2001,NUTS,2010,PT11,2,849.0
2002,NUTS,2010,PT11,2,950.0
2003,NUTS,2010,PT11,2,1051.0
2004,NUTS,2010,PT11,2,959.0
2005,NUTS,2010,PT11,2,867.0
2006,NUTS,2010,PT11,2,1019.0
2007,NUTS,2010,PT11,2,1171.0
2008,NUTS,2010,PT11,2,1217.0
2009,NUTS,2010,PT11,2,1170.0
2010,NUTS,2010,PT11,2,1394.0
2011,NUTS,2010,PT11,2,1835.0
2012,NUTS,2010,PT11,2,1794.0
2013,NUTS,2010,PT11,2,61.0
2014,NUTS,2010,PT11,2,71.0
2015,NUTS,2010,PT11,2,72.0
2016,NUTS,2010,PT11,2,56.0
2017,NUTS,2010,PT11,2,66.0
2018,NUTS,2010,PT11,2,70.0
2019,NUTS,2010,PT11,2,71.0
2020,NUTS,2010,PT11,2,202.0
2000,NUTS,2010,PT15,2,8.0
2001,NUTS,2010,PT15,2,8.0
2002,NUTS,2010,PT15,2,8.0
2003,NUTS,2010,PT15,2,8.0
2004,NUTS,2010,PT15,2,6.0
2005,NUTS,2010,PT15,2,5.0
2006,NUTS,2010,PT15,2,5.0
2007,NUTS,2010,PT15,2,4.0
2008,NUTS,2010,PT15,2,3.0
2009,NUTS,2010,PT15,2,2.0
2010,NUTS,2010,PT15,2,3.0
2011,NUTS,2010,PT15,2,5.0
2012,NUTS,2010,PT15,2,3.0
2013,NUTS,2010,PT15,2,0.0
2014,NUTS,2010,PT15,2,0.0
2015,NUTS,2010,PT15,2,0.0
2016,NUTS,2010,PT15,2,0.0
2017,NUTS,2010,PT15,2,0.0
2018,NUTS,2010,PT15,2,0.0
2019,NUTS,2010,PT15,2,0.0
2020,NUTS,2010,PT15,2,10.0
2000,NUTS,2010,PT16,2,482.0
2001,NUTS,2010,PT16,2,552.0
2002,NUTS,2010,PT16,2,520.0
2003,NUTS,2010,PT16,2,488.0
2004,NUTS,2010,PT16,2,470.0
2005,NUTS,2010,PT16,2,452.0
2006,NUTS,2010,PT16,2,488.0
2007,NUTS,2010,PT16,2,524.0
2008,NUTS,2010,PT16,2,574.0
2009,NUTS,2010,PT16,2,559.0
2010,NUTS,2010,PT16,2,765.0
2011,NUTS,2010,PT16,2,935.0
2012,NUTS,2010,PT16,2,809.0
2013,NUTS,2010,PT16,2,12.0
2014,NUTS,2010,PT16,2,9.0
2015,NUTS,2010,PT16,2,10.0
2016,NUTS,2010,PT16,2,8.0
2017,NUTS,2010,PT16,2,14.0
2018,NUTS,2010,PT16,2,16.0
2019,NUTS,2010,PT16,2,21.0
2020,NUTS,2010,PT16,2,98.0
2000,NUTS,2010,PT17,2,903.0
2001,NUTS,2010,PT17,2,897.0
2002,NUTS,2010,PT17,2,1128.0
2003,NUTS,2010,PT17,2,1359.0
2004,NUTS,2010,PT17,2,1378.0
2005,NUTS,2010,PT17,2,1397.0
2006,NUTS,2010,PT17,2,1520.0
2007,NUTS,2010,PT17,2,1643.0
2008,NUTS,2010,PT17,2,1871.0
2009,NUTS,2010,PT17,2,1857.0
2010,NUTS,2010,PT17,2,2425.0
2011,NUTS,2010,PT17,2,2687.0
2012,NUTS,2010,PT17,2,2366.0
2013,NUTS,2010,PT17,2,567.0
2014,NUTS,2010,PT17,2,444.0
2015,NUTS,2010,PT17,2,407.0
2016,NUTS,2010,PT17,2,409.0
2017,NUTS,2010,PT17,2,403.0
2018,NUTS,2010,PT17,2,426.0
2019,NUTS,2010,PT17,2,440.0
2020,NUTS,2010,PT17,2,467.0
2000,NUTS,2010,PT18,2,43.0
2001,NUTS,2010,PT18,2,75.0
2002,NUTS,2010,PT18,2,41.0
2003,NUTS,2010,PT18,2,8.0
2004,NUTS,2010,PT18,2,10.0
2005,NUTS,2010,PT18,2,11.0
2006,NUTS,2010,PT18,2,15.0
2007,NUTS,2010,PT18,2,19.0
2008,NUTS,2010,PT18,2,22.0
2009,NUTS,2010,PT18,2,15.0
2010,NUTS,2010,PT18,2,0.0
2011,NUTS,2010,PT18,2,0.0
2012,NUTS,2010,PT18,2,2.0
2013,NUTS,2010,PT18,2,0.0
2014,NUTS,2010,PT18,2,0.0
2015,NUTS,2010,PT18,2,0.0
2016,NUTS,2010,PT18,2,0.0
2017,NUTS,2010,PT18,2,1.0
2018,NUTS,2010,PT18,2,2.0
2019,NUTS,2010,PT18,2,1.0
2020,NUTS,2010,PT18,2,19.0
2000,NUTS,2010,PT2,1,25.0
2001,NUTS,2010,PT2,1,25.0
2002,NUTS,2010,PT2,1,26.0
2003,NUTS,2010,PT2,1,28.0
2004,NUTS,2010,PT2,1,54.0
2005,NUTS,2010,PT2,1,81.0
2006,NUTS,2010,PT2,1,71.0
2007,NUTS,2010,PT2,1,61.0
2008,NUTS,2010,PT2,1,65.0
2009,NUTS,2010,PT2,1,61.0
2010,NUTS,2010,PT2,1,62.0
2011,NUTS,2010,PT2,1,57.0
2012,NUTS,2010,PT2,1,57.0
2013,NUTS,2010,PT2,1,0.0
2014,NUTS,2010,PT2,1,0.0
2015,NUTS,2010,PT2,1,0.0
2016,NUTS,2010,PT2,1,0.0
2017,NUTS,2010,PT2,1,1.0
2018,NUTS,2010,PT2,1,1.0
2019,NUTS,2010,PT2,1,1.0
2020,NUTS,2010,PT2,1,7.0
2000,NUTS,2010,PT20,2,25.0
2001,NUTS,2010,PT20,2,25.0
2002,NUTS,2010,PT20,2,26.0
2003,NUTS,2010,PT20,2,28.0
2004,NUTS,2010,PT20,2,54.0
2005,NUTS,2010,PT20,2,81.0
2006,NUTS,2010,PT20,2,71.0
2007,NUTS,2010,PT20,2,61.0
2008,NUTS,2010,PT20,2,65.0
2009,NUTS,2010,PT20,2,61.0
2010,NUTS,2010,PT20,2,62.0
2011,NUTS,2010,PT20,2,57.0
2012,NUTS,2010,PT20,2,57.0
2013,NUTS,2010,PT20,2,0.0
2014,NUTS,2010,PT20,2,0.0
2015,NUTS,2010,PT20,2,0.0
2016,NUTS,2010,PT20,2,0.0
2017,NUTS,2010,PT20,2,1.0
2018,NUTS,2010,PT20,2,1.0
2019,NUTS,2010,PT20,2,1.0
2020,NUTS,2010,PT20,2,7.0
2000,NUTS,2010,PT3,1,8.0
2001,NUTS,2010,PT3,1,8.0
2002,NUTS,2010,PT3,1,6.0
2003,NUTS,2010,PT3,1,5.0
2004,NUTS,2010,PT3,1,5.0
2005,NUTS,2010,PT3,1,5.0
2006,NUTS,2010,PT3,1,4.0
2007,NUTS,2010,PT3,1,4.0
2008,NUTS,2010,PT3,1,4.0
2009,NUTS,2010,PT3,1,4.0
2010,NUTS,2010,PT3,1,4.0
2011,NUTS,2010,PT3,1,54.0
2012,NUTS,2010,PT3,1,30.0
2013,NUTS,2010,PT3,1,2.0
2014,NUTS,2010,PT3,1,3.0
2015,NUTS,2010,PT3,1,3.0
2016,NUTS,2010,PT3,1,4.0
2017,NUTS,2010,PT3,1,6.0
2018,NUTS,2010,PT3,1,2.0
2019,NUTS,2010,PT3,1,0.0
2020,NUTS,2010,PT3,1,1.0
2000,NUTS,2010,PT30,2,8.0
2001,NUTS,2010,PT30,2,8.0
2002,NUTS,2010,PT30,2,6.0
2003,NUTS,2010,PT30,2,5.0
2004,NUTS,2010,PT30,2,5.0
2005,NUTS,2010,PT30,2,5.0
2006,NUTS,2010,PT30,2,4.0
2007,NUTS,2010,PT30,2,4.0
2008,NUTS,2010,PT30,2,4.0
2009,NUTS,2010,PT30,2,4.0
2010,NUTS,2010,PT30,2,4.0
2011,NUTS,2010,PT30,2,54.0
2012,NUTS,2010,PT30,2,30.0
2013,NUTS,2010,PT30,2,2.0
2014,NUTS,2010,PT30,2,3.0
2015,NUTS,2010,PT30,2,3.0
2016,NUTS,2010,PT30,2,4.0
2017,NUTS,2010,PT30,2,6.0
2018,NUTS,2010,PT30,2,2.0
2019,NUTS,2010,PT30,2,0.0
2020,NUTS,2010,PT30,2,1.0
2003,NUTS,2010,RO,0,61.0
2004,NUTS,2010,RO,0,185.0
2005,NUTS,2010,RO,0,171.0
2006,NUTS,2010,RO,0,76.0
2007,NUTS,2010,RO,0,132.0
2008,NUTS,2010,RO,0,77.0
2009,NUTS,2010,RO,0,90.0
2010,NUTS,2010,RO,0,92.0
2011,NUTS,2010,RO,0,153.0
2012,NUTS,2010,RO,0,97.0
2013,NUTS,2010,RO,0,82.0
2014,NUTS,2010,RO,0,78.0
2015,NUTS,2010,RO,0,86.0
2016,NUTS,2010,RO,0,120.0
2017,NUTS,2010,RO,0,112.0
2018,NUTS,2010,RO,0,141.0
2019,NUTS,2010,RO,0,170.0
2020,NUTS,2010,RO,0,186.0
2004,NUTS,2010,RO1,1,11.0
2005,NUTS,2010,RO1,1,6.0
2006,NUTS,2010,RO1,1,1.0
2007,NUTS,2010,RO1,1,16.0
2008,NUTS,2010,RO1,1,7.0
2009,NUTS,2010,RO1,1,53.0
2010,NUTS,2010,RO1,1,28.0
2011,NUTS,2010,RO1,1,7.0
2012,NUTS,2010,RO1,1,9.0
2013,NUTS,2010,RO1,1,9.0
2014,NUTS,2010,RO1,1,14.0
2015,NUTS,2010,RO1,1,6.0
2016,NUTS,2010,RO1,1,9.0
2017,NUTS,2010,RO1,1,17.0
2018,NUTS,2010,RO1,1,23.0
2019,NUTS,2010,RO1,1,15.0
2004,NUTS,2010,RO11,2,1.0
2005,NUTS,2010,RO11,2,5.0
2007,NUTS,2010,RO11,2,16.0
2008,NUTS,2010,RO11,2,7.0
2009,NUTS,2010,RO11,2,35.0
2010,NUTS,2010,RO11,2,28.0
2011,NUTS,2010,RO11,2,7.0
2012,NUTS,2010,RO11,2,9.0
2013,NUTS,2010,RO11,2,9.0
2014,NUTS,2010,RO11,2,12.0
2015,NUTS,2010,RO11,2,4.0
2016,NUTS,2010,RO11,2,9.0
2017,NUTS,2010,RO11,2,17.0
2018,NUTS,2010,RO11,2,23.0
2019,NUTS,2010,RO11,2,15.0
2004,NUTS,2010,RO12,2,10.0
2005,NUTS,2010,RO12,2,1.0
2006,NUTS,2010,RO12,2,1.0
2009,NUTS,2010,RO12,2,18.0
2014,NUTS,2010,RO12,2,2.0
2015,NUTS,2010,RO12,2,2.0
2016,NUTS,2010,RO12,2,0.0
2017,NUTS,2010,RO12,2,0.0
2018,NUTS,2010,RO12,2,0.0
2019,NUTS,2010,RO12,2,0.0
2004,NUTS,2010,RO2,1,51.0
2005,NUTS,2010,RO2,1,51.0
2007,NUTS,2010,RO2,1,2.0
2009,NUTS,2010,RO2,1,7.0
2010,NUTS,2010,RO2,1,17.0
2011,NUTS,2010,RO2,1,115.0
2012,NUTS,2010,RO2,1,2.0
2014,NUTS,2010,RO2,1,3.0
2015,NUTS,2010,RO2,1,4.0
2016,NUTS,2010,RO2,1,4.0
2017,NUTS,2010,RO2,1,13.0
2018,NUTS,2010,RO2,1,42.0
2019,NUTS,2010,RO2,1,85.0
2004,NUTS,2010,RO21,2,51.0
2005,NUTS,2010,RO21,2,51.0
2007,NUTS,2010,RO21,2,2.0
2009,NUTS,2010,RO21,2,7.0
2010,NUTS,2010,RO21,2,17.0
2011,NUTS,2010,RO21,2,114.0
2012,NUTS,2010,RO21,2,1.0
2015,NUTS,2010,RO21,2,0.0
2016,NUTS,2010,RO21,2,0.0
2017,NUTS,2010,RO21,2,1.0
2018,NUTS,2010,RO21,2,38.0
2019,NUTS,2010,RO21,2,80.0
2011,NUTS,2010,RO22,2,1.0
2012,NUTS,2010,RO22,2,1.0
2014,NUTS,2010,RO22,2,3.0
2015,NUTS,2010,RO22,2,4.0
2016,NUTS,2010,RO22,2,4.0
2017,NUTS,2010,RO22,2,12.0
2018,NUTS,2010,RO22,2,4.0
2019,NUTS,2010,RO22,2,5.0
2003,NUTS,2010,RO3,1,61.0
2004,NUTS,2010,RO3,1,117.0
2005,NUTS,2010,RO3,1,104.0
2006,NUTS,2010,RO3,1,75.0
2007,NUTS,2010,RO3,1,114.0
2008,NUTS,2010,RO3,1,46.0
2009,NUTS,2010,RO3,1,30.0
2010,NUTS,2010,RO3,1,44.0
2011,NUTS,2010,RO3,1,25.0
2012,NUTS,2010,RO3,1,83.0
2013,NUTS,2010,RO3,1,67.0
2014,NUTS,2010,RO3,1,53.0
2015,NUTS,2010,RO3,1,74.0
2016,NUTS,2010,RO3,1,106.0
2017,NUTS,2010,RO3,1,82.0
2018,NUTS,2010,RO3,1,76.0
2019,NUTS,2010,RO3,1,70.0
2004,NUTS,2010,RO31,2,1.0
2005,NUTS,2010,RO31,2,1.0
2007,NUTS,2010,RO31,2,53.0
2015,NUTS,2010,RO31,2,0.0
2016,NUTS,2010,RO31,2,0.0
2017,NUTS,2010,RO31,2,0.0
2018,NUTS,2010,RO31,2,1.0
2019,NUTS,2010,RO31,2,1.0
2003,NUTS,2010,RO32,2,61.0
2004,NUTS,2010,RO32,2,116.0
2005,NUTS,2010,RO32,2,103.0
2006,NUTS,2010,RO32,2,75.0
2007,NUTS,2010,RO32,2,61.0
2008,NUTS,2010,RO32,2,46.0
2009,NUTS,2010,RO32,2,30.0
2010,NUTS,2010,RO32,2,44.0
2011,NUTS,2010,RO32,2,25.0
2012,NUTS,2010,RO32,2,83.0
2013,NUTS,2010,RO32,2,67.0
2014,NUTS,2010,RO32,2,53.0
2015,NUTS,2010,RO32,2,74.0
2016,NUTS,2010,RO32,2,106.0
2017,NUTS,2010,RO32,2,82.0
2018,NUTS,2010,RO32,2,75.0
2019,NUTS,2010,RO32,2,69.0
2004,NUTS,2010,RO4,1,6.0
2005,NUTS,2010,RO4,1,10.0
2008,NUTS,2010,RO4,1,24.0
2010,NUTS,2010,RO4,1,3.0
2011,NUTS,2010,RO4,1,6.0
2012,NUTS,2010,RO4,1,3.0
2013,NUTS,2010,RO4,1,6.0
2014,NUTS,2010,RO4,1,8.0
2015,NUTS,2010,RO4,1,2.0
2016,NUTS,2010,RO4,1,1.0
2017,NUTS,2010,RO4,1,0.0
2018,NUTS,2010,RO4,1,0.0
2019,NUTS,2010,RO4,1,0.0
2011,NUTS,2010,RO41,2,4.0
2013,NUTS,2010,RO41,2,5.0
2014,NUTS,2010,RO41,2,5.0
2015,NUTS,2010,RO41,2,0.0
2016,NUTS,2010,RO41,2,0.0
2017,NUTS,2010,RO41,2,0.0
2018,NUTS,2010,RO41,2,0.0
2019,NUTS,2010,RO41,2,0.0
2004,NUTS,2010,RO42,2,6.0
2005,NUTS,2010,RO42,2,10.0
2008,NUTS,2010,RO42,2,24.0
2010,NUTS,2010,RO42,2,3.0
2011,NUTS,2010,RO42,2,2.0
2012,NUTS,2010,RO42,2,3.0
2013,NUTS,2010,RO42,2,1.0
2014,NUTS,2010,RO42,2,3.0
2015,NUTS,2010,RO42,2,2.0
2016,NUTS,2010,RO42,2,1.0
2017,NUTS,2010,RO42,2,0.0
2018,NUTS,2010,RO42,2,0.0
2019,NUTS,2010,RO42,2,0.0
2008,NUTS,2010,RS,0,6.0
2009,NUTS,2010,RS,0,6.0
2010,NUTS,2010,RS,0,0.0
2011,NUTS,2010,RS,0,3.0
2012,NUTS,2010,RS,0,4.0
2013,NUTS,2010,RS,0,3.0
2014,NUTS,2010,RS,0,4.0
2015,NUTS,2010,RS,0,6.0
2016,NUTS,2010,RS,0,6.0
2017,NUTS,2010,RS,0,2.0
2018,NUTS,2010,RS,0,1.0
2019,NUTS,2010,RS,0,1.0
2020,NUTS,2010,RS,0,1.0
2018,NUTS,2010,RS1,1,1.0
2019,NUTS,2010,RS1,1,1.0
2020,NUTS,2010,RS1,1,1.0
2018,NUTS,2010,RS11,2,1.0
2019,NUTS,2010,RS11,2,1.0
2020,NUTS,2010,RS11,2,1.0
2018,NUTS,2010,RS12,2,0.0
2019,NUTS,2010,RS12,2,0.0
2020,NUTS,2010,RS12,2,0.0
2018,NUTS,2010,RS2,1,0.0
2019,NUTS,2010,RS2,1,0.0
2020,NUTS,2010,RS2,1,0.0
2018,NUTS,2010,RS21,2,0.0
2019,NUTS,2010,RS21,2,0.0
2020,NUTS,2010,RS21,2,0.0
2018,NUTS,2010,RS22,2,0.0
2019,NUTS,2010,RS22,2,0.0
2020,NUTS,2010,RS22,2,0.0
1994,NUTS,2010,RU,0,136.0
1995,NUTS,2010,RU,0,244.0
1996,NUTS,2010,RU,0,624.0
1997,NUTS,2010,RU,0,481.0
1998,NUTS,2010,RU,0,866.0
1999,NUTS,2010,RU,0,1371.0
2000,NUTS,2010,RU,0,2097.0
2001,NUTS,2010,RU,0,2416.0
2002,NUTS,2010,RU,0,1524.0
2003,NUTS,2010,RU,0,2083.0
2004,NUTS,2010,RU,0,1286.0
2005,NUTS,2010,RU,0,1298.0
2006,NUTS,2010,RU,0,1626.0
2007,NUTS,2010,RU,0,2310.0
2008,NUTS,2010,RU,0,1894.0
2009,NUTS,2010,RU,0,1696.0
2010,NUTS,2010,RU,0,1442.0
2011,NUTS,2010,RU,0,1325.0
2012,NUTS,2010,RU,0,1687.0
2013,NUTS,2010,RU,0,1264.0
2014,NUTS,2010,RU,0,1071.0
2015,NUTS,2010,RU,0,1233.0
2017,NUTS,2010,RU,0,1736.0
2018,NUTS,2010,RU,0,1234.0
2019,NUTS,2010,RU,0,1522.0
1981,NUTS,2010,SE,0,71.0
1983,NUTS,2010,SE,0,71.0
1985,NUTS,2010,SE,0,70.0
1987,NUTS,2010,SE,0,74.0
1989,NUTS,2010,SE,0,67.0
1991,NUTS,2010,SE,0,35.0
1999,NUTS,2010,SE,0,52.0
2003,NUTS,2010,SE,0,350.0
2004,NUTS,2010,SE,0,350.0
2005,NUTS,2010,SE,0,250.0
2006,NUTS,2010,SE,0,248.0
2007,NUTS,2010,SE,0,66.0
2008,NUTS,2010,SE,0,176.0
2009,NUTS,2010,SE,0,91.0
2010,NUTS,2010,SE,0,21.0
2011,NUTS,2010,SE,0,194.0
2012,NUTS,2010,SE,0,220.0
2013,NUTS,2010,SE,0,266.0
2014,NUTS,2010,SE,0,290.0
2015,NUTS,2010,SE,0,130.0
2016,NUTS,2010,SE,0,157.0
2018,NUTS,2010,SE,0,55.0
1993,NUTS,2010,SI,0,74.0
1994,NUTS,2010,SI,0,113.0
1995,NUTS,2010,SI,0,134.0
1996,NUTS,2010,SI,0,126.0
1997,NUTS,2010,SI,0,112.0
1998,NUTS,2010,SI,0,96.0
1999,NUTS,2010,SI,0,71.0
2000,NUTS,2010,SI,0,121.0
2001,NUTS,2010,SI,0,157.0
2002,NUTS,2010,SI,0,163.0
2003,NUTS,2010,SI,0,37.0
2004,NUTS,2010,SI,0,45.0
2005,NUTS,2010,SI,0,31.0
2006,NUTS,2010,SI,0,28.0
2007,NUTS,2010,SI,0,24.0
2008,NUTS,2010,SI,0,23.0
2009,NUTS,2010,SI,0,19.0
2010,NUTS,2010,SI,0,16.0
2011,NUTS,2010,SI,0,16.0
2012,NUTS,2010,SI,0,18.0
2013,NUTS,2010,SI,0,17.0
2014,NUTS,2010,SI,0,13.0
2015,NUTS,2010,SI,0,11.0
2016,NUTS,2010,SI,0,12.0
2017,NUTS,2010,SI,0,23.0
2018,NUTS,2010,SI,0,33.0
2019,NUTS,2010,SI,0,69.0
2020,NUTS,2010,SI,0,82.0
1993,NUTS,2010,SI0,1,74.0
1994,NUTS,2010,SI0,1,113.0
1995,NUTS,2010,SI0,1,134.0
1996,NUTS,2010,SI0,1,126.0
1997,NUTS,2010,SI0,1,112.0
1998,NUTS,2010,SI0,1,96.0
1999,NUTS,2010,SI0,1,71.0
2000,NUTS,2010,SI0,1,121.0
2001,NUTS,2010,SI0,1,157.0
2002,NUTS,2010,SI0,1,163.0
2003,NUTS,2010,SI0,1,37.0
2004,NUTS,2010,SI0,1,45.0
2005,NUTS,2010,SI0,1,31.0
2006,NUTS,2010,SI0,1,28.0
2007,NUTS,2010,SI0,1,24.0
2008,NUTS,2010,SI0,1,23.0
2009,NUTS,2010,SI0,1,19.0
2010,NUTS,2010,SI0,1,16.0
2011,NUTS,2010,SI0,1,16.0
2012,NUTS,2010,SI0,1,18.0
2013,NUTS,2010,SI0,1,17.0
2014,NUTS,2010,SI0,1,13.0
2015,NUTS,2010,SI0,1,11.0
2016,NUTS,2010,SI0,1,12.0
2017,NUTS,2010,SI0,1,23.0
2018,NUTS,2010,SI0,1,33.0
2019,NUTS,2010,SI0,1,69.0
2013,NUTS,2010,SI03,2,6.0
2014,NUTS,2010,SI03,2,5.0
2015,NUTS,2010,SI03,2,4.0
2016,NUTS,2010,SI03,2,4.0
2017,NUTS,2010,SI03,2,1.0
2018,NUTS,2010,SI03,2,2.0
2019,NUTS,2010,SI03,2,6.0
2013,NUTS,2010,SI04,2,10.0
2014,NUTS,2010,SI04,2,8.0
2015,NUTS,2010,SI04,2,8.0
2016,NUTS,2010,SI04,2,9.0
2017,NUTS,2010,SI04,2,22.0
2018,NUTS,2010,SI04,2,31.0
2019,NUTS,2010,SI04,2,63.0
2002,NUTS,2010,SK,0,3.0
2003,NUTS,2010,SK,0,4.0
2004,NUTS,2010,SK,0,49.0
2005,NUTS,2010,SK,0,14.0
2006,NUTS,2010,SK,0,12.0
2007,NUTS,2010,SK,0,12.0
2008,NUTS,2010,SK,0,13.0
2009,NUTS,2010,SK,0,8.0
2010,NUTS,2010,SK,0,53.0
2011,NUTS,2010,SK,0,37.0
2012,NUTS,2010,SK,0,40.0
2013,NUTS,2010,SK,0,31.0
2014,NUTS,2010,SK,0,15.0
2015,NUTS,2010,SK,0,24.0
2016,NUTS,2010,SK,0,62.0
2017,NUTS,2010,SK,0,70.0
2018,NUTS,2010,SK,0,52.0
2019,NUTS,2010,SK,0,7.0
2020,NUTS,2010,SK,0,9.0
2000,NUTS,2010,SK01,2,0.0
2001,NUTS,2010,SK01,2,0.0
2002,NUTS,2010,SK01,2,0.0
2003,NUTS,2010,SK01,2,0.0
2004,NUTS,2010,SK01,2,4.0
2005,NUTS,2010,SK01,2,2.0
2008,NUTS,2010,SK01,2,2.0
2009,NUTS,2010,SK01,2,3.0
2010,NUTS,2010,SK01,2,18.0
2011,NUTS,2010,SK01,2,11.0
2012,NUTS,2010,SK01,2,7.0
2013,NUTS,2010,SK01,2,9.0
2014,NUTS,2010,SK01,2,4.0
2015,NUTS,2010,SK01,2,14.0
2016,NUTS,2010,SK01,2,18.0
2017,NUTS,2010,SK01,2,27.0
2018,NUTS,2010,SK01,2,16.0
2019,NUTS,2010,SK01,2,5.0
2020,NUTS,2010,SK01,2,5.0
2000,NUTS,2010,SK02,2,0.0
2001,NUTS,2010,SK02,2,0.0
2002,NUTS,2010,SK02,2,1.0
2003,NUTS,2010,SK02,2,1.0
2004,NUTS,2010,SK02,2,3.0
2005,NUTS,2010,SK02,2,2.0
2007,NUTS,2010,SK02,2,2.0
2008,NUTS,2010,SK02,2,2.0
2009,NUTS,2010,SK02,2,1.0
2010,NUTS,2010,SK02,2,2.0
2011,NUTS,2010,SK02,2,3.0
2012,NUTS,2010,SK02,2,2.0
2013,NUTS,2010,SK02,2,13.0
2014,NUTS,2010,SK02,2,9.0
2015,NUTS,2010,SK02,2,6.0
2016,NUTS,2010,SK02,2,30.0
2017,NUTS,2010,SK02,2,29.0
2018,NUTS,2010,SK02,2,25.0
2019,NUTS,2010,SK02,2,0.0
2020,NUTS,2010,SK02,2,3.0
2000,NUTS,2010,SK03,2,0.0
2001,NUTS,2010,SK03,2,0.0
2002,NUTS,2010,SK03,2,0.0
2003,NUTS,2010,SK03,2,0.0
2004,NUTS,2010,SK03,2,34.0
2005,NUTS,2010,SK03,2,2.0
2008,NUTS,2010,SK03,2,2.0
2009,NUTS,2010,SK03,2,1.0
2010,NUTS,2010,SK03,2,8.0
2011,NUTS,2010,SK03,2,4.0
2012,NUTS,2010,SK03,2,9.0
2013,NUTS,2010,SK03,2,8.0
2014,NUTS,2010,SK03,2,1.0
2015,NUTS,2010,SK03,2,2.0
2016,NUTS,2010,SK03,2,9.0
2017,NUTS,2010,SK03,2,7.0
2018,NUTS,2010,SK03,2,6.0
2019,NUTS,2010,SK03,2,2.0
2020,NUTS,2010,SK03,2,2.0
2000,NUTS,2010,SK04,2,0.0
2001,NUTS,2010,SK04,2,0.0
2002,NUTS,2010,SK04,2,2.0
2003,NUTS,2010,SK04,2,3.0
2004,NUTS,2010,SK04,2,8.0
2005,NUTS,2010,SK04,2,8.0
2006,NUTS,2010,SK04,2,8.0
2007,NUTS,2010,SK04,2,8.0
2008,NUTS,2010,SK04,2,7.0
2009,NUTS,2010,SK04,2,3.0
2010,NUTS,2010,SK04,2,25.0
2011,NUTS,2010,SK04,2,20.0
2012,NUTS,2010,SK04,2,21.0
2013,NUTS,2010,SK04,2,2.0
2014,NUTS,2010,SK04,2,2.0
