year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_p_mhab_cte
1990,NUTS,2010,AT,0,2.725
1991,NUTS,2010,AT,0,1.384
1992,NUTS,2010,AT,0,1.164
1993,NUTS,2010,AT,0,1.459
1994,NUTS,2010,AT,0,3.405
1995,NUTS,2010,AT,0,3.745
1996,NUTS,2010,AT,0,3.693
1997,NUTS,2010,AT,0,3.725
1998,NUTS,2010,AT,0,5.31
1999,NUTS,2010,AT,0,6.761
2000,NUTS,2010,AT,0,5.006
2001,NUTS,2010,AT,0,6.623
2002,NUTS,2010,AT,0,12.408
2003,NUTS,2010,AT,0,11.296
2004,NUTS,2010,AT,0,7.285
2005,NUTS,2010,AT,0,12.074
2006,NUTS,2010,AT,0,14.219
2007,NUTS,2010,AT,0,13.455
2008,NUTS,2010,AT,0,5.823
2009,NUTS,2010,AT,0,5.095
2010,NUTS,2010,AT,0,5.001
2011,NUTS,2010,AT,0,6.462
2012,NUTS,2010,AT,0,5.733
2000,NUTS,2010,AT1,1,8.697
2001,NUTS,2010,AT1,1,11.691
2002,NUTS,2010,AT1,1,20.354
2003,NUTS,2010,AT1,1,20.11
2004,NUTS,2010,AT1,1,14.612
2005,NUTS,2010,AT1,1,23.322
2006,NUTS,2010,AT1,1,26.301
2007,NUTS,2010,AT1,1,22.633
2008,NUTS,2010,AT1,1,8.921
2009,NUTS,2010,AT1,1,4.17
2010,NUTS,2010,AT1,1,5.383
2011,NUTS,2010,AT1,1,9.069
2012,NUTS,2010,AT1,1,6.85
2000,NUTS,2010,AT11,2,0.905
2002,NUTS,2010,AT11,2,0.904
2004,NUTS,2010,AT11,2,4.516
2005,NUTS,2010,AT11,2,1.798
2006,NUTS,2010,AT11,2,0.466
2007,NUTS,2010,AT11,2,2.964
2009,NUTS,2010,AT11,2,3.819
2010,NUTS,2010,AT11,2,3.349
2011,NUTS,2010,AT11,2,2.354
2004,NUTS,2010,AT111,3,26.567
2002,NUTS,2010,AT112,3,1.772
2004,NUTS,2010,AT112,3,1.761
2005,NUTS,2010,AT112,3,3.494
2006,NUTS,2010,AT112,3,0.901
2007,NUTS,2010,AT112,3,3.445
2009,NUTS,2010,AT112,3,7.315
2010,NUTS,2010,AT112,3,5.048
2007,NUTS,2010,AT113,3,3.386
2010,NUTS,2010,AT113,3,2.049
2011,NUTS,2010,AT113,3,6.868
2000,NUTS,2010,AT12,2,5.211
2001,NUTS,2010,AT12,2,8.659
2002,NUTS,2010,AT12,2,10.96
2003,NUTS,2010,AT12,2,7.216
2004,NUTS,2010,AT12,2,4.604
2005,NUTS,2010,AT12,2,11.205
2006,NUTS,2010,AT12,2,8.143
2007,NUTS,2010,AT12,2,6.547
2008,NUTS,2010,AT12,2,3.591
2009,NUTS,2010,AT12,2,3.481
2010,NUTS,2010,AT12,2,3.842
2011,NUTS,2010,AT12,2,5.02
2012,NUTS,2010,AT12,2,6.349
2001,NUTS,2010,AT121,3,1.39
2003,NUTS,2010,AT121,3,4.211
2005,NUTS,2010,AT121,3,0.586
2006,NUTS,2010,AT121,3,6.245
2007,NUTS,2010,AT121,3,1.704
2009,NUTS,2010,AT121,3,7.248
2001,NUTS,2010,AT122,3,2.733
2002,NUTS,2010,AT122,3,6.093
2003,NUTS,2010,AT122,3,2.026
2004,NUTS,2010,AT122,3,10.401
2005,NUTS,2010,AT122,3,16.708
2007,NUTS,2010,AT122,3,3.976
2010,NUTS,2010,AT122,3,4.953
2011,NUTS,2010,AT122,3,3.958
2012,NUTS,2010,AT122,3,5.927
2001,NUTS,2010,AT123,3,3.527
2002,NUTS,2010,AT123,3,2.318
2005,NUTS,2010,AT123,3,6.334
2006,NUTS,2010,AT123,3,2.255
2008,NUTS,2010,AT123,3,3.393
2001,NUTS,2010,AT124,3,20.841
2002,NUTS,2010,AT124,3,4.835
2003,NUTS,2010,AT124,3,4.487
2005,NUTS,2010,AT124,3,3.556
2006,NUTS,2010,AT124,3,6.754
2008,NUTS,2010,AT124,3,5.654
2002,NUTS,2010,AT125,3,3.406
2003,NUTS,2010,AT125,3,8.113
2004,NUTS,2010,AT125,3,5.44
2005,NUTS,2010,AT125,3,16.86
2006,NUTS,2010,AT125,3,2.67
2007,NUTS,2010,AT125,3,2.345
2008,NUTS,2010,AT125,3,3.232
2010,NUTS,2010,AT125,3,6.707
2011,NUTS,2010,AT125,3,10.767
2001,NUTS,2010,AT126,3,18.125
2002,NUTS,2010,AT126,3,20.399
2003,NUTS,2010,AT126,3,12.786
2004,NUTS,2010,AT126,3,7.668
2005,NUTS,2010,AT126,3,14.166
2006,NUTS,2010,AT126,3,13.176
2007,NUTS,2010,AT126,3,9.613
2008,NUTS,2010,AT126,3,6.709
2009,NUTS,2010,AT126,3,9.944
2010,NUTS,2010,AT126,3,3.294
2011,NUTS,2010,AT126,3,11.991
2012,NUTS,2010,AT126,3,17.034
2001,NUTS,2010,AT127,3,7.434
2002,NUTS,2010,AT127,3,26.994
2003,NUTS,2010,AT127,3,13.851
2004,NUTS,2010,AT127,3,5.856
2005,NUTS,2010,AT127,3,17.891
2006,NUTS,2010,AT127,3,17.543
2007,NUTS,2010,AT127,3,18.942
2008,NUTS,2010,AT127,3,5.055
2009,NUTS,2010,AT127,3,2.634
2010,NUTS,2010,AT127,3,9.718
2011,NUTS,2010,AT127,3,6.53
2012,NUTS,2010,AT127,3,10.905
2000,NUTS,2010,AT13,2,13.542
2001,NUTS,2010,AT13,2,16.764
2002,NUTS,2010,AT13,2,33.015
2003,NUTS,2010,AT13,2,36.143
2004,NUTS,2010,AT13,2,26.031
2005,NUTS,2010,AT13,2,38.632
2006,NUTS,2010,AT13,2,48.032
2007,NUTS,2010,AT13,2,41.33
2008,NUTS,2010,AT13,2,15.51
2009,NUTS,2010,AT13,2,4.881
2010,NUTS,2010,AT13,2,7.189
2011,NUTS,2010,AT13,2,14.018
2012,NUTS,2010,AT13,2,8.462
2000,NUTS,2010,AT130,3,13.542
2001,NUTS,2010,AT130,3,16.764
2002,NUTS,2010,AT130,3,33.015
2003,NUTS,2010,AT130,3,36.143
2004,NUTS,2010,AT130,3,26.031
2005,NUTS,2010,AT130,3,38.632
2006,NUTS,2010,AT130,3,48.032
2007,NUTS,2010,AT130,3,41.33
2008,NUTS,2010,AT130,3,15.51
2009,NUTS,2010,AT130,3,4.881
2010,NUTS,2010,AT130,3,7.189
2011,NUTS,2010,AT130,3,14.018
2012,NUTS,2010,AT130,3,8.462
2000,NUTS,2010,AT2,1,2.053
2001,NUTS,2010,AT2,1,4.064
2002,NUTS,2010,AT2,1,10.4
2003,NUTS,2010,AT2,1,2.62
2004,NUTS,2010,AT2,1,3.228
2005,NUTS,2010,AT2,1,3.321
2006,NUTS,2010,AT2,1,3.454
2007,NUTS,2010,AT2,1,6.431
2008,NUTS,2010,AT2,1,2.949
2009,NUTS,2010,AT2,1,2.834
2010,NUTS,2010,AT2,1,2.155
2011,NUTS,2010,AT2,1,2.24
2012,NUTS,2010,AT2,1,3.921
2000,NUTS,2010,AT21,2,1.783
2001,NUTS,2010,AT21,2,0.894
2002,NUTS,2010,AT21,2,12.68
2003,NUTS,2010,AT21,2,1.343
2004,NUTS,2010,AT21,2,2.957
2005,NUTS,2010,AT21,2,6.62
2006,NUTS,2010,AT21,2,1.788
2007,NUTS,2010,AT21,2,8.581
2009,NUTS,2010,AT21,2,5.362
2010,NUTS,2010,AT21,2,0.591
2011,NUTS,2010,AT21,2,1.653
2012,NUTS,2010,AT21,2,1.349
2001,NUTS,2010,AT211,3,1.86
2002,NUTS,2010,AT211,3,25.407
2003,NUTS,2010,AT211,3,2.782
2004,NUTS,2010,AT211,3,5.374
2005,NUTS,2010,AT211,3,9.221
2006,NUTS,2010,AT211,3,3.671
2007,NUTS,2010,AT211,3,16.5
2009,NUTS,2010,AT211,3,10.89
2010,NUTS,2010,AT211,3,1.197
2011,NUTS,2010,AT211,3,3.333
2012,NUTS,2010,AT211,3,2.708
2004,NUTS,2010,AT212,3,1.528
2005,NUTS,2010,AT212,3,9.171
2007,NUTS,2010,AT212,3,2.232
2002,NUTS,2010,AT213,3,1.576
2000,NUTS,2010,AT22,2,2.181
2001,NUTS,2010,AT22,2,5.565
2002,NUTS,2010,AT22,2,9.326
2003,NUTS,2010,AT22,2,3.22
2004,NUTS,2010,AT22,2,3.355
2005,NUTS,2010,AT22,2,1.78
2006,NUTS,2010,AT22,2,4.23
2007,NUTS,2010,AT22,2,5.43
2008,NUTS,2010,AT22,2,4.32
2009,NUTS,2010,AT22,2,1.66
2010,NUTS,2010,AT22,2,2.88
2011,NUTS,2010,AT22,2,2.511
2012,NUTS,2010,AT22,2,5.105
2001,NUTS,2010,AT221,3,12.069
2002,NUTS,2010,AT221,3,18.729
2003,NUTS,2010,AT221,3,9.041
2004,NUTS,2010,AT221,3,6.532
2005,NUTS,2010,AT221,3,3.709
2006,NUTS,2010,AT221,3,9.362
2007,NUTS,2010,AT221,3,13.276
2008,NUTS,2010,AT221,3,8.202
2009,NUTS,2010,AT221,3,2.541
2010,NUTS,2010,AT221,3,4.106
2011,NUTS,2010,AT221,3,7.053
2012,NUTS,2010,AT221,3,13.984
2001,NUTS,2010,AT223,3,1.133
2007,NUTS,2010,AT223,3,2.351
2010,NUTS,2010,AT223,3,4.801
2001,NUTS,2010,AT224,3,1.867
2003,NUTS,2010,AT224,3,0.933
2004,NUTS,2010,AT224,3,1.865
2005,NUTS,2010,AT224,3,1.23
2006,NUTS,2010,AT224,3,3.726
2008,NUTS,2010,AT224,3,1.865
2010,NUTS,2010,AT224,3,3.107
2011,NUTS,2010,AT224,3,0.75
2012,NUTS,2010,AT224,3,1.875
2001,NUTS,2010,AT225,3,8.308
2002,NUTS,2010,AT225,3,22.364
2003,NUTS,2010,AT225,3,1.315
2004,NUTS,2010,AT225,3,5.62
2005,NUTS,2010,AT225,3,2.097
2006,NUTS,2010,AT225,3,2.62
2007,NUTS,2010,AT225,3,5.245
2008,NUTS,2010,AT225,3,7.872
2009,NUTS,2010,AT225,3,5.249
2010,NUTS,2010,AT225,3,1.051
2000,NUTS,2010,AT3,1,2.329
2001,NUTS,2010,AT3,1,2.286
2002,NUTS,2010,AT3,1,3.804
2003,NUTS,2010,AT3,1,5.597
2004,NUTS,2010,AT3,1,1.13
2005,NUTS,2010,AT3,1,4.056
2006,NUTS,2010,AT3,1,6.177
2007,NUTS,2010,AT3,1,6.76
2008,NUTS,2010,AT3,1,3.847
2009,NUTS,2010,AT3,1,7.521
2010,NUTS,2010,AT3,1,6.048
2011,NUTS,2010,AT3,1,5.824
2012,NUTS,2010,AT3,1,4.957
2001,NUTS,2010,AT31,2,2.367
2002,NUTS,2010,AT31,2,2.961
2003,NUTS,2010,AT31,2,2.835
2004,NUTS,2010,AT31,2,0.238
2005,NUTS,2010,AT31,2,3.133
2006,NUTS,2010,AT31,2,3.571
2007,NUTS,2010,AT31,2,2.016
2008,NUTS,2010,AT31,2,1.067
2009,NUTS,2010,AT31,2,5.175
2010,NUTS,2010,AT31,2,0.71
2011,NUTS,2010,AT31,2,2.78
2012,NUTS,2010,AT31,2,2.596
2003,NUTS,2010,AT311,3,5.794
2006,NUTS,2010,AT311,3,3.646
2007,NUTS,2010,AT311,3,3.644
2011,NUTS,2010,AT311,3,4.545
2001,NUTS,2010,AT312,3,4.779
2002,NUTS,2010,AT312,3,2.534
2003,NUTS,2010,AT312,3,4.407
2004,NUTS,2010,AT312,3,0.62
2005,NUTS,2010,AT312,3,4.343
2006,NUTS,2010,AT312,3,2.778
2007,NUTS,2010,AT312,3,0.921
2008,NUTS,2010,AT312,3,2.754
2009,NUTS,2010,AT312,3,9.056
2011,NUTS,2010,AT312,3,4.242
2012,NUTS,2010,AT312,3,5.578
2001,NUTS,2010,AT313,3,1.243
2002,NUTS,2010,AT313,3,3.71
2005,NUTS,2010,AT313,3,1.229
2006,NUTS,2010,AT313,3,2.454
2007,NUTS,2010,AT313,3,4.903
2009,NUTS,2010,AT313,3,6.512
2011,NUTS,2010,AT313,3,1.618
2001,NUTS,2010,AT314,3,3.291
2002,NUTS,2010,AT315,3,8.847
2005,NUTS,2010,AT315,3,7.81
2006,NUTS,2010,AT315,3,8.735
2007,NUTS,2010,AT315,3,1.44
2009,NUTS,2010,AT315,3,4.358
2010,NUTS,2010,AT315,3,4.361
2012,NUTS,2010,AT315,3,2.524
2000,NUTS,2010,AT32,2,8.774
2001,NUTS,2010,AT32,2,1.942
2003,NUTS,2010,AT32,2,12.242
2005,NUTS,2010,AT32,2,6.375
2006,NUTS,2010,AT32,2,12.859
2007,NUTS,2010,AT32,2,8.554
2009,NUTS,2010,AT32,2,9.493
2010,NUTS,2010,AT32,2,1.899
2011,NUTS,2010,AT32,2,4.262
2012,NUTS,2010,AT32,2,0.623
2006,NUTS,2010,AT321,3,59.304
2005,NUTS,2010,AT322,3,3.07
2006,NUTS,2010,AT322,3,6.125
2001,NUTS,2010,AT323,3,3.015
2003,NUTS,2010,AT323,3,18.954
2005,NUTS,2010,AT323,3,8.364
2006,NUTS,2010,AT323,3,13.213
2007,NUTS,2010,AT323,3,13.157
2009,NUTS,2010,AT323,3,14.563
2010,NUTS,2010,AT323,3,2.911
2011,NUTS,2010,AT323,3,6.528
2012,NUTS,2010,AT323,3,0.953
2000,NUTS,2010,AT33,2,3.371
2001,NUTS,2010,AT33,2,2.83
2002,NUTS,2010,AT33,2,7.696
2003,NUTS,2010,AT33,2,6.373
2005,NUTS,2010,AT33,2,4.833
2006,NUTS,2010,AT33,2,6.237
2007,NUTS,2010,AT33,2,14.184
2008,NUTS,2010,AT33,2,5.718
2009,NUTS,2010,AT33,2,13.253
2010,NUTS,2010,AT33,2,8.799
2011,NUTS,2010,AT33,2,11.547
2012,NUTS,2010,AT33,2,11.945
2001,NUTS,2010,AT332,3,5.25
2002,NUTS,2010,AT332,3,15.651
2003,NUTS,2010,AT332,3,16.072
2005,NUTS,2010,AT332,3,1.205
2006,NUTS,2010,AT332,3,15.654
2007,NUTS,2010,AT332,3,22.729
2008,NUTS,2010,AT332,3,14.311
2009,NUTS,2010,AT332,3,22.454
2010,NUTS,2010,AT332,3,19.87
2011,NUTS,2010,AT332,3,28.118
2012,NUTS,2010,AT332,3,29.629
2001,NUTS,2010,AT335,3,2.202
2002,NUTS,2010,AT335,3,4.374
2005,NUTS,2010,AT335,3,12.826
2007,NUTS,2010,AT335,3,15.03
2009,NUTS,2010,AT335,3,12.548
2010,NUTS,2010,AT335,3,2.42
2011,NUTS,2010,AT335,3,0.706
2001,NUTS,2010,AT34,2,1.428
2002,NUTS,2010,AT34,2,5.19
2003,NUTS,2010,AT34,2,5.161
2004,NUTS,2010,AT34,2,8.402
2005,NUTS,2010,AT34,2,2.777
2006,NUTS,2010,AT34,2,6.425
2007,NUTS,2010,AT34,2,8.236
2008,NUTS,2010,AT34,2,16.494
2009,NUTS,2010,AT34,2,2.724
2010,NUTS,2010,AT34,2,27.147
2011,NUTS,2010,AT34,2,8.719
2012,NUTS,2010,AT34,2,6.74
2001,NUTS,2010,AT341,3,2.89
2007,NUTS,2010,AT341,3,16.906
2010,NUTS,2010,AT341,3,22.666
2011,NUTS,2010,AT341,3,9.445
2012,NUTS,2010,AT341,3,5.691
2001,NUTS,2010,AT342,3,0.948
2002,NUTS,2010,AT342,3,6.895
2003,NUTS,2010,AT342,3,6.848
2004,NUTS,2010,AT342,3,11.143
2005,NUTS,2010,AT342,3,3.681
2006,NUTS,2010,AT342,3,8.508
2007,NUTS,2010,AT342,3,5.444
2008,NUTS,2010,AT342,3,21.75
2009,NUTS,2010,AT342,3,3.588
2010,NUTS,2010,AT342,3,28.558
2011,NUTS,2010,AT342,3,8.492
2012,NUTS,2010,AT342,3,7.066
1990,NUTS,2010,BE,0,2.798
1991,NUTS,2010,BE,0,3.705
1992,NUTS,2010,BE,0,3.509
1993,NUTS,2010,BE,0,5.753
1994,NUTS,2010,BE,0,4.594
1995,NUTS,2010,BE,0,7.905
1996,NUTS,2010,BE,0,4.377
1997,NUTS,2010,BE,0,6.838
1998,NUTS,2010,BE,0,5.952
1999,NUTS,2010,BE,0,9.588
2000,NUTS,2010,BE,0,9.226
2001,NUTS,2010,BE,0,9.08
2002,NUTS,2010,BE,0,13.363
2003,NUTS,2010,BE,0,8.842
2004,NUTS,2010,BE,0,12.475
2005,NUTS,2010,BE,0,11.719
2006,NUTS,2010,BE,0,9.631
2007,NUTS,2010,BE,0,11.372
2008,NUTS,2010,BE,0,12.002
2009,NUTS,2010,BE,0,8.825
2010,NUTS,2010,BE,0,8.437
2011,NUTS,2010,BE,0,11.078
2012,NUTS,2010,BE,0,11.674
2000,NUTS,2010,BE1,1,11.446
2001,NUTS,2010,BE1,1,10.628
2002,NUTS,2010,BE1,1,12.214
2003,NUTS,2010,BE1,1,6.703
2004,NUTS,2010,BE1,1,20.402
2005,NUTS,2010,BE1,1,16.072
2006,NUTS,2010,BE1,1,2.896
2007,NUTS,2010,BE1,1,9.494
2008,NUTS,2010,BE1,1,10.472
2009,NUTS,2010,BE1,1,14.384
2010,NUTS,2010,BE1,1,8.618
2011,NUTS,2010,BE1,1,10.539
2012,NUTS,2010,BE1,1,9.16
2000,NUTS,2010,BE10,2,11.446
2001,NUTS,2010,BE10,2,10.628
2002,NUTS,2010,BE10,2,12.214
2003,NUTS,2010,BE10,2,6.703
2004,NUTS,2010,BE10,2,20.402
2005,NUTS,2010,BE10,2,16.072
2006,NUTS,2010,BE10,2,2.896
2007,NUTS,2010,BE10,2,9.494
2008,NUTS,2010,BE10,2,10.472
2009,NUTS,2010,BE10,2,14.384
2010,NUTS,2010,BE10,2,8.618
2011,NUTS,2010,BE10,2,10.539
2012,NUTS,2010,BE10,2,9.16
2000,NUTS,2010,BE100,3,11.446
2001,NUTS,2010,BE100,3,10.628
2002,NUTS,2010,BE100,3,12.214
2003,NUTS,2010,BE100,3,6.703
2004,NUTS,2010,BE100,3,20.402
2005,NUTS,2010,BE100,3,16.072
2006,NUTS,2010,BE100,3,2.896
2007,NUTS,2010,BE100,3,9.494
2008,NUTS,2010,BE100,3,10.472
2009,NUTS,2010,BE100,3,14.384
2010,NUTS,2010,BE100,3,8.618
2011,NUTS,2010,BE100,3,10.539
2012,NUTS,2010,BE100,3,9.16
2000,NUTS,2010,BE2,1,11.966
2001,NUTS,2010,BE2,1,13.055
2002,NUTS,2010,BE2,1,18.765
2003,NUTS,2010,BE2,1,13.023
2004,NUTS,2010,BE2,1,17.011
2005,NUTS,2010,BE2,1,16.036
2006,NUTS,2010,BE2,1,14.245
2007,NUTS,2010,BE2,1,17.13
2008,NUTS,2010,BE2,1,17.968
2009,NUTS,2010,BE2,1,11.991
2010,NUTS,2010,BE2,1,10.553
2011,NUTS,2010,BE2,1,14.912
2012,NUTS,2010,BE2,1,15.939
2000,NUTS,2010,BE21,2,21.576
2001,NUTS,2010,BE21,2,21.098
2002,NUTS,2010,BE21,2,37.52
2003,NUTS,2010,BE21,2,20.366
2004,NUTS,2010,BE21,2,25.281
2005,NUTS,2010,BE21,2,22.083
2006,NUTS,2010,BE21,2,24.608
2007,NUTS,2010,BE21,2,23.674
2008,NUTS,2010,BE21,2,33.391
2009,NUTS,2010,BE21,2,21.91
2010,NUTS,2010,BE21,2,16.036
2011,NUTS,2010,BE21,2,23.882
2012,NUTS,2010,BE21,2,30.111
2000,NUTS,2010,BE211,3,28.57
2001,NUTS,2010,BE211,3,24.432
2002,NUTS,2010,BE211,3,54.138
2003,NUTS,2010,BE211,3,26.364
2004,NUTS,2010,BE211,3,33.611
2005,NUTS,2010,BE211,3,28.508
2006,NUTS,2010,BE211,3,25.495
2007,NUTS,2010,BE211,3,25.574
2008,NUTS,2010,BE211,3,33.324
2009,NUTS,2010,BE211,3,28.283
2010,NUTS,2010,BE211,3,15.02
2011,NUTS,2010,BE211,3,26.07
2012,NUTS,2010,BE211,3,42.432
2000,NUTS,2010,BE212,3,10.894
2001,NUTS,2010,BE212,3,21.964
2002,NUTS,2010,BE212,3,14.41
2003,NUTS,2010,BE212,3,13.866
2004,NUTS,2010,BE212,3,16.459
2005,NUTS,2010,BE212,3,9.567
2006,NUTS,2010,BE212,3,27.94
2007,NUTS,2010,BE212,3,31.56
2008,NUTS,2010,BE212,3,39.924
2009,NUTS,2010,BE212,3,23.836
2010,NUTS,2010,BE212,3,22.047
2011,NUTS,2010,BE212,3,33.148
2012,NUTS,2010,BE212,3,10.087
2000,NUTS,2010,BE213,3,13.54
2001,NUTS,2010,BE213,3,12.829
2002,NUTS,2010,BE213,3,16.917
2003,NUTS,2010,BE213,3,11.535
2004,NUTS,2010,BE213,3,12.874
2005,NUTS,2010,BE213,3,16.806
2006,NUTS,2010,BE213,3,20.092
2007,NUTS,2010,BE213,3,13.468
2008,NUTS,2010,BE213,3,28.663
2009,NUTS,2010,BE213,3,6.068
2010,NUTS,2010,BE213,3,13.855
2011,NUTS,2010,BE213,3,11.991
2012,NUTS,2010,BE213,3,16.78
2000,NUTS,2010,BE22,2,2.945
2001,NUTS,2010,BE22,2,3.057
2002,NUTS,2010,BE22,2,2.605
2003,NUTS,2010,BE22,2,3.738
2004,NUTS,2010,BE22,2,2.172
2005,NUTS,2010,BE22,2,4.469
2006,NUTS,2010,BE22,2,8.077
2007,NUTS,2010,BE22,2,7.107
2008,NUTS,2010,BE22,2,2.818
2009,NUTS,2010,BE22,2,0.696
2010,NUTS,2010,BE22,2,3.578
2011,NUTS,2010,BE22,2,7.085
2012,NUTS,2010,BE22,2,6.842
2000,NUTS,2010,BE221,3,4.778
2001,NUTS,2010,BE221,3,3.719
2002,NUTS,2010,BE221,3,1.942
2003,NUTS,2010,BE221,3,6.873
2004,NUTS,2010,BE221,3,3.203
2005,NUTS,2010,BE221,3,8.791
2006,NUTS,2010,BE221,3,8.43
2007,NUTS,2010,BE221,3,7.11
2008,NUTS,2010,BE221,3,5.797
2009,NUTS,2010,BE221,3,0.814
2010,NUTS,2010,BE221,3,4.898
2011,NUTS,2010,BE221,3,10.099
2012,NUTS,2010,BE221,3,1.395
2001,NUTS,2010,BE222,3,4.541
2003,NUTS,2010,BE222,3,1.481
2004,NUTS,2010,BE222,3,2.233
2005,NUTS,2010,BE222,3,0.754
2009,NUTS,2010,BE222,3,1.081
2011,NUTS,2010,BE222,3,5.67
2012,NUTS,2010,BE222,3,21.201
2000,NUTS,2010,BE223,3,2.639
2002,NUTS,2010,BE223,3,6.974
2006,NUTS,2010,BE223,3,16.837
2007,NUTS,2010,BE223,3,15.449
2010,NUTS,2010,BE223,3,5.066
2011,NUTS,2010,BE223,3,2.508
2012,NUTS,2010,BE223,3,1.248
2000,NUTS,2010,BE23,2,10.414
2001,NUTS,2010,BE23,2,10.912
2002,NUTS,2010,BE23,2,13.588
2003,NUTS,2010,BE23,2,12.838
2004,NUTS,2010,BE23,2,19.349
2005,NUTS,2010,BE23,2,18.187
2006,NUTS,2010,BE23,2,13.638
2007,NUTS,2010,BE23,2,20.247
2008,NUTS,2010,BE23,2,15.953
2009,NUTS,2010,BE23,2,12.94
2010,NUTS,2010,BE23,2,8.608
2011,NUTS,2010,BE23,2,18.441
2012,NUTS,2010,BE23,2,13.555
2000,NUTS,2010,BE231,3,1.258
2001,NUTS,2010,BE231,3,0.762
2002,NUTS,2010,BE231,3,4.577
2003,NUTS,2010,BE231,3,0.952
2004,NUTS,2010,BE231,3,3.157
2005,NUTS,2010,BE231,3,4.547
2006,NUTS,2010,BE231,3,0.753
2007,NUTS,2010,BE231,3,9.354
2008,NUTS,2010,BE231,3,3.711
2009,NUTS,2010,BE231,3,3.794
2010,NUTS,2010,BE231,3,2.559
2011,NUTS,2010,BE231,3,12.925
2012,NUTS,2010,BE231,3,8.955
2000,NUTS,2010,BE232,3,9.116
2001,NUTS,2010,BE232,3,13.776
2002,NUTS,2010,BE232,3,13.53
2003,NUTS,2010,BE232,3,20.643
2004,NUTS,2010,BE232,3,13.346
2005,NUTS,2010,BE232,3,12.94
2006,NUTS,2010,BE232,3,7.253
2007,NUTS,2010,BE232,3,10.705
2008,NUTS,2010,BE232,3,11.611
2010,NUTS,2010,BE232,3,6.493
2011,NUTS,2010,BE232,3,24.445
2012,NUTS,2010,BE232,3,10.525
2005,NUTS,2010,BE233,3,3.138
2006,NUTS,2010,BE233,3,3.115
2012,NUTS,2010,BE233,3,3.005
2000,NUTS,2010,BE234,3,17.119
2001,NUTS,2010,BE234,3,16.754
2002,NUTS,2010,BE234,3,22.742
2003,NUTS,2010,BE234,3,17.113
2004,NUTS,2010,BE234,3,30.269
2005,NUTS,2010,BE234,3,25.689
2006,NUTS,2010,BE234,3,20.57
2007,NUTS,2010,BE234,3,26.698
2008,NUTS,2010,BE234,3,21.68
2009,NUTS,2010,BE234,3,24.876
2010,NUTS,2010,BE234,3,11.342
2011,NUTS,2010,BE234,3,26.758
2012,NUTS,2010,BE234,3,15.39
2001,NUTS,2010,BE235,3,21.855
2003,NUTS,2010,BE235,3,17.451
2004,NUTS,2010,BE235,3,22.474
2005,NUTS,2010,BE235,3,2.86
2006,NUTS,2010,BE235,3,10.078
2007,NUTS,2010,BE235,3,28.431
2008,NUTS,2010,BE235,3,16.257
2009,NUTS,2010,BE235,3,8.393
2010,NUTS,2010,BE235,3,1.667
2011,NUTS,2010,BE235,3,20.713
2012,NUTS,2010,BE235,3,4.118
2000,NUTS,2010,BE236,3,16.41
2001,NUTS,2010,BE236,3,5.75
2002,NUTS,2010,BE236,3,15.552
2003,NUTS,2010,BE236,3,12.93
2004,NUTS,2010,BE236,3,24.042
2005,NUTS,2010,BE236,3,34.64
2006,NUTS,2010,BE236,3,23.96
2007,NUTS,2010,BE236,3,29.231
2008,NUTS,2010,BE236,3,26.385
2009,NUTS,2010,BE236,3,14.337
2010,NUTS,2010,BE236,3,17.714
2011,NUTS,2010,BE236,3,6.589
2012,NUTS,2010,BE236,3,25.662
2000,NUTS,2010,BE24,2,12.22
2001,NUTS,2010,BE24,2,16.271
2002,NUTS,2010,BE24,2,21.646
2003,NUTS,2010,BE24,2,14.749
2004,NUTS,2010,BE24,2,15.447
2005,NUTS,2010,BE24,2,19.937
2006,NUTS,2010,BE24,2,8.993
2007,NUTS,2010,BE24,2,20.979
2008,NUTS,2010,BE24,2,19.798
2009,NUTS,2010,BE24,2,15.091
2010,NUTS,2010,BE24,2,13.483
2011,NUTS,2010,BE24,2,12.419
2012,NUTS,2010,BE24,2,14.801
2000,NUTS,2010,BE241,3,15.729
2001,NUTS,2010,BE241,3,16.567
2002,NUTS,2010,BE241,3,9.887
2003,NUTS,2010,BE241,3,16.491
2004,NUTS,2010,BE241,3,11.586
2005,NUTS,2010,BE241,3,18.142
2006,NUTS,2010,BE241,3,7.847
2007,NUTS,2010,BE241,3,26.326
2008,NUTS,2010,BE241,3,17.778
2009,NUTS,2010,BE241,3,14.777
2010,NUTS,2010,BE241,3,11.34
2011,NUTS,2010,BE241,3,9.911
2012,NUTS,2010,BE241,3,9.332
2000,NUTS,2010,BE242,3,7.93
2001,NUTS,2010,BE242,3,15.886
2002,NUTS,2010,BE242,3,36.065
2003,NUTS,2010,BE242,3,12.617
2004,NUTS,2010,BE242,3,20.189
2005,NUTS,2010,BE242,3,22.146
2006,NUTS,2010,BE242,3,10.403
2007,NUTS,2010,BE242,3,14.405
2008,NUTS,2010,BE242,3,22.278
2009,NUTS,2010,BE242,3,15.476
2010,NUTS,2010,BE242,3,16.092
2011,NUTS,2010,BE242,3,15.501
2012,NUTS,2010,BE242,3,21.535
2000,NUTS,2010,BE25,2,5.936
2001,NUTS,2010,BE25,2,8.071
2002,NUTS,2010,BE25,2,6.438
2003,NUTS,2010,BE25,2,7.496
2004,NUTS,2010,BE25,2,13.981
