year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_total_rse_fte_t
2015,NUTS,2010,DED2,2,9327.0
2017,NUTS,2010,DED2,2,10084.0
2019,NUTS,2010,DED2,2,10768.0
2011,NUTS,2010,DED4,2,4042.0
2013,NUTS,2010,DED4,2,6315.0
2015,NUTS,2010,DED4,2,4541.0
2017,NUTS,2010,DED4,2,4801.0
2019,NUTS,2010,DED4,2,5164.0
2011,NUTS,2010,DED5,2,3268.0
2013,NUTS,2010,DED5,2,3359.0
2015,NUTS,2010,DED5,2,3703.0
2017,NUTS,2010,DED5,2,4101.0
2019,NUTS,2010,DED5,2,4328.0
2011,NUTS,2010,DEE,1,4255.0
2013,NUTS,2010,DEE,1,4575.0
2015,NUTS,2010,DEE,1,4279.0
2017,NUTS,2010,DEE,1,4492.0
2019,NUTS,2010,DEE,1,4852.0
2011,NUTS,2010,DEE0,2,4255.0
2013,NUTS,2010,DEE0,2,4575.0
2015,NUTS,2010,DEE0,2,4279.0
2017,NUTS,2010,DEE0,2,4492.0
2019,NUTS,2010,DEE0,2,4852.0
2011,NUTS,2010,DEF,1,5496.0
2013,NUTS,2010,DEF,1,5739.0
2015,NUTS,2010,DEF,1,5767.0
2017,NUTS,2010,DEF,1,6351.0
2019,NUTS,2010,DEF,1,6503.0
2011,NUTS,2010,DEF0,2,5496.0
2013,NUTS,2010,DEF0,2,5739.0
2015,NUTS,2010,DEF0,2,5767.0
2017,NUTS,2010,DEF0,2,6351.0
2019,NUTS,2010,DEF0,2,6503.0
2011,NUTS,2010,DEG,1,6974.0
2013,NUTS,2010,DEG,1,6925.0
2015,NUTS,2010,DEG,1,6819.0
2017,NUTS,2010,DEG,1,7471.0
2019,NUTS,2010,DEG,1,8029.0
2011,NUTS,2010,DEG0,2,6974.0
2013,NUTS,2010,DEG0,2,6925.0
2015,NUTS,2010,DEG0,2,6819.0
2017,NUTS,2010,DEG0,2,7471.0
2019,NUTS,2010,DEG0,2,8029.0
2011,NUTS,2010,DEZ,1,11106.0
2013,NUTS,2010,DEZ,1,10909.0
2015,NUTS,2010,DEZ,1,12385.0
2017,NUTS,2010,DEZ,1,11346.0
2019,NUTS,2010,DEZ,1,10017.0
2011,NUTS,2010,DEZZ,2,11106.0
2013,NUTS,2010,DEZZ,2,10909.0
2015,NUTS,2010,DEZZ,2,12385.0
2017,NUTS,2010,DEZZ,2,11346.0
2019,NUTS,2010,DEZZ,2,10017.0
2011,NUTS,2010,DK,0,39181.0
2012,NUTS,2010,DK,0,40080.0
2013,NUTS,2010,DK,0,39968.0
2014,NUTS,2010,DK,0,41409.0
2015,NUTS,2010,DK,0,42826.0
2016,NUTS,2010,DK,0,44599.0
2017,NUTS,2010,DK,0,43966.0
2018,NUTS,2010,DK,0,43924.0
2019,NUTS,2010,DK,0,44671.0
2020,NUTS,2010,DK,0,44553.0
2011,NUTS,2010,DK0,1,37944.0
2012,NUTS,2010,DK0,1,40080.0
2013,NUTS,2010,DK0,1,40316.0
2014,NUTS,2010,DK0,1,41409.0
2015,NUTS,2010,DK0,1,42826.0
2016,NUTS,2010,DK0,1,44599.0
2017,NUTS,2010,DK0,1,43966.0
2018,NUTS,2010,DK0,1,43924.0
2019,NUTS,2010,DK0,1,44671.0
2011,NUTS,2010,DK01,2,23543.0
2012,NUTS,2010,DK01,2,24380.0
2013,NUTS,2010,DK01,2,24599.0
2014,NUTS,2010,DK01,2,24917.0
2015,NUTS,2010,DK01,2,25733.0
2016,NUTS,2010,DK01,2,26446.0
2017,NUTS,2010,DK01,2,27263.0
2019,NUTS,2010,DK01,2,26146.0
2011,NUTS,2010,DK02,2,1682.0
2012,NUTS,2010,DK02,2,1845.0
2013,NUTS,2010,DK02,2,1693.0
2014,NUTS,2010,DK02,2,1626.0
2015,NUTS,2010,DK02,2,1706.0
2016,NUTS,2010,DK02,2,1718.0
2017,NUTS,2010,DK02,2,1914.0
2019,NUTS,2010,DK02,2,1934.0
2011,NUTS,2010,DK03,2,4189.0
2012,NUTS,2010,DK03,2,4518.0
2013,NUTS,2010,DK03,2,4577.0
2014,NUTS,2010,DK03,2,5190.0
2015,NUTS,2010,DK03,2,5397.0
2016,NUTS,2010,DK03,2,5921.0
2017,NUTS,2010,DK03,2,4098.0
2019,NUTS,2010,DK03,2,4568.0
2011,NUTS,2010,DK04,2,6796.0
2012,NUTS,2010,DK04,2,7524.0
2013,NUTS,2010,DK04,2,7507.0
2014,NUTS,2010,DK04,2,7619.0
2015,NUTS,2010,DK04,2,8002.0
2016,NUTS,2010,DK04,2,8215.0
2017,NUTS,2010,DK04,2,7956.0
2019,NUTS,2010,DK04,2,9422.0
2011,NUTS,2010,DK05,2,1734.0
2012,NUTS,2010,DK05,2,1814.0
2013,NUTS,2010,DK05,2,1941.0
2014,NUTS,2010,DK05,2,2057.0
2015,NUTS,2010,DK05,2,1989.0
2016,NUTS,2010,DK05,2,2300.0
2017,NUTS,2010,DK05,2,2735.0
2019,NUTS,2010,DK05,2,2601.0
2011,NUTS,2010,EA19,2,1134900.0
2012,NUTS,2010,EA19,2,1182164.0
2013,NUTS,2010,EA19,2,1203815.0
2014,NUTS,2010,EA19,2,1212635.0
2015,NUTS,2010,EA19,2,1271674.0
2016,NUTS,2010,EA19,2,1305480.0
2017,NUTS,2010,EA19,2,1369843.0
2018,NUTS,2010,EA19,2,1428413.0
2019,NUTS,2010,EA19,2,1484016.0
2020,NUTS,2010,EA19,2,1512755.0
2011,NUTS,2010,EE,0,4511.0
2012,NUTS,2010,EE,0,4582.0
2013,NUTS,2010,EE,0,4407.0
2014,NUTS,2010,EE,0,4323.0
2015,NUTS,2010,EE,0,4187.0
2016,NUTS,2010,EE,0,4338.0
2017,NUTS,2010,EE,0,4674.0
2018,NUTS,2010,EE,0,4968.0
2019,NUTS,2010,EE,0,4995.0
2020,NUTS,2010,EE,0,5102.0
2011,NUTS,2010,EL,0,24674.0
2012,NUTS,2010,EL,0,24800.0
2013,NUTS,2010,EL,0,29228.0
2014,NUTS,2010,EL,0,29877.0
2015,NUTS,2010,EL,0,34708.0
2016,NUTS,2010,EL,0,29403.0
2017,NUTS,2010,EL,0,35000.0
2018,NUTS,2010,EL,0,36688.0
2019,NUTS,2010,EL,0,39077.0
2020,NUTS,2010,EL,0,41800.0
2011,NUTS,2010,EL3,1,11176.0
2013,NUTS,2010,EL3,1,13631.0
2015,NUTS,2010,EL3,1,17031.0
2017,NUTS,2010,EL3,1,17628.0
2019,NUTS,2010,EL3,1,19566.0
2011,NUTS,2010,EL30,2,11176.0
2013,NUTS,2010,EL30,2,13631.0
2015,NUTS,2010,EL30,2,17031.0
2017,NUTS,2010,EL30,2,17628.0
2019,NUTS,2010,EL30,2,19566.0
2011,NUTS,2010,EL4,1,3204.0
2013,NUTS,2010,EL4,1,3541.0
2015,NUTS,2010,EL4,1,3354.0
2017,NUTS,2010,EL4,1,3128.0
2019,NUTS,2010,EL4,1,3306.0
2011,NUTS,2010,EL41,2,410.0
2013,NUTS,2010,EL41,2,500.0
2015,NUTS,2010,EL41,2,567.0
2017,NUTS,2010,EL41,2,453.0
2019,NUTS,2010,EL41,2,472.0
2011,NUTS,2010,EL42,2,305.0
2013,NUTS,2010,EL42,2,323.0
2015,NUTS,2010,EL42,2,289.0
2017,NUTS,2010,EL42,2,288.0
2019,NUTS,2010,EL42,2,248.0
2011,NUTS,2010,EL43,2,2489.0
2013,NUTS,2010,EL43,2,2718.0
2015,NUTS,2010,EL43,2,2498.0
2017,NUTS,2010,EL43,2,2386.0
2019,NUTS,2010,EL43,2,2586.0
2011,NUTS,2010,EL5,1,6666.0
2013,NUTS,2010,EL5,1,7692.0
2015,NUTS,2010,EL5,1,8788.0
2017,NUTS,2010,EL5,1,8197.0
2019,NUTS,2010,EL5,1,9488.0
2011,NUTS,2010,EL51,2,945.0
2013,NUTS,2010,EL51,2,1338.0
2015,NUTS,2010,EL51,2,1126.0
2017,NUTS,2010,EL51,2,1195.0
2019,NUTS,2010,EL51,2,1290.0
2011,NUTS,2010,EL52,2,4560.0
2013,NUTS,2010,EL52,2,5189.0
2015,NUTS,2010,EL52,2,5958.0
2017,NUTS,2010,EL52,2,5521.0
2019,NUTS,2010,EL52,2,6500.0
2011,NUTS,2010,EL53,2,261.0
2013,NUTS,2010,EL53,2,308.0
2015,NUTS,2010,EL53,2,418.0
2017,NUTS,2010,EL53,2,428.0
2019,NUTS,2010,EL53,2,440.0
2011,NUTS,2010,EL54,2,900.0
2013,NUTS,2010,EL54,2,856.0
2015,NUTS,2010,EL54,2,1286.0
2017,NUTS,2010,EL54,2,1052.0
2019,NUTS,2010,EL54,2,1258.0
2011,NUTS,2010,EL6,1,3628.0
2013,NUTS,2010,EL6,1,4364.0
2015,NUTS,2010,EL6,1,5536.0
2017,NUTS,2010,EL6,1,6048.0
2019,NUTS,2010,EL6,1,6717.0
2011,NUTS,2010,EL61,2,1070.0
2013,NUTS,2010,EL61,2,1356.0
2015,NUTS,2010,EL61,2,1467.0
2017,NUTS,2010,EL61,2,1471.0
2019,NUTS,2010,EL61,2,1957.0
2011,NUTS,2010,EL62,2,70.0
2013,NUTS,2010,EL62,2,224.0
2015,NUTS,2010,EL62,2,719.0
2017,NUTS,2010,EL62,2,598.0
2019,NUTS,2010,EL62,2,610.0
2011,NUTS,2010,EL63,2,1747.0
2013,NUTS,2010,EL63,2,1735.0
2015,NUTS,2010,EL63,2,2021.0
2017,NUTS,2010,EL63,2,2926.0
2019,NUTS,2010,EL63,2,2865.0
2011,NUTS,2010,EL64,2,331.0
2013,NUTS,2010,EL64,2,508.0
2015,NUTS,2010,EL64,2,510.0
2017,NUTS,2010,EL64,2,554.0
2019,NUTS,2010,EL64,2,599.0
2011,NUTS,2010,EL65,2,411.0
2013,NUTS,2010,EL65,2,542.0
2015,NUTS,2010,EL65,2,820.0
2017,NUTS,2010,EL65,2,498.0
2019,NUTS,2010,EL65,2,686.0
2015,NUTS,2010,ELZ,1,0.0
2015,NUTS,2010,ELZZ,2,0.0
2011,NUTS,2010,ES,0,130235.0
2012,NUTS,2010,ES,0,126778.0
2013,NUTS,2010,ES,0,123225.0
2014,NUTS,2010,ES,0,122235.0
2015,NUTS,2010,ES,0,122437.0
2016,NUTS,2010,ES,0,126633.0
2017,NUTS,2010,ES,0,133213.0
2018,NUTS,2010,ES,0,140120.0
2019,NUTS,2010,ES,0,143974.0
2020,NUTS,2010,ES,0,145372.0
2011,NUTS,2010,ES1,1,9987.0
2012,NUTS,2010,ES1,1,8911.0
2013,NUTS,2010,ES1,1,8703.0
2014,NUTS,2010,ES1,1,8540.0
2015,NUTS,2010,ES1,1,8496.0
2016,NUTS,2010,ES1,1,8984.0
2017,NUTS,2010,ES1,1,9434.0
2018,NUTS,2010,ES1,1,10014.0
2019,NUTS,2010,ES1,1,10596.0
2011,NUTS,2010,ES11,2,6225.0
2012,NUTS,2010,ES11,2,5443.0
2013,NUTS,2010,ES11,2,5397.0
2014,NUTS,2010,ES11,2,5473.0
2015,NUTS,2010,ES11,2,5368.0
2016,NUTS,2010,ES11,2,5783.0
2017,NUTS,2010,ES11,2,6128.0
2018,NUTS,2010,ES11,2,6530.0
2019,NUTS,2010,ES11,2,6724.0
2011,NUTS,2010,ES12,2,2478.0
2012,NUTS,2010,ES12,2,2271.0
2013,NUTS,2010,ES12,2,2235.0
2014,NUTS,2010,ES12,2,2032.0
2015,NUTS,2010,ES12,2,2029.0
2016,NUTS,2010,ES12,2,2077.0
2017,NUTS,2010,ES12,2,2225.0
2018,NUTS,2010,ES12,2,2300.0
2019,NUTS,2010,ES12,2,2633.0
2011,NUTS,2010,ES13,2,1284.0
2012,NUTS,2010,ES13,2,1197.0
2013,NUTS,2010,ES13,2,1071.0
2014,NUTS,2010,ES13,2,1036.0
2015,NUTS,2010,ES13,2,1099.0
2016,NUTS,2010,ES13,2,1124.0
2017,NUTS,2010,ES13,2,1082.0
2018,NUTS,2010,ES13,2,1184.0
2019,NUTS,2010,ES13,2,1239.0
2011,NUTS,2010,ES2,1,19802.0
2012,NUTS,2010,ES2,1,19968.0
2013,NUTS,2010,ES2,1,19126.0
2014,NUTS,2010,ES2,1,19119.0
2015,NUTS,2010,ES2,1,18976.0
2016,NUTS,2010,ES2,1,19544.0
2017,NUTS,2010,ES2,1,20208.0
2018,NUTS,2010,ES2,1,21146.0
2019,NUTS,2010,ES2,1,21297.0
2011,NUTS,2010,ES21,2,11212.0
2012,NUTS,2010,ES21,2,11801.0
2013,NUTS,2010,ES21,2,11635.0
2014,NUTS,2010,ES21,2,11623.0
2015,NUTS,2010,ES21,2,11524.0
2016,NUTS,2010,ES21,2,11748.0
2017,NUTS,2010,ES21,2,12460.0
2018,NUTS,2010,ES21,2,13201.0
2019,NUTS,2010,ES21,2,13310.0
2011,NUTS,2010,ES22,2,3283.0
2012,NUTS,2010,ES22,2,3173.0
2013,NUTS,2010,ES22,2,2994.0
2014,NUTS,2010,ES22,2,2973.0
2015,NUTS,2010,ES22,2,3087.0
2016,NUTS,2010,ES22,2,3095.0
2017,NUTS,2010,ES22,2,3051.0
2018,NUTS,2010,ES22,2,3077.0
2019,NUTS,2010,ES22,2,3024.0
2011,NUTS,2010,ES23,2,845.0
2012,NUTS,2010,ES23,2,900.0
2013,NUTS,2010,ES23,2,799.0
2014,NUTS,2010,ES23,2,852.0
2015,NUTS,2010,ES23,2,809.0
2016,NUTS,2010,ES23,2,909.0
2017,NUTS,2010,ES23,2,806.0
2018,NUTS,2010,ES23,2,818.0
2019,NUTS,2010,ES23,2,798.0
2011,NUTS,2010,ES24,2,4462.0
2012,NUTS,2010,ES24,2,4094.0
2013,NUTS,2010,ES24,2,3699.0
2014,NUTS,2010,ES24,2,3671.0
2015,NUTS,2010,ES24,2,3556.0
2016,NUTS,2010,ES24,2,3792.0
2017,NUTS,2010,ES24,2,3891.0
2018,NUTS,2010,ES24,2,4049.0
2019,NUTS,2010,ES24,2,4165.0
2011,NUTS,2010,ES3,1,30442.0
2012,NUTS,2010,ES3,1,29402.0
2013,NUTS,2010,ES3,1,28631.0
2014,NUTS,2010,ES3,1,28371.0
2015,NUTS,2010,ES3,1,28202.0
2016,NUTS,2010,ES3,1,29287.0
2017,NUTS,2010,ES3,1,31674.0
2018,NUTS,2010,ES3,1,34016.0
2019,NUTS,2010,ES3,1,35050.0
2011,NUTS,2010,ES30,2,30442.0
2012,NUTS,2010,ES30,2,29402.0
2013,NUTS,2010,ES30,2,28631.0
2014,NUTS,2010,ES30,2,28371.0
2015,NUTS,2010,ES30,2,28202.0
2016,NUTS,2010,ES30,2,29287.0
2017,NUTS,2010,ES30,2,31674.0
2018,NUTS,2010,ES30,2,34016.0
2019,NUTS,2010,ES30,2,35050.0
2011,NUTS,2010,ES4,1,9435.0
2012,NUTS,2010,ES4,1,8980.0
2013,NUTS,2010,ES4,1,8533.0
2014,NUTS,2010,ES4,1,8488.0
2015,NUTS,2010,ES4,1,8679.0
2016,NUTS,2010,ES4,1,8795.0
2017,NUTS,2010,ES4,1,9280.0
2018,NUTS,2010,ES4,1,9505.0
2019,NUTS,2010,ES4,1,10271.0
2011,NUTS,2010,ES41,2,6129.0
2012,NUTS,2010,ES41,2,5975.0
2013,NUTS,2010,ES41,2,5809.0
2014,NUTS,2010,ES41,2,5721.0
2015,NUTS,2010,ES41,2,5917.0
2016,NUTS,2010,ES41,2,5837.0
2017,NUTS,2010,ES41,2,6191.0
2018,NUTS,2010,ES41,2,6436.0
2019,NUTS,2010,ES41,2,6647.0
2011,NUTS,2010,ES42,2,1961.0
2012,NUTS,2010,ES42,2,1740.0
2013,NUTS,2010,ES42,2,1430.0
2014,NUTS,2010,ES42,2,1531.0
2015,NUTS,2010,ES42,2,1463.0
2016,NUTS,2010,ES42,2,1703.0
2017,NUTS,2010,ES42,2,1748.0
2018,NUTS,2010,ES42,2,1642.0
2019,NUTS,2010,ES42,2,1746.0
2011,NUTS,2010,ES43,2,1345.0
2012,NUTS,2010,ES43,2,1265.0
2013,NUTS,2010,ES43,2,1294.0
2014,NUTS,2010,ES43,2,1236.0
2015,NUTS,2010,ES43,2,1299.0
2016,NUTS,2010,ES43,2,1255.0
2017,NUTS,2010,ES43,2,1341.0
2018,NUTS,2010,ES43,2,1427.0
2019,NUTS,2010,ES43,2,1878.0
2011,NUTS,2010,ES5,1,39163.0
2012,NUTS,2010,ES5,1,38600.0
2013,NUTS,2010,ES5,1,38068.0
2014,NUTS,2010,ES5,1,38294.0
2015,NUTS,2010,ES5,1,38698.0
2016,NUTS,2010,ES5,1,40689.0
2017,NUTS,2010,ES5,1,42413.0
2018,NUTS,2010,ES5,1,44452.0
2019,NUTS,2010,ES5,1,45345.0
2011,NUTS,2010,ES51,2,25474.0
2012,NUTS,2010,ES51,2,25520.0
2013,NUTS,2010,ES51,2,25503.0
2014,NUTS,2010,ES51,2,25474.0
2015,NUTS,2010,ES51,2,26403.0
2016,NUTS,2010,ES51,2,27544.0
2017,NUTS,2010,ES51,2,28922.0
2018,NUTS,2010,ES51,2,30391.0
2019,NUTS,2010,ES51,2,30331.0
2011,NUTS,2010,ES52,2,12247.0
2012,NUTS,2010,ES52,2,11653.0
2013,NUTS,2010,ES52,2,11174.0
2014,NUTS,2010,ES52,2,11358.0
2015,NUTS,2010,ES52,2,10949.0
2016,NUTS,2010,ES52,2,11606.0
2017,NUTS,2010,ES52,2,11825.0
2018,NUTS,2010,ES52,2,12159.0
2019,NUTS,2010,ES52,2,13048.0
2011,NUTS,2010,ES53,2,1442.0
2012,NUTS,2010,ES53,2,1427.0
2013,NUTS,2010,ES53,2,1391.0
2014,NUTS,2010,ES53,2,1462.0
2015,NUTS,2010,ES53,2,1347.0
2016,NUTS,2010,ES53,2,1539.0
2017,NUTS,2010,ES53,2,1666.0
2018,NUTS,2010,ES53,2,1902.0
2019,NUTS,2010,ES53,2,1966.0
2011,NUTS,2010,ES6,1,18706.0
2012,NUTS,2010,ES6,1,18165.0
2013,NUTS,2010,ES6,1,17620.0
2014,NUTS,2010,ES6,1,16977.0
2015,NUTS,2010,ES6,1,17240.0
2016,NUTS,2010,ES6,1,17086.0
2017,NUTS,2010,ES6,1,17881.0
2018,NUTS,2010,ES6,1,18500.0
2019,NUTS,2010,ES6,1,18842.0
2011,NUTS,2010,ES61,2,14609.0
2012,NUTS,2010,ES61,2,14280.0
2013,NUTS,2010,ES61,2,13868.0
2014,NUTS,2010,ES61,2,13318.0
2015,NUTS,2010,ES61,2,13507.0
2016,NUTS,2010,ES61,2,13209.0
2017,NUTS,2010,ES61,2,13919.0
2018,NUTS,2010,ES61,2,14347.0
2019,NUTS,2010,ES61,2,14523.0
2011,NUTS,2010,ES62,2,4066.0
2012,NUTS,2010,ES62,2,3851.0
2013,NUTS,2010,ES62,2,3711.0
2014,NUTS,2010,ES62,2,3622.0
2015,NUTS,2010,ES62,2,3705.0
2016,NUTS,2010,ES62,2,3823.0
2017,NUTS,2010,ES62,2,3899.0
2018,NUTS,2010,ES62,2,4052.0
2019,NUTS,2010,ES62,2,4218.0
2011,NUTS,2010,ES63,2,12.0
2012,NUTS,2010,ES63,2,12.0
2013,NUTS,2010,ES63,2,14.0
2014,NUTS,2010,ES63,2,16.0
2015,NUTS,2010,ES63,2,12.0
2011,NUTS,2010,ES64,2,19.0
2012,NUTS,2010,ES64,2,22.0
2013,NUTS,2010,ES64,2,27.0
2014,NUTS,2010,ES64,2,21.0
2015,NUTS,2010,ES64,2,15.0
2011,NUTS,2010,ES7,1,2701.0
2012,NUTS,2010,ES7,1,2751.0
2013,NUTS,2010,ES7,1,2543.0
2014,NUTS,2010,ES7,1,2447.0
2015,NUTS,2010,ES7,1,2147.0
2016,NUTS,2010,ES7,1,2248.0
2017,NUTS,2010,ES7,1,2324.0
2018,NUTS,2010,ES7,1,2487.0
2019,NUTS,2010,ES7,1,2574.0
2011,NUTS,2010,ES70,2,2701.0
2012,NUTS,2010,ES70,2,2751.0
2013,NUTS,2010,ES70,2,2543.0
2014,NUTS,2010,ES70,2,2447.0
2015,NUTS,2010,ES70,2,2147.0
2016,NUTS,2010,ES70,2,2248.0
2017,NUTS,2010,ES70,2,2324.0
2018,NUTS,2010,ES70,2,2487.0
2019,NUTS,2010,ES70,2,2574.0
2011,NUTS,2010,ESZ,1,0.0
2011,NUTS,2010,ESZZ,2,0.0
2011,NUTS,2010,EU27_2020,7,1375445.0
2012,NUTS,2010,EU27_2020,7,1431583.0
2013,NUTS,2010,EU27_2020,7,1476139.0
2014,NUTS,2010,EU27_2020,7,1498989.0
2015,NUTS,2010,EU27_2020,7,1565287.0
2016,NUTS,2010,EU27_2020,7,1613592.0
2017,NUTS,2010,EU27_2020,7,1709559.0
2018,NUTS,2010,EU27_2020,7,1785800.0
2019,NUTS,2010,EU27_2020,7,1853002.0
2020,NUTS,2010,EU27_2020,7,1892436.0
2011,NUTS,2010,FI,0,40003.0
2012,NUTS,2010,FI,0,40468.0
2013,NUTS,2010,FI,0,39196.0
2014,NUTS,2010,FI,0,38281.0
2015,NUTS,2010,FI,0,37516.0
2016,NUTS,2010,FI,0,35908.0
2017,NUTS,2010,FI,0,37047.0
2018,NUTS,2010,FI,0,37891.0
2019,NUTS,2010,FI,0,39984.0
2020,NUTS,2010,FI,0,41707.0
2011,NUTS,2010,FI1,1,39973.0
2012,NUTS,2010,FI1,1,40434.0
2013,NUTS,2010,FI1,1,39168.0
2015,NUTS,2010,FI1,1,37495.0
2016,NUTS,2010,FI1,1,35856.0
2017,NUTS,2010,FI1,1,37023.0
2018,NUTS,2010,FI1,1,37857.0
2019,NUTS,2010,FI1,1,39960.0
2011,NUTS,2010,FI19,2,9194.0
2012,NUTS,2010,FI19,2,8990.0
2013,NUTS,2010,FI19,2,8666.0
2015,NUTS,2010,FI19,2,8207.0
2016,NUTS,2010,FI19,2,7401.0
2017,NUTS,2010,FI19,2,7765.0
2018,NUTS,2010,FI19,2,7998.0
2019,NUTS,2010,FI19,2,8404.0
2011,NUTS,2010,FI1B,2,17515.0
2012,NUTS,2010,FI1B,2,17773.0
2013,NUTS,2010,FI1B,2,17252.0
2015,NUTS,2010,FI1B,2,17885.0
2016,NUTS,2010,FI1B,2,16994.0
2017,NUTS,2010,FI1B,2,17395.0
2018,NUTS,2010,FI1B,2,17757.0
2019,NUTS,2010,FI1B,2,18981.0
2011,NUTS,2010,FI1C,2,5187.0
2012,NUTS,2010,FI1C,2,5405.0
2013,NUTS,2010,FI1C,2,5480.0
2015,NUTS,2010,FI1C,2,4668.0
2016,NUTS,2010,FI1C,2,4611.0
2017,NUTS,2010,FI1C,2,4669.0
2018,NUTS,2010,FI1C,2,4732.0
2019,NUTS,2010,FI1C,2,4797.0
2011,NUTS,2010,FI1D,2,8078.0
2012,NUTS,2010,FI1D,2,8266.0
2013,NUTS,2010,FI1D,2,7766.0
2015,NUTS,2010,FI1D,2,6734.0
2016,NUTS,2010,FI1D,2,6850.0
2017,NUTS,2010,FI1D,2,7194.0
2018,NUTS,2010,FI1D,2,7369.0
2019,NUTS,2010,FI1D,2,7779.0
2011,NUTS,2010,FI2,1,29.0
2012,NUTS,2010,FI2,1,35.0
2013,NUTS,2010,FI2,1,32.0
2015,NUTS,2010,FI2,1,21.0
2016,NUTS,2010,FI2,1,52.0
2017,NUTS,2010,FI2,1,24.0
2018,NUTS,2010,FI2,1,35.0
2019,NUTS,2010,FI2,1,24.0
2011,NUTS,2010,FI20,2,29.0
2012,NUTS,2010,FI20,2,35.0
2013,NUTS,2010,FI20,2,32.0
2015,NUTS,2010,FI20,2,21.0
2016,NUTS,2010,FI20,2,52.0
2017,NUTS,2010,FI20,2,24.0
2018,NUTS,2010,FI20,2,35.0
2019,NUTS,2010,FI20,2,24.0
2011,NUTS,2010,FR,0,249247.0
2012,NUTS,2010,FR,0,258913.0
2013,NUTS,2010,FR,0,266222.0
2014,NUTS,2010,FR,0,267308.0
2015,NUTS,2010,FR,0,279470.0
2016,NUTS,2010,FR,0,285488.0
2017,NUTS,2010,FR,0,296324.0
2018,NUTS,2010,FR,0,305439.0
2019,NUTS,2010,FR,0,313374.0
2020,NUTS,2010,FR,0,321550.0
2011,NUTS,2010,FR1,1,99579.0
2012,NUTS,2010,FR1,1,102903.0
2013,NUTS,2010,FR1,1,105817.0
2011,NUTS,2010,FR10,2,99579.0
2012,NUTS,2010,FR10,2,102903.0
2013,NUTS,2010,FR10,2,105817.0
2011,NUTS,2010,FR2,1,18200.0
2012,NUTS,2010,FR2,1,18838.0
2013,NUTS,2010,FR2,1,18876.0
2011,NUTS,2010,FR21,2,1600.0
2012,NUTS,2010,FR21,2,1668.0
2013,NUTS,2010,FR21,2,1655.0
2011,NUTS,2010,FR22,2,3045.0
2012,NUTS,2010,FR22,2,3053.0
2013,NUTS,2010,FR22,2,3193.0
2011,NUTS,2010,FR23,2,3259.0
2012,NUTS,2010,FR23,2,3631.0
2013,NUTS,2010,FR23,2,3721.0
2011,NUTS,2010,FR24,2,5352.0
2012,NUTS,2010,FR24,2,5199.0
2013,NUTS,2010,FR24,2,5207.0
2011,NUTS,2010,FR25,2,2572.0
2012,NUTS,2010,FR25,2,2752.0
2013,NUTS,2010,FR25,2,2652.0
2011,NUTS,2010,FR26,2,2373.0
2012,NUTS,2010,FR26,2,2535.0
2013,NUTS,2010,FR26,2,2449.0
2011,NUTS,2010,FR3,1,5978.0
2012,NUTS,2010,FR3,1,5940.0
2013,NUTS,2010,FR3,1,6279.0
2011,NUTS,2010,FR30,2,5978.0
2012,NUTS,2010,FR30,2,5940.0
2013,NUTS,2010,FR30,2,6279.0
2011,NUTS,2010,FR4,1,13640.0
2012,NUTS,2010,FR4,1,13671.0
2013,NUTS,2010,FR4,1,13453.0
2011,NUTS,2010,FR41,2,3989.0
2012,NUTS,2010,FR41,2,3940.0
2013,NUTS,2010,FR41,2,3997.0
2011,NUTS,2010,FR42,2,5918.0
2012,NUTS,2010,FR42,2,6018.0
2013,NUTS,2010,FR42,2,5810.0
2011,NUTS,2010,FR43,2,3734.0
2012,NUTS,2010,FR43,2,3714.0
2013,NUTS,2010,FR43,2,3646.0
2011,NUTS,2010,FR5,1,20046.0
2012,NUTS,2010,FR5,1,21304.0
2013,NUTS,2010,FR5,1,21347.0
2011,NUTS,2010,FR51,2,7637.0
2012,NUTS,2010,FR51,2,8021.0
2013,NUTS,2010,FR51,2,8085.0
2011,NUTS,2010,FR52,2,10156.0
2012,NUTS,2010,FR52,2,10791.0
2013,NUTS,2010,FR52,2,10668.0
2011,NUTS,2010,FR53,2,2253.0
2012,NUTS,2010,FR53,2,2492.0
2013,NUTS,2010,FR53,2,2595.0
2011,NUTS,2010,FR6,1,28527.0
2012,NUTS,2010,FR6,1,30283.0
2013,NUTS,2010,FR6,1,31559.0
2011,NUTS,2010,FR61,2,8167.0
2012,NUTS,2010,FR61,2,8259.0
2013,NUTS,2010,FR61,2,8512.0
2011,NUTS,2010,FR62,2,19264.0
2012,NUTS,2010,FR62,2,20863.0
2013,NUTS,2010,FR62,2,21881.0
2011,NUTS,2010,FR63,2,1097.0
2012,NUTS,2010,FR63,2,1162.0
2013,NUTS,2010,FR63,2,1167.0
2011,NUTS,2010,FR7,1,34093.0
2012,NUTS,2010,FR7,1,35197.0
2013,NUTS,2010,FR7,1,35515.0
2011,NUTS,2010,FR71,2,31145.0
2012,NUTS,2010,FR71,2,31984.0
2013,NUTS,2010,FR71,2,32519.0
2011,NUTS,2010,FR72,2,2948.0
2012,NUTS,2010,FR72,2,3214.0
2013,NUTS,2010,FR72,2,2996.0
2011,NUTS,2010,FR8,1,25443.0
2012,NUTS,2010,FR8,1,26860.0
2013,NUTS,2010,FR8,1,29211.0
2011,NUTS,2010,FR81,2,7776.0
