year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_bes_mio_pps
2019,NUTS,2010,BE2,1,5946.892
2011,NUTS,2010,BE3,1,1529.694
2012,NUTS,2010,BE3,1,1557.371
2013,NUTS,2010,BE3,1,1606.818
2014,NUTS,2010,BE3,1,1583.744
2015,NUTS,2010,BE3,1,1622.173
2016,NUTS,2010,BE3,1,1657.583
2017,NUTS,2010,BE3,1,1851.402
2018,NUTS,2010,BE3,1,2434.36
2019,NUTS,2010,BE3,1,2788.024
2012,NUTS,2010,BEZ,1,0.0
2013,NUTS,2010,BEZ,1,0.0
2014,NUTS,2010,BEZ,1,0.0
2015,NUTS,2010,BEZ,1,0.0
2018,NUTS,2010,BEZ,1,0.0
2019,NUTS,2010,BEZ,1,0.0
2012,NUTS,2010,BEZZ,2,0.0
2013,NUTS,2010,BEZZ,2,0.0
2014,NUTS,2010,BEZZ,2,0.0
2015,NUTS,2010,BEZZ,2,0.0
2018,NUTS,2010,BEZZ,2,0.0
2019,NUTS,2010,BEZZ,2,0.0
2011,NUTS,2010,BG,0,243.159
2012,NUTS,2010,BG,0,320.223
2013,NUTS,2010,BG,0,338.044
2014,NUTS,2010,BG,0,473.461
2015,NUTS,2010,BG,0,660.826
2016,NUTS,2010,BG,0,560.288
2017,NUTS,2010,BG,0,542.314
2018,NUTS,2010,BG,0,594.419
2019,NUTS,2010,BG,0,649.983
2020,NUTS,2010,BG,0,655.733
2011,NUTS,2010,BG3,1,18.498
2012,NUTS,2010,BG3,1,26.369
2013,NUTS,2010,BG3,1,39.525
2014,NUTS,2010,BG3,1,52.525
2015,NUTS,2010,BG3,1,119.226
2016,NUTS,2010,BG3,1,117.692
2017,NUTS,2010,BG3,1,120.148
2018,NUTS,2010,BG3,1,118.777
2019,NUTS,2010,BG3,1,117.298
2014,NUTS,2010,BG31,2,7.346
2015,NUTS,2010,BG31,2,29.103
2016,NUTS,2010,BG31,2,25.162
2017,NUTS,2010,BG31,2,25.208
2018,NUTS,2010,BG31,2,30.24
2019,NUTS,2010,BG31,2,23.047
2012,NUTS,2010,BG32,2,5.429
2013,NUTS,2010,BG32,2,7.951
2014,NUTS,2010,BG32,2,9.047
2015,NUTS,2010,BG32,2,37.498
2016,NUTS,2010,BG32,2,29.867
2017,NUTS,2010,BG32,2,28.351
2018,NUTS,2010,BG32,2,24.26
2019,NUTS,2010,BG32,2,26.988
2011,NUTS,2010,BG33,2,5.245
2014,NUTS,2010,BG33,2,13.876
2015,NUTS,2010,BG33,2,21.673
2016,NUTS,2010,BG33,2,35.108
2017,NUTS,2010,BG33,2,34.768
2018,NUTS,2010,BG33,2,30.751
2019,NUTS,2010,BG33,2,31.768
2011,NUTS,2010,BG34,2,6.237
2012,NUTS,2010,BG34,2,9.046
2013,NUTS,2010,BG34,2,10.803
2014,NUTS,2010,BG34,2,22.256
2015,NUTS,2010,BG34,2,30.952
2016,NUTS,2010,BG34,2,27.556
2017,NUTS,2010,BG34,2,31.822
2018,NUTS,2010,BG34,2,33.526
2019,NUTS,2010,BG34,2,35.495
2011,NUTS,2010,BG4,1,224.661
2012,NUTS,2010,BG4,1,293.854
2013,NUTS,2010,BG4,1,298.519
2014,NUTS,2010,BG4,1,420.936
2015,NUTS,2010,BG4,1,541.601
2016,NUTS,2010,BG4,1,442.596
2017,NUTS,2010,BG4,1,422.166
2018,NUTS,2010,BG4,1,475.641
2019,NUTS,2010,BG4,1,532.684
2011,NUTS,2010,BG41,2,214.615
2012,NUTS,2010,BG41,2,278.246
2013,NUTS,2010,BG41,2,284.407
2014,NUTS,2010,BG41,2,398.183
2015,NUTS,2010,BG41,2,488.996
2016,NUTS,2010,BG41,2,386.426
2017,NUTS,2010,BG41,2,366.299
2018,NUTS,2010,BG41,2,423.294
2019,NUTS,2010,BG41,2,476.758
2011,NUTS,2010,BG42,2,10.047
2012,NUTS,2010,BG42,2,15.608
2013,NUTS,2010,BG42,2,14.112
2014,NUTS,2010,BG42,2,22.753
2015,NUTS,2010,BG42,2,52.605
2016,NUTS,2010,BG42,2,56.169
2017,NUTS,2010,BG42,2,55.867
2018,NUTS,2010,BG42,2,52.347
2019,NUTS,2010,BG42,2,55.926
2011,NUTS,2010,BGZ,1,0.0
2012,NUTS,2010,BGZ,1,0.0
2013,NUTS,2010,BGZ,1,0.0
2014,NUTS,2010,BGZ,1,0.0
2019,NUTS,2010,BGZ,1,0.0
2011,NUTS,2010,BGZZ,2,0.0
2012,NUTS,2010,BGZZ,2,0.0
2013,NUTS,2010,BGZZ,2,0.0
2014,NUTS,2010,BGZZ,2,0.0
2019,NUTS,2010,BGZZ,2,0.0
2012,NUTS,2010,CH,0,6993.297
2015,NUTS,2010,CH,0,8121.275
2017,NUTS,2010,CH,0,8163.62
2019,NUTS,2010,CH,0,8930.359
2012,NUTS,2010,CH0,1,6993.297
2015,NUTS,2010,CH0,1,8121.275
2017,NUTS,2010,CH0,1,8163.62
2019,NUTS,2010,CH0,1,8930.359
2012,NUTS,2010,CH01,2,954.979
2015,NUTS,2010,CH01,2,1139.91
2012,NUTS,2010,CH02,2,1067.422
2015,NUTS,2010,CH02,2,1099.835
2012,NUTS,2010,CH03,2,3489.723
2015,NUTS,2010,CH03,2,4276.832
2012,NUTS,2010,CH04,2,795.237
2015,NUTS,2010,CH04,2,993.499
2012,NUTS,2010,CH05,2,638.898
2015,NUTS,2010,CH05,2,635.398
2012,NUTS,2010,CH06,2,604.9
2015,NUTS,2010,CH06,2,907.804
2012,NUTS,2010,CH07,2,237.012
2015,NUTS,2010,CH07,2,56.214
2011,NUTS,2010,CN_X_HK,5,141567.157
2012,NUTS,2010,CN_X_HK,5,166891.7
2013,NUTS,2010,CN_X_HK,5,187045.985
2014,NUTS,2010,CN_X_HK,5,209872.034
2015,NUTS,2010,CN_X_HK,5,235114.837
2011,NUTS,2010,CY,0,14.687
2012,NUTS,2010,CY,0,14.589
2013,NUTS,2010,CY,0,17.842
2014,NUTS,2010,CY,0,21.091
2015,NUTS,2010,CY,0,21.113
2016,NUTS,2010,CY,0,40.817
2017,NUTS,2010,CY,0,45.7
2018,NUTS,2010,CY,0,59.698
2019,NUTS,2010,CY,0,78.006
2020,NUTS,2010,CY,0,87.336
2011,NUTS,2010,CY0,1,14.687
2012,NUTS,2010,CY0,1,14.589
2013,NUTS,2010,CY0,1,17.842
2014,NUTS,2010,CY0,1,21.091
2015,NUTS,2010,CY0,1,21.113
2016,NUTS,2010,CY0,1,40.817
2017,NUTS,2010,CY0,1,45.7
2018,NUTS,2010,CY0,1,59.698
2019,NUTS,2010,CY0,1,78.006
2020,NUTS,2010,CY0,1,87.336
2011,NUTS,2010,CY00,2,14.687
2012,NUTS,2010,CY00,2,14.589
2013,NUTS,2010,CY00,2,17.842
2014,NUTS,2010,CY00,2,21.091
2015,NUTS,2010,CY00,2,21.113
2016,NUTS,2010,CY00,2,40.817
2017,NUTS,2010,CY00,2,45.7
2018,NUTS,2010,CY00,2,59.698
2019,NUTS,2010,CY00,2,78.006
2020,NUTS,2010,CY00,2,87.336
2011,NUTS,2010,CZ,0,1939.157
2012,NUTS,2010,CZ,0,2154.926
2013,NUTS,2010,CZ,0,2377.237
2014,NUTS,2010,CZ,0,2686.431
2015,NUTS,2010,CZ,0,2675.159
2016,NUTS,2010,CZ,0,2704.254
2017,NUTS,2010,CZ,0,3139.722
2018,NUTS,2010,CZ,0,3489.475
2019,NUTS,2010,CZ,0,3696.546
2020,NUTS,2010,CZ,0,3609.972
2011,NUTS,2010,CZ0,1,1939.157
2012,NUTS,2010,CZ0,1,2154.926
2013,NUTS,2010,CZ0,1,2377.237
2014,NUTS,2010,CZ0,1,2686.431
2015,NUTS,2010,CZ0,1,2675.159
2016,NUTS,2010,CZ0,1,2704.254
2017,NUTS,2010,CZ0,1,3139.722
2018,NUTS,2010,CZ0,1,3489.475
2019,NUTS,2010,CZ0,1,3696.546
2020,NUTS,2010,CZ0,1,3609.972
2011,NUTS,2010,CZ01,2,436.462
2012,NUTS,2010,CZ01,2,508.819
2013,NUTS,2010,CZ01,2,521.412
2014,NUTS,2010,CZ01,2,585.797
2015,NUTS,2010,CZ01,2,620.845
2016,NUTS,2010,CZ01,2,632.057
2017,NUTS,2010,CZ01,2,834.947
2018,NUTS,2010,CZ01,2,955.948
2019,NUTS,2010,CZ01,2,1013.196
2020,NUTS,2010,CZ01,2,1096.636
2011,NUTS,2010,CZ02,2,293.242
2012,NUTS,2010,CZ02,2,311.23
2013,NUTS,2010,CZ02,2,469.426
2014,NUTS,2010,CZ02,2,468.297
2015,NUTS,2010,CZ02,2,470.351
2016,NUTS,2010,CZ02,2,478.119
2017,NUTS,2010,CZ02,2,621.469
2018,NUTS,2010,CZ02,2,708.015
2019,NUTS,2010,CZ02,2,710.993
2020,NUTS,2010,CZ02,2,583.522
2011,NUTS,2010,CZ03,2,203.27
2012,NUTS,2010,CZ03,2,230.047
2013,NUTS,2010,CZ03,2,226.938
2014,NUTS,2010,CZ03,2,244.037
2015,NUTS,2010,CZ03,2,251.623
2016,NUTS,2010,CZ03,2,241.682
2017,NUTS,2010,CZ03,2,243.014
2018,NUTS,2010,CZ03,2,292.57
2019,NUTS,2010,CZ03,2,333.12
2020,NUTS,2010,CZ03,2,295.498
2011,NUTS,2010,CZ04,2,45.13
2012,NUTS,2010,CZ04,2,62.762
2013,NUTS,2010,CZ04,2,52.961
2014,NUTS,2010,CZ04,2,59.388
2015,NUTS,2010,CZ04,2,62.923
2016,NUTS,2010,CZ04,2,47.604
2017,NUTS,2010,CZ04,2,49.507
2018,NUTS,2010,CZ04,2,55.94
2019,NUTS,2010,CZ04,2,74.919
2020,NUTS,2010,CZ04,2,69.008
2011,NUTS,2010,CZ05,2,249.817
2012,NUTS,2010,CZ05,2,309.013
2013,NUTS,2010,CZ05,2,287.207
2014,NUTS,2010,CZ05,2,327.323
2015,NUTS,2010,CZ05,2,308.868
2016,NUTS,2010,CZ05,2,312.992
2017,NUTS,2010,CZ05,2,345.483
2018,NUTS,2010,CZ05,2,384.307
2019,NUTS,2010,CZ05,2,401.836
2020,NUTS,2010,CZ05,2,385.841
2011,NUTS,2010,CZ06,2,344.953
2012,NUTS,2010,CZ06,2,384.897
2013,NUTS,2010,CZ06,2,471.536
2014,NUTS,2010,CZ06,2,586.915
2015,NUTS,2010,CZ06,2,577.402
2016,NUTS,2010,CZ06,2,571.65
2017,NUTS,2010,CZ06,2,566.511
2018,NUTS,2010,CZ06,2,581.732
2019,NUTS,2010,CZ06,2,644.854
2020,NUTS,2010,CZ06,2,673.528
2011,NUTS,2010,CZ07,2,166.517
2012,NUTS,2010,CZ07,2,172.804
2013,NUTS,2010,CZ07,2,179.02
2014,NUTS,2010,CZ07,2,200.476
2015,NUTS,2010,CZ07,2,198.987
2016,NUTS,2010,CZ07,2,208.889
2017,NUTS,2010,CZ07,2,276.766
2018,NUTS,2010,CZ07,2,303.536
2019,NUTS,2010,CZ07,2,336.102
2020,NUTS,2010,CZ07,2,299.372
2011,NUTS,2010,CZ08,2,167.99
2012,NUTS,2010,CZ08,2,144.124
2013,NUTS,2010,CZ08,2,133.873
2014,NUTS,2010,CZ08,2,177.603
2015,NUTS,2010,CZ08,2,184.16
2016,NUTS,2010,CZ08,2,211.261
2017,NUTS,2010,CZ08,2,202.026
2018,NUTS,2010,CZ08,2,207.428
2019,NUTS,2010,CZ08,2,181.527
2020,NUTS,2010,CZ08,2,206.566
2015,NUTS,2010,CZZ,1,0.0
2016,NUTS,2010,CZZ,1,0.0
2017,NUTS,2010,CZZ,1,0.0
2018,NUTS,2010,CZZ,1,0.0
2019,NUTS,2010,CZZ,1,0.0
2020,NUTS,2010,CZZ,1,0.0
2015,NUTS,2010,CZZZ,2,0.0
2016,NUTS,2010,CZZZ,2,0.0
2017,NUTS,2010,CZZZ,2,0.0
2018,NUTS,2010,CZZZ,2,0.0
2019,NUTS,2010,CZZZ,2,0.0
2020,NUTS,2010,CZZZ,2,0.0
2011,NUTS,2010,DE,0,48272.564
2012,NUTS,2010,DE,0,50473.961
2013,NUTS,2010,DE,0,49875.419
2014,NUTS,2010,DE,0,53108.927
2015,NUTS,2010,DE,0,56311.9
2016,NUTS,2010,DE,0,57962.912
2017,NUTS,2010,DE,0,63421.815
2018,NUTS,2010,DE,0,66489.58
2019,NUTS,2010,DE,0,68680.735
2020,NUTS,2010,DE,0,64282.353
2011,NUTS,2010,DE1,1,14836.31
2013,NUTS,2010,DE1,1,15147.393
2015,NUTS,2010,DE1,1,17101.996
2017,NUTS,2010,DE1,1,21510.419
2019,NUTS,2010,DE1,1,22889.322
2011,NUTS,2010,DE11,2,9024.289
2013,NUTS,2010,DE11,2,9091.155
2015,NUTS,2010,DE11,2,10427.846
2017,NUTS,2010,DE11,2,13773.373
2019,NUTS,2010,DE11,2,14001.902
2011,NUTS,2010,DE12,2,2436.348
2013,NUTS,2010,DE12,2,2602.607
2015,NUTS,2010,DE12,2,3055.063
2017,NUTS,2010,DE12,2,3638.023
2019,NUTS,2010,DE12,2,4217.372
2011,NUTS,2010,DE13,2,1176.732
2013,NUTS,2010,DE13,2,1137.989
2015,NUTS,2010,DE13,2,1221.175
2017,NUTS,2010,DE13,2,1351.65
2019,NUTS,2010,DE13,2,1482.927
2011,NUTS,2010,DE14,2,2198.942
2013,NUTS,2010,DE14,2,2315.549
2015,NUTS,2010,DE14,2,2397.82
2017,NUTS,2010,DE14,2,2747.465
2019,NUTS,2010,DE14,2,3187.121
2011,NUTS,2010,DE2,1,10404.121
2013,NUTS,2010,DE2,1,11305.121
2015,NUTS,2010,DE2,1,12342.48
2017,NUTS,2010,DE2,1,13072.377
2019,NUTS,2010,DE2,1,15035.595
2011,NUTS,2010,DE21,2,6242.132
2013,NUTS,2010,DE21,2,6917.784
2015,NUTS,2010,DE21,2,7465.355
2017,NUTS,2010,DE21,2,7307.394
2019,NUTS,2010,DE21,2,8528.304
2011,NUTS,2010,DE22,2,314.999
2013,NUTS,2010,DE22,2,398.697
2015,NUTS,2010,DE22,2,460.458
2017,NUTS,2010,DE22,2,518.348
2019,NUTS,2010,DE22,2,646.228
2011,NUTS,2010,DE23,2,698.138
2013,NUTS,2010,DE23,2,530.075
2015,NUTS,2010,DE23,2,603.751
2017,NUTS,2010,DE23,2,828.324
2019,NUTS,2010,DE23,2,952.178
2011,NUTS,2010,DE24,2,386.069
2013,NUTS,2010,DE24,2,407.635
2015,NUTS,2010,DE24,2,461.197
2017,NUTS,2010,DE24,2,557.809
2019,NUTS,2010,DE24,2,738.43
2011,NUTS,2010,DE25,2,1481.24
2013,NUTS,2010,DE25,2,1686.127
2015,NUTS,2010,DE25,2,1810.421
2017,NUTS,2010,DE25,2,1859.395
2019,NUTS,2010,DE25,2,2086.677
2011,NUTS,2010,DE26,2,666.667
2013,NUTS,2010,DE26,2,719.367
2015,NUTS,2010,DE26,2,659.83
2017,NUTS,2010,DE26,2,1055.873
2019,NUTS,2010,DE26,2,1091.024
2011,NUTS,2010,DE27,2,614.214
2013,NUTS,2010,DE27,2,645.438
2015,NUTS,2010,DE27,2,881.467
2017,NUTS,2010,DE27,2,945.141
2019,NUTS,2010,DE27,2,992.754
2011,NUTS,2010,DE3,1,1324.733
2013,NUTS,2010,DE3,1,1565.829
2015,NUTS,2010,DE3,1,1680.155
2017,NUTS,2010,DE3,1,1759.174
2019,NUTS,2010,DE3,1,1887.148
2011,NUTS,2010,DE30,2,1324.733
2013,NUTS,2010,DE30,2,1565.829
2015,NUTS,2010,DE30,2,1680.155
2017,NUTS,2010,DE30,2,1759.174
2019,NUTS,2010,DE30,2,1887.148
2011,NUTS,2010,DE4,1,290.899
2013,NUTS,2010,DE4,1,251.21
2015,NUTS,2010,DE4,1,367.24
2017,NUTS,2010,DE4,1,373.41
2019,NUTS,2010,DE4,1,439.996
2011,NUTS,2010,DE40,2,290.899
2013,NUTS,2010,DE40,2,251.21
2015,NUTS,2010,DE40,2,367.24
2017,NUTS,2010,DE40,2,373.41
2019,NUTS,2010,DE40,2,439.996
2011,NUTS,2010,DE5,1,254.04
2013,NUTS,2010,DE5,1,275.326
2015,NUTS,2010,DE5,1,293.607
2017,NUTS,2010,DE5,1,268.025
2019,NUTS,2010,DE5,1,299.701
2011,NUTS,2010,DE50,2,254.04
2013,NUTS,2010,DE50,2,275.326
2015,NUTS,2010,DE50,2,293.607
2017,NUTS,2010,DE50,2,268.025
2019,NUTS,2010,DE50,2,299.701
2011,NUTS,2010,DE6,1,1115.963
2013,NUTS,2010,DE6,1,1232.589
2015,NUTS,2010,DE6,1,1260.809
2017,NUTS,2010,DE6,1,1326.203
2019,NUTS,2010,DE6,1,1369.351
2011,NUTS,2010,DE60,2,1115.963
2013,NUTS,2010,DE60,2,1240.968
2015,NUTS,2010,DE60,2,1260.809
2017,NUTS,2010,DE60,2,1326.203
2019,NUTS,2010,DE60,2,1369.351
2011,NUTS,2010,DE7,1,5026.652
2013,NUTS,2010,DE7,1,4923.371
2015,NUTS,2010,DE7,1,5212.953
2017,NUTS,2010,DE7,1,5694.45
2019,NUTS,2010,DE7,1,6115.207
2011,NUTS,2010,DE71,2,4223.892
2013,NUTS,2010,DE71,2,4000.372
2015,NUTS,2010,DE71,2,4340.817
2017,NUTS,2010,DE71,2,4728.471
2019,NUTS,2010,DE71,2,5144.099
2011,NUTS,2010,DE72,2,332.955
2013,NUTS,2010,DE72,2,400.279
2015,NUTS,2010,DE72,2,416.944
2017,NUTS,2010,DE72,2,465.241
2019,NUTS,2010,DE72,2,476.859
2011,NUTS,2010,DE73,2,469.899
2013,NUTS,2010,DE73,2,522.719
2015,NUTS,2010,DE73,2,455.285
2017,NUTS,2010,DE73,2,500.738
2019,NUTS,2010,DE73,2,494.249
2011,NUTS,2010,DE8,1,228.901
2013,NUTS,2010,DE8,1,165.363
2015,NUTS,2010,DE8,1,221.822
2017,NUTS,2010,DE8,1,232.989
2019,NUTS,2010,DE8,1,216.828
2011,NUTS,2010,DE80,2,228.901
2013,NUTS,2010,DE80,2,165.363
2015,NUTS,2010,DE80,2,221.822
2017,NUTS,2010,DE80,2,232.989
2019,NUTS,2010,DE80,2,216.828
2011,NUTS,2010,DE9,1,4177.677
2013,NUTS,2010,DE9,1,4417.877
2015,NUTS,2010,DE9,1,6008.5
2017,NUTS,2010,DE9,1,5835.331
2019,NUTS,2010,DE9,1,6213.115
2011,NUTS,2010,DE91,2,2716.378
2013,NUTS,2010,DE91,2,2872.44
2015,NUTS,2010,DE91,2,4243.625
2017,NUTS,2010,DE91,2,4083.257
2019,NUTS,2010,DE91,2,4268.454
2011,NUTS,2010,DE92,2,851.148
2013,NUTS,2010,DE92,2,882.309
2015,NUTS,2010,DE92,2,996.397
2017,NUTS,2010,DE92,2,975.106
2019,NUTS,2010,DE92,2,1085.318
2011,NUTS,2010,DE93,2,301.2
2013,NUTS,2010,DE93,2,328.678
2015,NUTS,2010,DE93,2,319.383
2017,NUTS,2010,DE93,2,317.168
2019,NUTS,2010,DE93,2,316.457
2011,NUTS,2010,DE94,2,308.95
2013,NUTS,2010,DE94,2,334.451
2015,NUTS,2010,DE94,2,449.095
2017,NUTS,2010,DE94,2,459.801
2019,NUTS,2010,DE94,2,542.886
2011,NUTS,2010,DEA,1,6567.999
2013,NUTS,2010,DEA,1,6268.436
2015,NUTS,2010,DEA,1,6792.775
2017,NUTS,2010,DEA,1,7775.309
2019,NUTS,2010,DEA,1,8188.751
2011,NUTS,2010,DEA1,2,2482.185
2013,NUTS,2010,DEA1,2,2204.004
2015,NUTS,2010,DEA1,2,2445.122
2017,NUTS,2010,DEA1,2,2886.871
2019,NUTS,2010,DEA1,2,3019.292
2011,NUTS,2010,DEA2,2,1963.331
2013,NUTS,2010,DEA2,2,1672.253
2015,NUTS,2010,DEA2,2,1852.827
2017,NUTS,2010,DEA2,2,2214.826
2019,NUTS,2010,DEA2,2,2226.067
2011,NUTS,2010,DEA3,2,354.598
2013,NUTS,2010,DEA3,2,397.952
2015,NUTS,2010,DEA3,2,449.741
2017,NUTS,2010,DEA3,2,494.745
2019,NUTS,2010,DEA3,2,599.04
2011,NUTS,2010,DEA4,2,866.459
2013,NUTS,2010,DEA4,2,960.242
2015,NUTS,2010,DEA4,2,969.05
2017,NUTS,2010,DEA4,2,1033.284
2019,NUTS,2010,DEA4,2,1080.609
2011,NUTS,2010,DEA5,2,901.427
2013,NUTS,2010,DEA5,2,1033.799
2015,NUTS,2010,DEA5,2,1075.942
2017,NUTS,2010,DEA5,2,1145.491
2019,NUTS,2010,DEA5,2,1263.835
2011,NUTS,2010,DEB,1,1581.231
2013,NUTS,2010,DEB,1,1786.034
2015,NUTS,2010,DEB,1,2238.544
2017,NUTS,2010,DEB,1,2356.445
2019,NUTS,2010,DEB,1,2605.742
2011,NUTS,2010,DEB1,2,199.981
2013,NUTS,2010,DEB1,2,211.732
2015,NUTS,2010,DEB1,2,222.838
2017,NUTS,2010,DEB1,2,245.16
2019,NUTS,2010,DEB1,2,313.83
2011,NUTS,2010,DEB2,2,82.979
2013,NUTS,2010,DEB2,2,83.706
2015,NUTS,2010,DEB2,2,77.236
2017,NUTS,2010,DEB2,2,71.547
2019,NUTS,2010,DEB2,2,71.552
2011,NUTS,2010,DEB3,2,1298.271
2013,NUTS,2010,DEB3,2,1490.596
2015,NUTS,2010,DEB3,2,1938.563
2017,NUTS,2010,DEB3,2,2039.646
2019,NUTS,2010,DEB3,2,2220.27
2011,NUTS,2010,DEC,1,159.72
2013,NUTS,2010,DEC,1,167.039
2015,NUTS,2010,DEC,1,205.562
2017,NUTS,2010,DEC,1,280.657
2019,NUTS,2010,DEC,1,284.213
2011,NUTS,2010,DEC0,2,159.72
2013,NUTS,2010,DEC0,2,167.039
2015,NUTS,2010,DEC0,2,205.562
2017,NUTS,2010,DEC0,2,280.657
2019,NUTS,2010,DEC0,2,284.213
2011,NUTS,2010,DED,1,1132.407
2013,NUTS,2010,DED,1,1081.564
2015,NUTS,2010,DED,1,1243.81
2017,NUTS,2010,DED,1,1362.069
2019,NUTS,2010,DED,1,1527.851
2011,NUTS,2010,DED2,2,685.001
2013,NUTS,2010,DED2,2,668.343
2015,NUTS,2010,DED2,2,802.661
2017,NUTS,2010,DED2,2,872.211
2019,NUTS,2010,DED2,2,1030.342
2011,NUTS,2010,DED4,2,340.422
2013,NUTS,2010,DED4,2,325.885
2015,NUTS,2010,DED4,2,340.447
2017,NUTS,2010,DED4,2,375.346
2019,NUTS,2010,DED4,2,387.103
2011,NUTS,2010,DED5,2,106.984
2013,NUTS,2010,DED5,2,87.43
2015,NUTS,2010,DED5,2,100.702
2017,NUTS,2010,DED5,2,114.605
2019,NUTS,2010,DED5,2,110.407
2011,NUTS,2010,DEE,1,207.731
2013,NUTS,2010,DEE,1,212.477
2015,NUTS,2010,DEE,1,195.584
2017,NUTS,2010,DEE,1,232.805
2019,NUTS,2010,DEE,1,235.214
2011,NUTS,2010,DEE0,2,207.731
2013,NUTS,2010,DEE0,2,212.477
2015,NUTS,2010,DEE0,2,195.584
2017,NUTS,2010,DEE0,2,232.805
2019,NUTS,2010,DEE0,2,235.214
2011,NUTS,2010,DEF,1,492.392
2013,NUTS,2010,DEF,1,564.991
2015,NUTS,2010,DEF,1,620.196
2017,NUTS,2010,DEF,1,713.812
2019,NUTS,2010,DEF,1,708.813
2011,NUTS,2010,DEF0,2,492.392
2013,NUTS,2010,DEF0,2,564.991
2015,NUTS,2010,DEF0,2,620.196
2017,NUTS,2010,DEF0,2,713.812
2019,NUTS,2010,DEF0,2,708.813
2011,NUTS,2010,DEG,1,472.167
2013,NUTS,2010,DEG,1,511.732
2015,NUTS,2010,DEG,1,525.776
2017,NUTS,2010,DEG,1,628.527
2019,NUTS,2010,DEG,1,664.07
2011,NUTS,2010,DEG0,2,472.167
2013,NUTS,2010,DEG0,2,511.732
2015,NUTS,2010,DEG0,2,525.776
2017,NUTS,2010,DEG0,2,628.527
2019,NUTS,2010,DEG0,2,664.07
2017,NUTS,2010,DEZ,1,0.0
2019,NUTS,2010,DEZ,1,0.0
2017,NUTS,2010,DEZZ,2,0.0
2019,NUTS,2010,DEZZ,2,0.0
2011,NUTS,2010,DK,0,3622.663
2012,NUTS,2010,DK,0,3617.839
2013,NUTS,2010,DK,0,3561.324
2014,NUTS,2010,DK,0,3599.257
2015,NUTS,2010,DK,0,3885.598
2016,NUTS,2010,DK,0,4160.137
2017,NUTS,2010,DK,0,4072.849
2018,NUTS,2010,DK,0,4228.68
2019,NUTS,2010,DK,0,4261.66
2020,NUTS,2010,DK,0,4307.72
2011,NUTS,2010,DK0,1,3622.723
2012,NUTS,2010,DK0,1,3617.888
2013,NUTS,2010,DK0,1,3561.354
2014,NUTS,2010,DK0,1,3599.257
2015,NUTS,2010,DK0,1,3885.598
2016,NUTS,2010,DK0,1,4160.137
2017,NUTS,2010,DK0,1,4072.849
2018,NUTS,2010,DK0,1,4228.68
2019,NUTS,2010,DK0,1,4261.66
2020,NUTS,2010,DK0,1,4307.72
2011,NUTS,2010,DK01,2,2441.771
2012,NUTS,2010,DK01,2,2445.065
2013,NUTS,2010,DK01,2,2393.134
2014,NUTS,2010,DK01,2,2445.129
2015,NUTS,2010,DK01,2,2658.821
2016,NUTS,2010,DK01,2,2853.486
2017,NUTS,2010,DK01,2,2784.551
2019,NUTS,2010,DK01,2,2929.321
2011,NUTS,2010,DK02,2,153.347
2012,NUTS,2010,DK02,2,141.317
2013,NUTS,2010,DK02,2,124.179
2014,NUTS,2010,DK02,2,94.638
2015,NUTS,2010,DK02,2,95.647
2016,NUTS,2010,DK02,2,105.234
2017,NUTS,2010,DK02,2,161.387
2019,NUTS,2010,DK02,2,154.159
2011,NUTS,2010,DK03,2,342.834
2012,NUTS,2010,DK03,2,365.842
2013,NUTS,2010,DK03,2,403.924
2014,NUTS,2010,DK03,2,416.483
2015,NUTS,2010,DK03,2,471.345
2016,NUTS,2010,DK03,2,451.242
2017,NUTS,2010,DK03,2,341.361
2019,NUTS,2010,DK03,2,421.809
2011,NUTS,2010,DK04,2,612.29
2012,NUTS,2010,DK04,2,587.73
2013,NUTS,2010,DK04,2,571.555
2014,NUTS,2010,DK04,2,567.825
2015,NUTS,2010,DK04,2,583.425
2016,NUTS,2010,DK04,2,628.071
2017,NUTS,2010,DK04,2,680.224
2019,NUTS,2010,DK04,2,673.231
2011,NUTS,2010,DK05,2,72.48
2012,NUTS,2010,DK05,2,77.837
2013,NUTS,2010,DK05,2,68.563
2014,NUTS,2010,DK05,2,75.182
2015,NUTS,2010,DK05,2,76.36
2016,NUTS,2010,DK05,2,122.005
2017,NUTS,2010,DK05,2,105.326
2019,NUTS,2010,DK05,2,83.24
2011,NUTS,2010,EA19,2,118291.528
2012,NUTS,2010,EA19,2,122569.895
2013,NUTS,2010,EA19,2,125270.033
2014,NUTS,2010,EA19,2,130111.635
2015,NUTS,2010,EA19,2,135092.004
2016,NUTS,2010,EA19,2,140101.769
2017,NUTS,2010,EA19,2,150256.99
2018,NUTS,2010,EA19,2,158201.872
2019,NUTS,2010,EA19,2,166763.046
2020,NUTS,2010,EA19,2,163307.051
2011,NUTS,2010,EE,0,353.846
2012,NUTS,2010,EE,0,310.502
2013,NUTS,2010,EE,0,214.858
2014,NUTS,2010,EE,0,169.743
2015,NUTS,2010,EE,0,186.48
2016,NUTS,2010,EE,0,183.123
2017,NUTS,2010,EE,0,184.365
2018,NUTS,2010,EE,0,194.914
2019,NUTS,2010,EE,0,297.524
2020,NUTS,2010,EE,0,329.387
2011,NUTS,2010,EE0,1,353.846
2012,NUTS,2010,EE0,1,310.502
2013,NUTS,2010,EE0,1,214.858
2014,NUTS,2010,EE0,1,169.743
2015,NUTS,2010,EE0,1,186.48
