year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_gov_total_t_fte
2014,NUTS,2010,DEA1,2,2096.0
2015,NUTS,2010,DEA1,2,2170.0
2016,NUTS,2010,DEA1,2,2129.0
2017,NUTS,2010,DEA1,2,2186.0
2018,NUTS,2010,DEA1,2,2361.0
2019,NUTS,2010,DEA1,2,2368.0
2011,NUTS,2010,DEA2,2,11536.0
2012,NUTS,2010,DEA2,2,11951.0
2013,NUTS,2010,DEA2,2,12178.0
2014,NUTS,2010,DEA2,2,12608.0
2015,NUTS,2010,DEA2,2,12683.0
2016,NUTS,2010,DEA2,2,12734.0
2017,NUTS,2010,DEA2,2,12999.0
2018,NUTS,2010,DEA2,2,13455.0
2019,NUTS,2010,DEA2,2,14037.0
2011,NUTS,2010,DEA3,2,536.0
2012,NUTS,2010,DEA3,2,509.0
2013,NUTS,2010,DEA3,2,503.0
2014,NUTS,2010,DEA3,2,463.0
2015,NUTS,2010,DEA3,2,441.0
2016,NUTS,2010,DEA3,2,481.0
2017,NUTS,2010,DEA3,2,515.0
2018,NUTS,2010,DEA3,2,530.0
2019,NUTS,2010,DEA3,2,516.0
2011,NUTS,2010,DEA4,2,406.0
2012,NUTS,2010,DEA4,2,470.0
2013,NUTS,2010,DEA4,2,449.0
2014,NUTS,2010,DEA4,2,463.0
2015,NUTS,2010,DEA4,2,498.0
2016,NUTS,2010,DEA4,2,557.0
2017,NUTS,2010,DEA4,2,619.0
2018,NUTS,2010,DEA4,2,669.0
2019,NUTS,2010,DEA4,2,692.0
2011,NUTS,2010,DEA5,2,1187.0
2012,NUTS,2010,DEA5,2,1183.0
2013,NUTS,2010,DEA5,2,1288.0
2014,NUTS,2010,DEA5,2,1468.0
2015,NUTS,2010,DEA5,2,1509.0
2016,NUTS,2010,DEA5,2,1543.0
2017,NUTS,2010,DEA5,2,1561.0
2018,NUTS,2010,DEA5,2,1569.0
2019,NUTS,2010,DEA5,2,1571.0
2011,NUTS,2010,DEB,1,1979.0
2012,NUTS,2010,DEB,1,1961.0
2013,NUTS,2010,DEB,1,1910.0
2014,NUTS,2010,DEB,1,1949.0
2015,NUTS,2010,DEB,1,2057.0
2016,NUTS,2010,DEB,1,2223.0
2017,NUTS,2010,DEB,1,2371.0
2018,NUTS,2010,DEB,1,2439.0
2019,NUTS,2010,DEB,1,2637.0
2011,NUTS,2010,DEB1,2,157.0
2012,NUTS,2010,DEB1,2,154.0
2013,NUTS,2010,DEB1,2,233.0
2014,NUTS,2010,DEB1,2,211.0
2015,NUTS,2010,DEB1,2,195.0
2016,NUTS,2010,DEB1,2,215.0
2017,NUTS,2010,DEB1,2,211.0
2018,NUTS,2010,DEB1,2,224.0
2019,NUTS,2010,DEB1,2,248.0
2011,NUTS,2010,DEB2,2,113.0
2012,NUTS,2010,DEB2,2,130.0
2013,NUTS,2010,DEB2,2,42.0
2014,NUTS,2010,DEB2,2,39.0
2015,NUTS,2010,DEB2,2,33.0
2016,NUTS,2010,DEB2,2,36.0
2017,NUTS,2010,DEB2,2,35.0
2018,NUTS,2010,DEB2,2,41.0
2019,NUTS,2010,DEB2,2,75.0
2011,NUTS,2010,DEB3,2,1709.0
2012,NUTS,2010,DEB3,2,1677.0
2013,NUTS,2010,DEB3,2,1635.0
2014,NUTS,2010,DEB3,2,1699.0
2015,NUTS,2010,DEB3,2,1829.0
2016,NUTS,2010,DEB3,2,1972.0
2017,NUTS,2010,DEB3,2,2125.0
2018,NUTS,2010,DEB3,2,2174.0
2019,NUTS,2010,DEB3,2,2313.0
2011,NUTS,2010,DEC,1,1017.0
2012,NUTS,2010,DEC,1,1086.0
2013,NUTS,2010,DEC,1,1095.0
2014,NUTS,2010,DEC,1,1074.0
2015,NUTS,2010,DEC,1,1160.0
2016,NUTS,2010,DEC,1,1176.0
2017,NUTS,2010,DEC,1,1118.0
2018,NUTS,2010,DEC,1,1133.0
2019,NUTS,2010,DEC,1,1391.0
2011,NUTS,2010,DEC0,2,1017.0
2012,NUTS,2010,DEC0,2,1086.0
2013,NUTS,2010,DEC0,2,1095.0
2014,NUTS,2010,DEC0,2,1074.0
2015,NUTS,2010,DEC0,2,1160.0
2016,NUTS,2010,DEC0,2,1176.0
2017,NUTS,2010,DEC0,2,1118.0
2018,NUTS,2010,DEC0,2,1133.0
2019,NUTS,2010,DEC0,2,1391.0
2011,NUTS,2010,DED,1,7051.0
2012,NUTS,2010,DED,1,7232.0
2013,NUTS,2010,DED,1,7348.0
2014,NUTS,2010,DED,1,7338.0
2015,NUTS,2010,DED,1,7530.0
2016,NUTS,2010,DED,1,7628.0
2017,NUTS,2010,DED,1,7903.0
2018,NUTS,2010,DED,1,8172.0
2019,NUTS,2010,DED,1,8485.0
2011,NUTS,2010,DED2,2,4200.0
2012,NUTS,2010,DED2,2,4292.0
2013,NUTS,2010,DED2,2,2205.0
2014,NUTS,2010,DED2,2,4392.0
2015,NUTS,2010,DED2,2,4387.0
2016,NUTS,2010,DED2,2,4433.0
2017,NUTS,2010,DED2,2,4543.0
2018,NUTS,2010,DED2,2,4668.0
2019,NUTS,2010,DED2,2,4847.0
2011,NUTS,2010,DED4,2,684.0
2012,NUTS,2010,DED4,2,751.0
2013,NUTS,2010,DED4,2,3479.0
2014,NUTS,2010,DED4,2,828.0
2015,NUTS,2010,DED4,2,900.0
2016,NUTS,2010,DED4,2,891.0
2017,NUTS,2010,DED4,2,911.0
2018,NUTS,2010,DED4,2,952.0
2019,NUTS,2010,DED4,2,989.0
2011,NUTS,2010,DED5,2,2167.0
2012,NUTS,2010,DED5,2,2188.0
2013,NUTS,2010,DED5,2,1664.0
2014,NUTS,2010,DED5,2,2118.0
2015,NUTS,2010,DED5,2,2243.0
2016,NUTS,2010,DED5,2,2303.0
2017,NUTS,2010,DED5,2,2448.0
2018,NUTS,2010,DED5,2,2552.0
2019,NUTS,2010,DED5,2,2650.0
2011,NUTS,2010,DEE,1,2348.0
2012,NUTS,2010,DEE,1,2506.0
2013,NUTS,2010,DEE,1,2544.0
2014,NUTS,2010,DEE,1,2614.0
2015,NUTS,2010,DEE,1,2588.0
2016,NUTS,2010,DEE,1,2572.0
2017,NUTS,2010,DEE,1,2705.0
2018,NUTS,2010,DEE,1,2796.0
2019,NUTS,2010,DEE,1,2774.0
2011,NUTS,2010,DEE0,2,2348.0
2012,NUTS,2010,DEE0,2,2506.0
2013,NUTS,2010,DEE0,2,2544.0
2014,NUTS,2010,DEE0,2,2614.0
2015,NUTS,2010,DEE0,2,2588.0
2016,NUTS,2010,DEE0,2,2572.0
2017,NUTS,2010,DEE0,2,2705.0
2018,NUTS,2010,DEE0,2,2796.0
2019,NUTS,2010,DEE0,2,2774.0
2011,NUTS,2010,DEF,1,2385.0
2012,NUTS,2010,DEF,1,2564.0
2013,NUTS,2010,DEF,1,2665.0
2014,NUTS,2010,DEF,1,2815.0
2015,NUTS,2010,DEF,1,2530.0
2016,NUTS,2010,DEF,1,2525.0
2017,NUTS,2010,DEF,1,2701.0
2018,NUTS,2010,DEF,1,2714.0
2019,NUTS,2010,DEF,1,2768.0
2011,NUTS,2010,DEF0,2,2385.0
2012,NUTS,2010,DEF0,2,2564.0
2013,NUTS,2010,DEF0,2,2665.0
2014,NUTS,2010,DEF0,2,2815.0
2015,NUTS,2010,DEF0,2,2530.0
2016,NUTS,2010,DEF0,2,2525.0
2017,NUTS,2010,DEF0,2,2701.0
2018,NUTS,2010,DEF0,2,2714.0
2019,NUTS,2010,DEF0,2,2768.0
2011,NUTS,2010,DEG,1,2461.0
2012,NUTS,2010,DEG,1,2473.0
2013,NUTS,2010,DEG,1,2491.0
2014,NUTS,2010,DEG,1,2485.0
2015,NUTS,2010,DEG,1,2450.0
2016,NUTS,2010,DEG,1,2386.0
2017,NUTS,2010,DEG,1,2461.0
2018,NUTS,2010,DEG,1,2611.0
2019,NUTS,2010,DEG,1,2592.0
2011,NUTS,2010,DEG0,2,2461.0
2012,NUTS,2010,DEG0,2,2473.0
2013,NUTS,2010,DEG0,2,2491.0
2014,NUTS,2010,DEG0,2,2485.0
2015,NUTS,2010,DEG0,2,2450.0
2016,NUTS,2010,DEG0,2,2386.0
2017,NUTS,2010,DEG0,2,2461.0
2018,NUTS,2010,DEG0,2,2611.0
2019,NUTS,2010,DEG0,2,2592.0
2011,NUTS,2010,DEZ,1,428.0
2012,NUTS,2010,DEZ,1,453.0
2013,NUTS,2010,DEZ,1,432.0
2014,NUTS,2010,DEZ,1,435.0
2015,NUTS,2010,DEZ,1,416.0
2016,NUTS,2010,DEZ,1,440.0
2017,NUTS,2010,DEZ,1,436.0
2018,NUTS,2010,DEZ,1,485.0
2019,NUTS,2010,DEZ,1,493.0
2011,NUTS,2010,DEZZ,2,428.0
2012,NUTS,2010,DEZZ,2,453.0
2013,NUTS,2010,DEZZ,2,432.0
2014,NUTS,2010,DEZZ,2,435.0
2015,NUTS,2010,DEZZ,2,416.0
2016,NUTS,2010,DEZZ,2,440.0
2017,NUTS,2010,DEZZ,2,436.0
2018,NUTS,2010,DEZZ,2,485.0
2019,NUTS,2010,DEZZ,2,493.0
2011,NUTS,2010,DK,0,1511.0
2012,NUTS,2010,DK,0,1543.0
2013,NUTS,2010,DK,0,1544.0
2014,NUTS,2010,DK,0,1686.0
2015,NUTS,2010,DK,0,1792.0
2016,NUTS,2010,DK,0,1721.0
2017,NUTS,2010,DK,0,2185.0
2018,NUTS,2010,DK,0,2212.0
2019,NUTS,2010,DK,0,2187.0
2020,NUTS,2010,DK,0,2199.0
2011,NUTS,2010,DK0,1,1581.0
2012,NUTS,2010,DK0,1,1543.0
2013,NUTS,2010,DK0,1,1544.0
2014,NUTS,2010,DK0,1,1686.0
2015,NUTS,2010,DK0,1,1792.0
2016,NUTS,2010,DK0,1,1721.0
2017,NUTS,2010,DK0,1,2185.0
2018,NUTS,2010,DK0,1,2212.0
2019,NUTS,2010,DK0,1,2187.0
2011,NUTS,2010,DK01,2,981.0
2012,NUTS,2010,DK01,2,891.0
2013,NUTS,2010,DK01,2,811.0
2014,NUTS,2010,DK01,2,847.0
2015,NUTS,2010,DK01,2,818.0
2016,NUTS,2010,DK01,2,759.0
2017,NUTS,2010,DK01,2,1298.0
2019,NUTS,2010,DK01,2,1341.0
2011,NUTS,2010,DK02,2,120.0
2012,NUTS,2010,DK02,2,116.0
2013,NUTS,2010,DK02,2,143.0
2014,NUTS,2010,DK02,2,212.0
2015,NUTS,2010,DK02,2,260.0
2016,NUTS,2010,DK02,2,157.0
2017,NUTS,2010,DK02,2,203.0
2019,NUTS,2010,DK02,2,199.0
2011,NUTS,2010,DK03,2,219.0
2012,NUTS,2010,DK03,2,185.0
2013,NUTS,2010,DK03,2,197.0
2014,NUTS,2010,DK03,2,229.0
2015,NUTS,2010,DK03,2,251.0
2016,NUTS,2010,DK03,2,294.0
2017,NUTS,2010,DK03,2,53.0
2019,NUTS,2010,DK03,2,51.0
2011,NUTS,2010,DK04,2,246.0
2012,NUTS,2010,DK04,2,331.0
2013,NUTS,2010,DK04,2,360.0
2014,NUTS,2010,DK04,2,367.0
2015,NUTS,2010,DK04,2,432.0
2016,NUTS,2010,DK04,2,477.0
2017,NUTS,2010,DK04,2,383.0
2019,NUTS,2010,DK04,2,329.0
2011,NUTS,2010,DK05,2,15.0
2012,NUTS,2010,DK05,2,20.0
2013,NUTS,2010,DK05,2,33.0
2014,NUTS,2010,DK05,2,30.0
2015,NUTS,2010,DK05,2,31.0
2016,NUTS,2010,DK05,2,33.0
2017,NUTS,2010,DK05,2,249.0
2019,NUTS,2010,DK05,2,268.0
2011,NUTS,2010,EA19,2,274949.0
2012,NUTS,2010,EA19,2,279035.0
2013,NUTS,2010,EA19,2,275510.0
2014,NUTS,2010,EA19,2,277551.0
2015,NUTS,2010,EA19,2,280421.0
2016,NUTS,2010,EA19,2,282898.0
2017,NUTS,2010,EA19,2,286773.0
2018,NUTS,2010,EA19,2,294078.0
2019,NUTS,2010,EA19,2,299728.0
2020,NUTS,2010,EA19,2,303351.0
2011,NUTS,2010,EE,0,776.0
2012,NUTS,2010,EE,0,774.0
2013,NUTS,2010,EE,0,851.0
2014,NUTS,2010,EE,0,800.0
2015,NUTS,2010,EE,0,782.0
2016,NUTS,2010,EE,0,770.0
2017,NUTS,2010,EE,0,847.0
2018,NUTS,2010,EE,0,680.0
2019,NUTS,2010,EE,0,705.0
2020,NUTS,2010,EE,0,788.0
2011,NUTS,2010,EL,0,9620.0
2012,NUTS,2010,EL,0,9982.0
2013,NUTS,2010,EL,0,11436.0
2014,NUTS,2010,EL,0,11125.0
2015,NUTS,2010,EL,0,13628.0
2016,NUTS,2010,EL,0,11750.0
2017,NUTS,2010,EL,0,12074.0
2018,NUTS,2010,EL,0,13350.0
2019,NUTS,2010,EL,0,13896.0
2020,NUTS,2010,EL,0,14144.0
2011,NUTS,2010,EL3,1,4515.0
2013,NUTS,2010,EL3,1,5510.0
2015,NUTS,2010,EL3,1,6401.0
2017,NUTS,2010,EL3,1,6294.0
2019,NUTS,2010,EL3,1,7457.0
2011,NUTS,2010,EL30,2,4515.0
2013,NUTS,2010,EL30,2,5510.0
2015,NUTS,2010,EL30,2,6401.0
2017,NUTS,2010,EL30,2,6294.0
2019,NUTS,2010,EL30,2,7457.0
2011,NUTS,2010,EL4,1,1646.0
2013,NUTS,2010,EL4,1,2110.0
2015,NUTS,2010,EL4,1,2295.0
2017,NUTS,2010,EL4,1,2224.0
2019,NUTS,2010,EL4,1,2155.0
2011,NUTS,2010,EL41,2,80.0
2013,NUTS,2010,EL41,2,101.0
2015,NUTS,2010,EL41,2,262.0
2017,NUTS,2010,EL41,2,225.0
2019,NUTS,2010,EL41,2,208.0
2011,NUTS,2010,EL42,2,254.0
2013,NUTS,2010,EL42,2,246.0
2015,NUTS,2010,EL42,2,227.0
2017,NUTS,2010,EL42,2,193.0
2019,NUTS,2010,EL42,2,237.0
2011,NUTS,2010,EL43,2,1311.0
2013,NUTS,2010,EL43,2,1763.0
2015,NUTS,2010,EL43,2,1806.0
2017,NUTS,2010,EL43,2,1807.0
2019,NUTS,2010,EL43,2,1710.0
2011,NUTS,2010,EL5,1,1991.0
2013,NUTS,2010,EL5,1,2212.0
2015,NUTS,2010,EL5,1,2427.0
2017,NUTS,2010,EL5,1,2196.0
2019,NUTS,2010,EL5,1,2650.0
2011,NUTS,2010,EL51,2,97.0
2013,NUTS,2010,EL51,2,246.0
2015,NUTS,2010,EL51,2,201.0
2017,NUTS,2010,EL51,2,177.0
2019,NUTS,2010,EL51,2,281.0
2011,NUTS,2010,EL52,2,1300.0
2013,NUTS,2010,EL52,2,1347.0
2015,NUTS,2010,EL52,2,1610.0
2017,NUTS,2010,EL52,2,1648.0
2019,NUTS,2010,EL52,2,1962.0
2011,NUTS,2010,EL53,2,389.0
2013,NUTS,2010,EL53,2,163.0
2015,NUTS,2010,EL53,2,388.0
2017,NUTS,2010,EL53,2,193.0
2019,NUTS,2010,EL53,2,169.0
2011,NUTS,2010,EL54,2,205.0
2013,NUTS,2010,EL54,2,456.0
2015,NUTS,2010,EL54,2,228.0
2017,NUTS,2010,EL54,2,178.0
2019,NUTS,2010,EL54,2,237.0
2011,NUTS,2010,EL6,1,1467.0
2013,NUTS,2010,EL6,1,1603.0
2015,NUTS,2010,EL6,1,2504.0
2017,NUTS,2010,EL6,1,1360.0
2019,NUTS,2010,EL6,1,1634.0
2011,NUTS,2010,EL61,2,308.0
2013,NUTS,2010,EL61,2,319.0
2015,NUTS,2010,EL61,2,446.0
2017,NUTS,2010,EL61,2,287.0
2019,NUTS,2010,EL61,2,307.0
2011,NUTS,2010,EL62,2,112.0
2013,NUTS,2010,EL62,2,98.0
2015,NUTS,2010,EL62,2,196.0
2017,NUTS,2010,EL62,2,64.0
2019,NUTS,2010,EL62,2,97.0
2011,NUTS,2010,EL63,2,299.0
2013,NUTS,2010,EL63,2,583.0
2015,NUTS,2010,EL63,2,831.0
2017,NUTS,2010,EL63,2,518.0
2019,NUTS,2010,EL63,2,434.0
2011,NUTS,2010,EL64,2,269.0
2013,NUTS,2010,EL64,2,179.0
2015,NUTS,2010,EL64,2,359.0
2017,NUTS,2010,EL64,2,116.0
2019,NUTS,2010,EL64,2,184.0
2011,NUTS,2010,EL65,2,479.0
2013,NUTS,2010,EL65,2,424.0
2015,NUTS,2010,EL65,2,673.0
2017,NUTS,2010,EL65,2,375.0
2019,NUTS,2010,EL65,2,612.0
2015,NUTS,2010,ELZ,1,0.0
2015,NUTS,2010,ELZZ,2,0.0
2011,NUTS,2010,ES,0,43913.0
2012,NUTS,2010,ES,0,41787.0
2013,NUTS,2010,ES,0,39349.0
2014,NUTS,2010,ES,0,38764.0
2015,NUTS,2010,ES,0,39678.0
2016,NUTS,2010,ES,0,39972.0
2017,NUTS,2010,ES,0,40283.0
2018,NUTS,2010,ES,0,40332.0
2019,NUTS,2010,ES,0,41372.0
2020,NUTS,2010,ES,0,42160.0
2011,NUTS,2010,ES1,1,2580.0
2013,NUTS,2010,ES1,1,2331.0
2014,NUTS,2010,ES1,1,2340.0
2015,NUTS,2010,ES1,1,2363.0
2016,NUTS,2010,ES1,1,2437.0
2017,NUTS,2010,ES1,1,2361.0
2018,NUTS,2010,ES1,1,2513.0
2019,NUTS,2010,ES1,1,2606.0
2013,NUTS,2010,ES11,2,1398.0
2014,NUTS,2010,ES11,2,1396.0
2015,NUTS,2010,ES11,2,1381.0
2016,NUTS,2010,ES11,2,1396.0
2017,NUTS,2010,ES11,2,1484.0
2018,NUTS,2010,ES11,2,1625.0
2019,NUTS,2010,ES11,2,1658.0
2012,NUTS,2010,ES12,2,645.0
2013,NUTS,2010,ES12,2,583.0
2014,NUTS,2010,ES12,2,543.0
2015,NUTS,2010,ES12,2,561.0
2016,NUTS,2010,ES12,2,588.0
2017,NUTS,2010,ES12,2,507.0
2018,NUTS,2010,ES12,2,500.0
2019,NUTS,2010,ES12,2,512.0
2011,NUTS,2010,ES13,2,424.0
2012,NUTS,2010,ES13,2,425.0
2013,NUTS,2010,ES13,2,349.0
2014,NUTS,2010,ES13,2,401.0
2015,NUTS,2010,ES13,2,421.0
2016,NUTS,2010,ES13,2,454.0
2017,NUTS,2010,ES13,2,371.0
2018,NUTS,2010,ES13,2,388.0
2019,NUTS,2010,ES13,2,436.0
2011,NUTS,2010,ES2,1,3147.0
2012,NUTS,2010,ES2,1,3193.0
2013,NUTS,2010,ES2,1,3114.0
2014,NUTS,2010,ES2,1,3088.0
2016,NUTS,2010,ES2,1,3149.0
2017,NUTS,2010,ES2,1,3171.0
2018,NUTS,2010,ES2,1,3373.0
2019,NUTS,2010,ES2,1,3422.0
2011,NUTS,2010,ES21,2,1108.0
2012,NUTS,2010,ES21,2,1271.0
2013,NUTS,2010,ES21,2,1277.0
2014,NUTS,2010,ES21,2,1224.0
2015,NUTS,2010,ES21,2,1222.0
2016,NUTS,2010,ES21,2,1246.0
2017,NUTS,2010,ES21,2,1252.0
2018,NUTS,2010,ES21,2,1375.0
2019,NUTS,2010,ES21,2,1384.0
2011,NUTS,2010,ES22,2,389.0
2012,NUTS,2010,ES22,2,373.0
2013,NUTS,2010,ES22,2,393.0
2014,NUTS,2010,ES22,2,395.0
2016,NUTS,2010,ES22,2,429.0
2017,NUTS,2010,ES22,2,448.0
2018,NUTS,2010,ES22,2,478.0
2019,NUTS,2010,ES22,2,497.0
2011,NUTS,2010,ES23,2,314.0
2012,NUTS,2010,ES23,2,291.0
2013,NUTS,2010,ES23,2,265.0
2014,NUTS,2010,ES23,2,252.0
2015,NUTS,2010,ES23,2,252.0
2016,NUTS,2010,ES23,2,257.0
2017,NUTS,2010,ES23,2,269.0
2018,NUTS,2010,ES23,2,279.0
2019,NUTS,2010,ES23,2,279.0
2011,NUTS,2010,ES24,2,1335.0
2012,NUTS,2010,ES24,2,1258.0
2013,NUTS,2010,ES24,2,1180.0
2014,NUTS,2010,ES24,2,1216.0
2015,NUTS,2010,ES24,2,1193.0
2016,NUTS,2010,ES24,2,1218.0
2017,NUTS,2010,ES24,2,1202.0
2018,NUTS,2010,ES24,2,1241.0
2019,NUTS,2010,ES24,2,1263.0
2011,NUTS,2010,ES3,1,15051.0
2012,NUTS,2010,ES3,1,14067.0
2013,NUTS,2010,ES3,1,12714.0
2014,NUTS,2010,ES3,1,12603.0
2015,NUTS,2010,ES3,1,12644.0
2016,NUTS,2010,ES3,1,12787.0
2017,NUTS,2010,ES3,1,13044.0
2018,NUTS,2010,ES3,1,12667.0
2019,NUTS,2010,ES3,1,12977.0
2011,NUTS,2010,ES30,2,15051.0
2012,NUTS,2010,ES30,2,14067.0
2013,NUTS,2010,ES30,2,12714.0
2014,NUTS,2010,ES30,2,12603.0
2015,NUTS,2010,ES30,2,12644.0
2016,NUTS,2010,ES30,2,12787.0
2017,NUTS,2010,ES30,2,13044.0
2018,NUTS,2010,ES30,2,12667.0
2019,NUTS,2010,ES30,2,12977.0
2011,NUTS,2010,ES4,1,2315.0
2013,NUTS,2010,ES4,1,1875.0
2014,NUTS,2010,ES4,1,1807.0
2015,NUTS,2010,ES4,1,1956.0
2016,NUTS,2010,ES4,1,1881.0
2017,NUTS,2010,ES4,1,1911.0
2018,NUTS,2010,ES4,1,2067.0
2019,NUTS,2010,ES4,1,2085.0
2012,NUTS,2010,ES41,2,960.0
2013,NUTS,2010,ES41,2,909.0
2014,NUTS,2010,ES41,2,941.0
2015,NUTS,2010,ES41,2,911.0
2016,NUTS,2010,ES41,2,918.0
2017,NUTS,2010,ES41,2,942.0
2018,NUTS,2010,ES41,2,966.0
2019,NUTS,2010,ES41,2,967.0
2013,NUTS,2010,ES42,2,493.0
2014,NUTS,2010,ES42,2,482.0
2015,NUTS,2010,ES42,2,498.0
2016,NUTS,2010,ES42,2,496.0
2017,NUTS,2010,ES42,2,482.0
2018,NUTS,2010,ES42,2,513.0
2019,NUTS,2010,ES42,2,527.0
2011,NUTS,2010,ES43,2,621.0
2012,NUTS,2010,ES43,2,578.0
2013,NUTS,2010,ES43,2,474.0
2014,NUTS,2010,ES43,2,384.0
2015,NUTS,2010,ES43,2,547.0
2016,NUTS,2010,ES43,2,466.0
2017,NUTS,2010,ES43,2,488.0
2018,NUTS,2010,ES43,2,588.0
2019,NUTS,2010,ES43,2,591.0
2011,NUTS,2010,ES5,1,13141.0
2012,NUTS,2010,ES5,1,12644.0
2013,NUTS,2010,ES5,1,12346.0
2014,NUTS,2010,ES5,1,12159.0
2015,NUTS,2010,ES5,1,12491.0
2016,NUTS,2010,ES5,1,12644.0
2017,NUTS,2010,ES5,1,12841.0
2018,NUTS,2010,ES5,1,12797.0
2019,NUTS,2010,ES5,1,13118.0
2011,NUTS,2010,ES51,2,9633.0
2012,NUTS,2010,ES51,2,9606.0
2013,NUTS,2010,ES51,2,9468.0
2014,NUTS,2010,ES51,2,9436.0
2015,NUTS,2010,ES51,2,9790.0
2016,NUTS,2010,ES51,2,9747.0
2017,NUTS,2010,ES51,2,10100.0
2018,NUTS,2010,ES51,2,10083.0
2019,NUTS,2010,ES51,2,10271.0
2011,NUTS,2010,ES52,2,2940.0
2012,NUTS,2010,ES52,2,2535.0
2013,NUTS,2010,ES52,2,2414.0
2014,NUTS,2010,ES52,2,2320.0
2015,NUTS,2010,ES52,2,2286.0
2016,NUTS,2010,ES52,2,2447.0
2017,NUTS,2010,ES52,2,2241.0
2018,NUTS,2010,ES52,2,2204.0
2019,NUTS,2010,ES52,2,2275.0
2011,NUTS,2010,ES53,2,567.0
2012,NUTS,2010,ES53,2,503.0
2013,NUTS,2010,ES53,2,464.0
2014,NUTS,2010,ES53,2,403.0
2015,NUTS,2010,ES53,2,416.0
2016,NUTS,2010,ES53,2,449.0
2017,NUTS,2010,ES53,2,500.0
2018,NUTS,2010,ES53,2,511.0
2019,NUTS,2010,ES53,2,573.0
2011,NUTS,2010,ES6,1,6392.0
2012,NUTS,2010,ES6,1,6005.0
2013,NUTS,2010,ES6,1,5808.0
2014,NUTS,2010,ES6,1,5722.0
2015,NUTS,2010,ES6,1,6097.0
2016,NUTS,2010,ES6,1,6044.0
2017,NUTS,2010,ES6,1,5863.0
2018,NUTS,2010,ES6,1,5770.0
2019,NUTS,2010,ES6,1,6016.0
2011,NUTS,2010,ES61,2,5679.0
2012,NUTS,2010,ES61,2,5408.0
2013,NUTS,2010,ES61,2,5223.0
2014,NUTS,2010,ES61,2,5180.0
2015,NUTS,2010,ES61,2,5563.0
2016,NUTS,2010,ES61,2,5519.0
2017,NUTS,2010,ES61,2,5320.0
2018,NUTS,2010,ES61,2,5221.0
2019,NUTS,2010,ES61,2,5450.0
2012,NUTS,2010,ES62,2,597.0
2013,NUTS,2010,ES62,2,584.0
2014,NUTS,2010,ES62,2,540.0
2015,NUTS,2010,ES62,2,533.0
2016,NUTS,2010,ES62,2,525.0
2017,NUTS,2010,ES62,2,544.0
2018,NUTS,2010,ES62,2,550.0
2019,NUTS,2010,ES62,2,566.0
2011,NUTS,2010,ES7,1,1286.0
2012,NUTS,2010,ES7,1,1200.0
2013,NUTS,2010,ES7,1,1161.0
2014,NUTS,2010,ES7,1,1045.0
2015,NUTS,2010,ES7,1,1049.0
2016,NUTS,2010,ES7,1,1031.0
2017,NUTS,2010,ES7,1,1091.0
2018,NUTS,2010,ES7,1,1146.0
2019,NUTS,2010,ES7,1,1148.0
2011,NUTS,2010,ES70,2,1286.0
2012,NUTS,2010,ES70,2,1200.0
2013,NUTS,2010,ES70,2,1161.0
2014,NUTS,2010,ES70,2,1045.0
2015,NUTS,2010,ES70,2,1049.0
2016,NUTS,2010,ES70,2,1031.0
2017,NUTS,2010,ES70,2,1091.0
2018,NUTS,2010,ES70,2,1146.0
2019,NUTS,2010,ES70,2,1148.0
2011,NUTS,2010,ESZ,1,0.0
2011,NUTS,2010,ESZZ,2,0.0
2011,NUTS,2010,EU27_2020,7,344881.0
2012,NUTS,2010,EU27_2020,7,349363.0
2013,NUTS,2010,EU27_2020,7,346993.0
2014,NUTS,2010,EU27_2020,7,348784.0
2015,NUTS,2010,EU27_2020,7,353253.0
2016,NUTS,2010,EU27_2020,7,336893.0
2017,NUTS,2010,EU27_2020,7,342956.0
2018,NUTS,2010,EU27_2020,7,353710.0
2019,NUTS,2010,EU27_2020,7,358463.0
2020,NUTS,2010,EU27_2020,7,363858.0
2011,NUTS,2010,FI,0,6881.0
2012,NUTS,2010,FI,0,6360.0
2013,NUTS,2010,FI,0,6319.0
2014,NUTS,2010,FI,0,5880.0
2015,NUTS,2010,FI,0,4519.0
2016,NUTS,2010,FI,0,4039.0
2017,NUTS,2010,FI,0,4240.0
2018,NUTS,2010,FI,0,4217.0
2019,NUTS,2010,FI,0,4177.0
2020,NUTS,2010,FI,0,4367.0
2012,NUTS,2010,FI1,1,6905.0
2013,NUTS,2010,FI1,1,6865.0
2015,NUTS,2010,FI1,1,5083.0
2016,NUTS,2010,FI1,1,4638.0
2017,NUTS,2010,FI1,1,4240.0
2018,NUTS,2010,FI1,1,4217.0
2019,NUTS,2010,FI1,1,4177.0
2011,NUTS,2010,FI19,2,840.0
2012,NUTS,2010,FI19,2,785.0
2013,NUTS,2010,FI19,2,794.0
2015,NUTS,2010,FI19,2,578.0
2016,NUTS,2010,FI19,2,572.0
2017,NUTS,2010,FI19,2,352.0
2018,NUTS,2010,FI19,2,346.0
2019,NUTS,2010,FI19,2,335.0
2011,NUTS,2010,FI1B,2,4470.0
2012,NUTS,2010,FI1B,2,4042.0
2013,NUTS,2010,FI1B,2,4067.0
2015,NUTS,2010,FI1B,2,3229.0
2016,NUTS,2010,FI1B,2,2962.0
2017,NUTS,2010,FI1B,2,2889.0
2018,NUTS,2010,FI1B,2,2927.0
2019,NUTS,2010,FI1B,2,2932.0
