year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_pnp_mio_pps_kp05
2014,NUTS,2010,ES5,1,8.882
2015,NUTS,2010,ES5,1,14.39
2016,NUTS,2010,ES5,1,16.256
2017,NUTS,2010,ES5,1,14.16
2018,NUTS,2010,ES5,1,16.783
2011,NUTS,2010,ES51,2,8.111
2012,NUTS,2010,ES51,2,8.889
2013,NUTS,2010,ES51,2,6.727
2014,NUTS,2010,ES51,2,7.755
2015,NUTS,2010,ES51,2,13.431
2016,NUTS,2010,ES51,2,15.3
2017,NUTS,2010,ES51,2,13.216
2018,NUTS,2010,ES51,2,14.918
2019,NUTS,2010,ES51,2,15.646
2011,NUTS,2010,ES52,2,0.742
2012,NUTS,2010,ES52,2,0.625
2013,NUTS,2010,ES52,2,0.717
2014,NUTS,2010,ES52,2,0.923
2015,NUTS,2010,ES52,2,0.0
2016,NUTS,2010,ES52,2,0.0
2017,NUTS,2010,ES52,2,0.0
2018,NUTS,2010,ES52,2,1.865
2019,NUTS,2010,ES52,2,0.0
2011,NUTS,2010,ES53,2,0.254
2012,NUTS,2010,ES53,2,0.223
2013,NUTS,2010,ES53,2,0.218
2014,NUTS,2010,ES53,2,0.204
2015,NUTS,2010,ES53,2,0.0
2016,NUTS,2010,ES53,2,0.0
2017,NUTS,2010,ES53,2,0.0
2018,NUTS,2010,ES53,2,0.0
2011,NUTS,2010,ES6,1,1.329
2012,NUTS,2010,ES6,1,2.175
2013,NUTS,2010,ES6,1,2.055
2014,NUTS,2010,ES6,1,2.106
2015,NUTS,2010,ES6,1,1.919
2016,NUTS,2010,ES6,1,2.869
2017,NUTS,2010,ES6,1,1.888
2018,NUTS,2010,ES6,1,2.797
2019,NUTS,2010,ES6,1,2.761
2011,NUTS,2010,ES61,2,1.029
2012,NUTS,2010,ES61,2,1.877
2013,NUTS,2010,ES61,2,1.953
2014,NUTS,2010,ES61,2,2.034
2015,NUTS,2010,ES61,2,0.959
2016,NUTS,2010,ES61,2,2.869
2017,NUTS,2010,ES61,2,1.888
2018,NUTS,2010,ES61,2,2.797
2019,NUTS,2010,ES61,2,2.761
2012,NUTS,2010,ES62,2,0.266
2013,NUTS,2010,ES62,2,0.101
2014,NUTS,2010,ES62,2,0.071
2015,NUTS,2010,ES62,2,0.0
2016,NUTS,2010,ES62,2,0.0
2018,NUTS,2010,ES62,2,0.0
2019,NUTS,2010,ES62,2,0.0
2015,NUTS,2010,ES63,2,0.0
2015,NUTS,2010,ES64,2,0.0
2011,NUTS,2010,ES7,1,0.496
2012,NUTS,2010,ES7,1,0.349
2013,NUTS,2010,ES7,1,0.188
2014,NUTS,2010,ES7,1,0.202
2015,NUTS,2010,ES7,1,0.0
2016,NUTS,2010,ES7,1,0.0
2017,NUTS,2010,ES7,1,0.0
2018,NUTS,2010,ES7,1,0.0
2011,NUTS,2010,ES70,2,0.496
2012,NUTS,2010,ES70,2,0.349
2013,NUTS,2010,ES70,2,0.188
2014,NUTS,2010,ES70,2,0.202
2015,NUTS,2010,ES70,2,0.0
2016,NUTS,2010,ES70,2,0.0
2017,NUTS,2010,ES70,2,0.0
2018,NUTS,2010,ES70,2,0.0
2011,NUTS,2010,ESZ,1,0.0
2012,NUTS,2010,ESZ,1,0.0
2013,NUTS,2010,ESZ,1,0.0
2011,NUTS,2010,ESZZ,2,0.0
2012,NUTS,2010,ESZZ,2,0.0
2013,NUTS,2010,ESZZ,2,0.0
2011,NUTS,2010,EU27_2020,7,1554.814
2012,NUTS,2010,EU27_2020,7,1521.123
2013,NUTS,2010,EU27_2020,7,1341.958
2014,NUTS,2010,EU27_2020,7,1432.39
2015,NUTS,2010,EU27_2020,7,1478.587
2016,NUTS,2010,EU27_2020,7,1422.431
2017,NUTS,2010,EU27_2020,7,1265.232
2018,NUTS,2010,EU27_2020,7,1310.153
2019,NUTS,2010,EU27_2020,7,1442.034
2020,NUTS,2010,EU27_2020,7,1522.356
2011,NUTS,2010,FI,0,37.869
2012,NUTS,2010,FI,0,33.638
2013,NUTS,2010,FI,0,33.375
2014,NUTS,2010,FI,0,34.787
2015,NUTS,2010,FI,0,32.111
2016,NUTS,2010,FI,0,35.025
2017,NUTS,2010,FI,0,34.333
2018,NUTS,2010,FI,0,34.59
2019,NUTS,2010,FI,0,38.996
2020,NUTS,2010,FI,0,36.835
2017,NUTS,2010,FI1,1,34.333
2018,NUTS,2010,FI1,1,34.657
2019,NUTS,2010,FI1,1,38.996
2017,NUTS,2010,FI19,2,7.803
2018,NUTS,2010,FI19,2,8.914
2019,NUTS,2010,FI19,2,9.241
2017,NUTS,2010,FI1B,2,24.087
2018,NUTS,2010,FI1B,2,23.149
2019,NUTS,2010,FI1B,2,26.609
2017,NUTS,2010,FI1C,2,2.036
2018,NUTS,2010,FI1C,2,2.195
2019,NUTS,2010,FI1C,2,2.687
2017,NUTS,2010,FI1D,2,0.407
2018,NUTS,2010,FI1D,2,0.399
2019,NUTS,2010,FI1D,2,0.524
2017,NUTS,2010,FI2,1,0.0
2018,NUTS,2010,FI2,1,0.0
2019,NUTS,2010,FI2,1,0.0
2017,NUTS,2010,FI20,2,0.0
2018,NUTS,2010,FI20,2,0.0
2019,NUTS,2010,FI20,2,0.0
2011,NUTS,2010,FR,0,459.074
2012,NUTS,2010,FR,0,539.511
2013,NUTS,2010,FR,0,558.774
2014,NUTS,2010,FR,0,588.035
2015,NUTS,2010,FR,0,604.235
2016,NUTS,2010,FR,0,638.662
2017,NUTS,2010,FR,0,621.668
2018,NUTS,2010,FR,0,630.732
2019,NUTS,2010,FR,0,669.442
2020,NUTS,2010,FR,0,700.372
2011,NUTS,2010,FR1,1,219.998
2012,NUTS,2010,FR1,1,230.781
2013,NUTS,2010,FR1,1,228.599
2011,NUTS,2010,FR10,2,219.998
2012,NUTS,2010,FR10,2,230.781
2013,NUTS,2010,FR10,2,228.599
2012,NUTS,2010,FR2,1,0.0
2013,NUTS,2010,FR2,1,0.0
2012,NUTS,2010,FR3,1,0.0
2013,NUTS,2010,FR3,1,0.0
2012,NUTS,2010,FR4,1,0.0
2013,NUTS,2010,FR4,1,0.0
2012,NUTS,2010,FR5,1,0.0
2013,NUTS,2010,FR5,1,0.0
2012,NUTS,2010,FR6,1,0.0
2013,NUTS,2010,FR6,1,0.0
2012,NUTS,2010,FR7,1,0.0
2013,NUTS,2010,FR7,1,0.0
2012,NUTS,2010,FR8,1,0.0
2013,NUTS,2010,FR8,1,0.0
2011,NUTS,2010,FRZ,1,239.076
2012,NUTS,2010,FRZ,1,308.783
2013,NUTS,2010,FRZ,1,330.171
2011,NUTS,2010,FRZZ,2,239.076
2012,NUTS,2010,FRZZ,2,308.783
2013,NUTS,2010,FRZZ,2,330.171
2011,NUTS,2010,HR,0,0.624
2011,NUTS,2010,HR0,1,0.624
2011,NUTS,2010,HR03,2,0.624
2011,NUTS,2010,HR04,2,0.0
2012,NUTS,2010,HR04,2,0.0
2013,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZ,1,0.0
2013,NUTS,2010,HRZZ,2,0.0
2014,NUTS,2010,HRZZ,2,0.0
2011,NUTS,2010,IS,0,6.459
2013,NUTS,2010,IS,0,0.0
2014,NUTS,2010,IS,0,0.0
2015,NUTS,2010,IS,0,0.0
2016,NUTS,2010,IS,0,0.0
2017,NUTS,2010,IS,0,0.0
2018,NUTS,2010,IS,0,0.0
2011,NUTS,2010,IS0,1,6.459
2013,NUTS,2010,IS0,1,0.0
2014,NUTS,2010,IS0,1,0.0
2015,NUTS,2010,IS0,1,0.0
2016,NUTS,2010,IS0,1,0.0
2017,NUTS,2010,IS0,1,0.0
2018,NUTS,2010,IS0,1,0.0
2011,NUTS,2010,IS00,2,6.459
2013,NUTS,2010,IS00,2,0.0
2014,NUTS,2010,IS00,2,0.0
2015,NUTS,2010,IS00,2,0.0
2016,NUTS,2010,IS00,2,0.0
2017,NUTS,2010,IS00,2,0.0
2018,NUTS,2010,IS00,2,0.0
2011,NUTS,2010,IT,0,570.485
2012,NUTS,2010,IT,0,514.817
2013,NUTS,2010,IT,0,525.743
2014,NUTS,2010,IT,0,549.812
2015,NUTS,2010,IT,0,581.86
2016,NUTS,2010,IT,0,468.125
2017,NUTS,2010,IT,0,328.376
2018,NUTS,2010,IT,0,318.084
2019,NUTS,2010,IT,0,369.328
2020,NUTS,2010,IT,0,404.401
2011,NUTS,2010,ITC,1,406.53
2012,NUTS,2010,ITC,1,345.303
2013,NUTS,2010,ITC,1,331.576
2014,NUTS,2010,ITC,1,328.606
2015,NUTS,2010,ITC,1,349.412
2016,NUTS,2010,ITC,1,281.201
2017,NUTS,2010,ITC,1,140.803
2018,NUTS,2010,ITC,1,139.48
2019,NUTS,2010,ITC,1,163.017
2011,NUTS,2010,ITC1,2,58.555
2012,NUTS,2010,ITC1,2,60.208
2013,NUTS,2010,ITC1,2,64.303
2014,NUTS,2010,ITC1,2,65.576
2015,NUTS,2010,ITC1,2,73.751
2016,NUTS,2010,ITC1,2,64.644
2017,NUTS,2010,ITC1,2,41.879
2018,NUTS,2010,ITC1,2,40.183
2019,NUTS,2010,ITC1,2,44.875
2011,NUTS,2010,ITC2,2,1.894
2012,NUTS,2010,ITC2,2,2.459
2013,NUTS,2010,ITC2,2,2.515
2014,NUTS,2010,ITC2,2,2.419
2015,NUTS,2010,ITC2,2,1.893
2016,NUTS,2010,ITC2,2,1.805
2017,NUTS,2010,ITC2,2,1.92
2018,NUTS,2010,ITC2,2,1.964
2019,NUTS,2010,ITC2,2,2.435
2011,NUTS,2010,ITC3,2,13.519
2012,NUTS,2010,ITC3,2,11.533
2013,NUTS,2010,ITC3,2,7.378
2014,NUTS,2010,ITC3,2,7.472
2015,NUTS,2010,ITC3,2,7.737
2016,NUTS,2010,ITC3,2,7.001
2017,NUTS,2010,ITC3,2,5.276
2018,NUTS,2010,ITC3,2,6.301
2019,NUTS,2010,ITC3,2,9.828
2011,NUTS,2010,ITC4,2,332.56
2012,NUTS,2010,ITC4,2,271.103
2013,NUTS,2010,ITC4,2,257.38
2014,NUTS,2010,ITC4,2,253.139
2015,NUTS,2010,ITC4,2,266.113
2016,NUTS,2010,ITC4,2,207.751
2017,NUTS,2010,ITC4,2,91.728
2018,NUTS,2010,ITC4,2,91.033
2019,NUTS,2010,ITC4,2,105.879
2011,NUTS,2010,ITF,1,60.708
2012,NUTS,2010,ITF,1,54.95
2013,NUTS,2010,ITF,1,58.015
2014,NUTS,2010,ITF,1,57.741
2017,NUTS,2010,ITF,1,27.841
2018,NUTS,2010,ITF,1,28.48
2019,NUTS,2010,ITF,1,34.949
2011,NUTS,2010,ITF1,2,1.033
2012,NUTS,2010,ITF1,2,0.848
2013,NUTS,2010,ITF1,2,3.186
2014,NUTS,2010,ITF1,2,2.356
2015,NUTS,2010,ITF1,2,1.399
2016,NUTS,2010,ITF1,2,1.244
2017,NUTS,2010,ITF1,2,0.862
2018,NUTS,2010,ITF1,2,0.752
2019,NUTS,2010,ITF1,2,0.757
2017,NUTS,2010,ITF2,2,0.049
2018,NUTS,2010,ITF2,2,0.098
2019,NUTS,2010,ITF2,2,0.038
2011,NUTS,2010,ITF3,2,33.067
2012,NUTS,2010,ITF3,2,30.358
2013,NUTS,2010,ITF3,2,34.709
2014,NUTS,2010,ITF3,2,34.557
2015,NUTS,2010,ITF3,2,35.147
2016,NUTS,2010,ITF3,2,26.314
2017,NUTS,2010,ITF3,2,15.986
2018,NUTS,2010,ITF3,2,17.671
2019,NUTS,2010,ITF3,2,16.752
2011,NUTS,2010,ITF4,2,26.522
2012,NUTS,2010,ITF4,2,23.32
2013,NUTS,2010,ITF4,2,19.199
2014,NUTS,2010,ITF4,2,19.484
2015,NUTS,2010,ITF4,2,23.623
2016,NUTS,2010,ITF4,2,18.64
2017,NUTS,2010,ITF4,2,10.028
2018,NUTS,2010,ITF4,2,9.272
2019,NUTS,2010,ITF4,2,16.26
2012,NUTS,2010,ITF5,2,0.254
2013,NUTS,2010,ITF5,2,0.838
2015,NUTS,2010,ITF5,2,3.457
2017,NUTS,2010,ITF5,2,0.608
2018,NUTS,2010,ITF5,2,0.201
2019,NUTS,2010,ITF5,2,0.552
2011,NUTS,2010,ITF6,2,0.086
2015,NUTS,2010,ITF6,2,0.165
2016,NUTS,2010,ITF6,2,0.341
2017,NUTS,2010,ITF6,2,0.309
2018,NUTS,2010,ITF6,2,0.485
2019,NUTS,2010,ITF6,2,0.591
2011,NUTS,2010,ITG,1,5.511
2012,NUTS,2010,ITG,1,7.802
2013,NUTS,2010,ITG,1,11.905
2014,NUTS,2010,ITG,1,17.644
2015,NUTS,2010,ITG,1,19.014
2016,NUTS,2010,ITG,1,11.35
2017,NUTS,2010,ITG,1,7.895
2018,NUTS,2010,ITG,1,7.445
2019,NUTS,2010,ITG,1,11.393
2011,NUTS,2010,ITG1,2,5.253
2012,NUTS,2010,ITG1,2,7.378
2013,NUTS,2010,ITG1,2,11.402
2014,NUTS,2010,ITG1,2,17.173
2015,NUTS,2010,ITG1,2,18.191
2016,NUTS,2010,ITG1,2,10.493
2017,NUTS,2010,ITG1,2,7.019
2018,NUTS,2010,ITG1,2,6.49
2019,NUTS,2010,ITG1,2,10.341
2011,NUTS,2010,ITG2,2,0.258
2012,NUTS,2010,ITG2,2,0.424
2013,NUTS,2010,ITG2,2,0.503
2014,NUTS,2010,ITG2,2,0.471
2015,NUTS,2010,ITG2,2,0.823
2016,NUTS,2010,ITG2,2,0.857
2017,NUTS,2010,ITG2,2,0.876
2018,NUTS,2010,ITG2,2,0.955
2019,NUTS,2010,ITG2,2,1.052
2011,NUTS,2010,ITH,1,31.258
2012,NUTS,2010,ITH,1,30.443
2013,NUTS,2010,ITH,1,40.661
2014,NUTS,2010,ITH,1,67.515
2015,NUTS,2010,ITH,1,65.355
2016,NUTS,2010,ITH,1,52.648
2017,NUTS,2010,ITH,1,62.992
2018,NUTS,2010,ITH,1,50.236
2019,NUTS,2010,ITH,1,61.271
2011,NUTS,2010,ITH1,2,0.344
2012,NUTS,2010,ITH1,2,0.254
2013,NUTS,2010,ITH1,2,3.186
2014,NUTS,2010,ITH1,2,28.655
2015,NUTS,2010,ITH1,2,27.327
2016,NUTS,2010,ITH1,2,18.091
2017,NUTS,2010,ITH1,2,30.108
2018,NUTS,2010,ITH1,2,22.155
2019,NUTS,2010,ITH1,2,25.053
2011,NUTS,2010,ITH2,2,6.114
2012,NUTS,2010,ITH2,2,7.208
2013,NUTS,2010,ITH2,2,7.126
2014,NUTS,2010,ITH2,2,6.085
2015,NUTS,2010,ITH2,2,6.091
2016,NUTS,2010,ITH2,2,5.716
2017,NUTS,2010,ITH2,2,2.176
2018,NUTS,2010,ITH2,2,2.242
2019,NUTS,2010,ITH2,2,2.12
2011,NUTS,2010,ITH3,2,16.275
2012,NUTS,2010,ITH3,2,12.211
2013,NUTS,2010,ITH3,2,12.492
2014,NUTS,2010,ITH3,2,12.493
2015,NUTS,2010,ITH3,2,15.31
2016,NUTS,2010,ITH3,2,12.774
2017,NUTS,2010,ITH3,2,12.908
2018,NUTS,2010,ITH3,2,11.547
2019,NUTS,2010,ITH3,2,18.695
2011,NUTS,2010,ITH4,2,3.961
2012,NUTS,2010,ITH4,2,5.427
2013,NUTS,2010,ITH4,2,6.456
2014,NUTS,2010,ITH4,2,6.336
2015,NUTS,2010,ITH4,2,6.338
2016,NUTS,2010,ITH4,2,4.891
2017,NUTS,2010,ITH4,2,5.159
2018,NUTS,2010,ITH4,2,4.431
2019,NUTS,2010,ITH4,2,6.132
2011,NUTS,2010,ITH5,2,4.564
2012,NUTS,2010,ITH5,2,5.342
2013,NUTS,2010,ITH5,2,11.402
2014,NUTS,2010,ITH5,2,13.946
2015,NUTS,2010,ITH5,2,10.371
2016,NUTS,2010,ITH5,2,11.176
2017,NUTS,2010,ITH5,2,12.641
2018,NUTS,2010,ITH5,2,9.862
2019,NUTS,2010,ITH5,2,9.271
2011,NUTS,2010,ITI,1,66.478
2012,NUTS,2010,ITI,1,76.319
2013,NUTS,2010,ITI,1,83.586
2014,NUTS,2010,ITI,1,78.306
2017,NUTS,2010,ITI,1,88.845
2018,NUTS,2010,ITI,1,92.443
2019,NUTS,2010,ITI,1,98.699
2011,NUTS,2010,ITI1,2,8.094
2012,NUTS,2010,ITI1,2,17.214
2013,NUTS,2010,ITI1,2,19.199
2014,NUTS,2010,ITI1,2,12.828
2015,NUTS,2010,ITI1,2,21.154
2016,NUTS,2010,ITI1,2,19.887
2017,NUTS,2010,ITI1,2,19.939
2018,NUTS,2010,ITI1,2,19.952
2019,NUTS,2010,ITI1,2,23.663
2011,NUTS,2010,ITI2,2,0.086
2012,NUTS,2010,ITI2,2,0.085
2013,NUTS,2010,ITI2,2,0.084
2014,NUTS,2010,ITI2,2,0.086
2017,NUTS,2010,ITI2,2,0.064
2018,NUTS,2010,ITI2,2,0.495
2019,NUTS,2010,ITI2,2,0.293
2011,NUTS,2010,ITI3,2,0.172
2012,NUTS,2010,ITI3,2,0.254
2013,NUTS,2010,ITI3,2,0.252
2014,NUTS,2010,ITI3,2,0.212
2015,NUTS,2010,ITI3,2,0.165
2016,NUTS,2010,ITI3,2,0.178
2017,NUTS,2010,ITI3,2,0.209
2018,NUTS,2010,ITI3,2,0.366
2019,NUTS,2010,ITI3,2,0.454
2011,NUTS,2010,ITI4,2,58.125
2012,NUTS,2010,ITI4,2,58.766
2013,NUTS,2010,ITI4,2,64.052
2014,NUTS,2010,ITI4,2,65.179
2015,NUTS,2010,ITI4,2,62.639
2016,NUTS,2010,ITI4,2,55.222
2017,NUTS,2010,ITI4,2,68.633
2018,NUTS,2010,ITI4,2,71.63
2019,NUTS,2010,ITI4,2,74.289
2011,NUTS,2010,JP,0,1582.239
2012,NUTS,2010,JP,0,1536.026
2013,NUTS,2010,JP,0,1476.816
2014,NUTS,2010,JP,0,1598.085
2015,NUTS,2010,JP,0,1554.768
2016,NUTS,2010,JP,0,1548.386
2011,NUTS,2010,KR,0,716.582
2012,NUTS,2010,KR,0,612.683
2013,NUTS,2010,KR,0,674.864
2014,NUTS,2010,KR,0,822.053
2015,NUTS,2010,KR,0,897.796
2016,NUTS,2010,KR,0,910.995
2011,NUTS,2010,LU,0,0.0
2012,NUTS,2010,LU,0,0.0
2011,NUTS,2010,LU0,1,0.0
2012,NUTS,2010,LU0,1,0.0
2011,NUTS,2010,LU00,2,0.0
2012,NUTS,2010,LU00,2,0.0
2015,NUTS,2010,MK,0,0.688
2016,NUTS,2010,MK,0,1.991
2017,NUTS,2010,MK,0,0.946
2018,NUTS,2010,MK,0,1.122
2019,NUTS,2010,MK,0,1.093
2020,NUTS,2010,MK,0,0.792
2015,NUTS,2010,MK0,1,0.688
2016,NUTS,2010,MK0,1,1.991
2017,NUTS,2010,MK0,1,0.946
2018,NUTS,2010,MK0,1,1.122
2019,NUTS,2010,MK0,1,1.093
2020,NUTS,2010,MK0,1,0.792
2015,NUTS,2010,MK00,2,0.688
2016,NUTS,2010,MK00,2,1.991
2017,NUTS,2010,MK00,2,0.946
2018,NUTS,2010,MK00,2,1.122
2019,NUTS,2010,MK00,2,1.093
2020,NUTS,2010,MK00,2,0.792
2013,NUTS,2010,NL,0,0.0
2014,NUTS,2010,NL,0,0.0
2015,NUTS,2010,NL,0,0.0
2016,NUTS,2010,NL,0,0.0
2017,NUTS,2010,NL,0,0.0
2018,NUTS,2010,NL,0,0.0
2019,NUTS,2010,NL,0,0.0
2020,NUTS,2010,NL,0,0.0
2011,NUTS,2010,PL,0,9.913
2012,NUTS,2010,PL,0,20.336
2013,NUTS,2010,PL,0,15.161
2014,NUTS,2010,PL,0,17.288
2015,NUTS,2010,PL,0,10.005
2016,NUTS,2010,PL,0,27.779
2017,NUTS,2010,PL,0,24.617
2018,NUTS,2010,PL,0,26.12
2019,NUTS,2010,PL,0,29.806
2020,NUTS,2010,PL,0,25.212
2014,NUTS,2010,PL1,1,5.798
2015,NUTS,2010,PL1,1,7.257
2014,NUTS,2010,PL11,2,0.142
2011,NUTS,2010,PL12,2,5.103
2012,NUTS,2010,PL12,2,6.087
2013,NUTS,2010,PL12,2,6.222
2014,NUTS,2010,PL12,2,5.656
2013,NUTS,2010,PL2,1,5.292
2014,NUTS,2010,PL2,1,5.727
2015,NUTS,2010,PL2,1,0.493
2016,NUTS,2010,PL2,1,6.532
2019,NUTS,2010,PL2,1,9.688
2015,NUTS,2010,PL21,2,0.423
2017,NUTS,2010,PL21,2,4.827
2018,NUTS,2010,PL21,2,4.727
2019,NUTS,2010,PL21,2,8.153
2011,NUTS,2010,PL22,2,0.294
2012,NUTS,2010,PL22,2,0.075
2015,NUTS,2010,PL22,2,0.035
2019,NUTS,2010,PL22,2,1.535
2011,NUTS,2010,PL3,1,0.073
2015,NUTS,2010,PL3,1,0.423
2011,NUTS,2010,PL31,2,0.037
2014,NUTS,2010,PL33,2,0.0
2015,NUTS,2010,PL33,2,0.0
2013,NUTS,2010,PL34,2,0.072
2015,NUTS,2010,PL34,2,0.141
2011,NUTS,2010,PL4,1,0.33
2014,NUTS,2010,PL4,1,1.316
2015,NUTS,2010,PL4,1,1.444
2016,NUTS,2010,PL4,1,2.458
2018,NUTS,2010,PL4,1,0.603
2019,NUTS,2010,PL4,1,0.793
2012,NUTS,2010,PL41,2,1.04
2013,NUTS,2010,PL41,2,0.0
2016,NUTS,2010,PL41,2,2.002
2017,NUTS,2010,PL41,2,1.586
2018,NUTS,2010,PL41,2,0.427
2019,NUTS,2010,PL41,2,0.631
2016,NUTS,2010,PL42,2,0.457
2017,NUTS,2010,PL42,2,0.414
2013,NUTS,2010,PL43,2,0.0
2014,NUTS,2010,PL43,2,0.0
2015,NUTS,2010,PL43,2,0.0
2011,NUTS,2010,PL5,1,0.257
2012,NUTS,2010,PL5,1,0.277
2013,NUTS,2010,PL5,1,0.322
2014,NUTS,2010,PL5,1,0.142
2015,NUTS,2010,PL5,1,0.352
2016,NUTS,2010,PL5,1,3.371
2011,NUTS,2010,PL51,2,0.257
2012,NUTS,2010,PL51,2,0.277
2017,NUTS,2010,PL51,2,0.31
2018,NUTS,2010,PL51,2,0.43
2019,NUTS,2010,PL51,2,0.829
2011,NUTS,2010,PL6,1,1.212
2013,NUTS,2010,PL6,1,0.572
2015,NUTS,2010,PL6,1,0.071
2016,NUTS,2010,PL6,1,2.81
2018,NUTS,2010,PL6,1,2.525
2015,NUTS,2010,PL61,2,0.0
2016,NUTS,2010,PL61,2,0.421
2017,NUTS,2010,PL61,2,0.483
2019,NUTS,2010,PL61,2,0.394
2014,NUTS,2010,PL62,2,0.0
2013,NUTS,2010,PL63,2,0.286
2017,NUTS,2010,PL63,2,1.758
2018,NUTS,2010,PL63,2,1.858
2019,NUTS,2010,PL63,2,2.876
2016,NUTS,2010,PL7,1,0.808
2017,NUTS,2010,PL71,2,1.207
2018,NUTS,2010,PL71,2,2.562
2019,NUTS,2010,PL71,2,2.163
2016,NUTS,2010,PL8,1,1.58
2017,NUTS,2010,PL8,1,2.103
2018,NUTS,2010,PL8,1,1.826
2019,NUTS,2010,PL8,1,1.904
2016,NUTS,2010,PL81,2,0.211
2017,NUTS,2010,PL81,2,0.0
2018,NUTS,2010,PL81,2,1.099
2016,NUTS,2010,PL9,1,10.22
2018,NUTS,2010,PL9,1,10.649
2019,NUTS,2010,PL9,1,10.151
2016,NUTS,2010,PL91,2,10.149
2017,NUTS,2010,PL91,2,8.757
2019,NUTS,2010,PL91,2,10.151
2016,NUTS,2010,PL92,2,0.035
2019,NUTS,2010,PL92,2,0.0
2011,NUTS,2010,PT,0,255.072
2012,NUTS,2010,PT,0,221.783
2013,NUTS,2010,PT,0,33.263
2014,NUTS,2010,PT,0,42.102
2015,NUTS,2010,PT,0,37.976
2016,NUTS,2010,PT,0,40.476
2017,NUTS,2010,PT,0,41.838
2018,NUTS,2010,PT,0,45.703
2019,NUTS,2010,PT,0,57.364
2020,NUTS,2010,PT,0,66.387
2011,NUTS,2010,PT1,1,251.089
2012,NUTS,2010,PT1,1,217.076
2013,NUTS,2010,PT1,1,33.167
2014,NUTS,2010,PT1,1,41.976
2015,NUTS,2010,PT1,1,37.818
2016,NUTS,2010,PT1,1,40.358
2017,NUTS,2010,PT1,1,41.591
2018,NUTS,2010,PT1,1,45.567
2019,NUTS,2010,PT1,1,57.213
2020,NUTS,2010,PT1,1,65.666
2011,NUTS,2010,PT11,2,85.396
2012,NUTS,2010,PT11,2,72.941
2013,NUTS,2010,PT11,2,2.794
2014,NUTS,2010,PT11,2,3.155
2015,NUTS,2010,PT11,2,3.527
2016,NUTS,2010,PT11,2,3.749
2017,NUTS,2010,PT11,2,4.349
2018,NUTS,2010,PT11,2,5.056
2019,NUTS,2010,PT11,2,5.277
2020,NUTS,2010,PT11,2,11.527
2011,NUTS,2010,PT15,2,0.267
2012,NUTS,2010,PT15,2,0.137
2013,NUTS,2010,PT15,2,0.0
2014,NUTS,2010,PT15,2,0.0
2015,NUTS,2010,PT15,2,0.0
2016,NUTS,2010,PT15,2,0.003
2017,NUTS,2010,PT15,2,0.0
2018,NUTS,2010,PT15,2,0.0
2019,NUTS,2010,PT15,2,0.0
2020,NUTS,2010,PT15,2,0.871
2011,NUTS,2010,PT16,2,30.125
2012,NUTS,2010,PT16,2,37.833
2013,NUTS,2010,PT16,2,2.145
2014,NUTS,2010,PT16,2,3.248
2015,NUTS,2010,PT16,2,2.939
2016,NUTS,2010,PT16,2,2.772
2017,NUTS,2010,PT16,2,2.524
2018,NUTS,2010,PT16,2,2.849
2019,NUTS,2010,PT16,2,4.33
2020,NUTS,2010,PT16,2,5.977
2011,NUTS,2010,PT17,2,135.301
2012,NUTS,2010,PT17,2,106.139
2013,NUTS,2010,PT17,2,28.228
2014,NUTS,2010,PT17,2,35.573
2015,NUTS,2010,PT17,2,31.353
2016,NUTS,2010,PT17,2,33.796
2017,NUTS,2010,PT17,2,34.679
2018,NUTS,2010,PT17,2,37.523
2019,NUTS,2010,PT17,2,47.522
2020,NUTS,2010,PT17,2,46.28
2011,NUTS,2010,PT18,2,0.0
2012,NUTS,2010,PT18,2,0.026
2013,NUTS,2010,PT18,2,0.0
2014,NUTS,2010,PT18,2,0.0
2015,NUTS,2010,PT18,2,0.0
2016,NUTS,2010,PT18,2,0.038
2017,NUTS,2010,PT18,2,0.039
2018,NUTS,2010,PT18,2,0.138
2019,NUTS,2010,PT18,2,0.085
2020,NUTS,2010,PT18,2,1.011
2011,NUTS,2010,PT2,1,2.054
2012,NUTS,2010,PT2,1,3.013
2013,NUTS,2010,PT2,1,0.0
2014,NUTS,2010,PT2,1,0.0
2015,NUTS,2010,PT2,1,0.0
2016,NUTS,2010,PT2,1,0.0
2017,NUTS,2010,PT2,1,0.073
2018,NUTS,2010,PT2,1,0.069
2019,NUTS,2010,PT2,1,0.151
2020,NUTS,2010,PT2,1,0.672
2011,NUTS,2010,PT20,2,2.054
2012,NUTS,2010,PT20,2,3.013
2013,NUTS,2010,PT20,2,0.0
2014,NUTS,2010,PT20,2,0.0
2015,NUTS,2010,PT20,2,0.0
2016,NUTS,2010,PT20,2,0.0
2017,NUTS,2010,PT20,2,0.073
2018,NUTS,2010,PT20,2,0.069
2019,NUTS,2010,PT20,2,0.151
2020,NUTS,2010,PT20,2,0.672
2011,NUTS,2010,PT3,1,1.929
2012,NUTS,2010,PT3,1,1.694
2013,NUTS,2010,PT3,1,0.096
2014,NUTS,2010,PT3,1,0.127
2015,NUTS,2010,PT3,1,0.157
2016,NUTS,2010,PT3,1,0.119
2017,NUTS,2010,PT3,1,0.174
2018,NUTS,2010,PT3,1,0.068
2019,NUTS,2010,PT3,1,0.0
2020,NUTS,2010,PT3,1,0.049
2011,NUTS,2010,PT30,2,1.929
