year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_p_mhab_ht
1990,NUTS,2010,AT,0,6.941
1991,NUTS,2010,AT,0,7.142
1992,NUTS,2010,AT,0,7.391
1993,NUTS,2010,AT,0,7.01
1994,NUTS,2010,AT,0,9.619
1995,NUTS,2010,AT,0,9.512
1996,NUTS,2010,AT,0,9.836
1997,NUTS,2010,AT,0,11.095
1998,NUTS,2010,AT,0,13.137
1999,NUTS,2010,AT,0,18.91
2000,NUTS,2010,AT,0,18.67
2001,NUTS,2010,AT,0,24.026
2002,NUTS,2010,AT,0,27.712
2003,NUTS,2010,AT,0,29.685
2004,NUTS,2010,AT,0,24.362
2005,NUTS,2010,AT,0,29.21
2006,NUTS,2010,AT,0,36.94
2007,NUTS,2010,AT,0,36.528
2008,NUTS,2010,AT,0,22.657
2009,NUTS,2010,AT,0,25.96
2010,NUTS,2010,AT,0,22.676
2011,NUTS,2010,AT,0,25.807
2012,NUTS,2010,AT,0,23.336
2000,NUTS,2010,AT1,1,23.995
2001,NUTS,2010,AT1,1,34.841
2002,NUTS,2010,AT1,1,36.746
2003,NUTS,2010,AT1,1,42.496
2004,NUTS,2010,AT1,1,35.012
2005,NUTS,2010,AT1,1,43.583
2006,NUTS,2010,AT1,1,53.72
2007,NUTS,2010,AT1,1,54.738
2008,NUTS,2010,AT1,1,25.989
2009,NUTS,2010,AT1,1,19.706
2010,NUTS,2010,AT1,1,20.34
2011,NUTS,2010,AT1,1,25.046
2012,NUTS,2010,AT1,1,20.687
2000,NUTS,2010,AT11,2,7.928
2001,NUTS,2010,AT11,2,4.82
2002,NUTS,2010,AT11,2,3.904
2003,NUTS,2010,AT11,2,13.56
2004,NUTS,2010,AT11,2,10.044
2005,NUTS,2010,AT11,2,2.266
2006,NUTS,2010,AT11,2,11.5
2007,NUTS,2010,AT11,2,16.068
2008,NUTS,2010,AT11,2,10.214
2009,NUTS,2010,AT11,2,20.617
2010,NUTS,2010,AT11,2,12.161
2011,NUTS,2010,AT11,2,11.139
2012,NUTS,2010,AT11,2,10.498
2004,NUTS,2010,AT111,3,26.567
2009,NUTS,2010,AT111,3,26.687
2001,NUTS,2010,AT112,3,4.13
2002,NUTS,2010,AT112,3,7.657
2003,NUTS,2010,AT112,3,19.454
2004,NUTS,2010,AT112,3,1.761
2005,NUTS,2010,AT112,3,4.403
2006,NUTS,2010,AT112,3,3.19
2007,NUTS,2010,AT112,3,10.336
2009,NUTS,2010,AT112,3,24.249
2010,NUTS,2010,AT112,3,5.048
2011,NUTS,2010,AT112,3,13.376
2012,NUTS,2010,AT112,3,3.322
2001,NUTS,2010,AT113,3,7.668
2003,NUTS,2010,AT113,3,10.259
2004,NUTS,2010,AT113,3,15.743
2006,NUTS,2010,AT113,3,28.203
2007,NUTS,2010,AT113,3,30.781
2008,NUTS,2010,AT113,3,29.509
2009,NUTS,2010,AT113,3,12.798
2010,NUTS,2010,AT113,3,27.665
2011,NUTS,2010,AT113,3,11.993
2012,NUTS,2010,AT113,3,25.583
2000,NUTS,2010,AT12,2,16.911
2001,NUTS,2010,AT12,2,23.015
2002,NUTS,2010,AT12,2,20.755
2003,NUTS,2010,AT12,2,16.408
2004,NUTS,2010,AT12,2,9.067
2005,NUTS,2010,AT12,2,18.541
2006,NUTS,2010,AT12,2,20.329
2007,NUTS,2010,AT12,2,16.858
2008,NUTS,2010,AT12,2,15.042
2009,NUTS,2010,AT12,2,14.455
2010,NUTS,2010,AT12,2,13.033
2011,NUTS,2010,AT12,2,19.217
2012,NUTS,2010,AT12,2,17.795
2001,NUTS,2010,AT121,3,3.496
2003,NUTS,2010,AT121,3,10.105
2004,NUTS,2010,AT121,3,2.815
2005,NUTS,2010,AT121,3,3.514
2006,NUTS,2010,AT121,3,15.655
2007,NUTS,2010,AT121,3,1.704
2008,NUTS,2010,AT121,3,4.981
2009,NUTS,2010,AT121,3,16.567
2010,NUTS,2010,AT121,3,5.183
2011,NUTS,2010,AT121,3,15.892
2012,NUTS,2010,AT121,3,2.075
2001,NUTS,2010,AT122,3,12.277
2002,NUTS,2010,AT122,3,6.621
2003,NUTS,2010,AT122,3,3.566
2004,NUTS,2010,AT122,3,12.577
2005,NUTS,2010,AT122,3,16.708
2006,NUTS,2010,AT122,3,6.974
2007,NUTS,2010,AT122,3,8.071
2008,NUTS,2010,AT122,3,6.954
2009,NUTS,2010,AT122,3,7.413
2010,NUTS,2010,AT122,3,4.953
2011,NUTS,2010,AT122,3,7.915
2012,NUTS,2010,AT122,3,14.817
2001,NUTS,2010,AT123,3,11.64
2002,NUTS,2010,AT123,3,7.025
2003,NUTS,2010,AT123,3,3.5
2004,NUTS,2010,AT123,3,6.95
2005,NUTS,2010,AT123,3,16.661
2006,NUTS,2010,AT123,3,14.625
2007,NUTS,2010,AT123,3,13.271
2008,NUTS,2010,AT123,3,12.35
2009,NUTS,2010,AT123,3,2.233
2010,NUTS,2010,AT123,3,1.689
2011,NUTS,2010,AT123,3,24.756
2012,NUTS,2010,AT123,3,1.683
2001,NUTS,2010,AT124,3,29.767
2002,NUTS,2010,AT124,3,7.073
2003,NUTS,2010,AT124,3,4.487
2005,NUTS,2010,AT124,3,3.556
2006,NUTS,2010,AT124,3,10.132
2007,NUTS,2010,AT124,3,6.591
2008,NUTS,2010,AT124,3,7.916
2009,NUTS,2010,AT124,3,4.348
2010,NUTS,2010,AT124,3,10.225
2011,NUTS,2010,AT124,3,2.415
2012,NUTS,2010,AT124,3,6.063
2001,NUTS,2010,AT125,3,2.677
2002,NUTS,2010,AT125,3,15.569
2003,NUTS,2010,AT125,3,11.358
2004,NUTS,2010,AT125,3,7.47
2005,NUTS,2010,AT125,3,20.913
2006,NUTS,2010,AT125,3,20.466
2007,NUTS,2010,AT125,3,28.135
2008,NUTS,2010,AT125,3,12.199
2009,NUTS,2010,AT125,3,2.663
2010,NUTS,2010,AT125,3,13.172
2011,NUTS,2010,AT125,3,10.767
2012,NUTS,2010,AT125,3,2.026
2001,NUTS,2010,AT126,3,53.469
2002,NUTS,2010,AT126,3,41.662
2003,NUTS,2010,AT126,3,45.217
2004,NUTS,2010,AT126,3,13.356
2005,NUTS,2010,AT126,3,28.75
2006,NUTS,2010,AT126,3,25.63
2007,NUTS,2010,AT126,3,35.295
2008,NUTS,2010,AT126,3,38.575
2009,NUTS,2010,AT126,3,22.209
2010,NUTS,2010,AT126,3,22.364
2011,NUTS,2010,AT126,3,31.726
2012,NUTS,2010,AT126,3,44.03
2001,NUTS,2010,AT127,3,28.024
2002,NUTS,2010,AT127,3,48.883
2003,NUTS,2010,AT127,3,22.229
2004,NUTS,2010,AT127,3,15.494
2005,NUTS,2010,AT127,3,33.141
2006,NUTS,2010,AT127,3,39.912
2007,NUTS,2010,AT127,3,22.782
2008,NUTS,2010,AT127,3,14.3
2009,NUTS,2010,AT127,3,28.498
2010,NUTS,2010,AT127,3,23.663
2011,NUTS,2010,AT127,3,30.956
2012,NUTS,2010,AT127,3,28.291
2000,NUTS,2010,AT13,2,33.884
2001,NUTS,2010,AT13,2,51.88
2002,NUTS,2010,AT13,2,58.245
2003,NUTS,2010,AT13,2,72.895
2004,NUTS,2010,AT13,2,64.394
2005,NUTS,2010,AT13,2,74.686
2006,NUTS,2010,AT13,2,92.796
2007,NUTS,2010,AT13,2,97.481
2008,NUTS,2010,AT13,2,39.091
2009,NUTS,2010,AT13,2,24.564
2010,NUTS,2010,AT13,2,28.663
2011,NUTS,2010,AT13,2,32.88
2012,NUTS,2010,AT13,2,25.107
2000,NUTS,2010,AT130,3,33.884
2001,NUTS,2010,AT130,3,51.88
2002,NUTS,2010,AT130,3,58.245
2003,NUTS,2010,AT130,3,72.895
2004,NUTS,2010,AT130,3,64.394
2005,NUTS,2010,AT130,3,74.686
2006,NUTS,2010,AT130,3,92.796
2007,NUTS,2010,AT130,3,97.481
2008,NUTS,2010,AT130,3,39.091
2009,NUTS,2010,AT130,3,24.564
2010,NUTS,2010,AT130,3,28.663
2011,NUTS,2010,AT130,3,32.88
2012,NUTS,2010,AT130,3,25.107
2000,NUTS,2010,AT2,1,19.15
2001,NUTS,2010,AT2,1,18.341
2002,NUTS,2010,AT2,1,37.688
2003,NUTS,2010,AT2,1,23.13
2004,NUTS,2010,AT2,1,24.597
2005,NUTS,2010,AT2,1,21.701
2006,NUTS,2010,AT2,1,34.884
2007,NUTS,2010,AT2,1,25.569
2008,NUTS,2010,AT2,1,24.611
2009,NUTS,2010,AT2,1,35.103
2010,NUTS,2010,AT2,1,19.069
2011,NUTS,2010,AT2,1,24.658
2012,NUTS,2010,AT2,1,30.588
2000,NUTS,2010,AT21,2,19.618
2001,NUTS,2010,AT21,2,18.907
2002,NUTS,2010,AT21,2,53.756
2003,NUTS,2010,AT21,2,29.394
2004,NUTS,2010,AT21,2,18.548
2005,NUTS,2010,AT21,2,23.581
2006,NUTS,2010,AT21,2,16.396
2007,NUTS,2010,AT21,2,24.169
2008,NUTS,2010,AT21,2,5.396
2009,NUTS,2010,AT21,2,37.751
2010,NUTS,2010,AT21,2,7.76
2011,NUTS,2010,AT21,2,8.46
2012,NUTS,2010,AT21,2,13.399
2001,NUTS,2010,AT211,3,33.781
2002,NUTS,2010,AT211,3,96.806
2003,NUTS,2010,AT211,3,46.738
2004,NUTS,2010,AT211,3,30.204
2005,NUTS,2010,AT211,3,40.388
2006,NUTS,2010,AT211,3,24.487
2007,NUTS,2010,AT211,3,44.159
2008,NUTS,2010,AT211,3,5.537
2009,NUTS,2010,AT211,3,62.147
2010,NUTS,2010,AT211,3,15.705
2011,NUTS,2010,AT211,3,11.703
2012,NUTS,2010,AT211,3,22.39
2001,NUTS,2010,AT212,3,11.397
2002,NUTS,2010,AT212,3,9.495
2003,NUTS,2010,AT212,3,10.827
2004,NUTS,2010,AT212,3,9.166
2005,NUTS,2010,AT212,3,17.043
2006,NUTS,2010,AT212,3,11.513
2007,NUTS,2010,AT212,3,8.62
2008,NUTS,2010,AT212,3,11.571
2009,NUTS,2010,AT212,3,16.806
2011,NUTS,2010,AT212,3,7.834
2012,NUTS,2010,AT212,3,7.878
2002,NUTS,2010,AT213,3,17.332
2003,NUTS,2010,AT213,3,15.201
2004,NUTS,2010,AT213,3,6.358
2006,NUTS,2010,AT213,3,6.385
2007,NUTS,2010,AT213,3,2.114
2009,NUTS,2010,AT213,3,11.816
2011,NUTS,2010,AT213,3,3.071
2012,NUTS,2010,AT213,3,1.643
2000,NUTS,2010,AT22,2,18.928
2001,NUTS,2010,AT22,2,18.073
2002,NUTS,2010,AT22,2,30.115
2003,NUTS,2010,AT22,2,20.196
2004,NUTS,2010,AT22,2,27.429
2005,NUTS,2010,AT22,2,20.823
2006,NUTS,2010,AT22,2,43.494
2007,NUTS,2010,AT22,2,26.221
2008,NUTS,2010,AT22,2,33.547
2009,NUTS,2010,AT22,2,33.873
2010,NUTS,2010,AT22,2,24.306
2011,NUTS,2010,AT22,2,32.14
2012,NUTS,2010,AT22,2,38.496
2001,NUTS,2010,AT221,3,39.154
2002,NUTS,2010,AT221,3,64.879
2003,NUTS,2010,AT221,3,53.892
2004,NUTS,2010,AT221,3,61.476
2005,NUTS,2010,AT221,3,44.165
2006,NUTS,2010,AT221,3,76.547
2007,NUTS,2010,AT221,3,56.441
2008,NUTS,2010,AT221,3,50.162
2009,NUTS,2010,AT221,3,77.747
2010,NUTS,2010,AT221,3,45.416
2011,NUTS,2010,AT221,3,80.054
2012,NUTS,2010,AT221,3,93.619
2004,NUTS,2010,AT222,3,12.317
2008,NUTS,2010,AT222,3,1.738
2009,NUTS,2010,AT222,3,1.742
2011,NUTS,2010,AT222,3,9.043
2001,NUTS,2010,AT223,3,3.854
2003,NUTS,2010,AT223,3,1.152
2004,NUTS,2010,AT223,3,2.892
2005,NUTS,2010,AT223,3,1.919
2006,NUTS,2010,AT223,3,14.584
2007,NUTS,2010,AT223,3,4.232
2008,NUTS,2010,AT223,3,19.352
2009,NUTS,2010,AT223,3,6.965
2010,NUTS,2010,AT223,3,6.781
2011,NUTS,2010,AT223,3,3.021
2012,NUTS,2010,AT223,3,6.263
2001,NUTS,2010,AT224,3,9.073
2002,NUTS,2010,AT224,3,10.906
2003,NUTS,2010,AT224,3,1.68
2004,NUTS,2010,AT224,3,2.388
2005,NUTS,2010,AT224,3,10.55
2006,NUTS,2010,AT224,3,18.481
2007,NUTS,2010,AT224,3,4.66
2008,NUTS,2010,AT224,3,14.288
2009,NUTS,2010,AT224,3,1.233
2010,NUTS,2010,AT224,3,3.743
2011,NUTS,2010,AT224,3,2.249
2012,NUTS,2010,AT224,3,6.0
2001,NUTS,2010,AT225,3,22.663
2002,NUTS,2010,AT225,3,46.043
2003,NUTS,2010,AT225,3,17.627
2004,NUTS,2010,AT225,3,40.337
2005,NUTS,2010,AT225,3,26.636
2006,NUTS,2010,AT225,3,73.348
2007,NUTS,2010,AT225,3,40.649
2008,NUTS,2010,AT225,3,65.439
2009,NUTS,2010,AT225,3,42.361
2010,NUTS,2010,AT225,3,38.303
2011,NUTS,2010,AT225,3,25.4
2012,NUTS,2010,AT225,3,31.26
2002,NUTS,2010,AT226,3,4.137
2003,NUTS,2010,AT226,3,1.574
2006,NUTS,2010,AT226,3,14.049
2008,NUTS,2010,AT226,3,10.339
2009,NUTS,2010,AT226,3,4.773
2010,NUTS,2010,AT226,3,17.601
2000,NUTS,2010,AT3,1,11.971
2001,NUTS,2010,AT3,1,14.648
2002,NUTS,2010,AT3,1,10.468
2003,NUTS,2010,AT3,1,17.476
2004,NUTS,2010,AT3,1,11.778
2005,NUTS,2010,AT3,1,16.726
2006,NUTS,2010,AT3,1,17.38
2007,NUTS,2010,AT3,1,21.158
2008,NUTS,2010,AT3,1,16.534
2009,NUTS,2010,AT3,1,27.848
2010,NUTS,2010,AT3,1,26.504
2011,NUTS,2010,AT3,1,27.218
2012,NUTS,2010,AT3,1,21.586
2000,NUTS,2010,AT31,2,7.117
2001,NUTS,2010,AT31,2,13.924
2002,NUTS,2010,AT31,2,8.289
2003,NUTS,2010,AT31,2,10.394
2004,NUTS,2010,AT31,2,10.169
2005,NUTS,2010,AT31,2,17.172
2006,NUTS,2010,AT31,2,14.954
2007,NUTS,2010,AT31,2,10.872
2008,NUTS,2010,AT31,2,10.087
2009,NUTS,2010,AT31,2,23.74
2010,NUTS,2010,AT31,2,27.128
2011,NUTS,2010,AT31,2,20.422
2012,NUTS,2010,AT31,2,18.135
2001,NUTS,2010,AT311,3,17.141
2002,NUTS,2010,AT311,3,0.918
2003,NUTS,2010,AT311,3,18.629
2004,NUTS,2010,AT311,3,8.241
2005,NUTS,2010,AT311,3,11.576
2006,NUTS,2010,AT311,3,12.287
2007,NUTS,2010,AT311,3,6.669
2008,NUTS,2010,AT311,3,12.119
2009,NUTS,2010,AT311,3,47.5
2010,NUTS,2010,AT311,3,87.005
2011,NUTS,2010,AT311,3,54.391
2012,NUTS,2010,AT311,3,25.925
2001,NUTS,2010,AT312,3,25.366
2002,NUTS,2010,AT312,3,14.08
2003,NUTS,2010,AT312,3,13.617
2004,NUTS,2010,AT312,3,11.779
2005,NUTS,2010,AT312,3,30.642
2006,NUTS,2010,AT312,3,20.111
2007,NUTS,2010,AT312,3,13.524
2008,NUTS,2010,AT312,3,15.479
2009,NUTS,2010,AT312,3,26.564
2010,NUTS,2010,AT312,3,13.193
2011,NUTS,2010,AT312,3,21.572
2012,NUTS,2010,AT312,3,25.028
2001,NUTS,2010,AT313,3,2.485
2002,NUTS,2010,AT313,3,7.025
2003,NUTS,2010,AT313,3,6.176
2005,NUTS,2010,AT313,3,8.111
2006,NUTS,2010,AT313,3,8.638
2007,NUTS,2010,AT313,3,11.669
2008,NUTS,2010,AT313,3,6.958
2009,NUTS,2010,AT313,3,8.96
2010,NUTS,2010,AT313,3,9.801
2011,NUTS,2010,AT313,3,1.618
2012,NUTS,2010,AT313,3,3.428
2001,NUTS,2010,AT314,3,3.291
2003,NUTS,2010,AT314,3,2.167
2004,NUTS,2010,AT314,3,8.192
2005,NUTS,2010,AT314,3,1.634
2007,NUTS,2010,AT314,3,2.478
2009,NUTS,2010,AT314,3,11.441
2010,NUTS,2010,AT314,3,2.159
2011,NUTS,2010,AT314,3,9.305
2012,NUTS,2010,AT314,3,1.641
2001,NUTS,2010,AT315,3,0.887
2002,NUTS,2010,AT315,3,10.44
2003,NUTS,2010,AT315,3,2.209
2004,NUTS,2010,AT315,3,19.076
2005,NUTS,2010,AT315,3,10.75
2006,NUTS,2010,AT315,3,21.619
2007,NUTS,2010,AT315,3,14.528
2008,NUTS,2010,AT315,3,4.362
2009,NUTS,2010,AT315,3,9.806
2010,NUTS,2010,AT315,3,20.626
2011,NUTS,2010,AT315,3,1.09
2012,NUTS,2010,AT315,3,16.232
2000,NUTS,2010,AT32,2,16.964
2001,NUTS,2010,AT32,2,11.809
2002,NUTS,2010,AT32,2,9.844
2003,NUTS,2010,AT32,2,22.569
2004,NUTS,2010,AT32,2,11.545
2005,NUTS,2010,AT32,2,13.879
2006,NUTS,2010,AT32,2,27.261
2007,NUTS,2010,AT32,2,22.812
2008,NUTS,2010,AT32,2,10.609
2009,NUTS,2010,AT32,2,30.53
2010,NUTS,2010,AT32,2,11.068
2011,NUTS,2010,AT32,2,14.586
2012,NUTS,2010,AT32,2,9.911
2006,NUTS,2010,AT321,3,91.09
2011,NUTS,2010,AT321,3,12.004
2005,NUTS,2010,AT322,3,3.07
2006,NUTS,2010,AT322,3,6.125
2007,NUTS,2010,AT322,3,3.068
2008,NUTS,2010,AT322,3,1.536
2010,NUTS,2010,AT322,3,6.164
2001,NUTS,2010,AT323,3,18.333
2002,NUTS,2010,AT323,3,15.247
2003,NUTS,2010,AT323,3,34.944
2004,NUTS,2010,AT323,3,17.852
2005,NUTS,2010,AT323,3,19.95
2006,NUTS,2010,AT323,3,33.444
2007,NUTS,2010,AT323,3,33.623
2008,NUTS,2010,AT323,3,15.578
2009,NUTS,2010,AT323,3,46.834
2010,NUTS,2010,AT323,3,14.058
2011,NUTS,2010,AT323,3,21.615
2012,NUTS,2010,AT323,3,15.167
2000,NUTS,2010,AT33,2,14.233
2001,NUTS,2010,AT33,2,15.637
2002,NUTS,2010,AT33,2,15.702
2003,NUTS,2010,AT33,2,26.227
2004,NUTS,2010,AT33,2,8.952
2005,NUTS,2010,AT33,2,23.078
2006,NUTS,2010,AT33,2,15.239
2007,NUTS,2010,AT33,2,38.766
2008,NUTS,2010,AT33,2,24.086
2009,NUTS,2010,AT33,2,32.142
2010,NUTS,2010,AT33,2,23.117
2011,NUTS,2010,AT33,2,32.225
2012,NUTS,2010,AT33,2,32.772
2003,NUTS,2010,AT331,3,63.054
2007,NUTS,2010,AT331,3,55.07
2001,NUTS,2010,AT332,3,21.186
2002,NUTS,2010,AT332,3,23.029
2003,NUTS,2010,AT332,3,26.837
2004,NUTS,2010,AT332,3,12.72
2005,NUTS,2010,AT332,3,30.191
2006,NUTS,2010,AT332,3,26.211
2007,NUTS,2010,AT332,3,48.402
2008,NUTS,2010,AT332,3,48.299
2009,NUTS,2010,AT332,3,49.782
2010,NUTS,2010,AT332,3,30.477
2011,NUTS,2010,AT332,3,60.559
2012,NUTS,2010,AT332,3,62.117
2001,NUTS,2010,AT333,3,19.84
2005,NUTS,2010,AT333,3,9.935
2007,NUTS,2010,AT333,3,39.629
2008,NUTS,2010,AT333,3,3.983
2009,NUTS,2010,AT333,3,26.663
2011,NUTS,2010,AT333,3,20.221
2012,NUTS,2010,AT333,3,40.544
2002,NUTS,2010,AT334,3,2.583
2003,NUTS,2010,AT334,3,10.23
2004,NUTS,2010,AT334,3,2.532
2005,NUTS,2010,AT334,3,4.04
2006,NUTS,2010,AT334,3,1.702
2007,NUTS,2010,AT334,3,5.62
2008,NUTS,2010,AT334,3,1.992
2011,NUTS,2010,AT334,3,33.633
2001,NUTS,2010,AT335,3,16.955
2002,NUTS,2010,AT335,3,18.285
2003,NUTS,2010,AT335,3,32.903
2004,NUTS,2010,AT335,3,10.441
2005,NUTS,2010,AT335,3,28.773
2006,NUTS,2010,AT335,3,13.456
2007,NUTS,2010,AT335,3,39.01
2008,NUTS,2010,AT335,3,12.413
2009,NUTS,2010,AT335,3,30.325
2010,NUTS,2010,AT335,3,31.999
2011,NUTS,2010,AT335,3,4.858
2012,NUTS,2010,AT335,3,14.445
2000,NUTS,2010,AT34,2,19.376
2001,NUTS,2010,AT34,2,19.764
2002,NUTS,2010,AT34,2,9.87
2003,NUTS,2010,AT34,2,20.925
2004,NUTS,2010,AT34,2,23.805
2005,NUTS,2010,AT34,2,6.943
2006,NUTS,2010,AT34,2,16.546
2007,NUTS,2010,AT34,2,24.707
2008,NUTS,2010,AT34,2,35.369
2009,NUTS,2010,AT34,2,31.548
2010,NUTS,2010,AT34,2,52.665
2011,NUTS,2010,AT34,2,61.63
2012,NUTS,2010,AT34,2,29.979
2001,NUTS,2010,AT341,3,2.89
2007,NUTS,2010,AT341,3,28.176
2008,NUTS,2010,AT341,3,11.321
2009,NUTS,2010,AT341,3,20.717
2010,NUTS,2010,AT341,3,38.532
2011,NUTS,2010,AT341,3,41.764
2012,NUTS,2010,AT341,3,32.209
2001,NUTS,2010,AT342,3,25.302
2002,NUTS,2010,AT342,3,13.111
2003,NUTS,2010,AT342,3,27.766
2004,NUTS,2010,AT342,3,31.571
2005,NUTS,2010,AT342,3,9.203
2006,NUTS,2010,AT342,3,21.908
2007,NUTS,2010,AT342,3,23.59
2008,NUTS,2010,AT342,3,43.03
2009,NUTS,2010,AT342,3,34.981
2010,NUTS,2010,AT342,3,57.117
2011,NUTS,2010,AT342,3,67.833
2012,NUTS,2010,AT342,3,29.251
1990,NUTS,2010,BE,0,8.186
1991,NUTS,2010,BE,0,9.26
1992,NUTS,2010,BE,0,9.983
1993,NUTS,2010,BE,0,12.81
1994,NUTS,2010,BE,0,12.528
1995,NUTS,2010,BE,0,16.453
1996,NUTS,2010,BE,0,13.695
1997,NUTS,2010,BE,0,20.541
1998,NUTS,2010,BE,0,25.004
1999,NUTS,2010,BE,0,32.451
2000,NUTS,2010,BE,0,26.324
2001,NUTS,2010,BE,0,28.635
2002,NUTS,2010,BE,0,35.363
2003,NUTS,2010,BE,0,28.245
2004,NUTS,2010,BE,0,32.928
2005,NUTS,2010,BE,0,34.318
2006,NUTS,2010,BE,0,32.172
2007,NUTS,2010,BE,0,33.723
2008,NUTS,2010,BE,0,30.101
2009,NUTS,2010,BE,0,27.7
2010,NUTS,2010,BE,0,25.942
2011,NUTS,2010,BE,0,28.961
2012,NUTS,2010,BE,0,28.645
2000,NUTS,2010,BE1,1,23.746
2001,NUTS,2010,BE1,1,36.323
2002,NUTS,2010,BE1,1,26.033
2003,NUTS,2010,BE1,1,23.749
2004,NUTS,2010,BE1,1,34.754
2005,NUTS,2010,BE1,1,30.305
2006,NUTS,2010,BE1,1,17.462
2007,NUTS,2010,BE1,1,26.338
2008,NUTS,2010,BE1,1,22.48
2009,NUTS,2010,BE1,1,31.651
2010,NUTS,2010,BE1,1,24.689
2011,NUTS,2010,BE1,1,24.851
2012,NUTS,2010,BE1,1,22.476
2000,NUTS,2010,BE10,2,23.746
2001,NUTS,2010,BE10,2,36.323
2002,NUTS,2010,BE10,2,26.033
2003,NUTS,2010,BE10,2,23.749
2004,NUTS,2010,BE10,2,34.754
2005,NUTS,2010,BE10,2,30.305
2006,NUTS,2010,BE10,2,17.462
2007,NUTS,2010,BE10,2,26.338
2008,NUTS,2010,BE10,2,22.48
2009,NUTS,2010,BE10,2,31.651
2010,NUTS,2010,BE10,2,24.689
2011,NUTS,2010,BE10,2,24.851
2012,NUTS,2010,BE10,2,22.476
2000,NUTS,2010,BE100,3,23.746
2001,NUTS,2010,BE100,3,36.323
2002,NUTS,2010,BE100,3,26.033
2003,NUTS,2010,BE100,3,23.749
2004,NUTS,2010,BE100,3,34.754
2005,NUTS,2010,BE100,3,30.305
2006,NUTS,2010,BE100,3,17.462
2007,NUTS,2010,BE100,3,26.338
2008,NUTS,2010,BE100,3,22.48
2009,NUTS,2010,BE100,3,31.651
2010,NUTS,2010,BE100,3,24.689
2011,NUTS,2010,BE100,3,24.851
2012,NUTS,2010,BE100,3,22.476
2000,NUTS,2010,BE2,1,29.815
2001,NUTS,2010,BE2,1,36.023
2002,NUTS,2010,BE2,1,46.695
2003,NUTS,2010,BE2,1,37.441
2004,NUTS,2010,BE2,1,43.406
2005,NUTS,2010,BE2,1,45.104
2006,NUTS,2010,BE2,1,40.35
2007,NUTS,2010,BE2,1,43.696
2008,NUTS,2010,BE2,1,39.561
2009,NUTS,2010,BE2,1,34.625
2010,NUTS,2010,BE2,1,32.817
2011,NUTS,2010,BE2,1,37.237
2012,NUTS,2010,BE2,1,39.231
2000,NUTS,2010,BE21,2,39.587
2001,NUTS,2010,BE21,2,50.533
2002,NUTS,2010,BE21,2,79.772
2003,NUTS,2010,BE21,2,40.984
2004,NUTS,2010,BE21,2,62.008
2005,NUTS,2010,BE21,2,54.578
2006,NUTS,2010,BE21,2,54.546
2007,NUTS,2010,BE21,2,47.608
2008,NUTS,2010,BE21,2,52.054
2009,NUTS,2010,BE21,2,43.687
2010,NUTS,2010,BE21,2,28.638
2011,NUTS,2010,BE21,2,37.812
2012,NUTS,2010,BE21,2,53.651
2000,NUTS,2010,BE211,3,53.106
2001,NUTS,2010,BE211,3,64.461
2002,NUTS,2010,BE211,3,112.874
2003,NUTS,2010,BE211,3,51.271
2004,NUTS,2010,BE211,3,72.715
2005,NUTS,2010,BE211,3,72.413
2006,NUTS,2010,BE211,3,61.539
2007,NUTS,2010,BE211,3,54.717
2008,NUTS,2010,BE211,3,54.344
2009,NUTS,2010,BE211,3,45.887
2010,NUTS,2010,BE211,3,27.311
2011,NUTS,2010,BE211,3,43.811
2012,NUTS,2010,BE211,3,75.482
2000,NUTS,2010,BE212,3,20.545
2001,NUTS,2010,BE212,3,38.641
2002,NUTS,2010,BE212,3,33.048
2003,NUTS,2010,BE212,3,29.287
2004,NUTS,2010,BE212,3,68.804
2005,NUTS,2010,BE212,3,31.656
2006,NUTS,2010,BE212,3,58.012
2007,NUTS,2010,BE212,3,61.823
2008,NUTS,2010,BE212,3,65.088
2009,NUTS,2010,BE212,3,58.828
2010,NUTS,2010,BE212,3,34.905
2011,NUTS,2010,BE212,3,45.925
2012,NUTS,2010,BE212,3,20.811
2000,NUTS,2010,BE213,3,22.895
2001,NUTS,2010,BE213,3,27.645
2002,NUTS,2010,BE213,3,39.279
2003,NUTS,2010,BE213,3,26.252
2004,NUTS,2010,BE213,3,32.462
2005,NUTS,2010,BE213,3,31.09
2006,NUTS,2010,BE213,3,36.037
2007,NUTS,2010,BE213,3,20.84
2008,NUTS,2010,BE213,3,37.116
2009,NUTS,2010,BE213,3,27.399
2010,NUTS,2010,BE213,3,26.998
2011,NUTS,2010,BE213,3,18.054
2012,NUTS,2010,BE213,3,28.065
2000,NUTS,2010,BE22,2,10.326
2001,NUTS,2010,BE22,2,4.29
2002,NUTS,2010,BE22,2,8.803
2003,NUTS,2010,BE22,2,19.713
2004,NUTS,2010,BE22,2,8.675
2005,NUTS,2010,BE22,2,5.47
2006,NUTS,2010,BE22,2,18.278
2007,NUTS,2010,BE22,2,13.215
2008,NUTS,2010,BE22,2,10.318
2009,NUTS,2010,BE22,2,13.539
2010,NUTS,2010,BE22,2,13.691
2011,NUTS,2010,BE22,2,11.407
2012,NUTS,2010,BE22,2,10.621
2000,NUTS,2010,BE221,3,17.834
2001,NUTS,2010,BE221,3,6.268
2002,NUTS,2010,BE221,3,9.061
2003,NUTS,2010,BE221,3,14.467
2004,NUTS,2010,BE221,3,5.33
2005,NUTS,2010,BE221,3,9.581
