year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hes_total_fte_t
2013,NUTS,2010,DEA,1,23211.0
2014,NUTS,2010,DEA,1,25674.0
2015,NUTS,2010,DEA,1,25541.0
2016,NUTS,2010,DEA,1,27474.0
2017,NUTS,2010,DEA,1,28707.0
2018,NUTS,2010,DEA,1,29437.0
2019,NUTS,2010,DEA,1,29617.0
2011,NUTS,2010,DEA1,2,3861.0
2012,NUTS,2010,DEA1,2,4330.0
2013,NUTS,2010,DEA1,2,4561.0
2014,NUTS,2010,DEA1,2,4759.0
2015,NUTS,2010,DEA1,2,4762.0
2016,NUTS,2010,DEA1,2,5167.0
2017,NUTS,2010,DEA1,2,5360.0
2018,NUTS,2010,DEA1,2,5826.0
2019,NUTS,2010,DEA1,2,5330.0
2011,NUTS,2010,DEA2,2,10042.0
2012,NUTS,2010,DEA2,2,9585.0
2013,NUTS,2010,DEA2,2,9105.0
2014,NUTS,2010,DEA2,2,11193.0
2015,NUTS,2010,DEA2,2,11167.0
2016,NUTS,2010,DEA2,2,11493.0
2017,NUTS,2010,DEA2,2,12010.0
2018,NUTS,2010,DEA2,2,11923.0
2019,NUTS,2010,DEA2,2,12376.0
2011,NUTS,2010,DEA3,2,2959.0
2012,NUTS,2010,DEA3,2,2975.0
2013,NUTS,2010,DEA3,2,3021.0
2014,NUTS,2010,DEA3,2,3029.0
2015,NUTS,2010,DEA3,2,2967.0
2016,NUTS,2010,DEA3,2,3157.0
2017,NUTS,2010,DEA3,2,3323.0
2018,NUTS,2010,DEA3,2,3429.0
2019,NUTS,2010,DEA3,2,3505.0
2011,NUTS,2010,DEA4,2,1872.0
2012,NUTS,2010,DEA4,2,1922.0
2013,NUTS,2010,DEA4,2,1929.0
2014,NUTS,2010,DEA4,2,2044.0
2015,NUTS,2010,DEA4,2,2024.0
2016,NUTS,2010,DEA4,2,2390.0
2017,NUTS,2010,DEA4,2,2543.0
2018,NUTS,2010,DEA4,2,2675.0
2019,NUTS,2010,DEA4,2,2651.0
2011,NUTS,2010,DEA5,2,4652.0
2012,NUTS,2010,DEA5,2,4578.0
2013,NUTS,2010,DEA5,2,4595.0
2014,NUTS,2010,DEA5,2,4650.0
2015,NUTS,2010,DEA5,2,4620.0
2016,NUTS,2010,DEA5,2,5267.0
2017,NUTS,2010,DEA5,2,5472.0
2018,NUTS,2010,DEA5,2,5584.0
2019,NUTS,2010,DEA5,2,5754.0
2011,NUTS,2010,DEB,1,3773.0
2012,NUTS,2010,DEB,1,4036.0
2013,NUTS,2010,DEB,1,4151.0
2014,NUTS,2010,DEB,1,4085.0
2015,NUTS,2010,DEB,1,4189.0
2016,NUTS,2010,DEB,1,4662.0
2017,NUTS,2010,DEB,1,4697.0
2018,NUTS,2010,DEB,1,4867.0
2019,NUTS,2010,DEB,1,4867.0
2011,NUTS,2010,DEB1,2,392.0
2012,NUTS,2010,DEB1,2,415.0
2013,NUTS,2010,DEB1,2,440.0
2014,NUTS,2010,DEB1,2,418.0
2015,NUTS,2010,DEB1,2,427.0
2016,NUTS,2010,DEB1,2,478.0
2017,NUTS,2010,DEB1,2,518.0
2018,NUTS,2010,DEB1,2,561.0
2019,NUTS,2010,DEB1,2,604.0
2011,NUTS,2010,DEB2,2,412.0
2012,NUTS,2010,DEB2,2,433.0
2013,NUTS,2010,DEB2,2,417.0
2014,NUTS,2010,DEB2,2,385.0
2015,NUTS,2010,DEB2,2,408.0
2016,NUTS,2010,DEB2,2,457.0
2017,NUTS,2010,DEB2,2,468.0
2018,NUTS,2010,DEB2,2,439.0
2019,NUTS,2010,DEB2,2,442.0
2011,NUTS,2010,DEB3,2,2969.0
2012,NUTS,2010,DEB3,2,3189.0
2013,NUTS,2010,DEB3,2,3294.0
2014,NUTS,2010,DEB3,2,3282.0
2015,NUTS,2010,DEB3,2,3354.0
2016,NUTS,2010,DEB3,2,3727.0
2017,NUTS,2010,DEB3,2,3711.0
2018,NUTS,2010,DEB3,2,3867.0
2019,NUTS,2010,DEB3,2,3821.0
2011,NUTS,2010,DEC,1,1129.0
2012,NUTS,2010,DEC,1,1364.0
2013,NUTS,2010,DEC,1,1378.0
2014,NUTS,2010,DEC,1,1386.0
2015,NUTS,2010,DEC,1,1435.0
2016,NUTS,2010,DEC,1,1586.0
2017,NUTS,2010,DEC,1,1423.0
2018,NUTS,2010,DEC,1,1396.0
2019,NUTS,2010,DEC,1,1420.0
2011,NUTS,2010,DEC0,2,1129.0
2012,NUTS,2010,DEC0,2,1364.0
2013,NUTS,2010,DEC0,2,1378.0
2014,NUTS,2010,DEC0,2,1386.0
2015,NUTS,2010,DEC0,2,1435.0
2016,NUTS,2010,DEC0,2,1586.0
2017,NUTS,2010,DEC0,2,1423.0
2018,NUTS,2010,DEC0,2,1396.0
2019,NUTS,2010,DEC0,2,1420.0
2011,NUTS,2010,DED,1,7605.0
2012,NUTS,2010,DED,1,7948.0
2013,NUTS,2010,DED,1,8686.0
2014,NUTS,2010,DED,1,8598.0
2015,NUTS,2010,DED,1,8249.0
2016,NUTS,2010,DED,1,8619.0
2017,NUTS,2010,DED,1,9032.0
2018,NUTS,2010,DED,1,9234.0
2019,NUTS,2010,DED,1,9166.0
2011,NUTS,2010,DED2,2,3720.0
2012,NUTS,2010,DED2,2,3851.0
2013,NUTS,2010,DED2,2,4043.0
2014,NUTS,2010,DED2,2,2465.0
2015,NUTS,2010,DED2,2,3807.0
2016,NUTS,2010,DED2,2,3924.0
2017,NUTS,2010,DED2,2,4227.0
2018,NUTS,2010,DED2,2,4389.0
2019,NUTS,2010,DED2,2,4216.0
2011,NUTS,2010,DED4,2,2199.0
2012,NUTS,2010,DED4,2,2297.0
2013,NUTS,2010,DED4,2,2433.0
2014,NUTS,2010,DED4,2,3935.0
2015,NUTS,2010,DED4,2,2295.0
2016,NUTS,2010,DED4,2,2333.0
2017,NUTS,2010,DED4,2,2390.0
2018,NUTS,2010,DED4,2,2387.0
2019,NUTS,2010,DED4,2,2336.0
2011,NUTS,2010,DED5,2,1686.0
2012,NUTS,2010,DED5,2,1800.0
2013,NUTS,2010,DED5,2,2210.0
2014,NUTS,2010,DED5,2,2197.0
2015,NUTS,2010,DED5,2,2147.0
2016,NUTS,2010,DED5,2,2362.0
2017,NUTS,2010,DED5,2,2415.0
2018,NUTS,2010,DED5,2,2459.0
2019,NUTS,2010,DED5,2,2614.0
2011,NUTS,2010,DEE,1,2485.0
2012,NUTS,2010,DEE,1,2502.0
2013,NUTS,2010,DEE,1,2576.0
2014,NUTS,2010,DEE,1,2442.0
2015,NUTS,2010,DEE,1,2346.0
2016,NUTS,2010,DEE,1,2396.0
2017,NUTS,2010,DEE,1,2364.0
2018,NUTS,2010,DEE,1,2521.0
2019,NUTS,2010,DEE,1,2661.0
2011,NUTS,2010,DEE0,2,2485.0
2012,NUTS,2010,DEE0,2,2502.0
2013,NUTS,2010,DEE0,2,2576.0
2014,NUTS,2010,DEE0,2,2442.0
2015,NUTS,2010,DEE0,2,2346.0
2016,NUTS,2010,DEE0,2,2396.0
2017,NUTS,2010,DEE0,2,2364.0
2018,NUTS,2010,DEE0,2,2521.0
2019,NUTS,2010,DEE0,2,2661.0
2011,NUTS,2010,DEF,1,2744.0
2012,NUTS,2010,DEF,1,2884.0
2013,NUTS,2010,DEF,1,2628.0
2014,NUTS,2010,DEF,1,2781.0
2015,NUTS,2010,DEF,1,2648.0
2016,NUTS,2010,DEF,1,2856.0
2017,NUTS,2010,DEF,1,2794.0
2018,NUTS,2010,DEF,1,2896.0
2019,NUTS,2010,DEF,1,3144.0
2011,NUTS,2010,DEF0,2,2744.0
2012,NUTS,2010,DEF0,2,2884.0
2013,NUTS,2010,DEF0,2,2628.0
2014,NUTS,2010,DEF0,2,2781.0
2015,NUTS,2010,DEF0,2,2648.0
2016,NUTS,2010,DEF0,2,2856.0
2017,NUTS,2010,DEF0,2,2794.0
2018,NUTS,2010,DEF0,2,2896.0
2019,NUTS,2010,DEF0,2,3144.0
2011,NUTS,2010,DEG,1,3053.0
2012,NUTS,2010,DEG,1,3222.0
2013,NUTS,2010,DEG,1,3253.0
2014,NUTS,2010,DEG,1,3183.0
2015,NUTS,2010,DEG,1,3065.0
2016,NUTS,2010,DEG,1,3084.0
2017,NUTS,2010,DEG,1,3094.0
2018,NUTS,2010,DEG,1,3109.0
2019,NUTS,2010,DEG,1,3214.0
2011,NUTS,2010,DEG0,2,3053.0
2012,NUTS,2010,DEG0,2,3222.0
2013,NUTS,2010,DEG0,2,3253.0
2014,NUTS,2010,DEG0,2,3183.0
2015,NUTS,2010,DEG0,2,3065.0
2016,NUTS,2010,DEG0,2,3084.0
2017,NUTS,2010,DEG0,2,3094.0
2018,NUTS,2010,DEG0,2,3109.0
2019,NUTS,2010,DEG0,2,3214.0
2011,NUTS,2010,DEZ,1,10784.0
2012,NUTS,2010,DEZ,1,10911.0
2013,NUTS,2010,DEZ,1,10589.0
2014,NUTS,2010,DEZ,1,10087.0
2015,NUTS,2010,DEZ,1,12118.0
2016,NUTS,2010,DEZ,1,11497.0
2017,NUTS,2010,DEZ,1,11074.0
2018,NUTS,2010,DEZ,1,11266.0
2019,NUTS,2010,DEZ,1,9703.0
2011,NUTS,2010,DEZZ,2,10784.0
2012,NUTS,2010,DEZZ,2,10911.0
2013,NUTS,2010,DEZZ,2,10589.0
2014,NUTS,2010,DEZZ,2,10087.0
2015,NUTS,2010,DEZZ,2,12118.0
2016,NUTS,2010,DEZZ,2,11497.0
2017,NUTS,2010,DEZZ,2,11074.0
2018,NUTS,2010,DEZZ,2,11266.0
2019,NUTS,2010,DEZZ,2,9703.0
2011,NUTS,2010,DK,0,18916.0
2012,NUTS,2010,DK,0,19991.0
2013,NUTS,2010,DK,0,20925.0
2014,NUTS,2010,DK,0,20956.0
2015,NUTS,2010,DK,0,21258.0
2016,NUTS,2010,DK,0,21959.0
2017,NUTS,2010,DK,0,21751.0
2018,NUTS,2010,DK,0,21891.0
2019,NUTS,2010,DK,0,22185.0
2020,NUTS,2010,DK,0,22307.0
2011,NUTS,2010,DK0,1,19123.0
2012,NUTS,2010,DK0,1,19992.0
2013,NUTS,2010,DK0,1,20925.0
2014,NUTS,2010,DK0,1,20956.0
2015,NUTS,2010,DK0,1,21258.0
2016,NUTS,2010,DK0,1,21959.0
2017,NUTS,2010,DK0,1,21751.0
2018,NUTS,2010,DK0,1,21891.0
2019,NUTS,2010,DK0,1,22185.0
2011,NUTS,2010,DK01,2,10539.0
2012,NUTS,2010,DK01,2,10964.0
2013,NUTS,2010,DK01,2,11606.0
2014,NUTS,2010,DK01,2,12124.0
2015,NUTS,2010,DK01,2,12005.0
2016,NUTS,2010,DK01,2,12802.0
2017,NUTS,2010,DK01,2,12803.0
2019,NUTS,2010,DK01,2,12818.0
2011,NUTS,2010,DK02,2,1223.0
2012,NUTS,2010,DK02,2,998.0
2013,NUTS,2010,DK02,2,1011.0
2014,NUTS,2010,DK02,2,1092.0
2015,NUTS,2010,DK02,2,1099.0
2016,NUTS,2010,DK02,2,1266.0
2017,NUTS,2010,DK02,2,1225.0
2019,NUTS,2010,DK02,2,1186.0
2011,NUTS,2010,DK03,2,1737.0
2012,NUTS,2010,DK03,2,1804.0
2013,NUTS,2010,DK03,2,1883.0
2014,NUTS,2010,DK03,2,1965.0
2015,NUTS,2010,DK03,2,2119.0
2016,NUTS,2010,DK03,2,2047.0
2017,NUTS,2010,DK03,2,1736.0
2019,NUTS,2010,DK03,2,1812.0
2011,NUTS,2010,DK04,2,4162.0
2012,NUTS,2010,DK04,2,4740.0
2013,NUTS,2010,DK04,2,4620.0
2014,NUTS,2010,DK04,2,4033.0
2015,NUTS,2010,DK04,2,4346.0
2016,NUTS,2010,DK04,2,4168.0
2017,NUTS,2010,DK04,2,3910.0
2019,NUTS,2010,DK04,2,4112.0
2011,NUTS,2010,DK05,2,1462.0
2012,NUTS,2010,DK05,2,1507.0
2013,NUTS,2010,DK05,2,1806.0
2014,NUTS,2010,DK05,2,1742.0
2015,NUTS,2010,DK05,2,1689.0
2016,NUTS,2010,DK05,2,1675.0
2017,NUTS,2010,DK05,2,2076.0
2019,NUTS,2010,DK05,2,2256.0
2011,NUTS,2010,EA19,2,553519.0
2012,NUTS,2010,EA19,2,563538.0
2013,NUTS,2010,EA19,2,572230.0
2014,NUTS,2010,EA19,2,575613.0
2015,NUTS,2010,EA19,2,587587.0
2016,NUTS,2010,EA19,2,596275.0
2017,NUTS,2010,EA19,2,607177.0
2018,NUTS,2010,EA19,2,616783.0
2019,NUTS,2010,EA19,2,629130.0
2020,NUTS,2010,EA19,2,641589.0
2011,NUTS,2010,EE,0,2735.0
2012,NUTS,2010,EE,0,3000.0
2013,NUTS,2010,EE,0,2850.0
2014,NUTS,2010,EE,0,3103.0
2015,NUTS,2010,EE,0,3062.0
2016,NUTS,2010,EE,0,2969.0
2017,NUTS,2010,EE,0,3015.0
2018,NUTS,2010,EE,0,3233.0
2019,NUTS,2010,EE,0,2957.0
2020,NUTS,2010,EE,0,2856.0
2011,NUTS,2010,EL,0,20640.0
2012,NUTS,2010,EL,0,20508.0
2013,NUTS,2010,EL,0,23390.0
2014,NUTS,2010,EL,0,23924.0
2015,NUTS,2010,EL,0,27383.0
2016,NUTS,2010,EL,0,20404.0
2017,NUTS,2010,EL,0,21986.0
2018,NUTS,2010,EL,0,23431.0
2019,NUTS,2010,EL,0,25240.0
2020,NUTS,2010,EL,0,26669.0
2011,NUTS,2010,EL3,1,7478.0
2013,NUTS,2010,EL3,1,9364.0
2015,NUTS,2010,EL3,1,11696.0
2017,NUTS,2010,EL3,1,8061.0
2019,NUTS,2010,EL3,1,9461.0
2011,NUTS,2010,EL30,2,7478.0
2013,NUTS,2010,EL30,2,9364.0
2015,NUTS,2010,EL30,2,11696.0
2017,NUTS,2010,EL30,2,8061.0
2019,NUTS,2010,EL30,2,9461.0
2011,NUTS,2010,EL4,1,3200.0
2013,NUTS,2010,EL4,1,2911.0
2015,NUTS,2010,EL4,1,2678.0
2017,NUTS,2010,EL4,1,2126.0
2019,NUTS,2010,EL4,1,2410.0
2011,NUTS,2010,EL41,2,664.0
2013,NUTS,2010,EL41,2,517.0
2015,NUTS,2010,EL41,2,453.0
2017,NUTS,2010,EL41,2,404.0
2019,NUTS,2010,EL41,2,395.0
2011,NUTS,2010,EL42,2,307.0
2013,NUTS,2010,EL42,2,258.0
2015,NUTS,2010,EL42,2,224.0
2017,NUTS,2010,EL42,2,215.0
2019,NUTS,2010,EL42,2,149.0
2011,NUTS,2010,EL43,2,2229.0
2013,NUTS,2010,EL43,2,2136.0
2015,NUTS,2010,EL43,2,2001.0
2017,NUTS,2010,EL43,2,1507.0
2019,NUTS,2010,EL43,2,1866.0
2011,NUTS,2010,EL5,1,6134.0
2013,NUTS,2010,EL5,1,7495.0
2015,NUTS,2010,EL5,1,8282.0
2017,NUTS,2010,EL5,1,6320.0
2019,NUTS,2010,EL5,1,7278.0
2011,NUTS,2010,EL51,2,1239.0
2013,NUTS,2010,EL51,2,1538.0
2015,NUTS,2010,EL51,2,1378.0
2017,NUTS,2010,EL51,2,1080.0
2019,NUTS,2010,EL51,2,1251.0
2011,NUTS,2010,EL52,2,3811.0
2013,NUTS,2010,EL52,2,4718.0
2015,NUTS,2010,EL52,2,5107.0
2017,NUTS,2010,EL52,2,3881.0
2019,NUTS,2010,EL52,2,4379.0
2011,NUTS,2010,EL53,2,192.0
2013,NUTS,2010,EL53,2,247.0
2015,NUTS,2010,EL53,2,314.0
2017,NUTS,2010,EL53,2,344.0
2019,NUTS,2010,EL53,2,421.0
2011,NUTS,2010,EL54,2,893.0
2013,NUTS,2010,EL54,2,992.0
2015,NUTS,2010,EL54,2,1483.0
2017,NUTS,2010,EL54,2,1015.0
2019,NUTS,2010,EL54,2,1226.0
2011,NUTS,2010,EL6,1,3828.0
2013,NUTS,2010,EL6,1,3620.0
2015,NUTS,2010,EL6,1,4727.0
2017,NUTS,2010,EL6,1,5478.0
2019,NUTS,2010,EL6,1,6092.0
2011,NUTS,2010,EL61,2,1815.0
2013,NUTS,2010,EL61,2,1298.0
2015,NUTS,2010,EL61,2,1437.0
2017,NUTS,2010,EL61,2,1467.0
2019,NUTS,2010,EL61,2,1964.0
2011,NUTS,2010,EL62,2,80.0
2013,NUTS,2010,EL62,2,224.0
2015,NUTS,2010,EL62,2,644.0
2017,NUTS,2010,EL62,2,622.0
2019,NUTS,2010,EL62,2,556.0
2011,NUTS,2010,EL63,2,1587.0
2013,NUTS,2010,EL63,2,1441.0
2015,NUTS,2010,EL63,2,1841.0
2017,NUTS,2010,EL63,2,2892.0
2019,NUTS,2010,EL63,2,2921.0
2011,NUTS,2010,EL64,2,104.0
2013,NUTS,2010,EL64,2,265.0
2015,NUTS,2010,EL64,2,286.0
2017,NUTS,2010,EL64,2,179.0
2019,NUTS,2010,EL64,2,226.0
2011,NUTS,2010,EL65,2,243.0
2013,NUTS,2010,EL65,2,392.0
2015,NUTS,2010,EL65,2,519.0
2017,NUTS,2010,EL65,2,318.0
2019,NUTS,2010,EL65,2,425.0
2015,NUTS,2010,ELZ,1,0.0
2015,NUTS,2010,ELZZ,2,0.0
2011,NUTS,2010,ES,0,80900.0
2012,NUTS,2010,ES,0,77238.0
2013,NUTS,2010,ES,0,74923.0
2014,NUTS,2010,ES,0,73428.0
2015,NUTS,2010,ES,0,73327.0
2016,NUTS,2010,ES,0,75191.0
2017,NUTS,2010,ES,0,79286.0
2018,NUTS,2010,ES,0,80318.0
2019,NUTS,2010,ES,0,83048.0
2020,NUTS,2010,ES,0,84325.0
2011,NUTS,2010,ES1,1,7431.0
2013,NUTS,2010,ES1,1,6479.0
2015,NUTS,2010,ES1,1,6250.0
2016,NUTS,2010,ES1,1,6214.0
2017,NUTS,2010,ES1,1,6297.0
2018,NUTS,2010,ES1,1,6379.0
2011,NUTS,2010,ES11,2,5039.0
2012,NUTS,2010,ES11,2,4412.0
2014,NUTS,2010,ES11,2,4227.0
2015,NUTS,2010,ES11,2,4225.0
2016,NUTS,2010,ES11,2,4165.0
2017,NUTS,2010,ES11,2,4132.0
2018,NUTS,2010,ES11,2,4175.0
2019,NUTS,2010,ES11,2,4278.0
2011,NUTS,2010,ES12,2,1486.0
2012,NUTS,2010,ES12,2,1331.0
2013,NUTS,2010,ES12,2,1313.0
2014,NUTS,2010,ES12,2,1177.0
2015,NUTS,2010,ES12,2,1249.0
2016,NUTS,2010,ES12,2,1282.0
2017,NUTS,2010,ES12,2,1444.0
2018,NUTS,2010,ES12,2,1447.0
2019,NUTS,2010,ES12,2,1660.0
2011,NUTS,2010,ES13,2,906.0
2015,NUTS,2010,ES13,2,776.0
2016,NUTS,2010,ES13,2,768.0
2017,NUTS,2010,ES13,2,722.0
2018,NUTS,2010,ES13,2,756.0
2011,NUTS,2010,ES2,1,8901.0
2013,NUTS,2010,ES2,1,8188.0
2019,NUTS,2010,ES2,1,8900.0
2011,NUTS,2010,ES21,2,3703.0
2012,NUTS,2010,ES21,2,3975.0
2013,NUTS,2010,ES21,2,3899.0
2014,NUTS,2010,ES21,2,3976.0
2015,NUTS,2010,ES21,2,3994.0
2016,NUTS,2010,ES21,2,4026.0
2017,NUTS,2010,ES21,2,4155.0
2018,NUTS,2010,ES21,2,4337.0
2019,NUTS,2010,ES21,2,4442.0
2011,NUTS,2010,ES22,2,1994.0
2011,NUTS,2010,ES23,2,434.0
2012,NUTS,2010,ES23,2,507.0
2014,NUTS,2010,ES23,2,535.0
2015,NUTS,2010,ES23,2,521.0
2016,NUTS,2010,ES23,2,603.0
2017,NUTS,2010,ES23,2,493.0
2018,NUTS,2010,ES23,2,478.0
2011,NUTS,2010,ES24,2,2770.0
2012,NUTS,2010,ES24,2,2451.0
2013,NUTS,2010,ES24,2,2111.0
2014,NUTS,2010,ES24,2,1941.0
2015,NUTS,2010,ES24,2,2015.0
2016,NUTS,2010,ES24,2,2085.0
2017,NUTS,2010,ES24,2,2106.0
2018,NUTS,2010,ES24,2,2178.0
2011,NUTS,2010,ES3,1,13949.0
2012,NUTS,2010,ES3,1,13033.0
2013,NUTS,2010,ES3,1,12802.0
2014,NUTS,2010,ES3,1,12631.0
2015,NUTS,2010,ES3,1,12521.0
2016,NUTS,2010,ES3,1,13490.0
2017,NUTS,2010,ES3,1,15544.0
2018,NUTS,2010,ES3,1,16275.0
2019,NUTS,2010,ES3,1,16796.0
2011,NUTS,2010,ES30,2,13949.0
2012,NUTS,2010,ES30,2,13033.0
2013,NUTS,2010,ES30,2,12802.0
2014,NUTS,2010,ES30,2,12631.0
2015,NUTS,2010,ES30,2,12521.0
2016,NUTS,2010,ES30,2,13490.0
2017,NUTS,2010,ES30,2,15544.0
2018,NUTS,2010,ES30,2,16275.0
2019,NUTS,2010,ES30,2,16796.0
2011,NUTS,2010,ES4,1,6990.0
2013,NUTS,2010,ES4,1,6430.0
2014,NUTS,2010,ES4,1,6305.0
2015,NUTS,2010,ES4,1,6548.0
2016,NUTS,2010,ES4,1,6635.0
2018,NUTS,2010,ES4,1,6851.0
2019,NUTS,2010,ES4,1,7638.0
2011,NUTS,2010,ES41,2,4641.0
2012,NUTS,2010,ES41,2,4335.0
2013,NUTS,2010,ES41,2,4424.0
2014,NUTS,2010,ES41,2,4319.0
2015,NUTS,2010,ES41,2,4467.0
2016,NUTS,2010,ES41,2,4539.0
2017,NUTS,2010,ES41,2,4685.0
2018,NUTS,2010,ES41,2,4706.0
2019,NUTS,2010,ES41,2,5019.0
2011,NUTS,2010,ES42,2,1173.0
2012,NUTS,2010,ES42,2,1030.0
2013,NUTS,2010,ES42,2,905.0
2014,NUTS,2010,ES42,2,929.0
2015,NUTS,2010,ES42,2,1083.0
2017,NUTS,2010,ES42,2,1141.0
2011,NUTS,2010,ES43,2,1176.0
2013,NUTS,2010,ES43,2,1101.0
2014,NUTS,2010,ES43,2,1058.0
2015,NUTS,2010,ES43,2,997.0
2011,NUTS,2010,ES5,1,25876.0
2012,NUTS,2010,ES5,1,25088.0
2013,NUTS,2010,ES5,1,24711.0
2014,NUTS,2010,ES5,1,24443.0
2015,NUTS,2010,ES5,1,23923.0
2016,NUTS,2010,ES5,1,24886.0
2017,NUTS,2010,ES5,1,25628.0
2018,NUTS,2010,ES5,1,25344.0
2011,NUTS,2010,ES51,2,14498.0
2012,NUTS,2010,ES51,2,14241.0
2013,NUTS,2010,ES51,2,14049.0
2014,NUTS,2010,ES51,2,13859.0
2015,NUTS,2010,ES51,2,13888.0
2016,NUTS,2010,ES51,2,14561.0
2017,NUTS,2010,ES51,2,14915.0
2018,NUTS,2010,ES51,2,14808.0
2019,NUTS,2010,ES51,2,14922.0
2011,NUTS,2010,ES52,2,10223.0
2012,NUTS,2010,ES52,2,9651.0
2013,NUTS,2010,ES52,2,9501.0
2014,NUTS,2010,ES52,2,9381.0
2015,NUTS,2010,ES52,2,8974.0
2016,NUTS,2010,ES52,2,9145.0
2017,NUTS,2010,ES52,2,9393.0
2018,NUTS,2010,ES52,2,9050.0
2019,NUTS,2010,ES52,2,9553.0
2011,NUTS,2010,ES53,2,1155.0
2012,NUTS,2010,ES53,2,1195.0
2013,NUTS,2010,ES53,2,1160.0
2014,NUTS,2010,ES53,2,1204.0
2015,NUTS,2010,ES53,2,1061.0
2016,NUTS,2010,ES53,2,1180.0
2017,NUTS,2010,ES53,2,1320.0
2018,NUTS,2010,ES53,2,1485.0
2011,NUTS,2010,ES6,1,15861.0
2012,NUTS,2010,ES6,1,15355.0
2013,NUTS,2010,ES6,1,14578.0
2014,NUTS,2010,ES6,1,14076.0
2015,NUTS,2010,ES6,1,14425.0
2016,NUTS,2010,ES6,1,13958.0
2017,NUTS,2010,ES6,1,14765.0
2018,NUTS,2010,ES6,1,14932.0
2019,NUTS,2010,ES6,1,15243.0
2011,NUTS,2010,ES61,2,12269.0
2012,NUTS,2010,ES61,2,11946.0
2013,NUTS,2010,ES61,2,11210.0
2014,NUTS,2010,ES61,2,10724.0
2015,NUTS,2010,ES61,2,10919.0
2016,NUTS,2010,ES61,2,10535.0
2017,NUTS,2010,ES61,2,11384.0
2018,NUTS,2010,ES61,2,11503.0
2019,NUTS,2010,ES61,2,11738.0
2011,NUTS,2010,ES62,2,3560.0
2012,NUTS,2010,ES62,2,3371.0
2013,NUTS,2010,ES62,2,3330.0
2014,NUTS,2010,ES62,2,3316.0
2015,NUTS,2010,ES62,2,3470.0
2016,NUTS,2010,ES62,2,3369.0
2018,NUTS,2010,ES62,2,3330.0
2019,NUTS,2010,ES62,2,3406.0
2011,NUTS,2010,ES63,2,14.0
2011,NUTS,2010,ES64,2,20.0
2011,NUTS,2010,ES7,1,1894.0
2012,NUTS,2010,ES7,1,1917.0
2013,NUTS,2010,ES7,1,1736.0
2014,NUTS,2010,ES7,1,1721.0
2015,NUTS,2010,ES7,1,1545.0
2016,NUTS,2010,ES7,1,1647.0
2017,NUTS,2010,ES7,1,1688.0
2018,NUTS,2010,ES7,1,1727.0
2011,NUTS,2010,ES70,2,1894.0
2012,NUTS,2010,ES70,2,1917.0
2013,NUTS,2010,ES70,2,1736.0
2014,NUTS,2010,ES70,2,1721.0
2015,NUTS,2010,ES70,2,1545.0
2016,NUTS,2010,ES70,2,1647.0
2017,NUTS,2010,ES70,2,1688.0
2018,NUTS,2010,ES70,2,1727.0
2011,NUTS,2010,ESZ,1,0.0
2011,NUTS,2010,ESZZ,2,0.0
2011,NUTS,2010,EU27_2020,7,678143.0
2012,NUTS,2010,EU27_2020,7,690279.0
2013,NUTS,2010,EU27_2020,7,698520.0
2014,NUTS,2010,EU27_2020,7,705956.0
2015,NUTS,2010,EU27_2020,7,718013.0
2016,NUTS,2010,EU27_2020,7,734193.0
2017,NUTS,2010,EU27_2020,7,756878.0
2018,NUTS,2010,EU27_2020,7,776960.0
2019,NUTS,2010,EU27_2020,7,798125.0
2020,NUTS,2010,EU27_2020,7,811425.0
2011,NUTS,2010,FI,0,15847.0
2012,NUTS,2010,FI,0,16146.0
2013,NUTS,2010,FI,0,15726.0
2014,NUTS,2010,FI,0,16034.0
2015,NUTS,2010,FI,0,15515.0
2016,NUTS,2010,FI,0,15157.0
2017,NUTS,2010,FI,0,16007.0
2018,NUTS,2010,FI,0,16418.0
2019,NUTS,2010,FI,0,17002.0
2020,NUTS,2010,FI,0,17061.0
2012,NUTS,2010,FI1,1,16139.0
2015,NUTS,2010,FI1,1,15507.0
2016,NUTS,2010,FI1,1,15151.0
2017,NUTS,2010,FI1,1,15997.0
2018,NUTS,2010,FI1,1,16410.0
2019,NUTS,2010,FI1,1,16997.0
2011,NUTS,2010,FI19,2,3778.0
2012,NUTS,2010,FI19,2,3690.0
2013,NUTS,2010,FI19,2,3555.0
2015,NUTS,2010,FI19,2,3504.0
2016,NUTS,2010,FI19,2,3414.0
2017,NUTS,2010,FI19,2,3547.0
2018,NUTS,2010,FI19,2,3539.0
2019,NUTS,2010,FI19,2,3665.0
2011,NUTS,2010,FI1B,2,5901.0
2012,NUTS,2010,FI1B,2,6061.0
2013,NUTS,2010,FI1B,2,5886.0
2015,NUTS,2010,FI1B,2,6076.0
2016,NUTS,2010,FI1B,2,5891.0
2017,NUTS,2010,FI1B,2,6094.0
2018,NUTS,2010,FI1B,2,6251.0
2019,NUTS,2010,FI1B,2,6578.0
2011,NUTS,2010,FI1C,2,2769.0
2012,NUTS,2010,FI1C,2,2743.0
2013,NUTS,2010,FI1C,2,2763.0
2015,NUTS,2010,FI1C,2,2546.0
2016,NUTS,2010,FI1C,2,2459.0
2017,NUTS,2010,FI1C,2,2681.0
2018,NUTS,2010,FI1C,2,2862.0
2019,NUTS,2010,FI1C,2,2815.0
2011,NUTS,2010,FI1D,2,3389.0
