year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_mio_pps_kp05_pnp
1998,NUTS,2010,ES1,1,4.381
1999,NUTS,2010,ES1,1,2.009
2000,NUTS,2010,ES1,1,8.554
2001,NUTS,2010,ES1,1,3.361
2002,NUTS,2010,ES1,1,3.828
2003,NUTS,2010,ES1,1,0.127
2004,NUTS,2010,ES1,1,0.51
2005,NUTS,2010,ES1,1,0.519
2006,NUTS,2010,ES1,1,3.184
2007,NUTS,2010,ES1,1,3.981
2008,NUTS,2010,ES1,1,4.226
2009,NUTS,2010,ES1,1,3.725
2010,NUTS,2010,ES1,1,3.062
2011,NUTS,2010,ES1,1,2.77
2012,NUTS,2010,ES1,1,3.426
2013,NUTS,2010,ES1,1,3.348
2015,NUTS,2010,ES1,1,2.878
2016,NUTS,2010,ES1,1,4.781
2017,NUTS,2010,ES1,1,4.72
2018,NUTS,2010,ES1,1,4.662
1995,NUTS,2010,ES11,2,0.119
1996,NUTS,2010,ES11,2,0.115
1997,NUTS,2010,ES11,2,0.113
1998,NUTS,2010,ES11,2,0.124
2000,NUTS,2010,ES11,2,1.426
2001,NUTS,2010,ES11,2,1.494
2002,NUTS,2010,ES11,2,0.957
2003,NUTS,2010,ES11,2,0.092
2004,NUTS,2010,ES11,2,0.078
2005,NUTS,2010,ES11,2,0.069
2006,NUTS,2010,ES11,2,0.123
2007,NUTS,2010,ES11,2,0.2
2008,NUTS,2010,ES11,2,0.282
2009,NUTS,2010,ES11,2,0.446
2010,NUTS,2010,ES11,2,0.084
2014,NUTS,2010,ES11,2,0.114
2015,NUTS,2010,ES11,2,0.0
2016,NUTS,2010,ES11,2,1.913
2017,NUTS,2010,ES11,2,1.888
2018,NUTS,2010,ES11,2,2.797
2019,NUTS,2010,ES11,2,1.841
1995,NUTS,2010,ES12,2,0.149
1996,NUTS,2010,ES12,2,0.144
1997,NUTS,2010,ES12,2,0.014
1998,NUTS,2010,ES12,2,0.028
1999,NUTS,2010,ES12,2,0.027
2000,NUTS,2010,ES12,2,3.24
2001,NUTS,2010,ES12,2,0.125
2002,NUTS,2010,ES12,2,0.598
2003,NUTS,2010,ES12,2,0.023
2004,NUTS,2010,ES12,2,0.011
2005,NUTS,2010,ES12,2,0.016
2006,NUTS,2010,ES12,2,0.173
2007,NUTS,2010,ES12,2,0.271
2008,NUTS,2010,ES12,2,0.835
2009,NUTS,2010,ES12,2,0.234
2010,NUTS,2010,ES12,2,0.337
2012,NUTS,2010,ES12,2,0.247
2013,NUTS,2010,ES12,2,0.132
2014,NUTS,2010,ES12,2,0.133
2015,NUTS,2010,ES12,2,0.0
2016,NUTS,2010,ES12,2,0.0
2017,NUTS,2010,ES12,2,0.0
2018,NUTS,2010,ES12,2,0.0
2019,NUTS,2010,ES12,2,0.0
1995,NUTS,2010,ES13,2,3.505
1996,NUTS,2010,ES13,2,3.604
1997,NUTS,2010,ES13,2,3.733
1998,NUTS,2010,ES13,2,4.23
1999,NUTS,2010,ES13,2,1.982
2000,NUTS,2010,ES13,2,3.888
2001,NUTS,2010,ES13,2,1.743
2002,NUTS,2010,ES13,2,2.273
2003,NUTS,2010,ES13,2,0.0
2004,NUTS,2010,ES13,2,0.41
2005,NUTS,2010,ES13,2,0.434
2006,NUTS,2010,ES13,2,2.888
2007,NUTS,2010,ES13,2,3.51
2008,NUTS,2010,ES13,2,3.11
2009,NUTS,2010,ES13,2,3.045
2010,NUTS,2010,ES13,2,2.641
2011,NUTS,2010,ES13,2,2.502
2015,NUTS,2010,ES13,2,2.878
2016,NUTS,2010,ES13,2,2.869
2017,NUTS,2010,ES13,2,1.888
2018,NUTS,2010,ES13,2,2.797
1995,NUTS,2010,ES2,1,19.719
1996,NUTS,2010,ES2,1,20.27
1997,NUTS,2010,ES2,1,1.056
1998,NUTS,2010,ES2,1,1.209
1999,NUTS,2010,ES2,1,3.978
2000,NUTS,2010,ES2,1,4.148
2001,NUTS,2010,ES2,1,13.321
2002,NUTS,2010,ES2,1,2.033
2003,NUTS,2010,ES2,1,0.081
2004,NUTS,2010,ES2,1,0.576
2005,NUTS,2010,ES2,1,1.3
2006,NUTS,2010,ES2,1,0.844
2007,NUTS,2010,ES2,1,1.357
2008,NUTS,2010,ES2,1,1.371
2009,NUTS,2010,ES2,1,1.869
2010,NUTS,2010,ES2,1,4.738
2011,NUTS,2010,ES2,1,2.285
2013,NUTS,2010,ES2,1,2.093
2015,NUTS,2010,ES2,1,1.919
2019,NUTS,2010,ES2,1,0.92
1995,NUTS,2010,ES21,2,19.719
1996,NUTS,2010,ES21,2,20.27
1997,NUTS,2010,ES21,2,1.042
1998,NUTS,2010,ES21,2,1.195
1999,NUTS,2010,ES21,2,3.964
2000,NUTS,2010,ES21,2,2.981
2001,NUTS,2010,ES21,2,9.213
2002,NUTS,2010,ES21,2,2.033
2003,NUTS,2010,ES21,2,0.069
2004,NUTS,2010,ES21,2,0.199
2005,NUTS,2010,ES21,2,0.196
2006,NUTS,2010,ES21,2,0.386
2007,NUTS,2010,ES21,2,0.664
2008,NUTS,2010,ES21,2,0.227
2009,NUTS,2010,ES21,2,0.459
2010,NUTS,2010,ES21,2,3.22
2011,NUTS,2010,ES21,2,1.739
2012,NUTS,2010,ES21,2,1.832
2013,NUTS,2010,ES21,2,1.378
2014,NUTS,2010,ES21,2,1.326
2015,NUTS,2010,ES21,2,1.919
2016,NUTS,2010,ES21,2,0.956
2017,NUTS,2010,ES21,2,0.944
2018,NUTS,2010,ES21,2,0.932
2019,NUTS,2010,ES21,2,0.92
1997,NUTS,2010,ES22,2,0.014
1998,NUTS,2010,ES22,2,0.014
2000,NUTS,2010,ES22,2,0.13
2001,NUTS,2010,ES22,2,0.125
2002,NUTS,2010,ES22,2,0.0
2003,NUTS,2010,ES22,2,0.0
2004,NUTS,2010,ES22,2,0.078
2005,NUTS,2010,ES22,2,0.129
2006,NUTS,2010,ES22,2,0.129
2007,NUTS,2010,ES22,2,0.109
2008,NUTS,2010,ES22,2,0.104
2009,NUTS,2010,ES22,2,0.33
2010,NUTS,2010,ES22,2,0.102
2011,NUTS,2010,ES22,2,0.127
2015,NUTS,2010,ES22,2,0.0
2000,NUTS,2010,ES23,2,0.0
2001,NUTS,2010,ES23,2,0.0
2002,NUTS,2010,ES23,2,0.0
2003,NUTS,2010,ES23,2,0.0
2004,NUTS,2010,ES23,2,0.0
2005,NUTS,2010,ES23,2,0.417
2006,NUTS,2010,ES23,2,0.0
2007,NUTS,2010,ES23,2,0.419
2008,NUTS,2010,ES23,2,0.94
2009,NUTS,2010,ES23,2,0.851
2010,NUTS,2010,ES23,2,0.907
2011,NUTS,2010,ES23,2,0.157
2012,NUTS,2010,ES23,2,0.199
2014,NUTS,2010,ES23,2,0.07
2015,NUTS,2010,ES23,2,0.0
2016,NUTS,2010,ES23,2,0.0
2017,NUTS,2010,ES23,2,0.0
2018,NUTS,2010,ES23,2,0.0
1997,NUTS,2010,ES24,2,0.014
1998,NUTS,2010,ES24,2,0.014
1999,NUTS,2010,ES24,2,0.013
2000,NUTS,2010,ES24,2,1.037
2001,NUTS,2010,ES24,2,3.859
2002,NUTS,2010,ES24,2,0.0
2003,NUTS,2010,ES24,2,0.012
2004,NUTS,2010,ES24,2,0.31
2005,NUTS,2010,ES24,2,0.559
2006,NUTS,2010,ES24,2,0.33
2007,NUTS,2010,ES24,2,0.166
2008,NUTS,2010,ES24,2,0.102
2009,NUTS,2010,ES24,2,0.23
2010,NUTS,2010,ES24,2,0.508
2011,NUTS,2010,ES24,2,0.261
2012,NUTS,2010,ES24,2,0.335
2013,NUTS,2010,ES24,2,0.203
2014,NUTS,2010,ES24,2,0.051
2015,NUTS,2010,ES24,2,0.0
2016,NUTS,2010,ES24,2,0.0
2017,NUTS,2010,ES24,2,0.0
2018,NUTS,2010,ES24,2,0.0
1995,NUTS,2010,ES3,1,15.513
1996,NUTS,2010,ES3,1,15.945
1997,NUTS,2010,ES3,1,17.973
1998,NUTS,2010,ES3,1,20.38
1999,NUTS,2010,ES3,1,22.808
2000,NUTS,2010,ES3,1,24.107
2001,NUTS,2010,ES3,1,30.128
2002,NUTS,2010,ES3,1,5.861
2003,NUTS,2010,ES3,1,10.369
2004,NUTS,2010,ES3,1,4.055
2005,NUTS,2010,ES3,1,4.631
2006,NUTS,2010,ES3,1,9.018
2007,NUTS,2010,ES3,1,7.277
2008,NUTS,2010,ES3,1,8.192
2009,NUTS,2010,ES3,1,8.877
2010,NUTS,2010,ES3,1,6.839
2011,NUTS,2010,ES3,1,5.932
2012,NUTS,2010,ES3,1,5.667
2013,NUTS,2010,ES3,1,5.05
2014,NUTS,2010,ES3,1,4.341
2015,NUTS,2010,ES3,1,4.797
2016,NUTS,2010,ES3,1,4.781
2017,NUTS,2010,ES3,1,5.664
2018,NUTS,2010,ES3,1,9.324
2019,NUTS,2010,ES3,1,13.805
1995,NUTS,2010,ES30,2,15.513
1996,NUTS,2010,ES30,2,15.945
1997,NUTS,2010,ES30,2,17.973
1998,NUTS,2010,ES30,2,20.38
1999,NUTS,2010,ES30,2,22.808
2000,NUTS,2010,ES30,2,24.107
2001,NUTS,2010,ES30,2,30.128
2002,NUTS,2010,ES30,2,5.861
2003,NUTS,2010,ES30,2,10.369
2004,NUTS,2010,ES30,2,4.055
2005,NUTS,2010,ES30,2,4.631
2006,NUTS,2010,ES30,2,9.018
2007,NUTS,2010,ES30,2,7.277
2008,NUTS,2010,ES30,2,8.192
2009,NUTS,2010,ES30,2,8.877
2010,NUTS,2010,ES30,2,6.839
2011,NUTS,2010,ES30,2,5.932
2012,NUTS,2010,ES30,2,5.667
2013,NUTS,2010,ES30,2,5.05
2014,NUTS,2010,ES30,2,4.341
2015,NUTS,2010,ES30,2,4.797
2016,NUTS,2010,ES30,2,4.781
2017,NUTS,2010,ES30,2,5.664
2018,NUTS,2010,ES30,2,9.324
2019,NUTS,2010,ES30,2,13.805
1995,NUTS,2010,ES4,1,1.715
1996,NUTS,2010,ES4,1,1.773
1997,NUTS,2010,ES4,1,3.592
1998,NUTS,2010,ES4,1,4.079
1999,NUTS,2010,ES4,1,6.71
2000,NUTS,2010,ES4,1,0.907
2001,NUTS,2010,ES4,1,2.116
2002,NUTS,2010,ES4,1,0.598
2003,NUTS,2010,ES4,1,0.38
2004,NUTS,2010,ES4,1,0.277
2005,NUTS,2010,ES4,1,0.433
2006,NUTS,2010,ES4,1,0.687
2007,NUTS,2010,ES4,1,0.137
2008,NUTS,2010,ES4,1,0.406
2009,NUTS,2010,ES4,1,1.058
2010,NUTS,2010,ES4,1,0.898
2011,NUTS,2010,ES4,1,0.779
2013,NUTS,2010,ES4,1,0.347
2014,NUTS,2010,ES4,1,0.312
2015,NUTS,2010,ES4,1,0.959
2016,NUTS,2010,ES4,1,0.956
2018,NUTS,2010,ES4,1,0.932
2019,NUTS,2010,ES4,1,0.92
1995,NUTS,2010,ES41,2,1.715
1996,NUTS,2010,ES41,2,1.773
1997,NUTS,2010,ES41,2,3.366
1998,NUTS,2010,ES41,2,3.818
1999,NUTS,2010,ES41,2,6.067
2000,NUTS,2010,ES41,2,0.907
2001,NUTS,2010,ES41,2,1.494
2002,NUTS,2010,ES41,2,0.598
2003,NUTS,2010,ES41,2,0.368
2004,NUTS,2010,ES41,2,0.233
2005,NUTS,2010,ES41,2,0.248
2006,NUTS,2010,ES41,2,0.538
2007,NUTS,2010,ES41,2,0.032
2008,NUTS,2010,ES41,2,0.018
2009,NUTS,2010,ES41,2,0.476
2010,NUTS,2010,ES41,2,0.585
2012,NUTS,2010,ES41,2,0.303
2013,NUTS,2010,ES41,2,0.219
2014,NUTS,2010,ES41,2,0.242
2015,NUTS,2010,ES41,2,0.0
2017,NUTS,2010,ES41,2,0.0
2018,NUTS,2010,ES41,2,0.0
2019,NUTS,2010,ES41,2,0.0
1999,NUTS,2010,ES42,2,0.013
2000,NUTS,2010,ES42,2,0.0
2001,NUTS,2010,ES42,2,0.623
2002,NUTS,2010,ES42,2,0.0
2003,NUTS,2010,ES42,2,0.012
2004,NUTS,2010,ES42,2,0.011
2005,NUTS,2010,ES42,2,0.12
2006,NUTS,2010,ES42,2,0.145
2007,NUTS,2010,ES42,2,0.019
2008,NUTS,2010,ES42,2,0.306
2009,NUTS,2010,ES42,2,0.452
2010,NUTS,2010,ES42,2,0.155
2013,NUTS,2010,ES42,2,0.04
2014,NUTS,2010,ES42,2,0.014
2015,NUTS,2010,ES42,2,0.0
2017,NUTS,2010,ES42,2,0.0
1997,NUTS,2010,ES43,2,0.225
1998,NUTS,2010,ES43,2,0.261
1999,NUTS,2010,ES43,2,0.629
2000,NUTS,2010,ES43,2,0.0
2001,NUTS,2010,ES43,2,0.0
2002,NUTS,2010,ES43,2,0.0
2003,NUTS,2010,ES43,2,0.0
2004,NUTS,2010,ES43,2,0.022
2005,NUTS,2010,ES43,2,0.065
2006,NUTS,2010,ES43,2,0.003
2007,NUTS,2010,ES43,2,0.086
2008,NUTS,2010,ES43,2,0.08
2009,NUTS,2010,ES43,2,0.131
2010,NUTS,2010,ES43,2,0.159
2011,NUTS,2010,ES43,2,0.082
2013,NUTS,2010,ES43,2,0.086
2014,NUTS,2010,ES43,2,0.056
2015,NUTS,2010,ES43,2,0.0
2016,NUTS,2010,ES43,2,0.0
1995,NUTS,2010,ES5,1,17.019
1996,NUTS,2010,ES5,1,17.488
1997,NUTS,2010,ES5,1,34.608
1998,NUTS,2010,ES5,1,39.248
1999,NUTS,2010,ES5,1,29.303
2000,NUTS,2010,ES5,1,26.57
2001,NUTS,2010,ES5,1,14.69
2002,NUTS,2010,ES5,1,7.894
2003,NUTS,2010,ES5,1,6.525
2004,NUTS,2010,ES5,1,6.536
2005,NUTS,2010,ES5,1,6.662
2006,NUTS,2010,ES5,1,7.394
2007,NUTS,2010,ES5,1,7.249
2008,NUTS,2010,ES5,1,7.141
2009,NUTS,2010,ES5,1,9.33
2010,NUTS,2010,ES5,1,10.292
2011,NUTS,2010,ES5,1,9.106
2012,NUTS,2010,ES5,1,9.737
2013,NUTS,2010,ES5,1,7.661
2014,NUTS,2010,ES5,1,8.882
2015,NUTS,2010,ES5,1,14.39
2016,NUTS,2010,ES5,1,16.256
2017,NUTS,2010,ES5,1,14.16
2018,NUTS,2010,ES5,1,16.783
1995,NUTS,2010,ES51,2,13.603
1996,NUTS,2010,ES51,2,13.97
1997,NUTS,2010,ES51,2,29.241
1998,NUTS,2010,ES51,2,33.179
1999,NUTS,2010,ES51,2,22.232
2000,NUTS,2010,ES51,2,17.108
2001,NUTS,2010,ES51,2,9.462
2002,NUTS,2010,ES51,2,7.655
2003,NUTS,2010,ES51,2,6.145
2004,NUTS,2010,ES51,2,6.126
2005,NUTS,2010,ES51,2,6.063
2006,NUTS,2010,ES51,2,6.691
2007,NUTS,2010,ES51,2,6.754
2008,NUTS,2010,ES51,2,6.041
2009,NUTS,2010,ES51,2,8.707
2010,NUTS,2010,ES51,2,9.467
2011,NUTS,2010,ES51,2,8.111
2012,NUTS,2010,ES51,2,8.889
2013,NUTS,2010,ES51,2,6.727
2014,NUTS,2010,ES51,2,7.755
2015,NUTS,2010,ES51,2,13.431
2016,NUTS,2010,ES51,2,15.3
2017,NUTS,2010,ES51,2,13.216
2018,NUTS,2010,ES51,2,14.918
2019,NUTS,2010,ES51,2,15.646
1995,NUTS,2010,ES52,2,2.998
1996,NUTS,2010,ES52,2,3.085
1997,NUTS,2010,ES52,2,5.183
1998,NUTS,2010,ES52,2,5.891
1999,NUTS,2010,ES52,2,6.884
2000,NUTS,2010,ES52,2,9.332
2001,NUTS,2010,ES52,2,5.104
2002,NUTS,2010,ES52,2,0.12
2003,NUTS,2010,ES52,2,0.242
2004,NUTS,2010,ES52,2,0.255
2005,NUTS,2010,ES52,2,0.473
2006,NUTS,2010,ES52,2,0.557
2007,NUTS,2010,ES52,2,0.258
2008,NUTS,2010,ES52,2,0.331
2009,NUTS,2010,ES52,2,0.441
2010,NUTS,2010,ES52,2,0.496
2011,NUTS,2010,ES52,2,0.742
2012,NUTS,2010,ES52,2,0.625
2013,NUTS,2010,ES52,2,0.717
2014,NUTS,2010,ES52,2,0.923
2015,NUTS,2010,ES52,2,0.0
2016,NUTS,2010,ES52,2,0.0
2017,NUTS,2010,ES52,2,0.0
2018,NUTS,2010,ES52,2,1.865
2019,NUTS,2010,ES52,2,0.0
1995,NUTS,2010,ES53,2,0.418
1996,NUTS,2010,ES53,2,0.418
1997,NUTS,2010,ES53,2,0.169
1998,NUTS,2010,ES53,2,0.192
1999,NUTS,2010,ES53,2,0.188
2000,NUTS,2010,ES53,2,0.13
2001,NUTS,2010,ES53,2,0.125
2002,NUTS,2010,ES53,2,0.12
2003,NUTS,2010,ES53,2,0.138
2004,NUTS,2010,ES53,2,0.155
2005,NUTS,2010,ES53,2,0.127
2006,NUTS,2010,ES53,2,0.146
2007,NUTS,2010,ES53,2,0.237
2008,NUTS,2010,ES53,2,0.769
2009,NUTS,2010,ES53,2,0.183
2010,NUTS,2010,ES53,2,0.329
2011,NUTS,2010,ES53,2,0.254
2012,NUTS,2010,ES53,2,0.223
2013,NUTS,2010,ES53,2,0.218
2014,NUTS,2010,ES53,2,0.204
2015,NUTS,2010,ES53,2,0.0
2016,NUTS,2010,ES53,2,0.0
2017,NUTS,2010,ES53,2,0.0
2018,NUTS,2010,ES53,2,0.0
1995,NUTS,2010,ES6,1,1.7
1996,NUTS,2010,ES6,1,1.745
1997,NUTS,2010,ES6,1,1.549
1998,NUTS,2010,ES6,1,1.772
1999,NUTS,2010,ES6,1,2.009
2000,NUTS,2010,ES6,1,2.203
2001,NUTS,2010,ES6,1,0.872
2002,NUTS,2010,ES6,1,0.359
2003,NUTS,2010,ES6,1,0.794
2004,NUTS,2010,ES6,1,0.975
2005,NUTS,2010,ES6,1,1.187
2006,NUTS,2010,ES6,1,0.447
2007,NUTS,2010,ES6,1,0.722
2008,NUTS,2010,ES6,1,1.056
2009,NUTS,2010,ES6,1,2.759
2010,NUTS,2010,ES6,1,1.146
2011,NUTS,2010,ES6,1,1.329
2012,NUTS,2010,ES6,1,2.175
2013,NUTS,2010,ES6,1,2.055
2014,NUTS,2010,ES6,1,2.106
2015,NUTS,2010,ES6,1,1.919
2016,NUTS,2010,ES6,1,2.869
2017,NUTS,2010,ES6,1,1.888
2018,NUTS,2010,ES6,1,2.797
2019,NUTS,2010,ES6,1,2.761
1995,NUTS,2010,ES61,2,1.581
1996,NUTS,2010,ES61,2,1.629
1997,NUTS,2010,ES61,2,1.451
1998,NUTS,2010,ES61,2,1.648
1999,NUTS,2010,ES61,2,2.009
2000,NUTS,2010,ES61,2,2.203
2001,NUTS,2010,ES61,2,0.872
2002,NUTS,2010,ES61,2,0.359
2003,NUTS,2010,ES61,2,0.783
2004,NUTS,2010,ES61,2,0.953
2005,NUTS,2010,ES61,2,1.14
2006,NUTS,2010,ES61,2,0.401
2007,NUTS,2010,ES61,2,0.722
2008,NUTS,2010,ES61,2,0.924
2009,NUTS,2010,ES61,2,2.009
2010,NUTS,2010,ES61,2,0.885
2011,NUTS,2010,ES61,2,1.029
2012,NUTS,2010,ES61,2,1.877
2013,NUTS,2010,ES61,2,1.953
2014,NUTS,2010,ES61,2,2.034
2015,NUTS,2010,ES61,2,0.959
2016,NUTS,2010,ES61,2,2.869
2017,NUTS,2010,ES61,2,1.888
2018,NUTS,2010,ES61,2,2.797
2019,NUTS,2010,ES61,2,2.761
1995,NUTS,2010,ES62,2,0.104
1996,NUTS,2010,ES62,2,0.115
1997,NUTS,2010,ES62,2,0.099
1998,NUTS,2010,ES62,2,0.11
2000,NUTS,2010,ES62,2,0.0
2001,NUTS,2010,ES62,2,0.0
2002,NUTS,2010,ES62,2,0.0
2003,NUTS,2010,ES62,2,0.023
2004,NUTS,2010,ES62,2,0.022
2005,NUTS,2010,ES62,2,0.047
2006,NUTS,2010,ES62,2,0.046
2007,NUTS,2010,ES62,2,0.0
2008,NUTS,2010,ES62,2,0.132
2009,NUTS,2010,ES62,2,0.75
2010,NUTS,2010,ES62,2,0.262
2012,NUTS,2010,ES62,2,0.266
2013,NUTS,2010,ES62,2,0.101
2014,NUTS,2010,ES62,2,0.071
2015,NUTS,2010,ES62,2,0.0
2016,NUTS,2010,ES62,2,0.0
2018,NUTS,2010,ES62,2,0.0
2019,NUTS,2010,ES62,2,0.0
2000,NUTS,2010,ES63,2,0.0
2001,NUTS,2010,ES63,2,0.0
2002,NUTS,2010,ES63,2,0.0
2003,NUTS,2010,ES63,2,0.0
2004,NUTS,2010,ES63,2,0.0
2005,NUTS,2010,ES63,2,0.0
2006,NUTS,2010,ES63,2,0.0
2007,NUTS,2010,ES63,2,0.0
2008,NUTS,2010,ES63,2,0.0
2009,NUTS,2010,ES63,2,0.0
2010,NUTS,2010,ES63,2,0.0
2015,NUTS,2010,ES63,2,0.0
2000,NUTS,2010,ES64,2,0.0
2001,NUTS,2010,ES64,2,0.0
2002,NUTS,2010,ES64,2,0.0
2003,NUTS,2010,ES64,2,0.0
2004,NUTS,2010,ES64,2,0.0
2005,NUTS,2010,ES64,2,0.0
2006,NUTS,2010,ES64,2,0.0
2007,NUTS,2010,ES64,2,0.0
2008,NUTS,2010,ES64,2,0.0
2009,NUTS,2010,ES64,2,0.0
2010,NUTS,2010,ES64,2,0.0
2015,NUTS,2010,ES64,2,0.0
1997,NUTS,2010,ES7,1,0.127
1998,NUTS,2010,ES7,1,0.151
1999,NUTS,2010,ES7,1,0.71
2000,NUTS,2010,ES7,1,0.0
2001,NUTS,2010,ES7,1,0.0
2002,NUTS,2010,ES7,1,0.0
2003,NUTS,2010,ES7,1,0.0
2004,NUTS,2010,ES7,1,0.011
2005,NUTS,2010,ES7,1,0.013
2006,NUTS,2010,ES7,1,0.048
2007,NUTS,2010,ES7,1,0.088
2008,NUTS,2010,ES7,1,0.033
2009,NUTS,2010,ES7,1,0.397
2010,NUTS,2010,ES7,1,0.333
2011,NUTS,2010,ES7,1,0.496
2012,NUTS,2010,ES7,1,0.349
2013,NUTS,2010,ES7,1,0.188
2014,NUTS,2010,ES7,1,0.202
2015,NUTS,2010,ES7,1,0.0
2016,NUTS,2010,ES7,1,0.0
2017,NUTS,2010,ES7,1,0.0
2018,NUTS,2010,ES7,1,0.0
1997,NUTS,2010,ES70,2,0.127
1998,NUTS,2010,ES70,2,0.151
1999,NUTS,2010,ES70,2,0.71
2000,NUTS,2010,ES70,2,0.0
2001,NUTS,2010,ES70,2,0.0
2002,NUTS,2010,ES70,2,0.0
2003,NUTS,2010,ES70,2,0.0
2004,NUTS,2010,ES70,2,0.011
2005,NUTS,2010,ES70,2,0.013
2006,NUTS,2010,ES70,2,0.048
2007,NUTS,2010,ES70,2,0.088
2008,NUTS,2010,ES70,2,0.033
2009,NUTS,2010,ES70,2,0.397
2010,NUTS,2010,ES70,2,0.333
2011,NUTS,2010,ES70,2,0.496
2012,NUTS,2010,ES70,2,0.349
2013,NUTS,2010,ES70,2,0.188
2014,NUTS,2010,ES70,2,0.202
2015,NUTS,2010,ES70,2,0.0
2016,NUTS,2010,ES70,2,0.0
2017,NUTS,2010,ES70,2,0.0
2018,NUTS,2010,ES70,2,0.0
2000,NUTS,2010,ESZ,1,0.0
2001,NUTS,2010,ESZ,1,0.0
2002,NUTS,2010,ESZ,1,0.0
2003,NUTS,2010,ESZ,1,0.0
2004,NUTS,2010,ESZ,1,0.0
2005,NUTS,2010,ESZ,1,0.0
2006,NUTS,2010,ESZ,1,0.0
2007,NUTS,2010,ESZ,1,0.0
2008,NUTS,2010,ESZ,1,0.0
2009,NUTS,2010,ESZ,1,0.0
2010,NUTS,2010,ESZ,1,0.0
2011,NUTS,2010,ESZ,1,0.0
2012,NUTS,2010,ESZ,1,0.0
2013,NUTS,2010,ESZ,1,0.0
2000,NUTS,2010,ESZZ,2,0.0
2001,NUTS,2010,ESZZ,2,0.0
2002,NUTS,2010,ESZZ,2,0.0
2003,NUTS,2010,ESZZ,2,0.0
2004,NUTS,2010,ESZZ,2,0.0
2005,NUTS,2010,ESZZ,2,0.0
2006,NUTS,2010,ESZZ,2,0.0
2007,NUTS,2010,ESZZ,2,0.0
2008,NUTS,2010,ESZZ,2,0.0
2009,NUTS,2010,ESZZ,2,0.0
2010,NUTS,2010,ESZZ,2,0.0
2011,NUTS,2010,ESZZ,2,0.0
2012,NUTS,2010,ESZZ,2,0.0
2013,NUTS,2010,ESZZ,2,0.0
2000,NUTS,2010,EU27_2020,7,882.992
2001,NUTS,2010,EU27_2020,7,828.054
2002,NUTS,2010,EU27_2020,7,1051.167
2003,NUTS,2010,EU27_2020,7,1010.021
2004,NUTS,2010,EU27_2020,7,1040.601
2005,NUTS,2010,EU27_2020,7,1145.058
2006,NUTS,2010,EU27_2020,7,1439.236
2007,NUTS,2010,EU27_2020,7,1422.984
2008,NUTS,2010,EU27_2020,7,1432.847
2009,NUTS,2010,EU27_2020,7,1489.828
2010,NUTS,2010,EU27_2020,7,1625.34
2011,NUTS,2010,EU27_2020,7,1554.814
2012,NUTS,2010,EU27_2020,7,1521.123
2013,NUTS,2010,EU27_2020,7,1341.958
2014,NUTS,2010,EU27_2020,7,1432.39
2015,NUTS,2010,EU27_2020,7,1478.587
2016,NUTS,2010,EU27_2020,7,1422.431
2017,NUTS,2010,EU27_2020,7,1265.232
2018,NUTS,2010,EU27_2020,7,1310.153
2019,NUTS,2010,EU27_2020,7,1442.034
2020,NUTS,2010,EU27_2020,7,1522.356
1981,NUTS,2010,FI,0,4.58
1983,NUTS,2010,FI,0,7.255
1984,NUTS,2010,FI,0,7.653
1985,NUTS,2010,FI,0,5.866
1986,NUTS,2010,FI,0,6.047
1987,NUTS,2010,FI,0,4.876
1988,NUTS,2010,FI,0,6.522
1989,NUTS,2010,FI,0,8.819
1991,NUTS,2010,FI,0,12.08
1992,NUTS,2010,FI,0,12.338
1993,NUTS,2010,FI,0,12.108
1995,NUTS,2010,FI,0,12.262
1997,NUTS,2010,FI,0,12.699
1998,NUTS,2010,FI,0,19.617
1999,NUTS,2010,FI,0,25.622
2000,NUTS,2010,FI,0,26.164
2001,NUTS,2010,FI,0,25.413
2002,NUTS,2010,FI,0,24.835
2003,NUTS,2010,FI,0,25.637
2004,NUTS,2010,FI,0,27.677
2005,NUTS,2010,FI,0,26.503
2006,NUTS,2010,FI,0,29.547
2007,NUTS,2010,FI,0,29.335
2008,NUTS,2010,FI,0,28.497
2009,NUTS,2010,FI,0,30.142
2010,NUTS,2010,FI,0,36.317
2011,NUTS,2010,FI,0,37.869
2012,NUTS,2010,FI,0,33.638
2013,NUTS,2010,FI,0,33.375
2014,NUTS,2010,FI,0,34.787
2015,NUTS,2010,FI,0,32.111
2016,NUTS,2010,FI,0,35.025
2017,NUTS,2010,FI,0,34.333
2018,NUTS,2010,FI,0,34.59
2019,NUTS,2010,FI,0,38.996
2020,NUTS,2010,FI,0,36.835
1997,NUTS,2010,FI1,1,12.775
1998,NUTS,2010,FI1,1,19.588
2017,NUTS,2010,FI1,1,34.333
2018,NUTS,2010,FI1,1,34.657
2019,NUTS,2010,FI1,1,38.996
2017,NUTS,2010,FI19,2,7.803
2018,NUTS,2010,FI19,2,8.914
2019,NUTS,2010,FI19,2,9.241
2017,NUTS,2010,FI1B,2,24.087
2018,NUTS,2010,FI1B,2,23.149
2019,NUTS,2010,FI1B,2,26.609
2017,NUTS,2010,FI1C,2,2.036
2018,NUTS,2010,FI1C,2,2.195
2019,NUTS,2010,FI1C,2,2.687
2017,NUTS,2010,FI1D,2,0.407
2018,NUTS,2010,FI1D,2,0.399
2019,NUTS,2010,FI1D,2,0.524
2017,NUTS,2010,FI2,1,0.0
2018,NUTS,2010,FI2,1,0.0
