year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_bes_rse_f_fte
2018,NUTS,2010,ES6,1,1323.0
2019,NUTS,2010,ES6,1,1298.0
2011,NUTS,2010,ES61,2,974.0
2012,NUTS,2010,ES61,2,1012.0
2013,NUTS,2010,ES61,2,1089.0
2014,NUTS,2010,ES61,2,1076.0
2015,NUTS,2010,ES61,2,1024.0
2016,NUTS,2010,ES61,2,993.0
2017,NUTS,2010,ES61,2,991.0
2018,NUTS,2010,ES61,2,1025.0
2019,NUTS,2010,ES61,2,978.0
2011,NUTS,2010,ES62,2,162.0
2012,NUTS,2010,ES62,2,178.0
2013,NUTS,2010,ES62,2,175.0
2014,NUTS,2010,ES62,2,186.0
2015,NUTS,2010,ES62,2,192.0
2016,NUTS,2010,ES62,2,207.0
2017,NUTS,2010,ES62,2,231.0
2018,NUTS,2010,ES62,2,298.0
2019,NUTS,2010,ES62,2,320.0
2012,NUTS,2010,ES63,2,0.0
2015,NUTS,2010,ES63,2,0.0
2012,NUTS,2010,ES64,2,0.0
2015,NUTS,2010,ES64,2,0.0
2011,NUTS,2010,ES7,1,92.0
2012,NUTS,2010,ES7,1,101.0
2013,NUTS,2010,ES7,1,94.0
2014,NUTS,2010,ES7,1,83.0
2015,NUTS,2010,ES7,1,81.0
2016,NUTS,2010,ES7,1,92.0
2017,NUTS,2010,ES7,1,97.0
2018,NUTS,2010,ES7,1,163.0
2019,NUTS,2010,ES7,1,129.0
2011,NUTS,2010,ES70,2,92.0
2012,NUTS,2010,ES70,2,101.0
2013,NUTS,2010,ES70,2,94.0
2014,NUTS,2010,ES70,2,83.0
2015,NUTS,2010,ES70,2,81.0
2016,NUTS,2010,ES70,2,92.0
2017,NUTS,2010,ES70,2,97.0
2018,NUTS,2010,ES70,2,163.0
2019,NUTS,2010,ES70,2,129.0
2011,NUTS,2010,ESZ,1,0.0
2012,NUTS,2010,ESZ,1,0.0
2013,NUTS,2010,ESZ,1,0.0
2011,NUTS,2010,ESZZ,2,0.0
2012,NUTS,2010,ESZZ,2,0.0
2013,NUTS,2010,ESZZ,2,0.0
2011,NUTS,2010,FR,0,29917.0
2012,NUTS,2010,FR,0,31700.0
2013,NUTS,2010,FR,0,33158.0
2014,NUTS,2010,FR,0,33158.0
2016,NUTS,2010,FR,0,36063.0
2017,NUTS,2010,FR,0,39258.0
2011,NUTS,2010,FR1,1,13744.0
2012,NUTS,2010,FR1,1,14295.0
2013,NUTS,2010,FR1,1,14964.0
2011,NUTS,2010,FR10,2,13744.0
2012,NUTS,2010,FR10,2,14295.0
2013,NUTS,2010,FR10,2,14964.0
2011,NUTS,2010,FR2,1,2379.0
2012,NUTS,2010,FR2,1,2467.0
2013,NUTS,2010,FR2,1,2499.0
2011,NUTS,2010,FR21,2,182.0
2012,NUTS,2010,FR21,2,181.0
2013,NUTS,2010,FR21,2,168.0
2011,NUTS,2010,FR22,2,391.0
2012,NUTS,2010,FR22,2,418.0
2013,NUTS,2010,FR22,2,477.0
2011,NUTS,2010,FR23,2,517.0
2012,NUTS,2010,FR23,2,530.0
2013,NUTS,2010,FR23,2,583.0
2011,NUTS,2010,FR24,2,671.0
2012,NUTS,2010,FR24,2,657.0
2013,NUTS,2010,FR24,2,692.0
2011,NUTS,2010,FR25,2,277.0
2012,NUTS,2010,FR25,2,313.0
2013,NUTS,2010,FR25,2,256.0
2011,NUTS,2010,FR26,2,342.0
2012,NUTS,2010,FR26,2,368.0
2013,NUTS,2010,FR26,2,323.0
2011,NUTS,2010,FR3,1,546.0
2012,NUTS,2010,FR3,1,577.0
2013,NUTS,2010,FR3,1,542.0
2011,NUTS,2010,FR30,2,546.0
2012,NUTS,2010,FR30,2,577.0
2013,NUTS,2010,FR30,2,542.0
2011,NUTS,2010,FR4,1,1198.0
2012,NUTS,2010,FR4,1,1218.0
2013,NUTS,2010,FR4,1,1257.0
2011,NUTS,2010,FR41,2,252.0
2012,NUTS,2010,FR41,2,244.0
2013,NUTS,2010,FR41,2,261.0
2011,NUTS,2010,FR42,2,555.0
2012,NUTS,2010,FR42,2,597.0
2013,NUTS,2010,FR42,2,603.0
2011,NUTS,2010,FR43,2,391.0
2012,NUTS,2010,FR43,2,377.0
2013,NUTS,2010,FR43,2,394.0
2011,NUTS,2010,FR5,1,2103.0
2012,NUTS,2010,FR5,1,2311.0
2013,NUTS,2010,FR5,1,2345.0
2011,NUTS,2010,FR51,2,795.0
2012,NUTS,2010,FR51,2,848.0
2013,NUTS,2010,FR51,2,860.0
2011,NUTS,2010,FR52,2,1131.0
2012,NUTS,2010,FR52,2,1248.0
2013,NUTS,2010,FR52,2,1240.0
2011,NUTS,2010,FR53,2,177.0
2012,NUTS,2010,FR53,2,216.0
2013,NUTS,2010,FR53,2,246.0
2011,NUTS,2010,FR6,1,3340.0
2012,NUTS,2010,FR6,1,3703.0
2013,NUTS,2010,FR6,1,3863.0
2011,NUTS,2010,FR61,2,818.0
2012,NUTS,2010,FR61,2,876.0
2013,NUTS,2010,FR61,2,885.0
2011,NUTS,2010,FR62,2,2437.0
2012,NUTS,2010,FR62,2,2724.0
2013,NUTS,2010,FR62,2,2887.0
2011,NUTS,2010,FR63,2,85.0
2012,NUTS,2010,FR63,2,102.0
2013,NUTS,2010,FR63,2,91.0
2011,NUTS,2010,FR7,1,4177.0
2012,NUTS,2010,FR7,1,4396.0
2013,NUTS,2010,FR7,1,4515.0
2011,NUTS,2010,FR71,2,3908.0
2012,NUTS,2010,FR71,2,4107.0
2013,NUTS,2010,FR71,2,4222.0
2011,NUTS,2010,FR72,2,270.0
2012,NUTS,2010,FR72,2,288.0
2013,NUTS,2010,FR72,2,294.0
2011,NUTS,2010,FR8,1,2407.0
2012,NUTS,2010,FR8,1,2711.0
2013,NUTS,2010,FR8,1,3130.0
2011,NUTS,2010,FR81,2,636.0
2012,NUTS,2010,FR81,2,756.0
2013,NUTS,2010,FR81,2,791.0
2011,NUTS,2010,FR82,2,1756.0
2012,NUTS,2010,FR82,2,1952.0
2013,NUTS,2010,FR82,2,2333.0
2011,NUTS,2010,FR83,2,15.0
2012,NUTS,2010,FR83,2,3.0
2013,NUTS,2010,FR83,2,5.0
2011,NUTS,2010,FRA,1,21.0
2012,NUTS,2010,FRA,1,23.0
2013,NUTS,2010,FRA,1,42.0
2011,NUTS,2010,HR,0,511.0
2012,NUTS,2010,HR,0,533.0
2013,NUTS,2010,HR,0,436.0
2014,NUTS,2010,HR,0,410.0
2015,NUTS,2010,HR,0,458.0
2016,NUTS,2010,HR,0,668.0
2017,NUTS,2010,HR,0,604.0
2018,NUTS,2010,HR,0,673.0
2019,NUTS,2010,HR,0,708.0
2020,NUTS,2010,HR,0,739.0
2011,NUTS,2010,HR0,1,511.0
2012,NUTS,2010,HR0,1,533.0
2013,NUTS,2010,HR0,1,436.0
2014,NUTS,2010,HR0,1,410.0
2015,NUTS,2010,HR0,1,458.0
2016,NUTS,2010,HR0,1,668.0
2017,NUTS,2010,HR0,1,604.0
2018,NUTS,2010,HR0,1,673.0
2019,NUTS,2010,HR0,1,708.0
2020,NUTS,2010,HR0,1,739.0
2020,NUTS,2010,HR02,2,44.0
2011,NUTS,2010,HR03,2,20.0
2012,NUTS,2010,HR03,2,22.0
2013,NUTS,2010,HR03,2,23.0
2014,NUTS,2010,HR03,2,11.0
2015,NUTS,2010,HR03,2,18.0
2016,NUTS,2010,HR03,2,44.0
2017,NUTS,2010,HR03,2,40.0
2018,NUTS,2010,HR03,2,38.0
2019,NUTS,2010,HR03,2,48.0
2020,NUTS,2010,HR03,2,51.0
2011,NUTS,2010,HR04,2,491.0
2012,NUTS,2010,HR04,2,511.0
2013,NUTS,2010,HR04,2,413.0
2014,NUTS,2010,HR04,2,399.0
2015,NUTS,2010,HR04,2,440.0
2016,NUTS,2010,HR04,2,624.0
2017,NUTS,2010,HR04,2,564.0
2018,NUTS,2010,HR04,2,635.0
2019,NUTS,2010,HR04,2,660.0
2020,NUTS,2010,HR05,2,487.0
2020,NUTS,2010,HR06,2,158.0
2013,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZ,1,0.0
2013,NUTS,2010,HRZZ,2,0.0
2014,NUTS,2010,HRZZ,2,0.0
2011,NUTS,2010,HU,0,2527.0
2012,NUTS,2010,HU,0,2573.0
2013,NUTS,2010,HU,0,2598.0
2014,NUTS,2010,HU,0,2772.0
2015,NUTS,2010,HU,0,2761.0
2016,NUTS,2010,HU,0,2733.0
2017,NUTS,2010,HU,0,3162.0
2018,NUTS,2010,HU,0,3815.0
2019,NUTS,2010,HU,0,4036.0
2011,NUTS,2010,HU1,1,1758.0
2012,NUTS,2010,HU1,1,1807.0
2013,NUTS,2010,HU1,1,1832.0
2014,NUTS,2010,HU1,1,2072.0
2015,NUTS,2010,HU1,1,2096.0
2016,NUTS,2010,HU1,1,2089.0
2017,NUTS,2010,HU1,1,2388.0
2018,NUTS,2010,HU1,1,2890.0
2019,NUTS,2010,HU1,1,3004.0
2011,NUTS,2010,HU10,2,1758.0
2012,NUTS,2010,HU10,2,1807.0
2013,NUTS,2010,HU10,2,1832.0
2014,NUTS,2010,HU10,2,2072.0
2015,NUTS,2010,HU10,2,2096.0
2016,NUTS,2010,HU10,2,2089.0
2017,NUTS,2010,HU11,2,2216.0
2018,NUTS,2010,HU11,2,2632.0
2019,NUTS,2010,HU11,2,2765.0
2017,NUTS,2010,HU12,2,172.0
2018,NUTS,2010,HU12,2,258.0
2019,NUTS,2010,HU12,2,239.0
2011,NUTS,2010,HU2,1,292.0
2012,NUTS,2010,HU2,1,294.0
2013,NUTS,2010,HU2,1,320.0
2014,NUTS,2010,HU2,1,282.0
2015,NUTS,2010,HU2,1,263.0
2016,NUTS,2010,HU2,1,238.0
2017,NUTS,2010,HU2,1,323.0
2018,NUTS,2010,HU2,1,408.0
2019,NUTS,2010,HU2,1,508.0
2011,NUTS,2010,HU21,2,122.0
2012,NUTS,2010,HU21,2,129.0
2013,NUTS,2010,HU21,2,145.0
2014,NUTS,2010,HU21,2,134.0
2015,NUTS,2010,HU21,2,125.0
2016,NUTS,2010,HU21,2,122.0
2017,NUTS,2010,HU21,2,160.0
2018,NUTS,2010,HU21,2,184.0
2019,NUTS,2010,HU21,2,235.0
2011,NUTS,2010,HU22,2,82.0
2012,NUTS,2010,HU22,2,85.0
2013,NUTS,2010,HU22,2,104.0
2014,NUTS,2010,HU22,2,87.0
2015,NUTS,2010,HU22,2,79.0
2016,NUTS,2010,HU22,2,67.0
2017,NUTS,2010,HU22,2,89.0
2018,NUTS,2010,HU22,2,107.0
2019,NUTS,2010,HU22,2,151.0
2011,NUTS,2010,HU23,2,88.0
2012,NUTS,2010,HU23,2,80.0
2013,NUTS,2010,HU23,2,71.0
2014,NUTS,2010,HU23,2,61.0
2015,NUTS,2010,HU23,2,59.0
2016,NUTS,2010,HU23,2,49.0
2017,NUTS,2010,HU23,2,74.0
2018,NUTS,2010,HU23,2,117.0
2019,NUTS,2010,HU23,2,122.0
2011,NUTS,2010,HU3,1,477.0
2012,NUTS,2010,HU3,1,472.0
2013,NUTS,2010,HU3,1,446.0
2014,NUTS,2010,HU3,1,418.0
2015,NUTS,2010,HU3,1,402.0
2016,NUTS,2010,HU3,1,406.0
2017,NUTS,2010,HU3,1,451.0
2018,NUTS,2010,HU3,1,517.0
2019,NUTS,2010,HU3,1,524.0
2011,NUTS,2010,HU31,2,98.0
2012,NUTS,2010,HU31,2,87.0
2013,NUTS,2010,HU31,2,97.0
2014,NUTS,2010,HU31,2,80.0
2015,NUTS,2010,HU31,2,77.0
2016,NUTS,2010,HU31,2,70.0
2017,NUTS,2010,HU31,2,80.0
2018,NUTS,2010,HU31,2,93.0
2019,NUTS,2010,HU31,2,114.0
2011,NUTS,2010,HU32,2,205.0
2012,NUTS,2010,HU32,2,208.0
2013,NUTS,2010,HU32,2,174.0
2014,NUTS,2010,HU32,2,148.0
2015,NUTS,2010,HU32,2,170.0
2016,NUTS,2010,HU32,2,169.0
2017,NUTS,2010,HU32,2,188.0
2018,NUTS,2010,HU32,2,201.0
2019,NUTS,2010,HU32,2,169.0
2011,NUTS,2010,HU33,2,174.0
2012,NUTS,2010,HU33,2,177.0
2013,NUTS,2010,HU33,2,175.0
2014,NUTS,2010,HU33,2,190.0
2015,NUTS,2010,HU33,2,155.0
2016,NUTS,2010,HU33,2,167.0
2017,NUTS,2010,HU33,2,183.0
2018,NUTS,2010,HU33,2,223.0
2019,NUTS,2010,HU33,2,241.0
2011,NUTS,2010,IE,0,2050.0
2013,NUTS,2010,IE,0,2469.0
2015,NUTS,2010,IE,0,2743.0
2017,NUTS,2010,IE,0,3212.0
2019,NUTS,2010,IE,0,3564.0
2011,NUTS,2010,IE0,1,2050.0
2013,NUTS,2010,IE0,1,2469.0
2015,NUTS,2010,IE0,1,2743.0
2017,NUTS,2010,IE0,1,3211.0
2013,NUTS,2010,IE01,2,547.0
2015,NUTS,2010,IE01,2,583.0
2017,NUTS,2010,IE01,2,514.0
2013,NUTS,2010,IE02,2,1922.0
2015,NUTS,2010,IE02,2,2160.0
2017,NUTS,2010,IE02,2,2697.0
2011,NUTS,2010,IEZ,1,0.0
2011,NUTS,2010,IEZZ,2,0.0
2011,NUTS,2010,IS,0,274.0
2011,NUTS,2010,IT,0,8199.0
2012,NUTS,2010,IT,0,8811.0
2013,NUTS,2010,IT,0,9449.0
2014,NUTS,2010,IT,0,9858.0
2015,NUTS,2010,IT,0,11385.0
2016,NUTS,2010,IT,0,12448.0
2017,NUTS,2010,IT,0,13523.0
2018,NUTS,2010,IT,0,16181.0
2019,NUTS,2010,IT,0,17712.0
2011,NUTS,2010,ITC,1,3725.0
2012,NUTS,2010,ITC,1,4002.0
2013,NUTS,2010,ITC,1,4063.0
2014,NUTS,2010,ITC,1,4411.0
2015,NUTS,2010,ITC,1,5059.0
2016,NUTS,2010,ITC,1,5304.0
2017,NUTS,2010,ITC,1,5641.0
2018,NUTS,2010,ITC,1,6515.0
2019,NUTS,2010,ITC,1,7193.0
2011,NUTS,2010,ITC1,2,1003.0
2012,NUTS,2010,ITC1,2,1031.0
2013,NUTS,2010,ITC1,2,1079.0
2014,NUTS,2010,ITC1,2,1248.0
2015,NUTS,2010,ITC1,2,1417.0
2016,NUTS,2010,ITC1,2,1374.0
2017,NUTS,2010,ITC1,2,1494.0
2018,NUTS,2010,ITC1,2,1585.0
2019,NUTS,2010,ITC1,2,1724.0
2011,NUTS,2010,ITC2,2,10.0
2012,NUTS,2010,ITC2,2,11.0
2013,NUTS,2010,ITC2,2,12.0
2014,NUTS,2010,ITC2,2,12.0
2015,NUTS,2010,ITC2,2,19.0
2016,NUTS,2010,ITC2,2,31.0
2017,NUTS,2010,ITC2,2,19.0
2018,NUTS,2010,ITC2,2,19.0
2019,NUTS,2010,ITC2,2,19.0
2011,NUTS,2010,ITC3,2,251.0
2012,NUTS,2010,ITC3,2,254.0
2013,NUTS,2010,ITC3,2,264.0
2014,NUTS,2010,ITC3,2,236.0
2015,NUTS,2010,ITC3,2,296.0
2016,NUTS,2010,ITC3,2,285.0
2017,NUTS,2010,ITC3,2,266.0
2018,NUTS,2010,ITC3,2,342.0
2019,NUTS,2010,ITC3,2,446.0
2011,NUTS,2010,ITC4,2,2461.0
2012,NUTS,2010,ITC4,2,2706.0
2013,NUTS,2010,ITC4,2,2709.0
2014,NUTS,2010,ITC4,2,2914.0
2015,NUTS,2010,ITC4,2,3327.0
2016,NUTS,2010,ITC4,2,3615.0
2017,NUTS,2010,ITC4,2,3862.0
2018,NUTS,2010,ITC4,2,4569.0
2019,NUTS,2010,ITC4,2,5004.0
2011,NUTS,2010,ITF,1,598.0
2012,NUTS,2010,ITF,1,812.0
2013,NUTS,2010,ITF,1,856.0
2014,NUTS,2010,ITF,1,945.0
2015,NUTS,2010,ITF,1,1162.0
2016,NUTS,2010,ITF,1,1249.0
2017,NUTS,2010,ITF,1,1263.0
2018,NUTS,2010,ITF,1,1712.0
2019,NUTS,2010,ITF,1,2071.0
2011,NUTS,2010,ITF1,2,138.0
2012,NUTS,2010,ITF1,2,75.0
2013,NUTS,2010,ITF1,2,80.0
2014,NUTS,2010,ITF1,2,58.0
2015,NUTS,2010,ITF1,2,71.0
2016,NUTS,2010,ITF1,2,95.0
2017,NUTS,2010,ITF1,2,95.0
2018,NUTS,2010,ITF1,2,124.0
2019,NUTS,2010,ITF1,2,135.0
2011,NUTS,2010,ITF2,2,2.0
2012,NUTS,2010,ITF2,2,3.0
2013,NUTS,2010,ITF2,2,35.0
2014,NUTS,2010,ITF2,2,27.0
2015,NUTS,2010,ITF2,2,76.0
2016,NUTS,2010,ITF2,2,76.0
2017,NUTS,2010,ITF2,2,92.0
2018,NUTS,2010,ITF2,2,98.0
2019,NUTS,2010,ITF2,2,156.0
2011,NUTS,2010,ITF3,2,313.0
2012,NUTS,2010,ITF3,2,593.0
2013,NUTS,2010,ITF3,2,546.0
2014,NUTS,2010,ITF3,2,594.0
2015,NUTS,2010,ITF3,2,720.0
2016,NUTS,2010,ITF3,2,719.0
2017,NUTS,2010,ITF3,2,659.0
2018,NUTS,2010,ITF3,2,952.0
2019,NUTS,2010,ITF3,2,1216.0
2011,NUTS,2010,ITF4,2,107.0
2012,NUTS,2010,ITF4,2,107.0
2013,NUTS,2010,ITF4,2,165.0
2014,NUTS,2010,ITF4,2,234.0
2015,NUTS,2010,ITF4,2,233.0
2016,NUTS,2010,ITF4,2,259.0
2017,NUTS,2010,ITF4,2,319.0
2018,NUTS,2010,ITF4,2,410.0
2019,NUTS,2010,ITF4,2,461.0
2011,NUTS,2010,ITF5,2,21.0
2012,NUTS,2010,ITF5,2,12.0
2013,NUTS,2010,ITF5,2,4.0
2014,NUTS,2010,ITF5,2,6.0
2015,NUTS,2010,ITF5,2,8.0
2016,NUTS,2010,ITF5,2,13.0
2017,NUTS,2010,ITF5,2,14.0
2018,NUTS,2010,ITF5,2,27.0
2019,NUTS,2010,ITF5,2,19.0
2011,NUTS,2010,ITF6,2,16.0
2012,NUTS,2010,ITF6,2,21.0
2013,NUTS,2010,ITF6,2,25.0
2014,NUTS,2010,ITF6,2,25.0
2015,NUTS,2010,ITF6,2,55.0
2016,NUTS,2010,ITF6,2,87.0
2017,NUTS,2010,ITF6,2,84.0
2018,NUTS,2010,ITF6,2,103.0
2019,NUTS,2010,ITF6,2,85.0
2011,NUTS,2010,ITG,1,252.0
2012,NUTS,2010,ITG,1,236.0
2013,NUTS,2010,ITG,1,250.0
2014,NUTS,2010,ITG,1,367.0
2015,NUTS,2010,ITG,1,268.0
2016,NUTS,2010,ITG,1,298.0
2017,NUTS,2010,ITG,1,348.0
2018,NUTS,2010,ITG,1,437.0
2019,NUTS,2010,ITG,1,526.0
2011,NUTS,2010,ITG1,2,219.0
2012,NUTS,2010,ITG1,2,195.0
2013,NUTS,2010,ITG1,2,219.0
2014,NUTS,2010,ITG1,2,333.0
2015,NUTS,2010,ITG1,2,213.0
2016,NUTS,2010,ITG1,2,236.0
2017,NUTS,2010,ITG1,2,273.0
2018,NUTS,2010,ITG1,2,346.0
2019,NUTS,2010,ITG1,2,426.0
2011,NUTS,2010,ITG2,2,33.0
2012,NUTS,2010,ITG2,2,41.0
2013,NUTS,2010,ITG2,2,31.0
2014,NUTS,2010,ITG2,2,35.0
2015,NUTS,2010,ITG2,2,55.0
2016,NUTS,2010,ITG2,2,62.0
2017,NUTS,2010,ITG2,2,75.0
2018,NUTS,2010,ITG2,2,91.0
2019,NUTS,2010,ITG2,2,100.0
2011,NUTS,2010,ITH,1,2074.0
2012,NUTS,2010,ITH,1,2044.0
2013,NUTS,2010,ITH,1,2319.0
2014,NUTS,2010,ITH,1,2203.0
2015,NUTS,2010,ITH,1,2489.0
2016,NUTS,2010,ITH,1,2925.0
2017,NUTS,2010,ITH,1,3360.0
2018,NUTS,2010,ITH,1,3883.0
2019,NUTS,2010,ITH,1,3921.0
2011,NUTS,2010,ITH1,2,64.0
2012,NUTS,2010,ITH1,2,35.0
2013,NUTS,2010,ITH1,2,42.0
2014,NUTS,2010,ITH1,2,53.0
2015,NUTS,2010,ITH1,2,52.0
2016,NUTS,2010,ITH1,2,87.0
2017,NUTS,2010,ITH1,2,69.0
2018,NUTS,2010,ITH1,2,75.0
2019,NUTS,2010,ITH1,2,71.0
2011,NUTS,2010,ITH2,2,60.0
2012,NUTS,2010,ITH2,2,72.0
2013,NUTS,2010,ITH2,2,81.0
2014,NUTS,2010,ITH2,2,84.0
2015,NUTS,2010,ITH2,2,85.0
2016,NUTS,2010,ITH2,2,108.0
2017,NUTS,2010,ITH2,2,117.0
2018,NUTS,2010,ITH2,2,134.0
2019,NUTS,2010,ITH2,2,141.0
2011,NUTS,2010,ITH3,2,775.0
2012,NUTS,2010,ITH3,2,738.0
2013,NUTS,2010,ITH3,2,773.0
2014,NUTS,2010,ITH3,2,754.0
2015,NUTS,2010,ITH3,2,715.0
2016,NUTS,2010,ITH3,2,897.0
2017,NUTS,2010,ITH3,2,1047.0
2018,NUTS,2010,ITH3,2,1200.0
2019,NUTS,2010,ITH3,2,1243.0
2011,NUTS,2010,ITH4,2,203.0
2012,NUTS,2010,ITH4,2,238.0
2013,NUTS,2010,ITH4,2,210.0
2014,NUTS,2010,ITH4,2,188.0
2015,NUTS,2010,ITH4,2,175.0
2016,NUTS,2010,ITH4,2,185.0
2017,NUTS,2010,ITH4,2,255.0
2018,NUTS,2010,ITH4,2,281.0
2019,NUTS,2010,ITH4,2,282.0
2011,NUTS,2010,ITH5,2,972.0
2012,NUTS,2010,ITH5,2,961.0
2013,NUTS,2010,ITH5,2,1214.0
2014,NUTS,2010,ITH5,2,1125.0
2015,NUTS,2010,ITH5,2,1462.0
2016,NUTS,2010,ITH5,2,1650.0
2017,NUTS,2010,ITH5,2,1871.0
2018,NUTS,2010,ITH5,2,2193.0
2019,NUTS,2010,ITH5,2,2184.0
2011,NUTS,2010,ITI,1,1551.0
2012,NUTS,2010,ITI,1,1718.0
2013,NUTS,2010,ITI,1,1960.0
2014,NUTS,2010,ITI,1,1932.0
2015,NUTS,2010,ITI,1,2407.0
2016,NUTS,2010,ITI,1,2671.0
2017,NUTS,2010,ITI,1,2912.0
2018,NUTS,2010,ITI,1,3634.0
2019,NUTS,2010,ITI,1,4001.0
2011,NUTS,2010,ITI1,2,529.0
2012,NUTS,2010,ITI1,2,648.0
2013,NUTS,2010,ITI1,2,727.0
2014,NUTS,2010,ITI1,2,673.0
2015,NUTS,2010,ITI1,2,919.0
2016,NUTS,2010,ITI1,2,978.0
2017,NUTS,2010,ITI1,2,1118.0
2018,NUTS,2010,ITI1,2,1460.0
2019,NUTS,2010,ITI1,2,1490.0
2011,NUTS,2010,ITI2,2,62.0
2012,NUTS,2010,ITI2,2,97.0
2013,NUTS,2010,ITI2,2,95.0
2014,NUTS,2010,ITI2,2,103.0
2015,NUTS,2010,ITI2,2,58.0
2016,NUTS,2010,ITI2,2,74.0
2017,NUTS,2010,ITI2,2,105.0
2018,NUTS,2010,ITI2,2,129.0
2019,NUTS,2010,ITI2,2,164.0
2011,NUTS,2010,ITI3,2,91.0
2012,NUTS,2010,ITI3,2,99.0
2013,NUTS,2010,ITI3,2,111.0
2014,NUTS,2010,ITI3,2,123.0
2015,NUTS,2010,ITI3,2,125.0
2016,NUTS,2010,ITI3,2,168.0
2017,NUTS,2010,ITI3,2,242.0
2018,NUTS,2010,ITI3,2,269.0
2019,NUTS,2010,ITI3,2,292.0
2011,NUTS,2010,ITI4,2,869.0
2012,NUTS,2010,ITI4,2,875.0
2013,NUTS,2010,ITI4,2,1028.0
2014,NUTS,2010,ITI4,2,1034.0
2015,NUTS,2010,ITI4,2,1305.0
2016,NUTS,2010,ITI4,2,1451.0
2017,NUTS,2010,ITI4,2,1447.0
2018,NUTS,2010,ITI4,2,1775.0
2019,NUTS,2010,ITI4,2,2055.0
2011,NUTS,2010,LT,0,451.0
2012,NUTS,2010,LT,0,469.0
2013,NUTS,2010,LT,0,600.0
2014,NUTS,2010,LT,0,748.0
2015,NUTS,2010,LT,0,574.0
2016,NUTS,2010,LT,0,690.0
2017,NUTS,2010,LT,0,827.0
2018,NUTS,2010,LT,0,819.0
2019,NUTS,2010,LT,0,1045.0
2015,NUTS,2010,LT01,2,448.0
2016,NUTS,2010,LT01,2,530.0
2017,NUTS,2010,LT01,2,566.0
2018,NUTS,2010,LT01,2,558.0
2019,NUTS,2010,LT01,2,733.0
2015,NUTS,2010,LT02,2,126.0
2016,NUTS,2010,LT02,2,160.0
2017,NUTS,2010,LT02,2,261.0
2018,NUTS,2010,LT02,2,261.0
2019,NUTS,2010,LT02,2,312.0
2011,NUTS,2010,LU,0,168.0
2013,NUTS,2010,LU,0,111.0
2015,NUTS,2010,LU,0,124.0
2017,NUTS,2010,LU,0,209.0
2019,NUTS,2010,LU,0,167.0
2011,NUTS,2010,LV,0,303.0
2012,NUTS,2010,LV,0,274.0
2013,NUTS,2010,LV,0,261.0
2015,NUTS,2010,LV,0,267.0
2016,NUTS,2010,LV,0,244.0
2017,NUTS,2010,LV,0,290.0
2018,NUTS,2010,LV,0,286.0
2019,NUTS,2010,LV,0,293.0
2011,NUTS,2010,ME,0,33.0
2013,NUTS,2010,ME,0,28.0
2014,NUTS,2010,ME,0,25.0
2015,NUTS,2010,ME,0,19.0
2017,NUTS,2010,ME,0,14.0
2018,NUTS,2010,ME,0,25.0
2019,NUTS,2010,ME,0,20.0
2011,NUTS,2010,MK,0,95.0
2012,NUTS,2010,MK,0,93.0
2015,NUTS,2010,MK,0,188.0
2016,NUTS,2010,MK,0,209.0
2017,NUTS,2010,MK,0,224.0
2018,NUTS,2010,MK,0,257.0
2019,NUTS,2010,MK,0,273.0
2011,NUTS,2010,MT,0,109.0
2012,NUTS,2010,MT,0,148.0
2013,NUTS,2010,MT,0,131.0
2014,NUTS,2010,MT,0,100.0
2015,NUTS,2010,MT,0,101.0
2016,NUTS,2010,MT,0,123.0
2017,NUTS,2010,MT,0,142.0
2018,NUTS,2010,MT,0,134.0
2019,NUTS,2010,MT,0,140.0
2011,NUTS,2010,NL,0,5389.0
2012,NUTS,2010,NL,0,6937.0
2011,NUTS,2010,PL,0,2319.0
2012,NUTS,2010,PL,0,3133.0
2013,NUTS,2010,PL,0,4302.0
2014,NUTS,2010,PL,0,4823.0
2015,NUTS,2010,PL,0,5873.0
2016,NUTS,2010,PL,0,9223.0
2017,NUTS,2010,PL,0,12663.0
2018,NUTS,2010,PL,0,13303.0
2019,NUTS,2010,PL,0,13320.0
2011,NUTS,2010,PL1,1,774.0
2012,NUTS,2010,PL1,1,1239.0
2013,NUTS,2010,PL1,1,1861.0
2014,NUTS,2010,PL1,1,2062.0
2015,NUTS,2010,PL1,1,2424.0
2011,NUTS,2010,PL11,2,145.0
2012,NUTS,2010,PL11,2,211.0
2013,NUTS,2010,PL11,2,249.0
2015,NUTS,2010,PL11,2,353.0
2011,NUTS,2010,PL12,2,629.0
2012,NUTS,2010,PL12,2,1028.0
2013,NUTS,2010,PL12,2,1612.0
2015,NUTS,2010,PL12,2,2071.0
2011,NUTS,2010,PL2,1,424.0
2013,NUTS,2010,PL2,1,736.0
2014,NUTS,2010,PL2,1,830.0
2015,NUTS,2010,PL2,1,1113.0
2016,NUTS,2010,PL2,1,1849.0
2017,NUTS,2010,PL2,1,2350.0
2018,NUTS,2010,PL2,1,2352.0
2019,NUTS,2010,PL2,1,2618.0
2011,NUTS,2010,PL21,2,299.0
2013,NUTS,2010,PL21,2,527.0
2014,NUTS,2010,PL21,2,569.0
2015,NUTS,2010,PL21,2,740.0
2016,NUTS,2010,PL21,2,1216.0
2017,NUTS,2010,PL21,2,1577.0
2018,NUTS,2010,PL21,2,1513.0
