year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_bes_mio_pps_kp05
2019,NUTS,2010,DEC0,2,239.824
2011,NUTS,2010,DED,1,1052.538
2013,NUTS,2010,DED,1,986.027
2015,NUTS,2010,DED,1,1101.331
2017,NUTS,2010,DED,1,1174.985
2019,NUTS,2010,DED,1,1289.224
2011,NUTS,2010,DED2,2,636.688
2013,NUTS,2010,DED2,2,609.307
2015,NUTS,2010,DED2,2,710.716
2017,NUTS,2010,DED2,2,752.411
2019,NUTS,2010,DED2,2,869.418
2011,NUTS,2010,DED4,2,316.411
2013,NUTS,2010,DED4,2,297.098
2015,NUTS,2010,DED4,2,301.449
2017,NUTS,2010,DED4,2,323.791
2019,NUTS,2010,DED4,2,326.643
2011,NUTS,2010,DED5,2,99.439
2013,NUTS,2010,DED5,2,79.707
2015,NUTS,2010,DED5,2,89.167
2017,NUTS,2010,DED5,2,98.863
2019,NUTS,2010,DED5,2,93.163
2011,NUTS,2010,DEE,1,193.079
2013,NUTS,2010,DEE,1,193.708
2015,NUTS,2010,DEE,1,173.18
2017,NUTS,2010,DEE,1,200.828
2019,NUTS,2010,DEE,1,198.477
2011,NUTS,2010,DEE0,2,193.079
2013,NUTS,2010,DEE0,2,193.708
2015,NUTS,2010,DEE0,2,173.18
2017,NUTS,2010,DEE0,2,200.828
2019,NUTS,2010,DEE0,2,198.477
2011,NUTS,2010,DEF,1,457.663
2013,NUTS,2010,DEF,1,515.084
2015,NUTS,2010,DEF,1,549.152
2017,NUTS,2010,DEF,1,615.768
2019,NUTS,2010,DEF,1,598.107
2011,NUTS,2010,DEF0,2,457.663
2013,NUTS,2010,DEF0,2,515.084
2015,NUTS,2010,DEF0,2,549.152
2017,NUTS,2010,DEF0,2,615.768
2019,NUTS,2010,DEF0,2,598.107
2011,NUTS,2010,DEG,1,438.865
2013,NUTS,2010,DEG,1,466.529
2015,NUTS,2010,DEG,1,465.548
2017,NUTS,2010,DEG,1,542.197
2019,NUTS,2010,DEG,1,560.353
2011,NUTS,2010,DEG0,2,438.865
2013,NUTS,2010,DEG0,2,466.529
2015,NUTS,2010,DEG0,2,465.548
2017,NUTS,2010,DEG0,2,542.197
2019,NUTS,2010,DEG0,2,560.353
2017,NUTS,2010,DEZ,1,0.0
2019,NUTS,2010,DEZ,1,0.0
2017,NUTS,2010,DEZZ,2,0.0
2019,NUTS,2010,DEZZ,2,0.0
2011,NUTS,2010,DK,0,3049.339
2012,NUTS,2010,DK,0,3040.816
2013,NUTS,2010,DK,0,2954.121
2014,NUTS,2010,DK,0,2964.775
2015,NUTS,2010,DK,0,3166.267
2016,NUTS,2010,DK,0,3392.634
2017,NUTS,2010,DK,0,3221.63
2018,NUTS,2010,DK,0,3309.912
2019,NUTS,2010,DK,0,3313.407
2020,NUTS,2010,DK,0,3245.199
2011,NUTS,2010,DK0,1,3049.389
2012,NUTS,2010,DK0,1,3040.857
2013,NUTS,2010,DK0,1,2954.145
2014,NUTS,2010,DK0,1,2964.775
2015,NUTS,2010,DK0,1,3166.267
2016,NUTS,2010,DK0,1,3392.634
2017,NUTS,2010,DK0,1,3221.63
2018,NUTS,2010,DK0,1,3309.912
2019,NUTS,2010,DK0,1,3313.407
2020,NUTS,2010,DK0,1,3245.199
2011,NUTS,2010,DK01,2,2055.336
2012,NUTS,2010,DK01,2,2055.092
2013,NUTS,2010,DK01,2,1985.106
2014,NUTS,2010,DK01,2,2014.098
2015,NUTS,2010,DK01,2,2166.6
2016,NUTS,2010,DK01,2,2327.047
2017,NUTS,2010,DK01,2,2202.584
2019,NUTS,2010,DK01,2,2277.524
2011,NUTS,2010,DK02,2,129.078
2012,NUTS,2010,DK02,2,118.778
2013,NUTS,2010,DK02,2,103.006
2014,NUTS,2010,DK02,2,77.955
2015,NUTS,2010,DK02,2,77.94
2016,NUTS,2010,DK02,2,85.82
2017,NUTS,2010,DK02,2,127.657
2019,NUTS,2010,DK02,2,119.857
2011,NUTS,2010,DK03,2,288.577
2012,NUTS,2010,DK03,2,307.492
2013,NUTS,2010,DK03,2,335.055
2014,NUTS,2010,DK03,2,343.065
2015,NUTS,2010,DK03,2,384.086
2016,NUTS,2010,DK03,2,367.993
2017,NUTS,2010,DK03,2,270.017
2019,NUTS,2010,DK03,2,327.953
2011,NUTS,2010,DK04,2,515.389
2012,NUTS,2010,DK04,2,493.99
2013,NUTS,2010,DK04,2,474.105
2014,NUTS,2010,DK04,2,467.728
2015,NUTS,2010,DK04,2,475.417
2016,NUTS,2010,DK04,2,512.198
2017,NUTS,2010,DK04,2,538.058
2019,NUTS,2010,DK04,2,523.432
2011,NUTS,2010,DK05,2,61.01
2012,NUTS,2010,DK05,2,65.422
2013,NUTS,2010,DK05,2,56.873
2014,NUTS,2010,DK05,2,61.929
2015,NUTS,2010,DK05,2,62.224
2016,NUTS,2010,DK05,2,99.496
2017,NUTS,2010,DK05,2,83.313
2019,NUTS,2010,DK05,2,64.718
2011,NUTS,2010,EA19,2,109037.697
2012,NUTS,2010,EA19,2,111826.27
2013,NUTS,2010,EA19,2,112737.415
2014,NUTS,2010,EA19,2,116007.666
2015,NUTS,2010,EA19,2,118884.992
2016,NUTS,2010,EA19,2,122153.528
2017,NUTS,2010,EA19,2,129461.668
2018,NUTS,2010,EA19,2,134152.06
2019,NUTS,2010,EA19,2,139442.861
2020,NUTS,2010,EA19,2,134335.633
2011,NUTS,2010,EE,0,282.385
2012,NUTS,2010,EE,0,244.69
2013,NUTS,2010,EE,0,167.118
2014,NUTS,2010,EE,0,130.271
2015,NUTS,2010,EE,0,144.036
2016,NUTS,2010,EE,0,140.711
2017,NUTS,2010,EE,0,140.137
2018,NUTS,2010,EE,0,145.24
2019,NUTS,2010,EE,0,219.526
2020,NUTS,2010,EE,0,240.962
2011,NUTS,2010,EE0,1,282.385
2012,NUTS,2010,EE0,1,244.69
2013,NUTS,2010,EE0,1,167.118
2014,NUTS,2010,EE0,1,130.271
2015,NUTS,2010,EE0,1,144.036
2016,NUTS,2010,EE0,1,140.711
2017,NUTS,2010,EE0,1,140.137
2018,NUTS,2010,EE0,1,145.24
2019,NUTS,2010,EE0,1,219.526
2020,NUTS,2010,EE0,1,240.962
2011,NUTS,2010,EE00,2,282.385
2012,NUTS,2010,EE00,2,244.69
2013,NUTS,2010,EE00,2,167.118
2014,NUTS,2010,EE00,2,130.271
2015,NUTS,2010,EE00,2,144.036
2016,NUTS,2010,EE00,2,140.711
2017,NUTS,2010,EE00,2,140.137
2018,NUTS,2010,EE00,2,145.24
2019,NUTS,2010,EE00,2,219.526
2020,NUTS,2010,EE00,2,240.962
2011,NUTS,2010,EL,0,486.065
2012,NUTS,2010,EL,0,460.058
2013,NUTS,2010,EL,0,500.481
2014,NUTS,2010,EL,0,526.749
2015,NUTS,2010,EL,0,588.237
2016,NUTS,2010,EL,0,780.045
2017,NUTS,2010,EL,0,1044.284
2018,NUTS,2010,EL,0,1104.376
2019,NUTS,2010,EL,0,1131.446
2020,NUTS,2010,EL,0,1214.703
2011,NUTS,2010,EL3,1,365.643
2013,NUTS,2010,EL3,1,398.253
2015,NUTS,2010,EL3,1,474.693
2017,NUTS,2010,EL3,1,794.233
2018,NUTS,2010,EL3,1,842.619
2019,NUTS,2010,EL3,1,870.129
2011,NUTS,2010,EL30,2,365.643
2013,NUTS,2010,EL30,2,398.253
2015,NUTS,2010,EL30,2,474.693
2017,NUTS,2010,EL30,2,794.233
2018,NUTS,2010,EL30,2,842.619
2019,NUTS,2010,EL30,2,870.129
2011,NUTS,2010,EL4,1,7.823
2013,NUTS,2010,EL4,1,6.37
2015,NUTS,2010,EL4,1,10.831
2017,NUTS,2010,EL4,1,14.508
2018,NUTS,2010,EL4,1,16.289
2019,NUTS,2010,EL4,1,15.105
2011,NUTS,2010,EL41,2,0.66
2013,NUTS,2010,EL41,2,0.399
2015,NUTS,2010,EL41,2,1.1
2017,NUTS,2010,EL41,2,0.914
2018,NUTS,2010,EL41,2,1.126
2019,NUTS,2010,EL41,2,1.438
2011,NUTS,2010,EL42,2,0.66
2013,NUTS,2010,EL42,2,0.225
2015,NUTS,2010,EL42,2,0.052
2017,NUTS,2010,EL42,2,0.063
2018,NUTS,2010,EL42,2,0.516
2019,NUTS,2010,EL42,2,0.619
2011,NUTS,2010,EL43,2,6.503
2013,NUTS,2010,EL43,2,5.745
2015,NUTS,2010,EL43,2,9.678
2017,NUTS,2010,EL43,2,13.531
2018,NUTS,2010,EL43,2,14.648
2019,NUTS,2010,EL43,2,13.048
2011,NUTS,2010,EL5,1,63.151
2013,NUTS,2010,EL5,1,45.738
2015,NUTS,2010,EL5,1,51.618
2017,NUTS,2010,EL5,1,162.54
2018,NUTS,2010,EL5,1,142.669
2019,NUTS,2010,EL5,1,117.795
2011,NUTS,2010,EL51,2,13.732
2013,NUTS,2010,EL51,2,10.303
2015,NUTS,2010,EL51,2,5.96
2017,NUTS,2010,EL51,2,15.18
2018,NUTS,2010,EL51,2,14.343
2019,NUTS,2010,EL51,2,12.365
2011,NUTS,2010,EL52,2,47.511
2013,NUTS,2010,EL52,2,30.908
2015,NUTS,2010,EL52,2,39.782
2017,NUTS,2010,EL52,2,126.265
2018,NUTS,2010,EL52,2,113.226
2019,NUTS,2010,EL52,2,94.177
2011,NUTS,2010,EL53,2,0.69
2013,NUTS,2010,EL53,2,1.014
2015,NUTS,2010,EL53,2,2.231
2017,NUTS,2010,EL53,2,2.154
2018,NUTS,2010,EL53,2,5.062
2019,NUTS,2010,EL53,2,3.674
2011,NUTS,2010,EL54,2,1.219
2013,NUTS,2010,EL54,2,3.513
2015,NUTS,2010,EL54,2,3.645
2017,NUTS,2010,EL54,2,18.941
2018,NUTS,2010,EL54,2,10.039
2019,NUTS,2010,EL54,2,7.579
2011,NUTS,2010,EL6,1,49.448
2013,NUTS,2010,EL6,1,50.131
2015,NUTS,2010,EL6,1,51.095
2017,NUTS,2010,EL6,1,73.002
2018,NUTS,2010,EL6,1,102.798
2019,NUTS,2010,EL6,1,128.417
2011,NUTS,2010,EL61,2,1.124
2013,NUTS,2010,EL61,2,4.363
2015,NUTS,2010,EL61,2,2.619
2017,NUTS,2010,EL61,2,9.613
2018,NUTS,2010,EL61,2,18.552
2019,NUTS,2010,EL61,2,24.646
2011,NUTS,2010,EL62,2,0.226
2013,NUTS,2010,EL62,2,0.092
2015,NUTS,2010,EL62,2,0.848
2017,NUTS,2010,EL62,2,0.819
2018,NUTS,2010,EL62,2,2.862
2019,NUTS,2010,EL62,2,3.338
2011,NUTS,2010,EL63,2,12.071
2013,NUTS,2010,EL63,2,12.689
2015,NUTS,2010,EL63,2,15.565
2017,NUTS,2010,EL63,2,19.803
2018,NUTS,2010,EL63,2,22.719
2019,NUTS,2010,EL63,2,26.62
2011,NUTS,2010,EL64,2,28.898
2013,NUTS,2010,EL64,2,25.286
2015,NUTS,2010,EL64,2,28.637
2017,NUTS,2010,EL64,2,32.315
2018,NUTS,2010,EL64,2,33.284
2019,NUTS,2010,EL64,2,46.952
2011,NUTS,2010,EL65,2,7.13
2013,NUTS,2010,EL65,2,7.701
2015,NUTS,2010,EL65,2,3.425
2017,NUTS,2010,EL65,2,10.453
2018,NUTS,2010,EL65,2,25.381
2019,NUTS,2010,EL65,2,26.861
2015,NUTS,2010,ELZ,1,0.0
2018,NUTS,2010,ELZ,1,0.0
2015,NUTS,2010,ELZZ,2,0.0
2018,NUTS,2010,ELZZ,2,0.0
2011,NUTS,2010,ES,0,7138.507
2012,NUTS,2010,ES,0,6854.784
2013,NUTS,2010,ES,0,6646.748
2014,NUTS,2010,ES,0,6543.871
2015,NUTS,2010,ES,0,6638.528
2016,NUTS,2010,ES,0,6814.157
2017,NUTS,2010,ES,0,7295.97
2018,NUTS,2010,ES,0,7873.793
2019,NUTS,2010,ES,0,8044.821
2020,NUTS,2010,ES,0,7980.611
2011,NUTS,2010,ES1,1,386.089
2012,NUTS,2010,ES1,1,358.804
2013,NUTS,2010,ES1,1,337.13
2014,NUTS,2010,ES1,1,339.666
2015,NUTS,2010,ES1,1,317.537
2016,NUTS,2010,ES1,1,333.727
2017,NUTS,2010,ES1,1,402.133
2018,NUTS,2010,ES1,1,425.157
2019,NUTS,2010,ES1,1,450.054
2011,NUTS,2010,ES11,2,245.899
2012,NUTS,2010,ES11,2,216.839
2013,NUTS,2010,ES11,2,206.856
2014,NUTS,2010,ES11,2,219.189
2015,NUTS,2010,ES11,2,213.929
2016,NUTS,2010,ES11,2,228.541
2017,NUTS,2010,ES11,2,271.864
2018,NUTS,2010,ES11,2,275.979
2019,NUTS,2010,ES11,2,303.717
2011,NUTS,2010,ES12,2,94.947
2012,NUTS,2010,ES12,2,98.158
2013,NUTS,2010,ES12,2,93.028
2014,NUTS,2010,ES12,2,85.75
2015,NUTS,2010,ES12,2,68.112
2016,NUTS,2010,ES12,2,70.762
2017,NUTS,2010,ES12,2,92.509
2018,NUTS,2010,ES12,2,105.357
2019,NUTS,2010,ES12,2,104.92
2011,NUTS,2010,ES13,2,45.244
2012,NUTS,2010,ES13,2,43.807
2013,NUTS,2010,ES13,2,37.246
2014,NUTS,2010,ES13,2,34.725
2015,NUTS,2010,ES13,2,34.536
2016,NUTS,2010,ES13,2,34.425
2017,NUTS,2010,ES13,2,37.759
2018,NUTS,2010,ES13,2,43.821
2019,NUTS,2010,ES13,2,41.416
2011,NUTS,2010,ES2,1,1490.339
2012,NUTS,2010,ES2,1,1472.114
2013,NUTS,2010,ES2,1,1353.039
2014,NUTS,2010,ES2,1,1351.988
2015,NUTS,2010,ES2,1,1279.739
2016,NUTS,2010,ES2,1,1321.522
2017,NUTS,2010,ES2,1,1384.809
2018,NUTS,2010,ES2,1,1454.484
2019,NUTS,2010,ES2,1,1468.886
2011,NUTS,2010,ES21,2,1028.632
2012,NUTS,2010,ES21,2,1048.951
2013,NUTS,2010,ES21,2,958.295
2014,NUTS,2010,ES21,2,940.732
2015,NUTS,2010,ES21,2,898.887
2016,NUTS,2010,ES21,2,936.158
2017,NUTS,2010,ES21,2,957.189
2018,NUTS,2010,ES21,2,1029.327
2019,NUTS,2010,ES21,2,1035.399
2011,NUTS,2010,ES22,2,256.462
2012,NUTS,2010,ES22,2,229.287
2013,NUTS,2010,ES22,2,209.642
2014,NUTS,2010,ES22,2,208.477
2015,NUTS,2010,ES22,2,195.702
2016,NUTS,2010,ES22,2,201.766
2017,NUTS,2010,ES22,2,225.61
2018,NUTS,2010,ES22,2,217.24
2019,NUTS,2010,ES22,2,219.044
2011,NUTS,2010,ES23,2,42.046
2012,NUTS,2010,ES23,2,34.959
2013,NUTS,2010,ES23,2,29.145
2014,NUTS,2010,ES23,2,37.945
2015,NUTS,2010,ES23,2,32.617
2016,NUTS,2010,ES23,2,30.6
2017,NUTS,2010,ES23,2,36.815
2018,NUTS,2010,ES23,2,30.768
2019,NUTS,2010,ES23,2,29.451
2011,NUTS,2010,ES24,2,163.199
2012,NUTS,2010,ES24,2,158.919
2013,NUTS,2010,ES24,2,155.959
2014,NUTS,2010,ES24,2,164.836
2015,NUTS,2010,ES24,2,153.492
2016,NUTS,2010,ES24,2,152.998
2017,NUTS,2010,ES24,2,165.195
2018,NUTS,2010,ES24,2,176.216
2019,NUTS,2010,ES24,2,184.071
2011,NUTS,2010,ES3,1,1993.9
2012,NUTS,2010,ES3,1,1822.767
2013,NUTS,2010,ES3,1,1872.84
2014,NUTS,2010,ES3,1,1775.343
2015,NUTS,2010,ES3,1,1917.69
2016,NUTS,2010,ES3,1,1905.784
2017,NUTS,2010,ES3,1,2007.831
2018,NUTS,2010,ES3,1,2150.026
2019,NUTS,2010,ES3,1,2207.931
2011,NUTS,2010,ES30,2,1993.9
2012,NUTS,2010,ES30,2,1822.767
2013,NUTS,2010,ES30,2,1872.84
2014,NUTS,2010,ES30,2,1775.343
2015,NUTS,2010,ES30,2,1917.69
2016,NUTS,2010,ES30,2,1905.784
2017,NUTS,2010,ES30,2,2007.831
2018,NUTS,2010,ES30,2,2150.026
2019,NUTS,2010,ES30,2,2207.931
2011,NUTS,2010,ES4,1,471.006
2012,NUTS,2010,ES4,1,533.471
2013,NUTS,2010,ES4,1,426.134
2014,NUTS,2010,ES4,1,412.206
2015,NUTS,2010,ES4,1,393.323
2016,NUTS,2010,ES4,1,489.594
2017,NUTS,2010,ES4,1,562.608
2018,NUTS,2010,ES4,1,615.359
2019,NUTS,2010,ES4,1,648.85
2011,NUTS,2010,ES41,2,301.44
2012,NUTS,2010,ES41,2,368.574
2013,NUTS,2010,ES41,2,287.012
2014,NUTS,2010,ES41,2,273.24
2015,NUTS,2010,ES41,2,276.286
2016,NUTS,2010,ES41,2,347.115
2017,NUTS,2010,ES41,2,414.404
2018,NUTS,2010,ES41,2,466.181
2019,NUTS,2010,ES41,2,481.346
2011,NUTS,2010,ES42,2,142.381
2012,NUTS,2010,ES42,2,140.01
2013,NUTS,2010,ES42,2,113.246
2014,NUTS,2010,ES42,2,114.008
2015,NUTS,2010,ES42,2,97.851
2016,NUTS,2010,ES42,2,123.355
2017,NUTS,2010,ES42,2,124.605
2018,NUTS,2010,ES42,2,121.207
2019,NUTS,2010,ES42,2,138.053
2011,NUTS,2010,ES43,2,27.186
2012,NUTS,2010,ES43,2,24.888
2013,NUTS,2010,ES43,2,25.875
2014,NUTS,2010,ES43,2,24.958
2015,NUTS,2010,ES43,2,19.187
2016,NUTS,2010,ES43,2,19.125
2017,NUTS,2010,ES43,2,23.599
2018,NUTS,2010,ES43,2,27.971
2019,NUTS,2010,ES43,2,29.451
2011,NUTS,2010,ES5,1,2093.75
2012,NUTS,2010,ES5,1,2023.413
2013,NUTS,2010,ES5,1,2013.502
2014,NUTS,2010,ES5,1,2022.375
2015,NUTS,2010,ES5,1,2110.515
2016,NUTS,2010,ES5,1,2134.325
2017,NUTS,2010,ES5,1,2286.303
2018,NUTS,2010,ES5,1,2540.685
2019,NUTS,2010,ES5,1,2576.073
2011,NUTS,2010,ES51,2,1672.942
2012,NUTS,2010,ES51,2,1616.382
2013,NUTS,2010,ES51,2,1612.742
2014,NUTS,2010,ES51,2,1612.813
2015,NUTS,2010,ES51,2,1700.883
2016,NUTS,2010,ES51,2,1701.149
2017,NUTS,2010,ES51,2,1810.541
2018,NUTS,2010,ES51,2,2000.848
2019,NUTS,2010,ES51,2,1980.604
2011,NUTS,2010,ES52,2,407.46
2012,NUTS,2010,ES52,2,392.912
2013,NUTS,2010,ES52,2,390.058
2014,NUTS,2010,ES52,2,398.188
2015,NUTS,2010,ES52,2,397.161
2016,NUTS,2010,ES52,2,415.008
2017,NUTS,2010,ES52,2,447.443
2018,NUTS,2010,ES52,2,498.813
2019,NUTS,2010,ES52,2,552.213
2011,NUTS,2010,ES53,2,13.349
2012,NUTS,2010,ES53,2,14.119
2013,NUTS,2010,ES53,2,10.702
2014,NUTS,2010,ES53,2,11.373
2015,NUTS,2010,ES53,2,12.471
2016,NUTS,2010,ES53,2,18.169
2017,NUTS,2010,ES53,2,27.375
2018,NUTS,2010,ES53,2,41.024
2019,NUTS,2010,ES53,2,44.177
2011,NUTS,2010,ES6,1,656.215
2012,NUTS,2010,ES6,1,602.145
2013,NUTS,2010,ES6,1,602.526
2014,NUTS,2010,ES6,1,607.943
2015,NUTS,2010,ES6,1,584.229
2016,NUTS,2010,ES6,1,596.693
2017,NUTS,2010,ES6,1,621.134
2018,NUTS,2010,ES6,1,647.991
2019,NUTS,2010,ES6,1,656.213
2011,NUTS,2010,ES61,2,577.372
2012,NUTS,2010,ES61,2,516.712
2013,NUTS,2010,ES61,2,518.183
2014,NUTS,2010,ES61,2,511.195
2015,NUTS,2010,ES61,2,485.418
2016,NUTS,2010,ES61,2,480.032
2017,NUTS,2010,ES61,2,500.306
2018,NUTS,2010,ES61,2,511.866
2019,NUTS,2010,ES61,2,514.478
2011,NUTS,2010,ES62,2,78.435
2012,NUTS,2010,ES62,2,84.966
2013,NUTS,2010,ES62,2,84.009
2014,NUTS,2010,ES62,2,96.275
2015,NUTS,2010,ES62,2,98.811
2016,NUTS,2010,ES62,2,117.617
2017,NUTS,2010,ES62,2,120.829
2018,NUTS,2010,ES62,2,135.192
2019,NUTS,2010,ES62,2,141.735
2012,NUTS,2010,ES63,2,0.114
2015,NUTS,2010,ES63,2,0.0
2012,NUTS,2010,ES64,2,0.353
2015,NUTS,2010,ES64,2,0.0
2011,NUTS,2010,ES7,1,47.208
2012,NUTS,2010,ES7,1,42.068
2013,NUTS,2010,ES7,1,41.577
2014,NUTS,2010,ES7,1,34.35
2015,NUTS,2010,ES7,1,34.536
2016,NUTS,2010,ES7,1,31.556
2017,NUTS,2010,ES7,1,32.095
2018,NUTS,2010,ES7,1,40.092
2019,NUTS,2010,ES7,1,36.814
2011,NUTS,2010,ES70,2,47.208
2012,NUTS,2010,ES70,2,42.068
2013,NUTS,2010,ES70,2,41.577
2014,NUTS,2010,ES70,2,34.35
2015,NUTS,2010,ES70,2,34.536
2016,NUTS,2010,ES70,2,31.556
2017,NUTS,2010,ES70,2,32.095
2018,NUTS,2010,ES70,2,40.092
2019,NUTS,2010,ES70,2,36.814
2011,NUTS,2010,ESZ,1,0.0
2012,NUTS,2010,ESZ,1,0.0
2013,NUTS,2010,ESZ,1,0.0
2011,NUTS,2010,ESZZ,2,0.0
2012,NUTS,2010,ESZZ,2,0.0
2013,NUTS,2010,ESZZ,2,0.0
2011,NUTS,2010,EU27_2020,7,123308.25
2012,NUTS,2010,EU27_2020,7,127027.009
2013,NUTS,2010,EU27_2020,7,128706.194
2014,NUTS,2010,EU27_2020,7,132554.732
2015,NUTS,2010,EU27_2020,7,137115.019
2016,NUTS,2010,EU27_2020,7,141889.5
2017,NUTS,2010,EU27_2020,7,150731.645
2018,NUTS,2010,EU27_2020,7,157497.379
2019,NUTS,2010,EU27_2020,7,163917.253
2020,NUTS,2010,EU27_2020,7,159048.655
2011,NUTS,2010,FI,0,3769.185
2012,NUTS,2010,FI,0,3404.768
2013,NUTS,2010,FI,0,3254.344
2014,NUTS,2010,FI,0,3067.893
2015,NUTS,2010,FI,0,2771.088
2016,NUTS,2010,FI,0,2669.082
2017,NUTS,2010,FI,0,2733.277
2018,NUTS,2010,FI,0,2811.736
2019,NUTS,2010,FI,0,2888.947
2020,NUTS,2010,FI,0,3006.462
2011,NUTS,2010,FI1,1,3765.912
2012,NUTS,2010,FI1,1,3401.579
2013,NUTS,2010,FI1,1,3251.869
2015,NUTS,2010,FI1,1,2769.102
2016,NUTS,2010,FI1,1,2666.414
2017,NUTS,2010,FI1,1,2730.902
2018,NUTS,2010,FI1,1,2808.476
2019,NUTS,2010,FI1,1,2886.26
2011,NUTS,2010,FI19,2,931.621
2012,NUTS,2010,FI19,2,804.672
2013,NUTS,2010,FI19,2,781.767
2015,NUTS,2010,FI19,2,655.851
2016,NUTS,2010,FI19,2,563.41
2017,NUTS,2010,FI19,2,562.017
2018,NUTS,2010,FI19,2,603.27
2019,NUTS,2010,FI19,2,630.825
2011,NUTS,2010,FI1B,2,1576.78
2012,NUTS,2010,FI1B,2,1425.58
2013,NUTS,2010,FI1B,2,1449.479
2015,NUTS,2010,FI1B,2,1353.946
2016,NUTS,2010,FI1B,2,1344.289
2017,NUTS,2010,FI1B,2,1395.238
2018,NUTS,2010,FI1B,2,1421.068
2019,NUTS,2010,FI1B,2,1472.951
2011,NUTS,2010,FI1C,2,536.671
2012,NUTS,2010,FI1C,2,520.977
2013,NUTS,2010,FI1C,2,451.128
2015,NUTS,2010,FI1C,2,331.588
2016,NUTS,2010,FI1C,2,313.652
2017,NUTS,2010,FI1C,2,294.206
2018,NUTS,2010,FI1C,2,293.553
2019,NUTS,2010,FI1C,2,305.614
2011,NUTS,2010,FI1D,2,720.839
2012,NUTS,2010,FI1D,2,650.351
2013,NUTS,2010,FI1D,2,569.496
2015,NUTS,2010,FI1D,2,427.785
2016,NUTS,2010,FI1D,2,444.995
2017,NUTS,2010,FI1D,2,479.441
2018,NUTS,2010,FI1D,2,490.585
2019,NUTS,2010,FI1D,2,476.871
2011,NUTS,2010,FI2,1,3.292
2012,NUTS,2010,FI2,1,3.191
2013,NUTS,2010,FI2,1,2.475
2015,NUTS,2010,FI2,1,1.986
2016,NUTS,2010,FI2,1,2.736
2017,NUTS,2010,FI2,1,2.443
2018,NUTS,2010,FI2,1,3.26
2019,NUTS,2010,FI2,1,2.687
2011,NUTS,2010,FI20,2,3.292
2012,NUTS,2010,FI20,2,3.191
2013,NUTS,2010,FI20,2,2.475
2015,NUTS,2010,FI20,2,1.986
2016,NUTS,2010,FI20,2,2.736
2017,NUTS,2010,FI20,2,2.443
2018,NUTS,2010,FI20,2,3.26
2019,NUTS,2010,FI20,2,2.687
2011,NUTS,2010,FR,0,23542.515
2012,NUTS,2010,FR,0,24232.716
2013,NUTS,2010,FR,0,24484.429
2014,NUTS,2010,FR,0,24776.338
2015,NUTS,2010,FR,0,24915.751
2016,NUTS,2010,FR,0,25303.819
2017,NUTS,2010,FR,0,25712.634
2018,NUTS,2010,FR,0,26233.964
2019,NUTS,2010,FR,0,26814.514
2020,NUTS,2010,FR,0,26650.239
2011,NUTS,2010,FR1,1,10030.241
2012,NUTS,2010,FR1,1,10183.719
2013,NUTS,2010,FR1,1,10219.22
2011,NUTS,2010,FR10,2,10030.241
2012,NUTS,2010,FR10,2,10183.719
2013,NUTS,2010,FR10,2,10219.22
2011,NUTS,2010,FR2,1,2110.441
2012,NUTS,2010,FR2,1,2185.844
2013,NUTS,2010,FR2,1,2207.545
2011,NUTS,2010,FR21,2,157.114
2012,NUTS,2010,FR21,2,157.376
2013,NUTS,2010,FR21,2,154.16
2011,NUTS,2010,FR22,2,380.002
2012,NUTS,2010,FR22,2,430.748
2013,NUTS,2010,FR22,2,435.666
2011,NUTS,2010,FR23,2,432.748
2012,NUTS,2010,FR23,2,455.028
2013,NUTS,2010,FR23,2,492.255
2011,NUTS,2010,FR24,2,655.031
2012,NUTS,2010,FR24,2,635.394
2013,NUTS,2010,FR24,2,644.574
2011,NUTS,2010,FR25,2,250.655
2012,NUTS,2010,FR25,2,265.144
2013,NUTS,2010,FR25,2,252.371
2011,NUTS,2010,FR26,2,234.892
2012,NUTS,2010,FR26,2,242.155
2013,NUTS,2010,FR26,2,228.519
2011,NUTS,2010,FR3,1,343.875
2012,NUTS,2010,FR3,1,357.505
2013,NUTS,2010,FR3,1,370.592
2011,NUTS,2010,FR30,2,343.875
2012,NUTS,2010,FR30,2,357.505
2013,NUTS,2010,FR30,2,370.592
2011,NUTS,2010,FR4,1,1259.102
2012,NUTS,2010,FR4,1,1254.977
2013,NUTS,2010,FR4,1,1181.733
2011,NUTS,2010,FR41,2,249.041
2012,NUTS,2010,FR41,2,248.85
2013,NUTS,2010,FR41,2,246.368
2011,NUTS,2010,FR42,2,417.303
2012,NUTS,2010,FR42,2,432.523
2013,NUTS,2010,FR42,2,416.216
2011,NUTS,2010,FR43,2,592.758
2012,NUTS,2010,FR43,2,573.605
2013,NUTS,2010,FR43,2,519.149
2011,NUTS,2010,FR5,1,1629.543
2012,NUTS,2010,FR5,1,1681.449
2013,NUTS,2010,FR5,1,1728.096
2011,NUTS,2010,FR51,2,631.814
2012,NUTS,2010,FR51,2,654.995
2013,NUTS,2010,FR51,2,666.666
2011,NUTS,2010,FR52,2,825.608
2012,NUTS,2010,FR52,2,844.476
2013,NUTS,2010,FR52,2,870.772
2011,NUTS,2010,FR53,2,172.121
2012,NUTS,2010,FR53,2,182.06
2013,NUTS,2010,FR53,2,190.659
2011,NUTS,2010,FR6,1,2937.299
2012,NUTS,2010,FR6,1,3134.135
2013,NUTS,2010,FR6,1,3157.558
2011,NUTS,2010,FR61,2,690.448
2012,NUTS,2010,FR61,2,747.114
