year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_pnp_rse_fte_t
2018,NUTS,2010,FI,0,503.0
2019,NUTS,2010,FI,0,449.0
2020,NUTS,2010,FI,0,463.0
2017,NUTS,2010,FI1,1,454.0
2018,NUTS,2010,FI1,1,503.0
2019,NUTS,2010,FI1,1,449.0
2017,NUTS,2010,FI19,2,79.0
2018,NUTS,2010,FI19,2,91.0
2019,NUTS,2010,FI19,2,98.0
2017,NUTS,2010,FI1B,2,345.0
2018,NUTS,2010,FI1B,2,382.0
2019,NUTS,2010,FI1B,2,314.0
2017,NUTS,2010,FI1C,2,24.0
2018,NUTS,2010,FI1C,2,26.0
2019,NUTS,2010,FI1C,2,31.0
2017,NUTS,2010,FI1D,2,5.0
2018,NUTS,2010,FI1D,2,5.0
2019,NUTS,2010,FI1D,2,6.0
2017,NUTS,2010,FI2,1,0.0
2018,NUTS,2010,FI2,1,0.0
2019,NUTS,2010,FI2,1,0.0
2017,NUTS,2010,FI20,2,0.0
2018,NUTS,2010,FI20,2,0.0
2019,NUTS,2010,FI20,2,0.0
2011,NUTS,2010,FR,0,2830.0
2012,NUTS,2010,FR,0,3218.0
2013,NUTS,2010,FR,0,3364.0
2014,NUTS,2010,FR,0,3870.0
2015,NUTS,2010,FR,0,3720.0
2016,NUTS,2010,FR,0,4461.0
2017,NUTS,2010,FR,0,4466.0
2018,NUTS,2010,FR,0,4588.0
2019,NUTS,2010,FR,0,4822.0
2020,NUTS,2010,FR,0,4882.0
2011,NUTS,2010,FR1,1,1041.0
2012,NUTS,2010,FR1,1,1080.0
2013,NUTS,2010,FR1,1,1124.0
2011,NUTS,2010,FR10,2,1041.0
2012,NUTS,2010,FR10,2,1080.0
2013,NUTS,2010,FR10,2,1124.0
2011,NUTS,2010,FR2,1,0.0
2012,NUTS,2010,FR2,1,1.0
2013,NUTS,2010,FR2,1,0.0
2011,NUTS,2010,FR21,2,0.0
2011,NUTS,2010,FR22,2,0.0
2011,NUTS,2010,FR23,2,0.0
2011,NUTS,2010,FR24,2,0.0
2011,NUTS,2010,FR25,2,0.0
2011,NUTS,2010,FR26,2,0.0
2012,NUTS,2010,FR26,2,1.0
2011,NUTS,2010,FR3,1,1.0
2012,NUTS,2010,FR3,1,0.0
2013,NUTS,2010,FR3,1,0.0
2011,NUTS,2010,FR30,2,1.0
2012,NUTS,2010,FR30,2,0.0
2013,NUTS,2010,FR30,2,0.0
2011,NUTS,2010,FR4,1,0.0
2012,NUTS,2010,FR4,1,0.0
2013,NUTS,2010,FR4,1,0.0
2011,NUTS,2010,FR41,2,0.0
2011,NUTS,2010,FR42,2,0.0
2011,NUTS,2010,FR43,2,0.0
2011,NUTS,2010,FR5,1,1.0
2012,NUTS,2010,FR5,1,0.0
2013,NUTS,2010,FR5,1,0.0
2011,NUTS,2010,FR51,2,1.0
2011,NUTS,2010,FR52,2,0.0
2011,NUTS,2010,FR53,2,0.0
2011,NUTS,2010,FR6,1,0.0
2012,NUTS,2010,FR6,1,0.0
2013,NUTS,2010,FR6,1,0.0
2011,NUTS,2010,FR61,2,0.0
2011,NUTS,2010,FR62,2,0.0
2011,NUTS,2010,FR63,2,0.0
2011,NUTS,2010,FR7,1,4.0
2012,NUTS,2010,FR7,1,4.0
2013,NUTS,2010,FR7,1,5.0
2011,NUTS,2010,FR71,2,4.0
2012,NUTS,2010,FR71,2,4.0
2013,NUTS,2010,FR71,2,5.0
2011,NUTS,2010,FR72,2,0.0
2012,NUTS,2010,FR72,2,0.0
2011,NUTS,2010,FR8,1,0.0
2012,NUTS,2010,FR8,1,0.0
2013,NUTS,2010,FR8,1,0.0
2011,NUTS,2010,FR81,2,0.0
2011,NUTS,2010,FR82,2,0.0
2011,NUTS,2010,FR83,2,0.0
2011,NUTS,2010,FRA,1,10.0
2013,NUTS,2010,FRA,1,17.0
2011,NUTS,2010,FRZ,1,1773.0
2012,NUTS,2010,FRZ,1,0.0
2013,NUTS,2010,FRZ,1,2218.0
2011,NUTS,2010,FRZZ,2,1773.0
2013,NUTS,2010,FRZZ,2,2218.0
2011,NUTS,2010,HR,0,11.0
2011,NUTS,2010,HR0,1,11.0
2011,NUTS,2010,HR03,2,11.0
2011,NUTS,2010,HR04,2,0.0
2012,NUTS,2010,HR04,2,0.0
2013,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZ,1,0.0
2013,NUTS,2010,HRZZ,2,0.0
2014,NUTS,2010,HRZZ,2,0.0
2011,NUTS,2010,IS,0,54.0
2016,NUTS,2010,IS,0,0.0
2017,NUTS,2010,IS,0,0.0
2018,NUTS,2010,IS,0,0.0
2011,NUTS,2010,IT,0,3735.0
2012,NUTS,2010,IT,0,3906.0
2013,NUTS,2010,IT,0,4208.0
2014,NUTS,2010,IT,0,4618.0
2015,NUTS,2010,IT,0,4942.0
2016,NUTS,2010,IT,0,4981.0
2017,NUTS,2010,IT,0,4421.0
2018,NUTS,2010,IT,0,4290.0
2019,NUTS,2010,IT,0,4935.0
2020,NUTS,2010,IT,0,4944.0
2011,NUTS,2010,ITC,1,2009.0
2012,NUTS,2010,ITC,1,2085.0
2013,NUTS,2010,ITC,1,2318.0
2014,NUTS,2010,ITC,1,2237.0
2015,NUTS,2010,ITC,1,2333.0
2016,NUTS,2010,ITC,1,2492.0
2017,NUTS,2010,ITC,1,1862.0
2018,NUTS,2010,ITC,1,1852.0
2019,NUTS,2010,ITC,1,2179.0
2011,NUTS,2010,ITC1,2,461.0
2012,NUTS,2010,ITC1,2,592.0
2013,NUTS,2010,ITC1,2,649.0
2014,NUTS,2010,ITC1,2,702.0
2015,NUTS,2010,ITC1,2,703.0
2016,NUTS,2010,ITC1,2,677.0
2017,NUTS,2010,ITC1,2,578.0
2018,NUTS,2010,ITC1,2,605.0
2019,NUTS,2010,ITC1,2,666.0
2011,NUTS,2010,ITC2,2,14.0
2012,NUTS,2010,ITC2,2,24.0
2013,NUTS,2010,ITC2,2,25.0
2014,NUTS,2010,ITC2,2,24.0
2015,NUTS,2010,ITC2,2,18.0
2016,NUTS,2010,ITC2,2,15.0
2017,NUTS,2010,ITC2,2,18.0
2018,NUTS,2010,ITC2,2,17.0
2019,NUTS,2010,ITC2,2,29.0
2011,NUTS,2010,ITC3,2,94.0
2012,NUTS,2010,ITC3,2,94.0
2013,NUTS,2010,ITC3,2,92.0
2014,NUTS,2010,ITC3,2,88.0
2015,NUTS,2010,ITC3,2,94.0
2016,NUTS,2010,ITC3,2,107.0
2017,NUTS,2010,ITC3,2,87.0
2018,NUTS,2010,ITC3,2,100.0
2019,NUTS,2010,ITC3,2,159.0
2011,NUTS,2010,ITC4,2,1441.0
2012,NUTS,2010,ITC4,2,1375.0
2013,NUTS,2010,ITC4,2,1552.0
2014,NUTS,2010,ITC4,2,1424.0
2015,NUTS,2010,ITC4,2,1517.0
2016,NUTS,2010,ITC4,2,1692.0
2017,NUTS,2010,ITC4,2,1180.0
2018,NUTS,2010,ITC4,2,1130.0
2019,NUTS,2010,ITC4,2,1325.0
2011,NUTS,2010,ITF,1,231.0
2012,NUTS,2010,ITF,1,231.0
2013,NUTS,2010,ITF,1,251.0
2014,NUTS,2010,ITF,1,391.0
2017,NUTS,2010,ITF,1,309.0
2018,NUTS,2010,ITF,1,313.0
2019,NUTS,2010,ITF,1,334.0
2011,NUTS,2010,ITF1,2,8.0
2012,NUTS,2010,ITF1,2,7.0
2013,NUTS,2010,ITF1,2,14.0
2014,NUTS,2010,ITF1,2,8.0
2015,NUTS,2010,ITF1,2,7.0
2016,NUTS,2010,ITF1,2,17.0
2017,NUTS,2010,ITF1,2,18.0
2018,NUTS,2010,ITF1,2,12.0
2019,NUTS,2010,ITF1,2,21.0
2017,NUTS,2010,ITF2,2,1.0
2018,NUTS,2010,ITF2,2,4.0
2019,NUTS,2010,ITF2,2,2.0
2011,NUTS,2010,ITF3,2,127.0
2012,NUTS,2010,ITF3,2,128.0
2013,NUTS,2010,ITF3,2,136.0
2014,NUTS,2010,ITF3,2,234.0
2015,NUTS,2010,ITF3,2,238.0
2016,NUTS,2010,ITF3,2,221.0
2017,NUTS,2010,ITF3,2,161.0
2018,NUTS,2010,ITF3,2,145.0
2019,NUTS,2010,ITF3,2,155.0
2011,NUTS,2010,ITF4,2,91.0
2012,NUTS,2010,ITF4,2,89.0
2013,NUTS,2010,ITF4,2,97.0
2014,NUTS,2010,ITF4,2,148.0
2015,NUTS,2010,ITF4,2,147.0
2016,NUTS,2010,ITF4,2,172.0
2017,NUTS,2010,ITF4,2,122.0
2018,NUTS,2010,ITF4,2,143.0
2019,NUTS,2010,ITF4,2,147.0
2012,NUTS,2010,ITF5,2,3.0
2013,NUTS,2010,ITF5,2,3.0
2015,NUTS,2010,ITF5,2,5.0
2017,NUTS,2010,ITF5,2,2.0
2018,NUTS,2010,ITF5,2,5.0
2019,NUTS,2010,ITF5,2,4.0
2011,NUTS,2010,ITF6,2,4.0
2015,NUTS,2010,ITF6,2,2.0
2016,NUTS,2010,ITF6,2,9.0
2017,NUTS,2010,ITF6,2,5.0
2018,NUTS,2010,ITF6,2,5.0
2019,NUTS,2010,ITF6,2,5.0
2011,NUTS,2010,ITG,1,95.0
2012,NUTS,2010,ITG,1,112.0
2013,NUTS,2010,ITG,1,128.0
2014,NUTS,2010,ITG,1,113.0
2015,NUTS,2010,ITG,1,117.0
2016,NUTS,2010,ITG,1,117.0
2017,NUTS,2010,ITG,1,118.0
2018,NUTS,2010,ITG,1,90.0
2019,NUTS,2010,ITG,1,118.0
2011,NUTS,2010,ITG1,2,87.0
2012,NUTS,2010,ITG1,2,104.0
2013,NUTS,2010,ITG1,2,118.0
2014,NUTS,2010,ITG1,2,102.0
2015,NUTS,2010,ITG1,2,98.0
2016,NUTS,2010,ITG1,2,94.0
2017,NUTS,2010,ITG1,2,103.0
2018,NUTS,2010,ITG1,2,72.0
2019,NUTS,2010,ITG1,2,98.0
2011,NUTS,2010,ITG2,2,7.0
2012,NUTS,2010,ITG2,2,8.0
2013,NUTS,2010,ITG2,2,10.0
2014,NUTS,2010,ITG2,2,11.0
2015,NUTS,2010,ITG2,2,19.0
2016,NUTS,2010,ITG2,2,23.0
2017,NUTS,2010,ITG2,2,16.0
2018,NUTS,2010,ITG2,2,18.0
2019,NUTS,2010,ITG2,2,20.0
2011,NUTS,2010,ITH,1,384.0
2012,NUTS,2010,ITH,1,447.0
2013,NUTS,2010,ITH,1,493.0
2014,NUTS,2010,ITH,1,866.0
2015,NUTS,2010,ITH,1,931.0
2016,NUTS,2010,ITH,1,851.0
2017,NUTS,2010,ITH,1,817.0
2018,NUTS,2010,ITH,1,732.0
2019,NUTS,2010,ITH,1,879.0
2011,NUTS,2010,ITH1,2,3.0
2012,NUTS,2010,ITH1,2,3.0
2013,NUTS,2010,ITH1,2,4.0
2014,NUTS,2010,ITH1,2,345.0
2015,NUTS,2010,ITH1,2,347.0
2016,NUTS,2010,ITH1,2,291.0
2017,NUTS,2010,ITH1,2,366.0
2018,NUTS,2010,ITH1,2,311.0
2019,NUTS,2010,ITH1,2,340.0
2011,NUTS,2010,ITH2,2,109.0
2012,NUTS,2010,ITH2,2,117.0
2013,NUTS,2010,ITH2,2,123.0
2014,NUTS,2010,ITH2,2,93.0
2015,NUTS,2010,ITH2,2,94.0
2016,NUTS,2010,ITH2,2,79.0
2017,NUTS,2010,ITH2,2,22.0
2018,NUTS,2010,ITH2,2,22.0
2019,NUTS,2010,ITH2,2,18.0
2011,NUTS,2010,ITH3,2,149.0
2012,NUTS,2010,ITH3,2,129.0
2013,NUTS,2010,ITH3,2,154.0
2014,NUTS,2010,ITH3,2,188.0
2015,NUTS,2010,ITH3,2,226.0
2016,NUTS,2010,ITH3,2,200.0
2017,NUTS,2010,ITH3,2,177.0
2018,NUTS,2010,ITH3,2,171.0
2019,NUTS,2010,ITH3,2,311.0
2011,NUTS,2010,ITH4,2,88.0
2012,NUTS,2010,ITH4,2,100.0
2013,NUTS,2010,ITH4,2,96.0
2014,NUTS,2010,ITH4,2,107.0
2015,NUTS,2010,ITH4,2,126.0
2016,NUTS,2010,ITH4,2,100.0
2017,NUTS,2010,ITH4,2,97.0
2018,NUTS,2010,ITH4,2,90.0
2019,NUTS,2010,ITH4,2,91.0
2011,NUTS,2010,ITH5,2,35.0
2012,NUTS,2010,ITH5,2,98.0
2013,NUTS,2010,ITH5,2,118.0
2014,NUTS,2010,ITH5,2,133.0
2015,NUTS,2010,ITH5,2,138.0
2016,NUTS,2010,ITH5,2,182.0
2017,NUTS,2010,ITH5,2,156.0
2018,NUTS,2010,ITH5,2,139.0
2019,NUTS,2010,ITH5,2,119.0
2011,NUTS,2010,ITI,1,1017.0
2012,NUTS,2010,ITI,1,1032.0
2013,NUTS,2010,ITI,1,1019.0
2014,NUTS,2010,ITI,1,1011.0
2017,NUTS,2010,ITI,1,1314.0
2018,NUTS,2010,ITI,1,1302.0
2019,NUTS,2010,ITI,1,1426.0
2011,NUTS,2010,ITI1,2,113.0
2012,NUTS,2010,ITI1,2,168.0
2013,NUTS,2010,ITI1,2,153.0
2014,NUTS,2010,ITI1,2,168.0
2015,NUTS,2010,ITI1,2,219.0
2016,NUTS,2010,ITI1,2,211.0
2017,NUTS,2010,ITI1,2,203.0
2018,NUTS,2010,ITI1,2,212.0
2019,NUTS,2010,ITI1,2,220.0
2011,NUTS,2010,ITI2,2,2.0
2012,NUTS,2010,ITI2,2,1.0
2013,NUTS,2010,ITI2,2,1.0
2014,NUTS,2010,ITI2,2,2.0
2017,NUTS,2010,ITI2,2,2.0
2018,NUTS,2010,ITI2,2,7.0
2019,NUTS,2010,ITI2,2,4.0
2011,NUTS,2010,ITI3,2,4.0
2012,NUTS,2010,ITI3,2,4.0
2013,NUTS,2010,ITI3,2,2.0
2014,NUTS,2010,ITI3,2,3.0
2015,NUTS,2010,ITI3,2,1.0
2016,NUTS,2010,ITI3,2,4.0
2017,NUTS,2010,ITI3,2,9.0
2018,NUTS,2010,ITI3,2,12.0
2019,NUTS,2010,ITI3,2,14.0
2011,NUTS,2010,ITI4,2,898.0
2012,NUTS,2010,ITI4,2,859.0
2013,NUTS,2010,ITI4,2,863.0
2014,NUTS,2010,ITI4,2,839.0
2015,NUTS,2010,ITI4,2,940.0
2016,NUTS,2010,ITI4,2,884.0
2017,NUTS,2010,ITI4,2,1100.0
2018,NUTS,2010,ITI4,2,1071.0
2019,NUTS,2010,ITI4,2,1187.0
2011,NUTS,2010,JP,0,7434.0
2012,NUTS,2010,JP,0,7465.0
2013,NUTS,2010,JP,0,7674.0
2014,NUTS,2010,JP,0,8842.0
2015,NUTS,2010,JP,0,8553.0
2016,NUTS,2010,JP,0,8405.0
2017,NUTS,2010,JP,0,8253.0
2018,NUTS,2010,JP,0,8063.0
2019,NUTS,2010,JP,0,8307.0
2011,NUTS,2010,KR,0,3341.0
2012,NUTS,2010,KR,0,2519.0
2013,NUTS,2010,KR,0,3320.0
2014,NUTS,2010,KR,0,4137.0
2015,NUTS,2010,KR,0,5014.0
2016,NUTS,2010,KR,0,5494.0
2017,NUTS,2010,KR,0,5537.0
2018,NUTS,2010,KR,0,5461.0
2019,NUTS,2010,KR,0,6175.0
2013,NUTS,2010,LU,0,0.0
2011,NUTS,2010,ME,0,9.0
2013,NUTS,2010,ME,0,15.0
2014,NUTS,2010,ME,0,19.0
2015,NUTS,2010,ME,0,24.0
2016,NUTS,2010,ME,0,23.0
2017,NUTS,2010,ME,0,16.0
2018,NUTS,2010,ME,0,17.0
2019,NUTS,2010,ME,0,1.0
2014,NUTS,2010,MK,0,18.0
2015,NUTS,2010,MK,0,15.0
2016,NUTS,2010,MK,0,58.0
2017,NUTS,2010,MK,0,40.0
2018,NUTS,2010,MK,0,39.0
2019,NUTS,2010,MK,0,26.0
2020,NUTS,2010,MK,0,11.0
2013,NUTS,2010,NL,0,0.0
2014,NUTS,2010,NL,0,0.0
2015,NUTS,2010,NL,0,0.0
2016,NUTS,2010,NL,0,0.0
2017,NUTS,2010,NL,0,0.0
2018,NUTS,2010,NL,0,0.0
2019,NUTS,2010,NL,0,0.0
2020,NUTS,2010,NL,0,0.0
2011,NUTS,2010,PL,0,65.0
2012,NUTS,2010,PL,0,178.0
2013,NUTS,2010,PL,0,129.0
2014,NUTS,2010,PL,0,120.0
2015,NUTS,2010,PL,0,105.0
2016,NUTS,2010,PL,0,544.0
2017,NUTS,2010,PL,0,849.0
2018,NUTS,2010,PL,0,903.0
2019,NUTS,2010,PL,0,700.0
2020,NUTS,2010,PL,0,551.0
2011,NUTS,2010,PL1,1,46.0
2013,NUTS,2010,PL1,1,62.0
2014,NUTS,2010,PL1,1,51.0
2015,NUTS,2010,PL1,1,52.0
2012,NUTS,2010,PL12,2,80.0
2011,NUTS,2010,PL2,1,12.0
2013,NUTS,2010,PL2,1,50.0
2014,NUTS,2010,PL2,1,37.0
2016,NUTS,2010,PL2,1,96.0
2017,NUTS,2010,PL2,1,191.0
2018,NUTS,2010,PL2,1,189.0
2019,NUTS,2010,PL2,1,106.0
2017,NUTS,2010,PL21,2,111.0
2018,NUTS,2010,PL21,2,76.0
2019,NUTS,2010,PL21,2,55.0
2012,NUTS,2010,PL22,2,1.0
2015,NUTS,2010,PL22,2,0.0
2017,NUTS,2010,PL22,2,81.0
2018,NUTS,2010,PL22,2,113.0
2019,NUTS,2010,PL22,2,51.0
2011,NUTS,2010,PL31,2,0.0
2013,NUTS,2010,PL31,2,0.0
2014,NUTS,2010,PL31,2,0.0
2015,NUTS,2010,PL31,2,0.0
2012,NUTS,2010,PL33,2,0.0
2015,NUTS,2010,PL33,2,0.0
2011,NUTS,2010,PL34,2,0.0
2015,NUTS,2010,PL4,1,24.0
2019,NUTS,2010,PL4,1,22.0
2018,NUTS,2010,PL41,2,22.0
2012,NUTS,2010,PL43,2,0.0
2015,NUTS,2010,PL43,2,0.0
2011,NUTS,2010,PL5,1,4.0
2013,NUTS,2010,PL5,1,6.0
2014,NUTS,2010,PL5,1,6.0
2016,NUTS,2010,PL5,1,34.0
2011,NUTS,2010,PL51,2,4.0
2019,NUTS,2010,PL51,2,28.0
2012,NUTS,2010,PL52,2,0.0
2011,NUTS,2010,PL6,1,0.0
2015,NUTS,2010,PL6,1,0.0
2018,NUTS,2010,PL6,1,57.0
2011,NUTS,2010,PL61,2,0.0
2013,NUTS,2010,PL61,2,0.0
2015,NUTS,2010,PL61,2,0.0
2012,NUTS,2010,PL62,2,0.0
2015,NUTS,2010,PL62,2,0.0
2011,NUTS,2010,PL63,2,0.0
2013,NUTS,2010,PL63,2,0.0
2014,NUTS,2010,PL63,2,0.0
2015,NUTS,2010,PL63,2,0.0
2017,NUTS,2010,PL63,2,22.0
2018,NUTS,2010,PL63,2,28.0
2019,NUTS,2010,PL63,2,33.0
2016,NUTS,2010,PL7,1,25.0
2018,NUTS,2010,PL7,1,133.0
2019,NUTS,2010,PL71,2,97.0
2016,NUTS,2010,PL8,1,29.0
2018,NUTS,2010,PL8,1,120.0
2016,NUTS,2010,PL82,2,13.0
2019,NUTS,2010,PL82,2,11.0
2016,NUTS,2010,PL9,1,291.0
2017,NUTS,2010,PL9,1,326.0
2018,NUTS,2010,PL9,1,279.0
2019,NUTS,2010,PL9,1,254.0
2019,NUTS,2010,PL91,2,254.0
2019,NUTS,2010,PL92,2,0.0
2011,NUTS,2010,PT,0,5572.0
2012,NUTS,2010,PT,0,5060.0
2013,NUTS,2010,PT,0,642.0
2014,NUTS,2010,PT,0,527.0
2015,NUTS,2010,PT,0,493.0
2016,NUTS,2010,PT,0,478.0
2017,NUTS,2010,PT,0,491.0
2018,NUTS,2010,PT,0,517.0
2019,NUTS,2010,PT,0,534.0
2020,NUTS,2010,PT,0,804.0
2011,NUTS,2010,PT1,1,5462.0
2012,NUTS,2010,PT1,1,4974.0
2013,NUTS,2010,PT1,1,640.0
2014,NUTS,2010,PT1,1,524.0
2015,NUTS,2010,PT1,1,489.0
2016,NUTS,2010,PT1,1,473.0
2017,NUTS,2010,PT1,1,483.0
2018,NUTS,2010,PT1,1,513.0
2019,NUTS,2010,PT1,1,533.0
2020,NUTS,2010,PT1,1,796.0
2011,NUTS,2010,PT11,2,1835.0
2012,NUTS,2010,PT11,2,1794.0
2013,NUTS,2010,PT11,2,61.0
2014,NUTS,2010,PT11,2,71.0
2015,NUTS,2010,PT11,2,72.0
2016,NUTS,2010,PT11,2,56.0
2017,NUTS,2010,PT11,2,66.0
2018,NUTS,2010,PT11,2,70.0
2019,NUTS,2010,PT11,2,71.0
2020,NUTS,2010,PT11,2,202.0
2011,NUTS,2010,PT15,2,5.0
2012,NUTS,2010,PT15,2,3.0
2013,NUTS,2010,PT15,2,0.0
2014,NUTS,2010,PT15,2,0.0
2015,NUTS,2010,PT15,2,0.0
2016,NUTS,2010,PT15,2,0.0
2017,NUTS,2010,PT15,2,0.0
2018,NUTS,2010,PT15,2,0.0
2019,NUTS,2010,PT15,2,0.0
2020,NUTS,2010,PT15,2,10.0
2011,NUTS,2010,PT16,2,935.0
2012,NUTS,2010,PT16,2,809.0
2013,NUTS,2010,PT16,2,12.0
2014,NUTS,2010,PT16,2,9.0
2015,NUTS,2010,PT16,2,10.0
2016,NUTS,2010,PT16,2,8.0
2017,NUTS,2010,PT16,2,14.0
2018,NUTS,2010,PT16,2,16.0
2019,NUTS,2010,PT16,2,21.0
2020,NUTS,2010,PT16,2,98.0
2011,NUTS,2010,PT17,2,2687.0
2012,NUTS,2010,PT17,2,2366.0
2013,NUTS,2010,PT17,2,567.0
2014,NUTS,2010,PT17,2,444.0
2015,NUTS,2010,PT17,2,407.0
2016,NUTS,2010,PT17,2,409.0
2017,NUTS,2010,PT17,2,403.0
2018,NUTS,2010,PT17,2,426.0
2019,NUTS,2010,PT17,2,440.0
2020,NUTS,2010,PT17,2,467.0
2011,NUTS,2010,PT18,2,0.0
2012,NUTS,2010,PT18,2,2.0
2013,NUTS,2010,PT18,2,0.0
2014,NUTS,2010,PT18,2,0.0
2015,NUTS,2010,PT18,2,0.0
2016,NUTS,2010,PT18,2,0.0
2017,NUTS,2010,PT18,2,1.0
2018,NUTS,2010,PT18,2,2.0
2019,NUTS,2010,PT18,2,1.0
2020,NUTS,2010,PT18,2,19.0
2011,NUTS,2010,PT2,1,57.0
2012,NUTS,2010,PT2,1,57.0
2013,NUTS,2010,PT2,1,0.0
2014,NUTS,2010,PT2,1,0.0
2015,NUTS,2010,PT2,1,0.0
2016,NUTS,2010,PT2,1,0.0
2017,NUTS,2010,PT2,1,1.0
2018,NUTS,2010,PT2,1,1.0
2019,NUTS,2010,PT2,1,1.0
2020,NUTS,2010,PT2,1,7.0
2011,NUTS,2010,PT20,2,57.0
2012,NUTS,2010,PT20,2,57.0
2013,NUTS,2010,PT20,2,0.0
2014,NUTS,2010,PT20,2,0.0
2015,NUTS,2010,PT20,2,0.0
2016,NUTS,2010,PT20,2,0.0
2017,NUTS,2010,PT20,2,1.0
2018,NUTS,2010,PT20,2,1.0
2019,NUTS,2010,PT20,2,1.0
2020,NUTS,2010,PT20,2,7.0
2011,NUTS,2010,PT3,1,54.0
2012,NUTS,2010,PT3,1,30.0
2013,NUTS,2010,PT3,1,2.0
2014,NUTS,2010,PT3,1,3.0
2015,NUTS,2010,PT3,1,3.0
2016,NUTS,2010,PT3,1,4.0
2017,NUTS,2010,PT3,1,6.0
2018,NUTS,2010,PT3,1,2.0
2019,NUTS,2010,PT3,1,0.0
2020,NUTS,2010,PT3,1,1.0
2011,NUTS,2010,PT30,2,54.0
2012,NUTS,2010,PT30,2,30.0
2013,NUTS,2010,PT30,2,2.0
2014,NUTS,2010,PT30,2,3.0
2015,NUTS,2010,PT30,2,3.0
2016,NUTS,2010,PT30,2,4.0
2017,NUTS,2010,PT30,2,6.0
2018,NUTS,2010,PT30,2,2.0
2019,NUTS,2010,PT30,2,0.0
2020,NUTS,2010,PT30,2,1.0
2011,NUTS,2010,RO,0,153.0
2012,NUTS,2010,RO,0,97.0
2013,NUTS,2010,RO,0,82.0
2014,NUTS,2010,RO,0,78.0
2015,NUTS,2010,RO,0,86.0
2016,NUTS,2010,RO,0,120.0
2017,NUTS,2010,RO,0,112.0
2018,NUTS,2010,RO,0,141.0
2019,NUTS,2010,RO,0,170.0
2020,NUTS,2010,RO,0,186.0
2011,NUTS,2010,RO1,1,7.0
2012,NUTS,2010,RO1,1,9.0
2013,NUTS,2010,RO1,1,9.0
2014,NUTS,2010,RO1,1,14.0
2015,NUTS,2010,RO1,1,6.0
2016,NUTS,2010,RO1,1,9.0
2017,NUTS,2010,RO1,1,17.0
2018,NUTS,2010,RO1,1,23.0
2019,NUTS,2010,RO1,1,15.0
2011,NUTS,2010,RO11,2,7.0
2012,NUTS,2010,RO11,2,9.0
2013,NUTS,2010,RO11,2,9.0
2014,NUTS,2010,RO11,2,12.0
2015,NUTS,2010,RO11,2,4.0
2016,NUTS,2010,RO11,2,9.0
2017,NUTS,2010,RO11,2,17.0
2018,NUTS,2010,RO11,2,23.0
2019,NUTS,2010,RO11,2,15.0
2014,NUTS,2010,RO12,2,2.0
2015,NUTS,2010,RO12,2,2.0
2016,NUTS,2010,RO12,2,0.0
2017,NUTS,2010,RO12,2,0.0
2018,NUTS,2010,RO12,2,0.0
2019,NUTS,2010,RO12,2,0.0
2011,NUTS,2010,RO2,1,115.0
2012,NUTS,2010,RO2,1,2.0
2014,NUTS,2010,RO2,1,3.0
2015,NUTS,2010,RO2,1,4.0
2016,NUTS,2010,RO2,1,4.0
2017,NUTS,2010,RO2,1,13.0
2018,NUTS,2010,RO2,1,42.0
2019,NUTS,2010,RO2,1,85.0
2011,NUTS,2010,RO21,2,114.0
2012,NUTS,2010,RO21,2,1.0
2015,NUTS,2010,RO21,2,0.0
2016,NUTS,2010,RO21,2,0.0
2017,NUTS,2010,RO21,2,1.0
2018,NUTS,2010,RO21,2,38.0
2019,NUTS,2010,RO21,2,80.0
2011,NUTS,2010,RO22,2,1.0
2012,NUTS,2010,RO22,2,1.0
2014,NUTS,2010,RO22,2,3.0
2015,NUTS,2010,RO22,2,4.0
2016,NUTS,2010,RO22,2,4.0
2017,NUTS,2010,RO22,2,12.0
2018,NUTS,2010,RO22,2,4.0
2019,NUTS,2010,RO22,2,5.0
2011,NUTS,2010,RO3,1,25.0
2012,NUTS,2010,RO3,1,83.0
2013,NUTS,2010,RO3,1,67.0
2014,NUTS,2010,RO3,1,53.0
2015,NUTS,2010,RO3,1,74.0
2016,NUTS,2010,RO3,1,106.0
2017,NUTS,2010,RO3,1,82.0
2018,NUTS,2010,RO3,1,76.0
2019,NUTS,2010,RO3,1,70.0
2015,NUTS,2010,RO31,2,0.0
2016,NUTS,2010,RO31,2,0.0
2017,NUTS,2010,RO31,2,0.0
2018,NUTS,2010,RO31,2,1.0
2019,NUTS,2010,RO31,2,1.0
2011,NUTS,2010,RO32,2,25.0
2012,NUTS,2010,RO32,2,83.0
2013,NUTS,2010,RO32,2,67.0
2014,NUTS,2010,RO32,2,53.0
2015,NUTS,2010,RO32,2,74.0
2016,NUTS,2010,RO32,2,106.0
2017,NUTS,2010,RO32,2,82.0
2018,NUTS,2010,RO32,2,75.0
2019,NUTS,2010,RO32,2,69.0
2011,NUTS,2010,RO4,1,6.0
2012,NUTS,2010,RO4,1,3.0
2013,NUTS,2010,RO4,1,6.0
2014,NUTS,2010,RO4,1,8.0
2015,NUTS,2010,RO4,1,2.0
2016,NUTS,2010,RO4,1,1.0
2017,NUTS,2010,RO4,1,0.0
2018,NUTS,2010,RO4,1,0.0
2019,NUTS,2010,RO4,1,0.0
2011,NUTS,2010,RO41,2,4.0
2013,NUTS,2010,RO41,2,5.0
2014,NUTS,2010,RO41,2,5.0
2015,NUTS,2010,RO41,2,0.0
