year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_gov_f_fte_rse
2003,NUTS,2010,PT3,1,42.0
2004,NUTS,2010,PT3,1,37.0
2005,NUTS,2010,PT3,1,31.0
2006,NUTS,2010,PT3,1,29.0
2007,NUTS,2010,PT3,1,26.0
2008,NUTS,2010,PT3,1,26.0
2009,NUTS,2010,PT3,1,31.0
2010,NUTS,2010,PT3,1,25.0
2011,NUTS,2010,PT3,1,38.0
2012,NUTS,2010,PT3,1,24.0
2013,NUTS,2010,PT3,1,15.0
2014,NUTS,2010,PT3,1,13.0
2015,NUTS,2010,PT3,1,22.0
2016,NUTS,2010,PT3,1,33.0
2017,NUTS,2010,PT3,1,42.0
2018,NUTS,2010,PT3,1,40.0
2019,NUTS,2010,PT3,1,40.0
2020,NUTS,2010,PT3,1,42.0
2000,NUTS,2010,PT30,2,56.0
2001,NUTS,2010,PT30,2,61.0
2002,NUTS,2010,PT30,2,51.0
2003,NUTS,2010,PT30,2,42.0
2004,NUTS,2010,PT30,2,37.0
2005,NUTS,2010,PT30,2,31.0
2006,NUTS,2010,PT30,2,29.0
2007,NUTS,2010,PT30,2,26.0
2008,NUTS,2010,PT30,2,26.0
2009,NUTS,2010,PT30,2,31.0
2010,NUTS,2010,PT30,2,25.0
2011,NUTS,2010,PT30,2,38.0
2012,NUTS,2010,PT30,2,24.0
2013,NUTS,2010,PT30,2,15.0
2014,NUTS,2010,PT30,2,13.0
2015,NUTS,2010,PT30,2,22.0
2016,NUTS,2010,PT30,2,33.0
2017,NUTS,2010,PT30,2,42.0
2018,NUTS,2010,PT30,2,40.0
2019,NUTS,2010,PT30,2,40.0
2020,NUTS,2010,PT30,2,42.0
1999,NUTS,2010,RO,0,2902.0
2000,NUTS,2010,RO,0,2577.0
2001,NUTS,2010,RO,0,2744.0
2002,NUTS,2010,RO,0,2943.0
2003,NUTS,2010,RO,0,2983.0
2004,NUTS,2010,RO,0,3134.0
2005,NUTS,2010,RO,0,3999.0
2006,NUTS,2010,RO,0,2809.0
2007,NUTS,2010,RO,0,2917.0
2008,NUTS,2010,RO,0,3150.0
2009,NUTS,2010,RO,0,2867.0
2010,NUTS,2010,RO,0,2794.0
2011,NUTS,2010,RO,0,2720.0
2012,NUTS,2010,RO,0,3008.0
2013,NUTS,2010,RO,0,3225.0
2014,NUTS,2010,RO,0,3162.0
2015,NUTS,2010,RO,0,3308.0
2016,NUTS,2010,RO,0,3339.0
2017,NUTS,2010,RO,0,3207.0
2018,NUTS,2010,RO,0,3172.0
2019,NUTS,2010,RO,0,3319.0
2002,NUTS,2010,RO1,1,112.0
2003,NUTS,2010,RO1,1,170.0
2004,NUTS,2010,RO1,1,80.0
2005,NUTS,2010,RO1,1,77.0
2006,NUTS,2010,RO1,1,151.0
2007,NUTS,2010,RO1,1,163.0
2008,NUTS,2010,RO1,1,130.0
2009,NUTS,2010,RO1,1,173.0
2010,NUTS,2010,RO1,1,89.0
2011,NUTS,2010,RO1,1,133.0
2012,NUTS,2010,RO1,1,249.0
2013,NUTS,2010,RO1,1,257.0
2014,NUTS,2010,RO1,1,246.0
2015,NUTS,2010,RO1,1,259.0
2016,NUTS,2010,RO1,1,248.0
2017,NUTS,2010,RO1,1,242.0
2018,NUTS,2010,RO1,1,233.0
2019,NUTS,2010,RO1,1,258.0
2002,NUTS,2010,RO11,2,91.0
2003,NUTS,2010,RO11,2,149.0
2004,NUTS,2010,RO11,2,60.0
2005,NUTS,2010,RO11,2,59.0
2006,NUTS,2010,RO11,2,135.0
2007,NUTS,2010,RO11,2,142.0
2008,NUTS,2010,RO11,2,107.0
2009,NUTS,2010,RO11,2,147.0
2010,NUTS,2010,RO11,2,62.0
2011,NUTS,2010,RO11,2,96.0
2012,NUTS,2010,RO11,2,205.0
2013,NUTS,2010,RO11,2,203.0
2014,NUTS,2010,RO11,2,178.0
2015,NUTS,2010,RO11,2,196.0
2016,NUTS,2010,RO11,2,191.0
2017,NUTS,2010,RO11,2,193.0
2018,NUTS,2010,RO11,2,190.0
2019,NUTS,2010,RO11,2,205.0
2002,NUTS,2010,RO12,2,21.0
2003,NUTS,2010,RO12,2,21.0
2004,NUTS,2010,RO12,2,20.0
2005,NUTS,2010,RO12,2,18.0
2006,NUTS,2010,RO12,2,16.0
2007,NUTS,2010,RO12,2,21.0
2008,NUTS,2010,RO12,2,23.0
2009,NUTS,2010,RO12,2,26.0
2010,NUTS,2010,RO12,2,27.0
2011,NUTS,2010,RO12,2,37.0
2012,NUTS,2010,RO12,2,44.0
2013,NUTS,2010,RO12,2,54.0
2014,NUTS,2010,RO12,2,68.0
2015,NUTS,2010,RO12,2,63.0
2016,NUTS,2010,RO12,2,57.0
2017,NUTS,2010,RO12,2,49.0
2018,NUTS,2010,RO12,2,43.0
2019,NUTS,2010,RO12,2,53.0
2002,NUTS,2010,RO2,1,206.0
2003,NUTS,2010,RO2,1,197.0
2004,NUTS,2010,RO2,1,268.0
2005,NUTS,2010,RO2,1,234.0
2006,NUTS,2010,RO2,1,263.0
2007,NUTS,2010,RO2,1,284.0
2008,NUTS,2010,RO2,1,294.0
2009,NUTS,2010,RO2,1,259.0
2010,NUTS,2010,RO2,1,280.0
2011,NUTS,2010,RO2,1,337.0
2012,NUTS,2010,RO2,1,328.0
2013,NUTS,2010,RO2,1,326.0
2014,NUTS,2010,RO2,1,322.0
2015,NUTS,2010,RO2,1,354.0
2016,NUTS,2010,RO2,1,348.0
2017,NUTS,2010,RO2,1,340.0
2018,NUTS,2010,RO2,1,367.0
2019,NUTS,2010,RO2,1,378.0
2002,NUTS,2010,RO21,2,169.0
2003,NUTS,2010,RO21,2,160.0
2004,NUTS,2010,RO21,2,221.0
2005,NUTS,2010,RO21,2,199.0
2006,NUTS,2010,RO21,2,216.0
2007,NUTS,2010,RO21,2,235.0
2008,NUTS,2010,RO21,2,245.0
2009,NUTS,2010,RO21,2,215.0
2010,NUTS,2010,RO21,2,207.0
2011,NUTS,2010,RO21,2,237.0
2012,NUTS,2010,RO21,2,233.0
2013,NUTS,2010,RO21,2,238.0
2014,NUTS,2010,RO21,2,241.0
2015,NUTS,2010,RO21,2,256.0
2016,NUTS,2010,RO21,2,258.0
2017,NUTS,2010,RO21,2,242.0
2018,NUTS,2010,RO21,2,268.0
2019,NUTS,2010,RO21,2,274.0
2002,NUTS,2010,RO22,2,37.0
2003,NUTS,2010,RO22,2,37.0
2004,NUTS,2010,RO22,2,47.0
2005,NUTS,2010,RO22,2,35.0
2006,NUTS,2010,RO22,2,47.0
2007,NUTS,2010,RO22,2,49.0
2008,NUTS,2010,RO22,2,49.0
2009,NUTS,2010,RO22,2,44.0
2010,NUTS,2010,RO22,2,73.0
2011,NUTS,2010,RO22,2,100.0
2012,NUTS,2010,RO22,2,95.0
2013,NUTS,2010,RO22,2,88.0
2014,NUTS,2010,RO22,2,81.0
2015,NUTS,2010,RO22,2,98.0
2016,NUTS,2010,RO22,2,90.0
2017,NUTS,2010,RO22,2,98.0
2018,NUTS,2010,RO22,2,99.0
2019,NUTS,2010,RO22,2,104.0
2002,NUTS,2010,RO3,1,2480.0
2003,NUTS,2010,RO3,1,2464.0
2004,NUTS,2010,RO3,1,2561.0
2005,NUTS,2010,RO3,1,3498.0
2006,NUTS,2010,RO3,1,2201.0
2007,NUTS,2010,RO3,1,2266.0
2008,NUTS,2010,RO3,1,2515.0
2009,NUTS,2010,RO3,1,2255.0
2010,NUTS,2010,RO3,1,2238.0
2011,NUTS,2010,RO3,1,2079.0
2012,NUTS,2010,RO3,1,2312.0
2013,NUTS,2010,RO3,1,2476.0
2014,NUTS,2010,RO3,1,2440.0
2015,NUTS,2010,RO3,1,2518.0
2016,NUTS,2010,RO3,1,2561.0
2017,NUTS,2010,RO3,1,2444.0
2018,NUTS,2010,RO3,1,2377.0
2019,NUTS,2010,RO3,1,2473.0
2002,NUTS,2010,RO31,2,6.0
2006,NUTS,2010,RO31,2,4.0
2007,NUTS,2010,RO31,2,33.0
2008,NUTS,2010,RO31,2,42.0
2009,NUTS,2010,RO31,2,26.0
2010,NUTS,2010,RO31,2,15.0
2011,NUTS,2010,RO31,2,88.0
2012,NUTS,2010,RO31,2,88.0
2013,NUTS,2010,RO31,2,88.0
2014,NUTS,2010,RO31,2,86.0
2015,NUTS,2010,RO31,2,87.0
2016,NUTS,2010,RO31,2,88.0
2017,NUTS,2010,RO31,2,78.0
2018,NUTS,2010,RO31,2,62.0
2019,NUTS,2010,RO31,2,59.0
2002,NUTS,2010,RO32,2,2474.0
2003,NUTS,2010,RO32,2,2464.0
2004,NUTS,2010,RO32,2,2561.0
2005,NUTS,2010,RO32,2,3498.0
2006,NUTS,2010,RO32,2,2197.0
2007,NUTS,2010,RO32,2,2233.0
2008,NUTS,2010,RO32,2,2473.0
2009,NUTS,2010,RO32,2,2229.0
2010,NUTS,2010,RO32,2,2223.0
2011,NUTS,2010,RO32,2,1991.0
2012,NUTS,2010,RO32,2,2224.0
2013,NUTS,2010,RO32,2,2388.0
2014,NUTS,2010,RO32,2,2354.0
2015,NUTS,2010,RO32,2,2431.0
2016,NUTS,2010,RO32,2,2473.0
2017,NUTS,2010,RO32,2,2366.0
2018,NUTS,2010,RO32,2,2315.0
2019,NUTS,2010,RO32,2,2414.0
2002,NUTS,2010,RO4,1,145.0
2003,NUTS,2010,RO4,1,152.0
2004,NUTS,2010,RO4,1,225.0
2005,NUTS,2010,RO4,1,190.0
2006,NUTS,2010,RO4,1,194.0
2007,NUTS,2010,RO4,1,204.0
2008,NUTS,2010,RO4,1,211.0
2009,NUTS,2010,RO4,1,180.0
2010,NUTS,2010,RO4,1,187.0
2011,NUTS,2010,RO4,1,171.0
2012,NUTS,2010,RO4,1,119.0
2013,NUTS,2010,RO4,1,166.0
2014,NUTS,2010,RO4,1,154.0
2015,NUTS,2010,RO4,1,177.0
2016,NUTS,2010,RO4,1,182.0
2017,NUTS,2010,RO4,1,181.0
2018,NUTS,2010,RO4,1,195.0
2019,NUTS,2010,RO4,1,210.0
2002,NUTS,2010,RO41,2,76.0
2003,NUTS,2010,RO41,2,79.0
2004,NUTS,2010,RO41,2,71.0
2005,NUTS,2010,RO41,2,76.0
2006,NUTS,2010,RO41,2,74.0
2007,NUTS,2010,RO41,2,83.0
2008,NUTS,2010,RO41,2,89.0
2009,NUTS,2010,RO41,2,86.0
2010,NUTS,2010,RO41,2,73.0
2011,NUTS,2010,RO41,2,102.0
2012,NUTS,2010,RO41,2,57.0
2013,NUTS,2010,RO41,2,100.0
2014,NUTS,2010,RO41,2,85.0
2015,NUTS,2010,RO41,2,112.0
2016,NUTS,2010,RO41,2,109.0
2017,NUTS,2010,RO41,2,107.0
2018,NUTS,2010,RO41,2,109.0
2019,NUTS,2010,RO41,2,115.0
2002,NUTS,2010,RO42,2,69.0
2003,NUTS,2010,RO42,2,73.0
2004,NUTS,2010,RO42,2,154.0
2005,NUTS,2010,RO42,2,114.0
2006,NUTS,2010,RO42,2,120.0
2007,NUTS,2010,RO42,2,121.0
2008,NUTS,2010,RO42,2,122.0
2009,NUTS,2010,RO42,2,94.0
2010,NUTS,2010,RO42,2,114.0
2011,NUTS,2010,RO42,2,69.0
2012,NUTS,2010,RO42,2,62.0
2013,NUTS,2010,RO42,2,66.0
2014,NUTS,2010,RO42,2,69.0
2015,NUTS,2010,RO42,2,65.0
2016,NUTS,2010,RO42,2,73.0
2017,NUTS,2010,RO42,2,74.0
2018,NUTS,2010,RO42,2,86.0
2019,NUTS,2010,RO42,2,95.0
2008,NUTS,2010,RS,0,1460.0
2009,NUTS,2010,RS,0,1486.0
2010,NUTS,2010,RS,0,1452.0
2011,NUTS,2010,RS,0,1610.0
2012,NUTS,2010,RS,0,1690.0
2013,NUTS,2010,RS,0,1788.0
2014,NUTS,2010,RS,0,1680.0
2015,NUTS,2010,RS,0,1767.0
2016,NUTS,2010,RS,0,1714.0
2017,NUTS,2010,RS,0,1794.0
2018,NUTS,2010,RS,0,1873.0
2019,NUTS,2010,RS,0,1972.0
2020,NUTS,2010,RS,0,2074.0
2018,NUTS,2010,RS1,1,1827.0
2019,NUTS,2010,RS1,1,1920.0
2020,NUTS,2010,RS1,1,1981.0
2018,NUTS,2010,RS11,2,1687.0
2019,NUTS,2010,RS11,2,1758.0
2020,NUTS,2010,RS11,2,1810.0
2018,NUTS,2010,RS12,2,141.0
2019,NUTS,2010,RS12,2,162.0
2020,NUTS,2010,RS12,2,171.0
2018,NUTS,2010,RS2,1,46.0
2019,NUTS,2010,RS2,1,52.0
2020,NUTS,2010,RS2,1,92.0
2018,NUTS,2010,RS21,2,13.0
2019,NUTS,2010,RS21,2,14.0
2020,NUTS,2010,RS21,2,45.0
2018,NUTS,2010,RS22,2,33.0
2019,NUTS,2010,RS22,2,38.0
2020,NUTS,2010,RS22,2,47.0
2003,NUTS,2010,SE,0,808.0
2005,NUTS,2010,SE,0,1046.0
2007,NUTS,2010,SE,0,753.0
2009,NUTS,2010,SE,0,517.0
2011,NUTS,2010,SE,0,836.0
2013,NUTS,2010,SE,0,1017.0
2015,NUTS,2010,SE,0,1468.0
2017,NUTS,2010,SE,0,1813.0
2019,NUTS,2010,SE,0,1703.0
2017,NUTS,2010,SE1,1,926.0
2019,NUTS,2010,SE1,1,893.0
2017,NUTS,2010,SE11,2,560.0
2019,NUTS,2010,SE11,2,498.0
2017,NUTS,2010,SE12,2,366.0
2019,NUTS,2010,SE12,2,395.0
2017,NUTS,2010,SE2,1,670.0
2019,NUTS,2010,SE2,1,642.0
2017,NUTS,2010,SE21,2,34.0
2019,NUTS,2010,SE21,2,50.0
2017,NUTS,2010,SE22,2,379.0
2019,NUTS,2010,SE22,2,131.0
2017,NUTS,2010,SE23,2,257.0
2019,NUTS,2010,SE23,2,460.0
2017,NUTS,2010,SE3,1,217.0
2019,NUTS,2010,SE3,1,168.0
2017,NUTS,2010,SE31,2,68.0
2019,NUTS,2010,SE31,2,53.0
2017,NUTS,2010,SE32,2,29.0
2019,NUTS,2010,SE32,2,10.0
2017,NUTS,2010,SE33,2,121.0
2019,NUTS,2010,SE33,2,105.0
1993,NUTS,2010,SI,0,537.0
1994,NUTS,2010,SI,0,595.0
1995,NUTS,2010,SI,0,621.0
1996,NUTS,2010,SI,0,622.0
1997,NUTS,2010,SI,0,541.0
1998,NUTS,2010,SI,0,590.0
1999,NUTS,2010,SI,0,608.0
2000,NUTS,2010,SI,0,640.0
2001,NUTS,2010,SI,0,622.0
2002,NUTS,2010,SI,0,634.0
2003,NUTS,2010,SI,0,409.0
2004,NUTS,2010,SI,0,441.0
2005,NUTS,2010,SI,0,668.0
2006,NUTS,2010,SI,0,721.0
2007,NUTS,2010,SI,0,813.0
2008,NUTS,2010,SI,0,903.0
2009,NUTS,2010,SI,0,930.0
2010,NUTS,2010,SI,0,900.0
2011,NUTS,2010,SI,0,854.0
2012,NUTS,2010,SI,0,871.0
2013,NUTS,2010,SI,0,859.0
2014,NUTS,2010,SI,0,845.0
2015,NUTS,2010,SI,0,784.0
2016,NUTS,2010,SI,0,792.0
2017,NUTS,2010,SI,0,692.0
2018,NUTS,2010,SI,0,792.0
2019,NUTS,2010,SI,0,875.0
1993,NUTS,2010,SI0,1,537.0
1994,NUTS,2010,SI0,1,595.0
1995,NUTS,2010,SI0,1,621.0
1996,NUTS,2010,SI0,1,622.0
1997,NUTS,2010,SI0,1,541.0
1998,NUTS,2010,SI0,1,590.0
1999,NUTS,2010,SI0,1,608.0
2000,NUTS,2010,SI0,1,640.0
2001,NUTS,2010,SI0,1,622.0
2002,NUTS,2010,SI0,1,634.0
2003,NUTS,2010,SI0,1,409.0
2004,NUTS,2010,SI0,1,441.0
2005,NUTS,2010,SI0,1,668.0
2006,NUTS,2010,SI0,1,721.0
2007,NUTS,2010,SI0,1,813.0
2008,NUTS,2010,SI0,1,903.0
2009,NUTS,2010,SI0,1,930.0
2010,NUTS,2010,SI0,1,900.0
2011,NUTS,2010,SI0,1,854.0
2012,NUTS,2010,SI0,1,871.0
2013,NUTS,2010,SI0,1,859.0
2014,NUTS,2010,SI0,1,845.0
2015,NUTS,2010,SI0,1,784.0
2016,NUTS,2010,SI0,1,792.0
2017,NUTS,2010,SI0,1,692.0
2018,NUTS,2010,SI0,1,792.0
2019,NUTS,2010,SI0,1,875.0
2013,NUTS,2010,SI03,2,59.0
2014,NUTS,2010,SI03,2,11.0
2015,NUTS,2010,SI03,2,6.0
2016,NUTS,2010,SI03,2,4.0
2017,NUTS,2010,SI03,2,6.0
2018,NUTS,2010,SI03,2,25.0
2019,NUTS,2010,SI03,2,7.0
2013,NUTS,2010,SI04,2,800.0
2014,NUTS,2010,SI04,2,835.0
2015,NUTS,2010,SI04,2,778.0
2016,NUTS,2010,SI04,2,787.0
2017,NUTS,2010,SI04,2,687.0
2018,NUTS,2010,SI04,2,768.0
2019,NUTS,2010,SI04,2,868.0
1998,NUTS,2010,SK,0,1082.0
1999,NUTS,2010,SK,0,1072.0
2000,NUTS,2010,SK,0,1140.0
2001,NUTS,2010,SK,0,1083.0
2002,NUTS,2010,SK,0,1105.0
2003,NUTS,2010,SK,0,1096.0
2004,NUTS,2010,SK,0,1020.0
2005,NUTS,2010,SK,0,1107.0
2006,NUTS,2010,SK,0,1092.0
2007,NUTS,2010,SK,0,1294.0
2008,NUTS,2010,SK,0,1307.0
2009,NUTS,2010,SK,0,1244.0
2010,NUTS,2010,SK,0,1348.0
2011,NUTS,2010,SK,0,1309.0
2012,NUTS,2010,SK,0,1363.0
2013,NUTS,2010,SK,0,1249.0
2014,NUTS,2010,SK,0,1514.0
2015,NUTS,2010,SK,0,1529.0
2016,NUTS,2010,SK,0,1511.0
2017,NUTS,2010,SK,0,1503.0
2018,NUTS,2010,SK,0,1551.0
2019,NUTS,2010,SK,0,1556.0
2020,NUTS,2010,SK,0,1572.0
2000,NUTS,2010,SK01,2,865.0
2001,NUTS,2010,SK01,2,834.0
2002,NUTS,2010,SK01,2,891.0
2003,NUTS,2010,SK01,2,852.0
2004,NUTS,2010,SK01,2,781.0
2005,NUTS,2010,SK01,2,826.0
2006,NUTS,2010,SK01,2,797.0
2007,NUTS,2010,SK01,2,941.0
2008,NUTS,2010,SK01,2,986.0
2009,NUTS,2010,SK01,2,971.0
2010,NUTS,2010,SK01,2,988.0
2011,NUTS,2010,SK01,2,970.0
2012,NUTS,2010,SK01,2,998.0
2013,NUTS,2010,SK01,2,983.0
2014,NUTS,2010,SK01,2,1009.0
2015,NUTS,2010,SK01,2,1052.0
2016,NUTS,2010,SK01,2,1078.0
2017,NUTS,2010,SK01,2,1113.0
2018,NUTS,2010,SK01,2,1180.0
2019,NUTS,2010,SK01,2,1222.0
2020,NUTS,2010,SK01,2,1245.0
2000,NUTS,2010,SK02,2,76.0
2001,NUTS,2010,SK02,2,64.0
2002,NUTS,2010,SK02,2,83.0
2003,NUTS,2010,SK02,2,82.0
2004,NUTS,2010,SK02,2,66.0
2005,NUTS,2010,SK02,2,85.0
2006,NUTS,2010,SK02,2,94.0
2007,NUTS,2010,SK02,2,117.0
2008,NUTS,2010,SK02,2,113.0
2009,NUTS,2010,SK02,2,63.0
2010,NUTS,2010,SK02,2,118.0
2011,NUTS,2010,SK02,2,104.0
2012,NUTS,2010,SK02,2,111.0
2013,NUTS,2010,SK02,2,41.0
2014,NUTS,2010,SK02,2,236.0
2015,NUTS,2010,SK02,2,189.0
2016,NUTS,2010,SK02,2,159.0
2017,NUTS,2010,SK02,2,159.0
2018,NUTS,2010,SK02,2,159.0
2019,NUTS,2010,SK02,2,121.0
2020,NUTS,2010,SK02,2,102.0
2000,NUTS,2010,SK03,2,51.0
2001,NUTS,2010,SK03,2,47.0
2002,NUTS,2010,SK03,2,34.0
2003,NUTS,2010,SK03,2,30.0
2004,NUTS,2010,SK03,2,37.0
2005,NUTS,2010,SK03,2,49.0
2006,NUTS,2010,SK03,2,50.0
2007,NUTS,2010,SK03,2,75.0
2008,NUTS,2010,SK03,2,64.0
2009,NUTS,2010,SK03,2,47.0
2010,NUTS,2010,SK03,2,58.0
2011,NUTS,2010,SK03,2,49.0
2012,NUTS,2010,SK03,2,60.0
2013,NUTS,2010,SK03,2,22.0
2014,NUTS,2010,SK03,2,43.0
2015,NUTS,2010,SK03,2,79.0
2016,NUTS,2010,SK03,2,99.0
2017,NUTS,2010,SK03,2,74.0
2018,NUTS,2010,SK03,2,68.0
2019,NUTS,2010,SK03,2,62.0
2020,NUTS,2010,SK03,2,72.0
2000,NUTS,2010,SK04,2,149.0
2001,NUTS,2010,SK04,2,137.0
2002,NUTS,2010,SK04,2,97.0
2003,NUTS,2010,SK04,2,132.0
2004,NUTS,2010,SK04,2,135.0
2005,NUTS,2010,SK04,2,147.0
2006,NUTS,2010,SK04,2,151.0
2007,NUTS,2010,SK04,2,161.0
2008,NUTS,2010,SK04,2,143.0
2009,NUTS,2010,SK04,2,163.0
2010,NUTS,2010,SK04,2,184.0
2011,NUTS,2010,SK04,2,187.0
2012,NUTS,2010,SK04,2,194.0
2013,NUTS,2010,SK04,2,203.0
2014,NUTS,2010,SK04,2,227.0
2015,NUTS,2010,SK04,2,210.0
2016,NUTS,2010,SK04,2,174.0
2017,NUTS,2010,SK04,2,156.0
2018,NUTS,2010,SK04,2,144.0
2019,NUTS,2010,SK04,2,152.0
2020,NUTS,2010,SK04,2,152.0
2001,NUTS,2010,TR,0,687.0
2002,NUTS,2010,TR,0,745.0
2003,NUTS,2010,TR,0,991.0
2004,NUTS,2010,TR,0,1041.0
2005,NUTS,2010,TR,0,1144.0
2006,NUTS,2010,TR,0,1368.0
2007,NUTS,2010,TR,0,1352.0
2008,NUTS,2010,TR,0,1400.0
2009,NUTS,2010,TR,0,1597.0
2010,NUTS,2010,TR,0,1696.0
2011,NUTS,2010,TR,0,1809.0
2012,NUTS,2010,TR,0,1865.0
2013,NUTS,2010,TR,0,1879.0
2014,NUTS,2010,TR,0,1960.0
2015,NUTS,2010,TR,0,1972.0
2016,NUTS,2010,TR,0,2100.0
2017,NUTS,2010,TR,0,2168.0
2018,NUTS,2010,TR,0,2173.0
2019,NUTS,2010,TR,0,1846.0
2020,NUTS,2010,TR,0,1960.0
2000,NUTS,2010,UK,0,3346.0
2001,NUTS,2010,UK,0,2896.0
2002,NUTS,2010,UK,0,2909.0
2003,NUTS,2010,UK,0,2979.0
2004,NUTS,2010,UK,0,2929.0
2005,NUTS,2010,UK,0,3010.0
2006,NUTS,2010,UK,0,2859.0
2007,NUTS,2010,UK,0,2726.0
2008,NUTS,2010,UK,0,2914.0
2009,NUTS,2010,UK,0,2893.0
2010,NUTS,2010,UK,0,2790.0
2011,NUTS,2010,UK,0,2457.0
2012,NUTS,2010,UK,0,2571.0
2013,NUTS,2010,UK,0,2553.0
2014,NUTS,2010,UK,0,2578.0
2015,NUTS,2010,UK,0,2552.0
2016,NUTS,2010,UK,0,2566.0
2017,NUTS,2010,UK,0,2564.0
2018,NUTS,2010,UK,0,2597.0
