year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_nr_cte
1978,NUTS,2010,AT,0,1.0
1979,NUTS,2010,AT,0,4.0
1980,NUTS,2010,AT,0,2.0
1981,NUTS,2010,AT,0,3.0
1982,NUTS,2010,AT,0,4.5
1983,NUTS,2010,AT,0,7.5
1984,NUTS,2010,AT,0,9.33
1985,NUTS,2010,AT,0,5.0
1986,NUTS,2010,AT,0,8.7
1987,NUTS,2010,AT,0,5.3
1988,NUTS,2010,AT,0,9.7
1989,NUTS,2010,AT,0,16.58
1990,NUTS,2010,AT,0,20.83
1991,NUTS,2010,AT,0,10.67
1992,NUTS,2010,AT,0,9.08
1993,NUTS,2010,AT,0,11.5
1994,NUTS,2010,AT,0,27.0
1995,NUTS,2010,AT,0,29.75
1996,NUTS,2010,AT,0,29.37
1997,NUTS,2010,AT,0,29.67
1998,NUTS,2010,AT,0,42.33
1999,NUTS,2010,AT,0,53.97
2000,NUTS,2010,AT,0,40.06
2001,NUTS,2010,AT,0,53.12
2002,NUTS,2010,AT,0,100.05
2003,NUTS,2010,AT,0,91.5
2004,NUTS,2010,AT,0,59.32
2005,NUTS,2010,AT,0,99.02
2006,NUTS,2010,AT,0,117.37
2007,NUTS,2010,AT,0,111.45
2008,NUTS,2010,AT,0,48.38
2009,NUTS,2010,AT,0,42.47
2010,NUTS,2010,AT,0,41.77
2011,NUTS,2010,AT,0,54.12
2012,NUTS,2010,AT,0,48.2
1978,NUTS,2010,AT1,1,1.0
1979,NUTS,2010,AT1,1,3.0
1980,NUTS,2010,AT1,1,1.0
1981,NUTS,2010,AT1,1,2.0
1982,NUTS,2010,AT1,1,1.5
1983,NUTS,2010,AT1,1,5.0
1984,NUTS,2010,AT1,1,6.5
1985,NUTS,2010,AT1,1,3.5
1986,NUTS,2010,AT1,1,4.7
1987,NUTS,2010,AT1,1,5.3
1988,NUTS,2010,AT1,1,7.95
1989,NUTS,2010,AT1,1,10.58
1990,NUTS,2010,AT1,1,15.83
1991,NUTS,2010,AT1,1,8.67
1992,NUTS,2010,AT1,1,7.08
1993,NUTS,2010,AT1,1,6.17
1994,NUTS,2010,AT1,1,18.2
1995,NUTS,2010,AT1,1,20.42
1996,NUTS,2010,AT1,1,22.57
1997,NUTS,2010,AT1,1,19.58
1998,NUTS,2010,AT1,1,27.84
1999,NUTS,2010,AT1,1,32.18
2000,NUTS,2010,AT1,1,29.22
2001,NUTS,2010,AT1,1,39.39
2002,NUTS,2010,AT1,1,69.05
2003,NUTS,2010,AT1,1,68.75
2004,NUTS,2010,AT1,1,50.33
2005,NUTS,2010,AT1,1,81.15
2006,NUTS,2010,AT1,1,92.37
2007,NUTS,2010,AT1,1,79.89
2008,NUTS,2010,AT1,1,31.65
2009,NUTS,2010,AT1,1,14.87
2010,NUTS,2010,AT1,1,19.27
2011,NUTS,2010,AT1,1,32.62
2012,NUTS,2010,AT1,1,24.78
1992,NUTS,2010,AT11,2,0.5
1994,NUTS,2010,AT11,2,0.33
1997,NUTS,2010,AT11,2,1.25
1998,NUTS,2010,AT11,2,0.2
1999,NUTS,2010,AT11,2,2.0
2000,NUTS,2010,AT11,2,0.25
2002,NUTS,2010,AT11,2,0.25
2004,NUTS,2010,AT11,2,1.25
2005,NUTS,2010,AT11,2,0.5
2006,NUTS,2010,AT11,2,0.13
2007,NUTS,2010,AT11,2,0.83
2009,NUTS,2010,AT11,2,1.08
2010,NUTS,2010,AT11,2,0.95
2011,NUTS,2010,AT11,2,0.67
2004,NUTS,2010,AT111,3,1.0
1994,NUTS,2010,AT112,3,0.33
1997,NUTS,2010,AT112,3,1.25
1998,NUTS,2010,AT112,3,0.2
1999,NUTS,2010,AT112,3,2.0
2002,NUTS,2010,AT112,3,0.25
2004,NUTS,2010,AT112,3,0.25
2005,NUTS,2010,AT112,3,0.5
2006,NUTS,2010,AT112,3,0.13
2007,NUTS,2010,AT112,3,0.5
2009,NUTS,2010,AT112,3,1.08
2010,NUTS,2010,AT112,3,0.75
1992,NUTS,2010,AT113,3,0.5
2000,NUTS,2010,AT113,3,0.25
2007,NUTS,2010,AT113,3,0.33
2010,NUTS,2010,AT113,3,0.2
2011,NUTS,2010,AT113,3,0.67
1979,NUTS,2010,AT12,2,1.17
1981,NUTS,2010,AT12,2,0.5
1983,NUTS,2010,AT12,2,0.33
1984,NUTS,2010,AT12,2,0.5
1985,NUTS,2010,AT12,2,2.5
1986,NUTS,2010,AT12,2,1.0
1987,NUTS,2010,AT12,2,2.65
1988,NUTS,2010,AT12,2,2.03
1989,NUTS,2010,AT12,2,1.08
1990,NUTS,2010,AT12,2,5.67
1991,NUTS,2010,AT12,2,1.33
1992,NUTS,2010,AT12,2,1.5
1993,NUTS,2010,AT12,2,0.83
1994,NUTS,2010,AT12,2,5.83
1995,NUTS,2010,AT12,2,7.92
1996,NUTS,2010,AT12,2,5.78
1997,NUTS,2010,AT12,2,6.08
1998,NUTS,2010,AT12,2,8.51
1999,NUTS,2010,AT12,2,6.97
2000,NUTS,2010,AT12,2,8.0
2001,NUTS,2010,AT12,2,13.33
2002,NUTS,2010,AT12,2,16.93
2003,NUTS,2010,AT12,2,11.18
2004,NUTS,2010,AT12,2,7.17
2005,NUTS,2010,AT12,2,17.58
2006,NUTS,2010,AT12,2,12.87
2007,NUTS,2010,AT12,2,10.4
2008,NUTS,2010,AT12,2,5.73
2009,NUTS,2010,AT12,2,5.58
2010,NUTS,2010,AT12,2,6.17
2011,NUTS,2010,AT12,2,8.08
2012,NUTS,2010,AT12,2,10.25
1995,NUTS,2010,AT121,3,1.0
1996,NUTS,2010,AT121,3,0.45
1999,NUTS,2010,AT121,3,0.33
2001,NUTS,2010,AT121,3,0.33
2003,NUTS,2010,AT121,3,1.0
2005,NUTS,2010,AT121,3,0.14
2006,NUTS,2010,AT121,3,1.5
2007,NUTS,2010,AT121,3,0.41
2009,NUTS,2010,AT121,3,1.75
1981,NUTS,2010,AT122,3,0.25
1983,NUTS,2010,AT122,3,0.33
1995,NUTS,2010,AT122,3,1.0
1997,NUTS,2010,AT122,3,1.0
1998,NUTS,2010,AT122,3,1.25
1999,NUTS,2010,AT122,3,0.53
2000,NUTS,2010,AT122,3,1.0
2001,NUTS,2010,AT122,3,0.67
2002,NUTS,2010,AT122,3,1.5
2003,NUTS,2010,AT122,3,0.5
2004,NUTS,2010,AT122,3,2.58
2005,NUTS,2010,AT122,3,4.17
2007,NUTS,2010,AT122,3,1.0
2010,NUTS,2010,AT122,3,1.25
2011,NUTS,2010,AT122,3,1.0
2012,NUTS,2010,AT122,3,1.5
1979,NUTS,2010,AT123,3,0.33
1985,NUTS,2010,AT123,3,0.5
1987,NUTS,2010,AT123,3,1.65
1988,NUTS,2010,AT123,3,0.5
1989,NUTS,2010,AT123,3,0.5
1990,NUTS,2010,AT123,3,2.5
1991,NUTS,2010,AT123,3,0.33
1995,NUTS,2010,AT123,3,2.0
1997,NUTS,2010,AT123,3,0.33
1999,NUTS,2010,AT123,3,1.03
2001,NUTS,2010,AT123,3,0.5
2002,NUTS,2010,AT123,3,0.33
2005,NUTS,2010,AT123,3,0.92
2006,NUTS,2010,AT123,3,0.33
2008,NUTS,2010,AT123,3,0.5
1990,NUTS,2010,AT124,3,1.0
1993,NUTS,2010,AT124,3,0.5
1995,NUTS,2010,AT124,3,1.0
1996,NUTS,2010,AT124,3,1.75
1998,NUTS,2010,AT124,3,3.0
2000,NUTS,2010,AT124,3,0.83
2001,NUTS,2010,AT124,3,4.67
2002,NUTS,2010,AT124,3,1.08
2003,NUTS,2010,AT124,3,1.0
2005,NUTS,2010,AT124,3,0.79
2006,NUTS,2010,AT124,3,1.5
2008,NUTS,2010,AT124,3,1.25
1995,NUTS,2010,AT125,3,0.83
1997,NUTS,2010,AT125,3,0.25
1998,NUTS,2010,AT125,3,0.5
1999,NUTS,2010,AT125,3,0.33
2000,NUTS,2010,AT125,3,1.5
2002,NUTS,2010,AT125,3,0.42
2003,NUTS,2010,AT125,3,1.0
2004,NUTS,2010,AT125,3,0.67
2005,NUTS,2010,AT125,3,2.08
2006,NUTS,2010,AT125,3,0.33
2007,NUTS,2010,AT125,3,0.29
2008,NUTS,2010,AT125,3,0.4
2010,NUTS,2010,AT125,3,0.83
2011,NUTS,2010,AT125,3,1.33
1979,NUTS,2010,AT126,3,0.33
1986,NUTS,2010,AT126,3,0.5
1988,NUTS,2010,AT126,3,0.83
1989,NUTS,2010,AT126,3,0.33
1991,NUTS,2010,AT126,3,0.33
1992,NUTS,2010,AT126,3,0.25
1994,NUTS,2010,AT126,3,1.83
1996,NUTS,2010,AT126,3,1.25
1997,NUTS,2010,AT126,3,4.0
1998,NUTS,2010,AT126,3,1.83
1999,NUTS,2010,AT126,3,2.0
2000,NUTS,2010,AT126,3,1.83
2001,NUTS,2010,AT126,3,5.0
2002,NUTS,2010,AT126,3,5.67
2003,NUTS,2010,AT126,3,3.58
2004,NUTS,2010,AT126,3,2.17
2005,NUTS,2010,AT126,3,4.06
2006,NUTS,2010,AT126,3,3.83
2007,NUTS,2010,AT126,3,2.83
2008,NUTS,2010,AT126,3,2.0
2009,NUTS,2010,AT126,3,3.0
2010,NUTS,2010,AT126,3,1.0
2011,NUTS,2010,AT126,3,3.67
2012,NUTS,2010,AT126,3,5.25
1979,NUTS,2010,AT127,3,0.5
1981,NUTS,2010,AT127,3,0.25
1984,NUTS,2010,AT127,3,0.5
1985,NUTS,2010,AT127,3,2.0
1986,NUTS,2010,AT127,3,0.5
1987,NUTS,2010,AT127,3,1.0
1988,NUTS,2010,AT127,3,0.7
1989,NUTS,2010,AT127,3,0.25
1990,NUTS,2010,AT127,3,2.17
1991,NUTS,2010,AT127,3,0.67
1992,NUTS,2010,AT127,3,1.25
1993,NUTS,2010,AT127,3,0.33
1994,NUTS,2010,AT127,3,4.0
1995,NUTS,2010,AT127,3,2.08
1996,NUTS,2010,AT127,3,2.33
1997,NUTS,2010,AT127,3,0.5
1998,NUTS,2010,AT127,3,1.93
1999,NUTS,2010,AT127,3,2.73
2000,NUTS,2010,AT127,3,2.83
2001,NUTS,2010,AT127,3,2.17
2002,NUTS,2010,AT127,3,7.93
2003,NUTS,2010,AT127,3,4.1
2004,NUTS,2010,AT127,3,1.75
2005,NUTS,2010,AT127,3,5.42
2006,NUTS,2010,AT127,3,5.38
2007,NUTS,2010,AT127,3,5.87
2008,NUTS,2010,AT127,3,1.58
2009,NUTS,2010,AT127,3,0.83
2010,NUTS,2010,AT127,3,3.08
2011,NUTS,2010,AT127,3,2.08
2012,NUTS,2010,AT127,3,3.5
1978,NUTS,2010,AT13,2,1.0
1979,NUTS,2010,AT13,2,1.83
1980,NUTS,2010,AT13,2,1.0
1981,NUTS,2010,AT13,2,1.5
1982,NUTS,2010,AT13,2,1.5
1983,NUTS,2010,AT13,2,4.67
1984,NUTS,2010,AT13,2,6.0
1985,NUTS,2010,AT13,2,1.0
1986,NUTS,2010,AT13,2,3.7
1987,NUTS,2010,AT13,2,2.64
1988,NUTS,2010,AT13,2,5.92
1989,NUTS,2010,AT13,2,9.5
1990,NUTS,2010,AT13,2,10.17
1991,NUTS,2010,AT13,2,7.33
1992,NUTS,2010,AT13,2,5.08
1993,NUTS,2010,AT13,2,5.33
1994,NUTS,2010,AT13,2,12.03
1995,NUTS,2010,AT13,2,12.5
1996,NUTS,2010,AT13,2,16.78
1997,NUTS,2010,AT13,2,12.25
1998,NUTS,2010,AT13,2,19.13
1999,NUTS,2010,AT13,2,23.22
2000,NUTS,2010,AT13,2,20.97
2001,NUTS,2010,AT13,2,26.05
2002,NUTS,2010,AT13,2,51.87
2003,NUTS,2010,AT13,2,57.57
2004,NUTS,2010,AT13,2,41.92
2005,NUTS,2010,AT13,2,63.07
2006,NUTS,2010,AT13,2,79.37
2007,NUTS,2010,AT13,2,68.66
2008,NUTS,2010,AT13,2,25.92
2009,NUTS,2010,AT13,2,8.2
2010,NUTS,2010,AT13,2,12.15
2011,NUTS,2010,AT13,2,23.87
2012,NUTS,2010,AT13,2,14.53
1978,NUTS,2010,AT130,3,1.0
1979,NUTS,2010,AT130,3,1.83
1980,NUTS,2010,AT130,3,1.0
1981,NUTS,2010,AT130,3,1.5
1982,NUTS,2010,AT130,3,1.5
1983,NUTS,2010,AT130,3,4.67
1984,NUTS,2010,AT130,3,6.0
1985,NUTS,2010,AT130,3,1.0
1986,NUTS,2010,AT130,3,3.7
1987,NUTS,2010,AT130,3,2.64
1988,NUTS,2010,AT130,3,5.92
1989,NUTS,2010,AT130,3,9.5
1990,NUTS,2010,AT130,3,10.17
1991,NUTS,2010,AT130,3,7.33
1992,NUTS,2010,AT130,3,5.08
1993,NUTS,2010,AT130,3,5.33
1994,NUTS,2010,AT130,3,12.03
1995,NUTS,2010,AT130,3,12.5
1996,NUTS,2010,AT130,3,16.78
1997,NUTS,2010,AT130,3,12.25
1998,NUTS,2010,AT130,3,19.13
1999,NUTS,2010,AT130,3,23.22
2000,NUTS,2010,AT130,3,20.97
2001,NUTS,2010,AT130,3,26.05
2002,NUTS,2010,AT130,3,51.87
2003,NUTS,2010,AT130,3,57.57
2004,NUTS,2010,AT130,3,41.92
2005,NUTS,2010,AT130,3,63.07
2006,NUTS,2010,AT130,3,79.37
2007,NUTS,2010,AT130,3,68.66
2008,NUTS,2010,AT130,3,25.92
2009,NUTS,2010,AT130,3,8.2
2010,NUTS,2010,AT130,3,12.15
2011,NUTS,2010,AT130,3,23.87
2012,NUTS,2010,AT130,3,14.53
1982,NUTS,2010,AT2,1,2.0
1983,NUTS,2010,AT2,1,1.0
1984,NUTS,2010,AT2,1,2.33
1986,NUTS,2010,AT2,1,1.0
1988,NUTS,2010,AT2,1,1.0
1990,NUTS,2010,AT2,1,2.67
1992,NUTS,2010,AT2,1,1.0
1993,NUTS,2010,AT2,1,2.0
1994,NUTS,2010,AT2,1,4.8
1995,NUTS,2010,AT2,1,4.33
1996,NUTS,2010,AT2,1,2.8
1997,NUTS,2010,AT2,1,5.17
1998,NUTS,2010,AT2,1,5.96
1999,NUTS,2010,AT2,1,12.28
2000,NUTS,2010,AT2,1,3.58
2001,NUTS,2010,AT2,1,7.08
2002,NUTS,2010,AT2,1,18.18
2003,NUTS,2010,AT2,1,4.58
2004,NUTS,2010,AT2,1,5.65
2005,NUTS,2010,AT2,1,5.83
2006,NUTS,2010,AT2,1,6.08
2007,NUTS,2010,AT2,1,11.33
2008,NUTS,2010,AT2,1,5.2
2009,NUTS,2010,AT2,1,5.0
2010,NUTS,2010,AT2,1,3.8
2011,NUTS,2010,AT2,1,3.95
2012,NUTS,2010,AT2,1,6.92
1984,NUTS,2010,AT21,2,0.33
1990,NUTS,2010,AT21,2,0.67
1992,NUTS,2010,AT21,2,1.0
1993,NUTS,2010,AT21,2,1.0
1994,NUTS,2010,AT21,2,3.8
1995,NUTS,2010,AT21,2,2.0
1996,NUTS,2010,AT21,2,2.8
1997,NUTS,2010,AT21,2,2.17
1998,NUTS,2010,AT21,2,4.96
1999,NUTS,2010,AT21,2,10.62
2000,NUTS,2010,AT21,2,1.0
2001,NUTS,2010,AT21,2,0.5
2002,NUTS,2010,AT21,2,7.1
2003,NUTS,2010,AT21,2,0.75
2004,NUTS,2010,AT21,2,1.65
2005,NUTS,2010,AT21,2,3.7
2006,NUTS,2010,AT21,2,1.0
2007,NUTS,2010,AT21,2,4.8
2009,NUTS,2010,AT21,2,3.0
2010,NUTS,2010,AT21,2,0.33
2011,NUTS,2010,AT21,2,0.92
2012,NUTS,2010,AT21,2,0.75
1984,NUTS,2010,AT211,3,0.33
1990,NUTS,2010,AT211,3,0.67
1992,NUTS,2010,AT211,3,1.0
1993,NUTS,2010,AT211,3,1.0
1994,NUTS,2010,AT211,3,2.93
1995,NUTS,2010,AT211,3,2.0
1996,NUTS,2010,AT211,3,2.8
1997,NUTS,2010,AT211,3,2.17
1998,NUTS,2010,AT211,3,2.96
1999,NUTS,2010,AT211,3,10.62
2000,NUTS,2010,AT211,3,1.0
2001,NUTS,2010,AT211,3,0.5
2002,NUTS,2010,AT211,3,6.85
2003,NUTS,2010,AT211,3,0.75
2004,NUTS,2010,AT211,3,1.45
2005,NUTS,2010,AT211,3,2.5
2006,NUTS,2010,AT211,3,1.0
2007,NUTS,2010,AT211,3,4.51
2009,NUTS,2010,AT211,3,3.0
2010,NUTS,2010,AT211,3,0.33
2011,NUTS,2010,AT211,3,0.92
2012,NUTS,2010,AT211,3,0.75
1994,NUTS,2010,AT212,3,0.87
1998,NUTS,2010,AT212,3,2.0
2004,NUTS,2010,AT212,3,0.2
2005,NUTS,2010,AT212,3,1.2
2007,NUTS,2010,AT212,3,0.29
2002,NUTS,2010,AT213,3,0.25
1982,NUTS,2010,AT22,2,2.0
1983,NUTS,2010,AT22,2,1.0
1984,NUTS,2010,AT22,2,2.0
1986,NUTS,2010,AT22,2,1.0
1988,NUTS,2010,AT22,2,1.0
1990,NUTS,2010,AT22,2,2.0
1993,NUTS,2010,AT22,2,1.0
1994,NUTS,2010,AT22,2,1.0
1995,NUTS,2010,AT22,2,2.33
1997,NUTS,2010,AT22,2,3.0
1998,NUTS,2010,AT22,2,1.0
1999,NUTS,2010,AT22,2,1.67
2000,NUTS,2010,AT22,2,2.58
2001,NUTS,2010,AT22,2,6.58
2002,NUTS,2010,AT22,2,11.08
2003,NUTS,2010,AT22,2,3.83
2004,NUTS,2010,AT22,2,4.0
2005,NUTS,2010,AT22,2,2.13
2006,NUTS,2010,AT22,2,5.08
2007,NUTS,2010,AT22,2,6.53
2008,NUTS,2010,AT22,2,5.2
2009,NUTS,2010,AT22,2,2.0
2010,NUTS,2010,AT22,2,3.47
2011,NUTS,2010,AT22,2,3.03
2012,NUTS,2010,AT22,2,6.17
1982,NUTS,2010,AT221,3,2.0
1983,NUTS,2010,AT221,3,0.5
1984,NUTS,2010,AT221,3,1.5
1986,NUTS,2010,AT221,3,1.0
1988,NUTS,2010,AT221,3,1.0
1990,NUTS,2010,AT221,3,2.0
1993,NUTS,2010,AT221,3,1.0
1995,NUTS,2010,AT221,3,2.33
1997,NUTS,2010,AT221,3,2.0
1998,NUTS,2010,AT221,3,0.67
1999,NUTS,2010,AT221,3,1.67
2000,NUTS,2010,AT221,3,2.58
2001,NUTS,2010,AT221,3,4.3
2002,NUTS,2010,AT221,3,6.83
2003,NUTS,2010,AT221,3,3.33
2004,NUTS,2010,AT221,3,2.43
2005,NUTS,2010,AT221,3,1.4
2006,NUTS,2010,AT221,3,3.58
2007,NUTS,2010,AT221,3,5.13
2008,NUTS,2010,AT221,3,3.2
2009,NUTS,2010,AT221,3,1.0
2010,NUTS,2010,AT221,3,1.63
2011,NUTS,2010,AT221,3,2.83
2012,NUTS,2010,AT221,3,5.67
2001,NUTS,2010,AT223,3,0.2
2007,NUTS,2010,AT223,3,0.4
2010,NUTS,2010,AT223,3,0.8
1984,NUTS,2010,AT224,3,0.5
2001,NUTS,2010,AT224,3,0.5
2003,NUTS,2010,AT224,3,0.25
2004,NUTS,2010,AT224,3,0.5
2005,NUTS,2010,AT224,3,0.33
2006,NUTS,2010,AT224,3,1.0
2008,NUTS,2010,AT224,3,0.5
2010,NUTS,2010,AT224,3,0.83
2011,NUTS,2010,AT224,3,0.2
2012,NUTS,2010,AT224,3,0.5
1983,NUTS,2010,AT225,3,0.5
1994,NUTS,2010,AT225,3,1.0
1997,NUTS,2010,AT225,3,1.0
1998,NUTS,2010,AT225,3,0.33
2001,NUTS,2010,AT225,3,1.58
2002,NUTS,2010,AT225,3,4.25
2003,NUTS,2010,AT225,3,0.25
2004,NUTS,2010,AT225,3,1.07
2005,NUTS,2010,AT225,3,0.4
2006,NUTS,2010,AT225,3,0.5
2007,NUTS,2010,AT225,3,1.0
2008,NUTS,2010,AT225,3,1.5
2009,NUTS,2010,AT225,3,1.0
2010,NUTS,2010,AT225,3,0.2
1979,NUTS,2010,AT3,1,1.0
1980,NUTS,2010,AT3,1,1.0
1981,NUTS,2010,AT3,1,1.0
1982,NUTS,2010,AT3,1,1.0
1983,NUTS,2010,AT3,1,1.5
1985,NUTS,2010,AT3,1,1.5
1986,NUTS,2010,AT3,1,3.0
1988,NUTS,2010,AT3,1,0.75
1989,NUTS,2010,AT3,1,6.0
1990,NUTS,2010,AT3,1,2.0
1991,NUTS,2010,AT3,1,2.0
1992,NUTS,2010,AT3,1,1.0
1993,NUTS,2010,AT3,1,3.0
1994,NUTS,2010,AT3,1,4.0
1995,NUTS,2010,AT3,1,5.0
1996,NUTS,2010,AT3,1,4.0
1997,NUTS,2010,AT3,1,3.92
1998,NUTS,2010,AT3,1,8.53
1999,NUTS,2010,AT3,1,9.5
2000,NUTS,2010,AT3,1,6.75
2001,NUTS,2010,AT3,1,6.65
2002,NUTS,2010,AT3,1,11.12
2003,NUTS,2010,AT3,1,16.42
2004,NUTS,2010,AT3,1,3.33
2005,NUTS,2010,AT3,1,12.03
2006,NUTS,2010,AT3,1,18.42
2007,NUTS,2010,AT3,1,20.22
2008,NUTS,2010,AT3,1,11.53
2009,NUTS,2010,AT3,1,22.6
2010,NUTS,2010,AT3,1,18.2
2011,NUTS,2010,AT3,1,17.56
2012,NUTS,2010,AT3,1,15.0
1980,NUTS,2010,AT31,2,1.0
1985,NUTS,2010,AT31,2,0.5
1989,NUTS,2010,AT31,2,2.0
1995,NUTS,2010,AT31,2,1.0
1996,NUTS,2010,AT31,2,1.0
1997,NUTS,2010,AT31,2,1.67
1998,NUTS,2010,AT31,2,2.0
1999,NUTS,2010,AT31,2,2.0
2001,NUTS,2010,AT31,2,3.25
2002,NUTS,2010,AT31,2,4.08
2003,NUTS,2010,AT31,2,3.92
2004,NUTS,2010,AT31,2,0.33
2005,NUTS,2010,AT31,2,4.37
2006,NUTS,2010,AT31,2,5.0
2007,NUTS,2010,AT31,2,2.83
2008,NUTS,2010,AT31,2,1.5
2009,NUTS,2010,AT31,2,7.29
2010,NUTS,2010,AT31,2,1.0
2011,NUTS,2010,AT31,2,3.92
2012,NUTS,2010,AT31,2,3.67
1989,NUTS,2010,AT311,3,1.0
1998,NUTS,2010,AT311,3,1.0
2003,NUTS,2010,AT311,3,1.58
2006,NUTS,2010,AT311,3,1.0
2007,NUTS,2010,AT311,3,1.0
2011,NUTS,2010,AT311,3,1.25
1980,NUTS,2010,AT312,3,1.0
1985,NUTS,2010,AT312,3,0.5
1989,NUTS,2010,AT312,3,1.0
1995,NUTS,2010,AT312,3,0.5
1997,NUTS,2010,AT312,3,1.67
1998,NUTS,2010,AT312,3,1.0
1999,NUTS,2010,AT312,3,1.0
2001,NUTS,2010,AT312,3,2.5
2002,NUTS,2010,AT312,3,1.33
2003,NUTS,2010,AT312,3,2.33
2004,NUTS,2010,AT312,3,0.33
2005,NUTS,2010,AT312,3,2.33
2006,NUTS,2010,AT312,3,1.5
2007,NUTS,2010,AT312,3,0.5
2008,NUTS,2010,AT312,3,1.5
2009,NUTS,2010,AT312,3,4.95
2011,NUTS,2010,AT312,3,2.33
2012,NUTS,2010,AT312,3,3.08
1995,NUTS,2010,AT313,3,0.5
2001,NUTS,2010,AT313,3,0.25
2002,NUTS,2010,AT313,3,0.75
2005,NUTS,2010,AT313,3,0.25
2006,NUTS,2010,AT313,3,0.5
2007,NUTS,2010,AT313,3,1.0
2009,NUTS,2010,AT313,3,1.33
2011,NUTS,2010,AT313,3,0.33
1996,NUTS,2010,AT314,3,1.0
2001,NUTS,2010,AT314,3,0.5
1999,NUTS,2010,AT315,3,1.0
2002,NUTS,2010,AT315,3,2.0
2005,NUTS,2010,AT315,3,1.78
2006,NUTS,2010,AT315,3,2.0
2007,NUTS,2010,AT315,3,0.33
2009,NUTS,2010,AT315,3,1.0
2010,NUTS,2010,AT315,3,1.0
2012,NUTS,2010,AT315,3,0.58
1979,NUTS,2010,AT32,2,1.0
1986,NUTS,2010,AT32,2,2.0
1989,NUTS,2010,AT32,2,1.0
1991,NUTS,2010,AT32,2,1.0
1996,NUTS,2010,AT32,2,0.5
1998,NUTS,2010,AT32,2,2.0
1999,NUTS,2010,AT32,2,2.0
2000,NUTS,2010,AT32,2,4.5
2001,NUTS,2010,AT32,2,1.0
2003,NUTS,2010,AT32,2,6.33
2005,NUTS,2010,AT32,2,3.33
2006,NUTS,2010,AT32,2,6.75
2007,NUTS,2010,AT32,2,4.5
2009,NUTS,2010,AT32,2,5.0
2010,NUTS,2010,AT32,2,1.0
2011,NUTS,2010,AT32,2,2.25
2012,NUTS,2010,AT32,2,0.33
2006,NUTS,2010,AT321,3,1.25
1986,NUTS,2010,AT322,3,1.0
2000,NUTS,2010,AT322,3,1.0
2005,NUTS,2010,AT322,3,0.5
2006,NUTS,2010,AT322,3,1.0
1979,NUTS,2010,AT323,3,1.0
1986,NUTS,2010,AT323,3,1.0
1989,NUTS,2010,AT323,3,1.0
1991,NUTS,2010,AT323,3,1.0
1996,NUTS,2010,AT323,3,0.5
1998,NUTS,2010,AT323,3,2.0
1999,NUTS,2010,AT323,3,2.0
2000,NUTS,2010,AT323,3,3.5
2001,NUTS,2010,AT323,3,1.0
2003,NUTS,2010,AT323,3,6.33
2005,NUTS,2010,AT323,3,2.83
2006,NUTS,2010,AT323,3,4.5
2007,NUTS,2010,AT323,3,4.5
2009,NUTS,2010,AT323,3,5.0
2010,NUTS,2010,AT323,3,1.0
2011,NUTS,2010,AT323,3,2.25
2012,NUTS,2010,AT323,3,0.33
1981,NUTS,2010,AT33,2,1.0
1983,NUTS,2010,AT33,2,1.5
1985,NUTS,2010,AT33,2,1.0
1986,NUTS,2010,AT33,2,1.0
1989,NUTS,2010,AT33,2,3.0
1990,NUTS,2010,AT33,2,1.0
1991,NUTS,2010,AT33,2,1.0
1992,NUTS,2010,AT33,2,1.0
1993,NUTS,2010,AT33,2,1.0
1994,NUTS,2010,AT33,2,3.0
1995,NUTS,2010,AT33,2,3.0
1996,NUTS,2010,AT33,2,2.5
1997,NUTS,2010,AT33,2,2.0
1998,NUTS,2010,AT33,2,2.33
1999,NUTS,2010,AT33,2,5.0
2000,NUTS,2010,AT33,2,2.25
2001,NUTS,2010,AT33,2,1.9
2002,NUTS,2010,AT33,2,5.2
2003,NUTS,2010,AT33,2,4.33
2005,NUTS,2010,AT33,2,3.33
2006,NUTS,2010,AT33,2,4.33
2007,NUTS,2010,AT33,2,9.89
2008,NUTS,2010,AT33,2,4.0
2009,NUTS,2010,AT33,2,9.31
2010,NUTS,2010,AT33,2,6.2
2011,NUTS,2010,AT33,2,8.17
2012,NUTS,2010,AT33,2,8.5
1981,NUTS,2010,AT332,3,1.0
1983,NUTS,2010,AT332,3,1.0
1985,NUTS,2010,AT332,3,1.0
1986,NUTS,2010,AT332,3,1.0
1990,NUTS,2010,AT332,3,1.0
1991,NUTS,2010,AT332,3,1.0
1996,NUTS,2010,AT332,3,0.5
1997,NUTS,2010,AT332,3,1.0
1998,NUTS,2010,AT332,3,2.0
2000,NUTS,2010,AT332,3,0.92
2001,NUTS,2010,AT332,3,1.4
2002,NUTS,2010,AT332,3,4.2
2003,NUTS,2010,AT332,3,4.33
2005,NUTS,2010,AT332,3,0.33
2006,NUTS,2010,AT332,3,4.33
2007,NUTS,2010,AT332,3,6.33
2008,NUTS,2010,AT332,3,4.0
2009,NUTS,2010,AT332,3,6.31
2010,NUTS,2010,AT332,3,5.62
2011,NUTS,2010,AT332,3,8.0
2012,NUTS,2010,AT332,3,8.5
1998,NUTS,2010,AT333,3,0.33
1983,NUTS,2010,AT335,3,0.5
1989,NUTS,2010,AT335,3,3.0
1992,NUTS,2010,AT335,3,1.0
1993,NUTS,2010,AT335,3,1.0
1994,NUTS,2010,AT335,3,3.0
1995,NUTS,2010,AT335,3,3.0
1996,NUTS,2010,AT335,3,2.0
