year,region_type,region_year_spec,region_id,region_level,lockdown_social_distancing_count
2019,NUTS,2016,FR,0,1
2019,NUTS,2016,FRD,1,1
2019,NUTS,2016,FRD2,2,1
2019,NUTS,2016,FRD22,3,1
2020,NUTS,2016,AT,0,19
2020,NUTS,2016,AT1,1,17
2020,NUTS,2016,AT12,2,2
2020,NUTS,2016,AT126,3,1
2020,NUTS,2016,AT127,3,1
2020,NUTS,2016,AT13,2,15
2020,NUTS,2016,AT130,3,15
2020,NUTS,2016,AT2,1,1
2020,NUTS,2016,AT22,2,1
2020,NUTS,2016,AT221,3,1
2020,NUTS,2016,AT3,1,1
2020,NUTS,2016,AT32,2,1
2020,NUTS,2016,AT323,3,1
2020,NUTS,2016,BE,0,11
2020,NUTS,2016,BE1,1,3
2020,NUTS,2016,BE10,2,3
2020,NUTS,2016,BE100,3,3
2020,NUTS,2016,BE2,1,8
2020,NUTS,2016,BE21,2,2
2020,NUTS,2016,BE211,3,2
2020,NUTS,2016,BE22,2,2
2020,NUTS,2016,BE221,3,2
2020,NUTS,2016,BE23,2,3
2020,NUTS,2016,BE234,3,3
2020,NUTS,2016,BE24,2,1
2020,NUTS,2016,BE242,3,1
2020,NUTS,2016,BG,0,1
2020,NUTS,2016,BG4,1,1
2020,NUTS,2016,BG41,2,1
2020,NUTS,2016,BG411,3,1
2020,NUTS,2016,CH,0,28
2020,NUTS,2016,CH0,1,28
2020,NUTS,2016,CH01,2,9
2020,NUTS,2016,CH011,3,6
2020,NUTS,2016,CH013,3,3
2020,NUTS,2016,CH02,2,4
2020,NUTS,2016,CH021,3,2
2020,NUTS,2016,CH022,3,2
2020,NUTS,2016,CH03,2,5
2020,NUTS,2016,CH031,3,4
2020,NUTS,2016,CH033,3,1
2020,NUTS,2016,CH04,2,10
2020,NUTS,2016,CH040,3,10
2020,NUTS,2016,CY,0,2
2020,NUTS,2016,CY0,1,2
2020,NUTS,2016,CY00,2,2
2020,NUTS,2016,CY000,3,2
2020,NUTS,2016,CZ,0,3
2020,NUTS,2016,CZ0,1,3
2020,NUTS,2016,CZ01,2,1
2020,NUTS,2016,CZ010,3,1
2020,NUTS,2016,CZ06,2,2
2020,NUTS,2016,CZ064,3,2
2020,NUTS,2016,DE,0,76
2020,NUTS,2016,DE1,1,9
2020,NUTS,2016,DE11,2,1
2020,NUTS,2016,DE111,3,1
2020,NUTS,2016,DE12,2,7
2020,NUTS,2016,DE122,3,2
2020,NUTS,2016,DE125,3,4
2020,NUTS,2016,DE126,3,1
2020,NUTS,2016,DE13,2,1
2020,NUTS,2016,DE131,3,1
2020,NUTS,2016,DE2,1,26
2020,NUTS,2016,DE21,2,21
2020,NUTS,2016,DE212,3,21
2020,NUTS,2016,DE23,2,1
2020,NUTS,2016,DE232,3,1
2020,NUTS,2016,DE24,2,1
2020,NUTS,2016,DE242,3,1
2020,NUTS,2016,DE25,2,3
2020,NUTS,2016,DE252,3,3
2020,NUTS,2016,DE3,1,14
2020,NUTS,2016,DE30,2,14
2020,NUTS,2016,DE300,3,14
2020,NUTS,2016,DE4,1,1
2020,NUTS,2016,DE40,2,1
2020,NUTS,2016,DE404,3,1
2020,NUTS,2016,DE5,1,1
2020,NUTS,2016,DE50,2,1
2020,NUTS,2016,DE501,3,1
2020,NUTS,2016,DE6,1,3
2020,NUTS,2016,DE60,2,3
2020,NUTS,2016,DE600,3,3
2020,NUTS,2016,DE7,1,4
2020,NUTS,2016,DE71,2,3
2020,NUTS,2016,DE712,3,3
2020,NUTS,2016,DE73,2,1
2020,NUTS,2016,DE731,3,1
2020,NUTS,2016,DE8,1,1
2020,NUTS,2016,DE80,2,1
2020,NUTS,2016,DE803,3,1
2020,NUTS,2016,DE9,1,2
2020,NUTS,2016,DE91,2,1
2020,NUTS,2016,DE91C,3,1
2020,NUTS,2016,DE94,2,1
2020,NUTS,2016,DE943,3,1
2020,NUTS,2016,DEA,1,5
2020,NUTS,2016,DEA2,2,3
2020,NUTS,2016,DEA23,3,1
2020,NUTS,2016,DEA26,3,1
2020,NUTS,2016,DEA2C,3,1
2020,NUTS,2016,DEA3,2,1
2020,NUTS,2016,DEA33,3,1
2020,NUTS,2016,DEA5,2,1
2020,NUTS,2016,DEA51,3,1
2020,NUTS,2016,DEB,1,4
2020,NUTS,2016,DEB3,2,4
2020,NUTS,2016,DEB32,3,3
2020,NUTS,2016,DEB33,3,1
2020,NUTS,2016,DEC,1,1
2020,NUTS,2016,DEC0,2,1
2020,NUTS,2016,DEC01,3,1
2020,NUTS,2016,DED,1,4
2020,NUTS,2016,DED4,2,3
2020,NUTS,2016,DED41,3,2
2020,NUTS,2016,DED43,3,1
2020,NUTS,2016,DED5,2,1
2020,NUTS,2016,DED51,3,1
2020,NUTS,2016,DEE,1,1
2020,NUTS,2016,DEE0,2,1
2020,NUTS,2016,DEE02,3,1
2020,NUTS,2016,DK,0,13
2020,NUTS,2016,DK0,1,13
2020,NUTS,2016,DK01,2,6
2020,NUTS,2016,DK011,3,6
2020,NUTS,2016,DK02,2,1
2020,NUTS,2016,DK021,3,1
2020,NUTS,2016,DK03,2,6
2020,NUTS,2016,DK031,3,6
2020,NUTS,2016,EL,0,6
2020,NUTS,2016,EL3,1,3
2020,NUTS,2016,EL30,2,3
2020,NUTS,2016,EL303,3,3
2020,NUTS,2016,EL5,1,1
2020,NUTS,2016,EL52,2,1
2020,NUTS,2016,EL522,3,1
2020,NUTS,2016,EL6,1,2
2020,NUTS,2016,EL61,2,1
2020,NUTS,2016,EL613,3,1
2020,NUTS,2016,EL65,2,1
2020,NUTS,2016,EL651,3,1
2020,NUTS,2016,ES,0,35
2020,NUTS,2016,ES1,1,5
2020,NUTS,2016,ES11,2,4
2020,NUTS,2016,ES111,3,3
2020,NUTS,2016,ES114,3,1
2020,NUTS,2016,ES12,2,1
2020,NUTS,2016,ES120,3,1
2020,NUTS,2016,ES2,1,6
2020,NUTS,2016,ES21,2,2
2020,NUTS,2016,ES213,3,2
2020,NUTS,2016,ES24,2,4
2020,NUTS,2016,ES243,3,4
2020,NUTS,2016,ES3,1,9
2020,NUTS,2016,ES30,2,9
2020,NUTS,2016,ES300,3,9
2020,NUTS,2016,ES4,1,2
2020,NUTS,2016,ES41,2,2
2020,NUTS,2016,ES413,3,2
2020,NUTS,2016,ES5,1,8
2020,NUTS,2016,ES51,2,5
2020,NUTS,2016,ES511,3,4
2020,NUTS,2016,ES513,3,1
2020,NUTS,2016,ES52,2,3
2020,NUTS,2016,ES521,3,2
2020,NUTS,2016,ES523,3,1
2020,NUTS,2016,ES6,1,5
2020,NUTS,2016,ES61,2,3
2020,NUTS,2016,ES614,3,1
2020,NUTS,2016,ES618,3,2
2020,NUTS,2016,ES62,2,2
2020,NUTS,2016,ES620,3,2
2020,NUTS,2016,FI,0,3
2020,NUTS,2016,FI1,1,3
2020,NUTS,2016,FI1B,2,1
2020,NUTS,2016,FI1B1,3,1
2020,NUTS,2016,FI1D,2,2
2020,NUTS,2016,FI1D2,3,2
2020,NUTS,2016,FR,0,38
2020,NUTS,2016,FR1,1,21
2020,NUTS,2016,FR10,2,21
2020,NUTS,2016,FR101,3,8
2020,NUTS,2016,FR104,3,11
2020,NUTS,2016,FR105,3,2
2020,NUTS,2016,FRE,1,1
2020,NUTS,2016,FRE2,2,1
2020,NUTS,2016,FRE23,3,1
2020,NUTS,2016,FRG,1,3
2020,NUTS,2016,FRG0,2,3
2020,NUTS,2016,FRG04,3,3
2020,NUTS,2016,FRI,1,2
2020,NUTS,2016,FRI1,2,2
2020,NUTS,2016,FRI12,3,2
2020,NUTS,2016,FRJ,1,4
2020,NUTS,2016,FRJ1,2,4
2020,NUTS,2016,FRJ13,3,4
2020,NUTS,2016,FRK,1,3
2020,NUTS,2016,FRK2,2,3
2020,NUTS,2016,FRK26,3,3
2020,NUTS,2016,FRL,1,4
2020,NUTS,2016,FRL0,2,4
2020,NUTS,2016,FRL04,3,4
2020,NUTS,2016,HR,0,1
2020,NUTS,2016,HR0,1,1
2020,NUTS,2016,HR04,2,1
2020,NUTS,2016,HR041,3,1
2020,NUTS,2016,HU,0,7
2020,NUTS,2016,HU1,1,5
2020,NUTS,2016,HU11,2,5
2020,NUTS,2016,HU110,3,5
2020,NUTS,2016,HU3,1,2
2020,NUTS,2016,HU33,2,2
2020,NUTS,2016,HU333,3,2
2020,NUTS,2016,IE,0,8
2020,NUTS,2016,IE0,1,8
2020,NUTS,2016,IE05,2,3
2020,NUTS,2016,IE053,3,3
2020,NUTS,2016,IE06,2,5
2020,NUTS,2016,IE061,3,5
2020,NUTS,2016,IS,0,3
2020,NUTS,2016,IS0,1,3
2020,NUTS,2016,IS00,2,3
2020,NUTS,2016,IS001,3,3
2020,NUTS,2016,IT,0,62
2020,NUTS,2016,ITC,1,19
2020,NUTS,2016,ITC1,2,7
2020,NUTS,2016,ITC11,3,7
2020,NUTS,2016,ITC4,2,12
2020,NUTS,2016,ITC48,3,5
2020,NUTS,2016,ITC4C,3,7
2020,NUTS,2016,ITF,1,9
