year,region_type,region_year_spec,region_id,region_level,sdg_16_project_count
2014,NUTS,2013,EE,0,3
2014,NUTS,2013,ES,0,1
2014,NUTS,2013,FI,0,2
2014,NUTS,2013,IT,0,1
2014,NUTS,2013,NL,0,3
2014,NUTS,2013,UK,0,1
2015,NUTS,2013,AT,0,33
2015,NUTS,2013,BE,0,48
2015,NUTS,2013,CZ,0,3
2015,NUTS,2013,DE,0,78
2015,NUTS,2013,DK,0,22
2015,NUTS,2013,EE,0,7
2015,NUTS,2013,ES,0,44
2015,NUTS,2013,FI,0,9
2015,NUTS,2013,FR,0,40
2015,NUTS,2013,HR,0,3
2015,NUTS,2013,HU,0,24
2015,NUTS,2013,IE,0,12
2015,NUTS,2013,IT,0,85
2015,NUTS,2013,LT,0,1
2015,NUTS,2013,NL,0,87
2015,NUTS,2013,PL,0,12
2015,NUTS,2013,PT,0,23
2015,NUTS,2013,RO,0,7
2015,NUTS,2013,SE,0,25
2015,NUTS,2013,SI,0,10
2015,NUTS,2013,SK,0,5
2015,NUTS,2013,UK,0,89
2016,NUTS,2016,AT,0,37
2016,NUTS,2016,BE,0,47
2016,NUTS,2016,BG,0,3
2016,NUTS,2016,CY,0,2
2016,NUTS,2016,CZ,0,9
2016,NUTS,2016,DE,0,86
2016,NUTS,2016,DK,0,34
2016,NUTS,2016,EE,0,5
2016,NUTS,2016,ES,0,50
2016,NUTS,2016,FI,0,12
2016,NUTS,2016,FR,0,43
2016,NUTS,2016,HR,0,14
2016,NUTS,2016,HU,0,10
2016,NUTS,2016,IE,0,26
2016,NUTS,2016,IT,0,86
2016,NUTS,2016,LT,0,6
2016,NUTS,2016,LU,0,4
2016,NUTS,2016,LV,0,1
2016,NUTS,2016,NL,0,72
2016,NUTS,2016,PL,0,13
2016,NUTS,2016,PT,0,26
2016,NUTS,2016,RO,0,7
2016,NUTS,2016,SE,0,21
2016,NUTS,2016,SI,0,11
2016,NUTS,2016,SK,0,14
2016,NUTS,2016,UK,0,100
2017,NUTS,2016,AT,0,35
2017,NUTS,2016,BE,0,70
2017,NUTS,2016,BG,0,3
2017,NUTS,2016,CZ,0,6
