year,region_type,region_year_spec,region_id,region_level,sdg_05_project_count
2015,NUTS,2013,AT,0,3
2015,NUTS,2013,BE,0,7
2015,NUTS,2013,DE,0,11
2015,NUTS,2013,DK,0,4
2015,NUTS,2013,EE,0,1
2015,NUTS,2013,ES,0,3
2015,NUTS,2013,FI,0,1
2015,NUTS,2013,FR,0,9
2015,NUTS,2013,HR,0,1
2015,NUTS,2013,HU,0,2
2015,NUTS,2013,IE,0,1
2015,NUTS,2013,IT,0,11
2015,NUTS,2013,LV,0,1
2015,NUTS,2013,MT,0,1
2015,NUTS,2013,NL,0,12
2015,NUTS,2013,PL,0,2
2015,NUTS,2013,PT,0,1
2015,NUTS,2013,RO,0,1
2015,NUTS,2013,SE,0,1
2015,NUTS,2013,SI,0,1
2015,NUTS,2013,UK,0,4
2016,NUTS,2016,AT,0,5
2016,NUTS,2016,BE,0,3
2016,NUTS,2016,DE,0,5
2016,NUTS,2016,DK,0,1
2016,NUTS,2016,EE,0,3
2016,NUTS,2016,ES,0,4
2016,NUTS,2016,FI,0,2
2016,NUTS,2016,HU,0,1
2016,NUTS,2016,IE,0,1
2016,NUTS,2016,IT,0,11
2016,NUTS,2016,LT,0,2
2016,NUTS,2016,LU,0,1
2016,NUTS,2016,NL,0,1
2016,NUTS,2016,PT,0,4
2016,NUTS,2016,SE,0,3
2016,NUTS,2016,SI,0,4
2016,NUTS,2016,UK,0,4
2017,NUTS,2016,AT,0,6
2017,NUTS,2016,BE,0,2
2017,NUTS,2016,CZ,0,3
2017,NUTS,2016,DE,0,2
2017,NUTS,2016,EE,0,1
2017,NUTS,2016,ES,0,10
2017,NUTS,2016,FR,0,3
2017,NUTS,2016,HU,0,1
2017,NUTS,2016,IE,0,1
2017,NUTS,2016,IT,0,6
2017,NUTS,2016,LU,0,1
2017,NUTS,2016,MT,0,1
2017,NUTS,2016,NL,0,3
2017,NUTS,2016,PL,0,2
2017,NUTS,2016,PT,0,1
2017,NUTS,2016,RO,0,1
2017,NUTS,2016,SE,0,1
2017,NUTS,2016,SI,0,1
2017,NUTS,2016,SK,0,1
2017,NUTS,2016,UK,0,4
2018,NUTS,2016,AT,0,7
2018,NUTS,2016,BE,0,6
2018,NUTS,2016,DE,0,13
2018,NUTS,2016,DK,0,1
2018,NUTS,2016,EE,0,1
2018,NUTS,2016,ES,0,9
2018,NUTS,2016,FI,0,3
2018,NUTS,2016,FR,0,6
2018,NUTS,2016,HR,0,1
2018,NUTS,2016,HU,0,4
2018,NUTS,2016,IE,0,3
2018,NUTS,2016,IT,0,11
2018,NUTS,2016,NL,0,4
2018,NUTS,2016,PL,0,1
2018,NUTS,2016,PT,0,5
2018,NUTS,2016,RO,0,3
2018,NUTS,2016,SE,0,3
2018,NUTS,2016,SI,0,5
2018,NUTS,2016,UK,0,13
2019,NUTS,2016,AT,0,2
2019,NUTS,2016,BE,0,4
2019,NUTS,2016,CZ,0,2
2019,NUTS,2016,DE,0,5
2019,NUTS,2016,DK,0,6
2019,NUTS,2016,EE,0,1
2019,NUTS,2016,ES,0,5
2019,NUTS,2016,FI,0,1
2019,NUTS,2016,FR,0,3
2019,NUTS,2016,HR,0,2
2019,NUTS,2016,HU,0,2
2019,NUTS,2016,IE,0,2
2019,NUTS,2016,IT,0,6
2019,NUTS,2016,LT,0,2
2019,NUTS,2016,NL,0,5
2019,NUTS,2016,PT,0,1
2019,NUTS,2016,SE,0,3
2019,NUTS,2016,SI,0,1
2019,NUTS,2016,UK,0,9
2020,NUTS,2016,AT,0,3
2020,NUTS,2016,BE,0,6
2020,NUTS,2016,CZ,0,2
