year,region_type,region_year_spec,region_id,region_level,sdg_07_project_count
2014,NUTS,2013,AT,0,7
2014,NUTS,2013,BE,0,9
2014,NUTS,2013,CZ,0,3
2014,NUTS,2013,DE,0,10
2014,NUTS,2013,DK,0,2
2014,NUTS,2013,EE,0,2
2014,NUTS,2013,ES,0,18
2014,NUTS,2013,FI,0,6
2014,NUTS,2013,FR,0,28
2014,NUTS,2013,HR,0,5
2014,NUTS,2013,HU,0,6
2014,NUTS,2013,IE,0,2
2014,NUTS,2013,IT,0,26
2014,NUTS,2013,LT,0,1
2014,NUTS,2013,LV,0,1
2014,NUTS,2013,NL,0,7
2014,NUTS,2013,PL,0,10
2014,NUTS,2013,PT,0,3
2014,NUTS,2013,RO,0,6
2014,NUTS,2013,SE,0,11
2014,NUTS,2013,SI,0,2
2014,NUTS,2013,SK,0,2
2014,NUTS,2013,UK,0,1
2015,NUTS,2013,AT,0,59
2015,NUTS,2013,BE,0,83
2015,NUTS,2013,CY,0,5
2015,NUTS,2013,CZ,0,11
2015,NUTS,2013,DE,0,259
2015,NUTS,2013,DK,0,34
2015,NUTS,2013,EE,0,7
2015,NUTS,2013,ES,0,122
2015,NUTS,2013,FI,0,30
2015,NUTS,2013,FR,0,104
2015,NUTS,2013,HR,0,12
2015,NUTS,2013,HU,0,10
2015,NUTS,2013,IE,0,16
2015,NUTS,2013,IT,0,151
2015,NUTS,2013,LT,0,10
2015,NUTS,2013,LU,0,10
2015,NUTS,2013,LV,0,8
2015,NUTS,2013,MT,0,1
2015,NUTS,2013,NL,0,84
2015,NUTS,2013,PL,0,7
2015,NUTS,2013,PT,0,16
2015,NUTS,2013,RO,0,6
2015,NUTS,2013,SE,0,34
2015,NUTS,2013,SI,0,23
2015,NUTS,2013,SK,0,8
2015,NUTS,2013,UK,0,81
2016,NUTS,2016,AT,0,48
2016,NUTS,2016,BE,0,113
2016,NUTS,2016,BG,0,1
2016,NUTS,2016,CY,0,3
2016,NUTS,2016,CZ,0,19
2016,NUTS,2016,DE,0,268
2016,NUTS,2016,DK,0,48
2016,NUTS,2016,EE,0,14
2016,NUTS,2016,ES,0,102
2016,NUTS,2016,FI,0,48
2016,NUTS,2016,FR,0,106
2016,NUTS,2016,HR,0,10
2016,NUTS,2016,HU,0,21
2016,NUTS,2016,IE,0,16
2016,NUTS,2016,IT,0,216
2016,NUTS,2016,LT,0,3
2016,NUTS,2016,LU,0,3
2016,NUTS,2016,LV,0,7
2016,NUTS,2016,MT,0,2
2016,NUTS,2016,NL,0,150
2016,NUTS,2016,PL,0,18
2016,NUTS,2016,PT,0,20
2016,NUTS,2016,RO,0,6
2016,NUTS,2016,SE,0,45
2016,NUTS,2016,SI,0,27
2016,NUTS,2016,SK,0,6
2016,NUTS,2016,UK,0,74
2017,NUTS,2016,AT,0,57
2017,NUTS,2016,BE,0,65
2017,NUTS,2016,BG,0,4
2017,NUTS,2016,CY,0,5
2017,NUTS,2016,CZ,0,14
2017,NUTS,2016,DE,0,190
2017,NUTS,2016,DK,0,33
2017,NUTS,2016,EE,0,5
2017,NUTS,2016,ES,0,101
2017,NUTS,2016,FI,0,37
2017,NUTS,2016,FR,0,81
2017,NUTS,2016,HR,0,11
2017,NUTS,2016,HU,0,9
2017,NUTS,2016,IE,0,11
2017,NUTS,2016,IT,0,183
2017,NUTS,2016,LT,0,10
2017,NUTS,2016,LU,0,8
2017,NUTS,2016,LV,0,7
2017,NUTS,2016,NL,0,94
2017,NUTS,2016,PL,0,14
2017,NUTS,2016,PT,0,22
2017,NUTS,2016,RO,0,7
2017,NUTS,2016,SE,0,46
2017,NUTS,2016,SI,0,28
2017,NUTS,2016,SK,0,13
2017,NUTS,2016,UK,0,57
2018,NUTS,2016,AT,0,53
2018,NUTS,2016,BE,0,72
2018,NUTS,2016,CY,0,1
2018,NUTS,2016,CZ,0,6
2018,NUTS,2016,DE,0,140
2018,NUTS,2016,DK,0,28
2018,NUTS,2016,EE,0,10
2018,NUTS,2016,ES,0,98
2018,NUTS,2016,FI,0,30
2018,NUTS,2016,FR,0,63
2018,NUTS,2016,HR,0,13
2018,NUTS,2016,HU,0,8
2018,NUTS,2016,IE,0,12
2018,NUTS,2016,IT,0,162
2018,NUTS,2016,LT,0,6
2018,NUTS,2016,LU,0,4
2018,NUTS,2016,LV,0,5
2018,NUTS,2016,MT,0,2
2018,NUTS,2016,NL,0,87
2018,NUTS,2016,PL,0,6
2018,NUTS,2016,PT,0,14
2018,NUTS,2016,RO,0,8
2018,NUTS,2016,SE,0,23
2018,NUTS,2016,SI,0,16
2018,NUTS,2016,SK,0,9
2018,NUTS,2016,UK,0,42
2019,NUTS,2016,AT,0,59
2019,NUTS,2016,BE,0,129
2019,NUTS,2016,BG,0,8
2019,NUTS,2016,CY,0,2
2019,NUTS,2016,CZ,0,20
2019,NUTS,2016,DE,0,222
2019,NUTS,2016,DK,0,27
2019,NUTS,2016,EE,0,5
2019,NUTS,2016,ES,0,93
2019,NUTS,2016,FI,0,49
2019,NUTS,2016,FR,0,118
2019,NUTS,2016,HR,0,23
2019,NUTS,2016,HU,0,28
2019,NUTS,2016,IE,0,16
2019,NUTS,2016,IT,0,141
2019,NUTS,2016,LT,0,8
2019,NUTS,2016,LU,0,6
2019,NUTS,2016,LV,0,9
2019,NUTS,2016,NL,0,102
2019,NUTS,2016,PL,0,22
2019,NUTS,2016,PT,0,32
2019,NUTS,2016,RO,0,6
2019,NUTS,2016,SE,0,33
2019,NUTS,2016,SI,0,30
2019,NUTS,2016,SK,0,9
2019,NUTS,2016,UK,0,45
2020,NUTS,2016,AT,0,46
2020,NUTS,2016,BE,0,114
2020,NUTS,2016,BG,0,2
2020,NUTS,2016,CY,0,2
2020,NUTS,2016,CZ,0,17
2020,NUTS,2016,DE,0,217
2020,NUTS,2016,DK,0,43
2020,NUTS,2016,EE,0,10
2020,NUTS,2016,ES,0,84
2020,NUTS,2016,FI,0,40
2020,NUTS,2016,FR,0,84
2020,NUTS,2016,HR,0,9
2020,NUTS,2016,HU,0,9
2020,NUTS,2016,IE,0,11
2020,NUTS,2016,IT,0,207
2020,NUTS,2016,LT,0,4
2020,NUTS,2016,LU,0,4
2020,NUTS,2016,LV,0,3
2020,NUTS,2016,NL,0,157
2020,NUTS,2016,PL,0,21
2020,NUTS,2016,PT,0,28
2020,NUTS,2016,RO,0,8
2020,NUTS,2016,SE,0,31
2020,NUTS,2016,SI,0,12
2020,NUTS,2016,SK,0,7
2020,NUTS,2016,UK,0,50
2021,NUTS,2021,AT,0,28
2021,NUTS,2021,BE,0,65
2021,NUTS,2021,BG,0,3
2021,NUTS,2021,CY,0,1
2021,NUTS,2021,CZ,0,7
2021,NUTS,2021,DE,0,155
2021,NUTS,2021,DK,0,35
2021,NUTS,2021,EE,0,16
2021,NUTS,2021,ES,0,78
2021,NUTS,2021,FI,0,20
2021,NUTS,2021,FR,0,75
2021,NUTS,2021,HR,0,9
2021,NUTS,2021,HU,0,9
2021,NUTS,2021,IE,0,14
2021,NUTS,2021,IT,0,147
2021,NUTS,2021,LT,0,2
2021,NUTS,2021,LU,0,5
2021,NUTS,2021,LV,0,2
2021,NUTS,2021,NL,0,83
2021,NUTS,2021,PL,0,8
2021,NUTS,2021,PT,0,20
2021,NUTS,2021,RO,0,2
2021,NUTS,2021,SE,0,47
2021,NUTS,2021,SI,0,15
2021,NUTS,2021,SK,0,5
2021,NUTS,2021,UK,0,25
2014,NUTS,2013,AT1,1,4
2014,NUTS,2013,AT2,1,1
2014,NUTS,2013,AT3,1,2
2014,NUTS,2013,BE1,1,5
2014,NUTS,2013,BE2,1,2
2014,NUTS,2013,BE3,1,2
2014,NUTS,2013,CZ0,1,3
2014,NUTS,2013,DE1,1,2
2014,NUTS,2013,DE2,1,1
2014,NUTS,2013,DE7,1,2
2014,NUTS,2013,DE8,1,1
2014,NUTS,2013,DEA,1,1
2014,NUTS,2013,DED,1,3
2014,NUTS,2013,DK0,1,2
2014,NUTS,2013,EE0,1,2
2014,NUTS,2013,ES2,1,1
2014,NUTS,2013,ES3,1,9
2014,NUTS,2013,ES5,1,5
2014,NUTS,2013,ES6,1,1
2014,NUTS,2013,ES7,1,2
2014,NUTS,2013,FI1,1,6
2014,NUTS,2013,FR1,1,9
2014,NUTS,2013,FR2,1,3
2014,NUTS,2013,FR3,1,1
2014,NUTS,2013,FR4,1,1
2014,NUTS,2013,FR5,1,4
2014,NUTS,2013,FR6,1,4
2014,NUTS,2013,FR7,1,3
2014,NUTS,2013,FR8,1,3
2014,NUTS,2013,HR0,1,5
2014,NUTS,2013,HU1,1,4
2014,NUTS,2013,HU2,1,1
2014,NUTS,2013,HU3,1,1
2014,NUTS,2013,IE0,1,2
2014,NUTS,2013,ITC,1,8
2014,NUTS,2013,ITF,1,1
2014,NUTS,2013,ITG,1,2
2014,NUTS,2013,ITH,1,2
2014,NUTS,2013,ITI,1,13
2014,NUTS,2013,LT0,1,1
2014,NUTS,2013,LV0,1,1
2014,NUTS,2013,NL2,1,1
2014,NUTS,2013,NL3,1,4
2014,NUTS,2013,NL4,1,2
2014,NUTS,2013,PL1,1,2
2014,NUTS,2013,PL2,1,2
2014,NUTS,2013,PL4,1,4
2014,NUTS,2013,PL5,1,2
2014,NUTS,2013,PT1,1,3
2014,NUTS,2013,RO1,1,1
2014,NUTS,2013,RO2,1,1
2014,NUTS,2013,RO3,1,3
2014,NUTS,2013,RO4,1,1
2014,NUTS,2013,SE1,1,10
2014,NUTS,2013,SE2,1,1
2014,NUTS,2013,SI0,1,2
2014,NUTS,2013,SK0,1,2
2014,NUTS,2013,UKH,1,1
2015,NUTS,2013,AT1,1,24
2015,NUTS,2013,AT2,1,25
2015,NUTS,2013,AT3,1,10
2015,NUTS,2013,BE1,1,36
2015,NUTS,2013,BE2,1,41
2015,NUTS,2013,BE3,1,6
2015,NUTS,2013,CY0,1,5
2015,NUTS,2013,CZ0,1,11
2015,NUTS,2013,DE1,1,49
2015,NUTS,2013,DE2,1,60
2015,NUTS,2013,DE3,1,21
2015,NUTS,2013,DE5,1,2
2015,NUTS,2013,DE6,1,7
2015,NUTS,2013,DE7,1,14
2015,NUTS,2013,DE9,1,8
2015,NUTS,2013,DEA,1,62
2015,NUTS,2013,DEB,1,6
2015,NUTS,2013,DED,1,18
2015,NUTS,2013,DEF,1,2
2015,NUTS,2013,DEG,1,10
2015,NUTS,2013,DK0,1,34
2015,NUTS,2013,EE0,1,7
2015,NUTS,2013,ES1,1,6
2015,NUTS,2013,ES2,1,17
2015,NUTS,2013,ES3,1,48
2015,NUTS,2013,ES4,1,7
2015,NUTS,2013,ES5,1,34
2015,NUTS,2013,ES6,1,8
2015,NUTS,2013,ES7,1,2
2015,NUTS,2013,FI1,1,30
2015,NUTS,2013,FR1,1,60
2015,NUTS,2013,FR2,1,5
2015,NUTS,2013,FR3,1,2
2015,NUTS,2013,FR4,1,5
2015,NUTS,2013,FR5,1,3
2015,NUTS,2013,FR6,1,12
2015,NUTS,2013,FR7,1,14
2015,NUTS,2013,FR8,1,3
2015,NUTS,2013,HR0,1,12
2015,NUTS,2013,HU1,1,9
2015,NUTS,2013,HU3,1,1
2015,NUTS,2013,IE0,1,16
2015,NUTS,2013,ITC,1,56
2015,NUTS,2013,ITF,1,12
2015,NUTS,2013,ITG,1,7
2015,NUTS,2013,ITH,1,40
2015,NUTS,2013,ITI,1,36
2015,NUTS,2013,LT0,1,10
2015,NUTS,2013,LU0,1,10
2015,NUTS,2013,LV0,1,8
2015,NUTS,2013,MT0,1,1
2015,NUTS,2013,NL1,1,5
2015,NUTS,2013,NL2,1,16
2015,NUTS,2013,NL3,1,45
2015,NUTS,2013,NL4,1,18
2015,NUTS,2013,PL1,1,5
2015,NUTS,2013,PL2,1,2
2015,NUTS,2013,PT1,1,16
2015,NUTS,2013,RO1,1,1
2015,NUTS,2013,RO2,1,1
2015,NUTS,2013,RO3,1,2
2015,NUTS,2013,RO4,1,2
2015,NUTS,2013,SE1,1,14
2015,NUTS,2013,SE2,1,16
2015,NUTS,2013,SE3,1,4
2015,NUTS,2013,SI0,1,23
2015,NUTS,2013,SK0,1,8
2015,NUTS,2013,UKC,1,2
2015,NUTS,2013,UKD,1,4
2015,NUTS,2013,UKE,1,4
2015,NUTS,2013,UKF,1,8
2015,NUTS,2013,UKG,1,6
2015,NUTS,2013,UKH,1,7
2015,NUTS,2013,UKI,1,24
2015,NUTS,2013,UKJ,1,7
2015,NUTS,2013,UKK,1,6
2015,NUTS,2013,UKL,1,3
2015,NUTS,2013,UKM,1,10
2016,NUTS,2016,AT1,1,26
2016,NUTS,2016,AT2,1,14
2016,NUTS,2016,AT3,1,8
2016,NUTS,2016,BE1,1,53
2016,NUTS,2016,BE2,1,49
2016,NUTS,2016,BE3,1,11
2016,NUTS,2016,BG3,1,1
2016,NUTS,2016,CY0,1,3
2016,NUTS,2016,CZ0,1,19
2016,NUTS,2016,DE1,1,51
2016,NUTS,2016,DE2,1,48
2016,NUTS,2016,DE3,1,21
2016,NUTS,2016,DE4,1,2
2016,NUTS,2016,DE5,1,2
2016,NUTS,2016,DE6,1,8
2016,NUTS,2016,DE7,1,24
2016,NUTS,2016,DE8,1,6
2016,NUTS,2016,DE9,1,12
2016,NUTS,2016,DEA,1,63
2016,NUTS,2016,DEB,1,1
2016,NUTS,2016,DED,1,24
2016,NUTS,2016,DEE,1,1
2016,NUTS,2016,DEF,1,3
2016,NUTS,2016,DEG,1,2
2016,NUTS,2016,DK0,1,48
2016,NUTS,2016,EE0,1,14
2016,NUTS,2016,ES1,1,1
2016,NUTS,2016,ES2,1,23
2016,NUTS,2016,ES3,1,46
2016,NUTS,2016,ES4,1,3
2016,NUTS,2016,ES5,1,25
2016,NUTS,2016,ES6,1,3
2016,NUTS,2016,ES7,1,1
2016,NUTS,2016,FI1,1,48
2016,NUTS,2016,FR1,1,65
2016,NUTS,2016,FRB,1,2
2016,NUTS,2016,FRC,1,1
2016,NUTS,2016,FRE,1,4
2016,NUTS,2016,FRF,1,3
2016,NUTS,2016,FRG,1,3
2016,NUTS,2016,FRH,1,1
2016,NUTS,2016,FRI,1,4
2016,NUTS,2016,FRJ,1,7
2016,NUTS,2016,FRK,1,13
