year,region_type,region_year_spec,region_id,region_level,sdg_13_project_count
2014,NUTS,2013,AT,0,1
2014,NUTS,2013,BE,0,2
2014,NUTS,2013,DE,0,6
2014,NUTS,2013,ES,0,1
2014,NUTS,2013,FI,0,1
2014,NUTS,2013,FR,0,3
2014,NUTS,2013,IE,0,2
2014,NUTS,2013,IT,0,1
2014,NUTS,2013,NL,0,4
2014,NUTS,2013,PT,0,1
2014,NUTS,2013,UK,0,5
2015,NUTS,2013,AT,0,49
2015,NUTS,2013,BE,0,77
2015,NUTS,2013,CY,0,4
2015,NUTS,2013,CZ,0,15
2015,NUTS,2013,DE,0,167
2015,NUTS,2013,DK,0,36
2015,NUTS,2013,EE,0,15
2015,NUTS,2013,ES,0,60
2015,NUTS,2013,FI,0,33
2015,NUTS,2013,FR,0,100
2015,NUTS,2013,HR,0,9
2015,NUTS,2013,HU,0,21
2015,NUTS,2013,IE,0,23
2015,NUTS,2013,IT,0,121
2015,NUTS,2013,LT,0,5
2015,NUTS,2013,LU,0,3
2015,NUTS,2013,LV,0,9
2015,NUTS,2013,MT,0,1
2015,NUTS,2013,NL,0,118
2015,NUTS,2013,PL,0,11
2015,NUTS,2013,PT,0,25
2015,NUTS,2013,RO,0,13
2015,NUTS,2013,SE,0,38
2015,NUTS,2013,SI,0,17
2015,NUTS,2013,SK,0,11
2015,NUTS,2013,UK,0,118
2016,NUTS,2016,AT,0,73
2016,NUTS,2016,BE,0,111
2016,NUTS,2016,CY,0,2
2016,NUTS,2016,CZ,0,12
2016,NUTS,2016,DE,0,190
2016,NUTS,2016,DK,0,47
2016,NUTS,2016,EE,0,6
2016,NUTS,2016,ES,0,106
2016,NUTS,2016,FI,0,39
2016,NUTS,2016,FR,0,130
2016,NUTS,2016,HR,0,14
2016,NUTS,2016,HU,0,23
2016,NUTS,2016,IE,0,25
2016,NUTS,2016,IT,0,182
2016,NUTS,2016,LT,0,15
2016,NUTS,2016,LU,0,4
2016,NUTS,2016,LV,0,8
2016,NUTS,2016,NL,0,127
2016,NUTS,2016,PL,0,19
2016,NUTS,2016,PT,0,34
2016,NUTS,2016,RO,0,8
2016,NUTS,2016,SE,0,60
2016,NUTS,2016,SI,0,20
2016,NUTS,2016,SK,0,14
2016,NUTS,2016,UK,0,94
2017,NUTS,2016,AT,0,42
2017,NUTS,2016,BE,0,61
2017,NUTS,2016,CY,0,4
2017,NUTS,2016,CZ,0,9
2017,NUTS,2016,DE,0,124
2017,NUTS,2016,DK,0,38
2017,NUTS,2016,EE,0,8
2017,NUTS,2016,ES,0,82
2017,NUTS,2016,FI,0,29
2017,NUTS,2016,FR,0,90
2017,NUTS,2016,HR,0,5
2017,NUTS,2016,HU,0,13
2017,NUTS,2016,IE,0,7
2017,NUTS,2016,IT,0,130
2017,NUTS,2016,LT,0,9
2017,NUTS,2016,LU,0,5
2017,NUTS,2016,LV,0,5
2017,NUTS,2016,NL,0,110
2017,NUTS,2016,PL,0,12
2017,NUTS,2016,PT,0,18
2017,NUTS,2016,RO,0,7
2017,NUTS,2016,SE,0,38
2017,NUTS,2016,SI,0,27
2017,NUTS,2016,SK,0,7
2017,NUTS,2016,UK,0,68
2018,NUTS,2016,AT,0,49
2018,NUTS,2016,BE,0,66
2018,NUTS,2016,BG,0,1
2018,NUTS,2016,CZ,0,5
2018,NUTS,2016,DE,0,93
2018,NUTS,2016,DK,0,26
2018,NUTS,2016,EE,0,5
2018,NUTS,2016,ES,0,69
2018,NUTS,2016,FI,0,32
2018,NUTS,2016,FR,0,80
2018,NUTS,2016,HR,0,4
2018,NUTS,2016,HU,0,16
2018,NUTS,2016,IE,0,10
2018,NUTS,2016,IT,0,110
2018,NUTS,2016,LT,0,3
2018,NUTS,2016,LU,0,4
2018,NUTS,2016,LV,0,4
2018,NUTS,2016,NL,0,88
2018,NUTS,2016,PL,0,7
2018,NUTS,2016,PT,0,13
2018,NUTS,2016,RO,0,6
2018,NUTS,2016,SE,0,35
2018,NUTS,2016,SI,0,6
2018,NUTS,2016,SK,0,6
2018,NUTS,2016,UK,0,61
2019,NUTS,2016,AT,0,48
2019,NUTS,2016,BE,0,117
2019,NUTS,2016,BG,0,4
2019,NUTS,2016,CH,0,1
2019,NUTS,2016,CY,0,2
2019,NUTS,2016,CZ,0,15
2019,NUTS,2016,DE,0,206
2019,NUTS,2016,DK,0,44
2019,NUTS,2016,EE,0,13
2019,NUTS,2016,ES,0,78
2019,NUTS,2016,FI,0,45
2019,NUTS,2016,FR,0,143
2019,NUTS,2016,HR,0,13
2019,NUTS,2016,HU,0,24
2019,NUTS,2016,IE,0,16
2019,NUTS,2016,IT,0,152
2019,NUTS,2016,LT,0,13
2019,NUTS,2016,LU,0,2
2019,NUTS,2016,LV,0,11
2019,NUTS,2016,NL,0,122
2019,NUTS,2016,PL,0,24
2019,NUTS,2016,PT,0,27
2019,NUTS,2016,RO,0,7
2019,NUTS,2016,SE,0,40
2019,NUTS,2016,SI,0,26
2019,NUTS,2016,SK,0,10
2019,NUTS,2016,UK,0,101
2020,NUTS,2016,AT,0,67
2020,NUTS,2016,BE,0,112
2020,NUTS,2016,BG,0,1
2020,NUTS,2016,CH,0,1
2020,NUTS,2016,CY,0,3
2020,NUTS,2016,CZ,0,14
2020,NUTS,2016,DE,0,196
2020,NUTS,2016,DK,0,55
2020,NUTS,2016,EE,0,22
2020,NUTS,2016,ES,0,100
2020,NUTS,2016,FI,0,59
2020,NUTS,2016,FR,0,143
2020,NUTS,2016,HR,0,11
2020,NUTS,2016,HU,0,25
2020,NUTS,2016,IE,0,12
2020,NUTS,2016,IT,0,157
2020,NUTS,2016,LT,0,4
2020,NUTS,2016,LU,0,2
2020,NUTS,2016,LV,0,4
2020,NUTS,2016,NL,0,146
2020,NUTS,2016,PL,0,17
2020,NUTS,2016,PT,0,23
2020,NUTS,2016,RO,0,9
2020,NUTS,2016,SE,0,57
2020,NUTS,2016,SI,0,17
2020,NUTS,2016,SK,0,9
2020,NUTS,2016,UK,0,93
2021,NUTS,2021,AT,0,63
2021,NUTS,2021,BE,0,112
2021,NUTS,2021,BG,0,1
2021,NUTS,2021,CY,0,1
2021,NUTS,2021,CZ,0,12
2021,NUTS,2021,DE,0,206
2021,NUTS,2021,DK,0,52
2021,NUTS,2021,EE,0,11
2021,NUTS,2021,ES,0,109
2021,NUTS,2021,FI,0,48
2021,NUTS,2021,FR,0,136
2021,NUTS,2021,HR,0,15
2021,NUTS,2021,HU,0,18
2021,NUTS,2021,IE,0,18
2021,NUTS,2021,IT,0,179
2021,NUTS,2021,LT,0,6
2021,NUTS,2021,LU,0,5
2021,NUTS,2021,LV,0,11
2021,NUTS,2021,MT,0,1
