year,region_type,region_year_spec,region_id,region_level,sdg_04_project_count
2014,NUTS,2013,AT,0,3
2014,NUTS,2013,BE,0,1
2014,NUTS,2013,DE,0,2
2014,NUTS,2013,ES,0,1
2014,NUTS,2013,IT,0,1
2014,NUTS,2013,LT,0,1
2014,NUTS,2013,PL,0,1
2014,NUTS,2013,RO,0,8
2014,NUTS,2013,SI,0,3
2015,NUTS,2013,AT,0,21
2015,NUTS,2013,BE,0,26
2015,NUTS,2013,CZ,0,5
2015,NUTS,2013,DE,0,49
2015,NUTS,2013,DK,0,6
2015,NUTS,2013,EE,0,5
2015,NUTS,2013,ES,0,25
2015,NUTS,2013,FI,0,11
2015,NUTS,2013,FR,0,25
2015,NUTS,2013,HR,0,1
2015,NUTS,2013,HU,0,16
2015,NUTS,2013,IE,0,10
2015,NUTS,2013,IT,0,41
2015,NUTS,2013,LT,0,3
2015,NUTS,2013,LU,0,5
2015,NUTS,2013,LV,0,1
2015,NUTS,2013,NL,0,46
2015,NUTS,2013,PL,0,11
2015,NUTS,2013,PT,0,14
2015,NUTS,2013,RO,0,4
2015,NUTS,2013,SE,0,20
2015,NUTS,2013,SI,0,4
2015,NUTS,2013,SK,0,6
2015,NUTS,2013,UK,0,53
2016,NUTS,2016,AT,0,17
2016,NUTS,2016,BE,0,36
2016,NUTS,2016,BG,0,3
2016,NUTS,2016,CZ,0,2
2016,NUTS,2016,DE,0,62
2016,NUTS,2016,DK,0,11
2016,NUTS,2016,EE,0,4
2016,NUTS,2016,ES,0,33
2016,NUTS,2016,FI,0,14
2016,NUTS,2016,FR,0,16
2016,NUTS,2016,HR,0,6
2016,NUTS,2016,HU,0,11
2016,NUTS,2016,IE,0,11
2016,NUTS,2016,IT,0,65
2016,NUTS,2016,LT,0,3
2016,NUTS,2016,LU,0,1
2016,NUTS,2016,LV,0,1
2016,NUTS,2016,MT,0,1
2016,NUTS,2016,NL,0,38
2016,NUTS,2016,PL,0,12
2016,NUTS,2016,PT,0,11
2016,NUTS,2016,RO,0,5
2016,NUTS,2016,SE,0,13
2016,NUTS,2016,SI,0,7
2016,NUTS,2016,SK,0,8
2016,NUTS,2016,UK,0,59
2017,NUTS,2016,AT,0,14
2017,NUTS,2016,BE,0,33
2017,NUTS,2016,CY,0,1
2017,NUTS,2016,CZ,0,2
2017,NUTS,2016,DE,0,31
2017,NUTS,2016,DK,0,11
2017,NUTS,2016,EE,0,4
2017,NUTS,2016,ES,0,30
2017,NUTS,2016,FI,0,10
2017,NUTS,2016,FR,0,22
2017,NUTS,2016,HR,0,3
2017,NUTS,2016,HU,0,11
2017,NUTS,2016,IE,0,9
2017,NUTS,2016,IT,0,37
2017,NUTS,2016,LT,0,4
2017,NUTS,2016,LU,0,2
2017,NUTS,2016,NL,0,44
2017,NUTS,2016,PL,0,7
2017,NUTS,2016,PT,0,7
2017,NUTS,2016,RO,0,4
2017,NUTS,2016,SE,0,9
2017,NUTS,2016,SI,0,6
2017,NUTS,2016,SK,0,2
2017,NUTS,2016,UK,0,36
2018,NUTS,2016,AT,0,12
2018,NUTS,2016,BE,0,24
2018,NUTS,2016,BG,0,3
2018,NUTS,2016,CZ,0,3
2018,NUTS,2016,DE,0,48
2018,NUTS,2016,DK,0,18
2018,NUTS,2016,EE,0,1
2018,NUTS,2016,ES,0,20
2018,NUTS,2016,FI,0,15
2018,NUTS,2016,FR,0,17
2018,NUTS,2016,HR,0,1
2018,NUTS,2016,HU,0,5
2018,NUTS,2016,IE,0,11
2018,NUTS,2016,IT,0,31
2018,NUTS,2016,LT,0,3
2018,NUTS,2016,LU,0,1
2018,NUTS,2016,NL,0,43
2018,NUTS,2016,PL,0,8
2018,NUTS,2016,PT,0,7
2018,NUTS,2016,RO,0,2
2018,NUTS,2016,SE,0,14
2018,NUTS,2016,SI,0,5
2018,NUTS,2016,UK,0,43
2019,NUTS,2016,AT,0,13
2019,NUTS,2016,BE,0,30
2019,NUTS,2016,CZ,0,4
2019,NUTS,2016,DE,0,34
2019,NUTS,2016,DK,0,8
2019,NUTS,2016,EE,0,1
2019,NUTS,2016,ES,0,15
2019,NUTS,2016,FI,0,5
2019,NUTS,2016,FR,0,16
2019,NUTS,2016,HR,0,1
2019,NUTS,2016,HU,0,5
2019,NUTS,2016,IE,0,14
2019,NUTS,2016,IT,0,36
2019,NUTS,2016,LT,0,6
2019,NUTS,2016,LU,0,4
2019,NUTS,2016,LV,0,2
2019,NUTS,2016,NL,0,21
2019,NUTS,2016,PL,0,9
2019,NUTS,2016,PT,0,4
2019,NUTS,2016,RO,0,2
2019,NUTS,2016,SE,0,8
2019,NUTS,2016,SI,0,5
2019,NUTS,2016,UK,0,28
2020,NUTS,2016,AT,0,14
2020,NUTS,2016,BE,0,36
2020,NUTS,2016,BG,0,3
2020,NUTS,2016,CY,0,2
2020,NUTS,2016,CZ,0,5
2020,NUTS,2016,DE,0,36
2020,NUTS,2016,DK,0,12
2020,NUTS,2016,EE,0,9
2020,NUTS,2016,ES,0,34
2020,NUTS,2016,FI,0,9
2020,NUTS,2016,FR,0,15
2020,NUTS,2016,HR,0,3
2020,NUTS,2016,HU,0,8
2020,NUTS,2016,IE,0,7
2020,NUTS,2016,IT,0,53
2020,NUTS,2016,LT,0,4
2020,NUTS,2016,LU,0,3
2020,NUTS,2016,LV,0,2
2020,NUTS,2016,NL,0,43
2020,NUTS,2016,PL,0,8
2020,NUTS,2016,PT,0,6
2020,NUTS,2016,RO,0,4
2020,NUTS,2016,SE,0,18
2020,NUTS,2016,SI,0,6
2020,NUTS,2016,SK,0,5
2020,NUTS,2016,UK,0,30
2021,NUTS,2021,AT,0,11
2021,NUTS,2021,BE,0,25
2021,NUTS,2021,CZ,0,2
2021,NUTS,2021,DE,0,30
2021,NUTS,2021,DK,0,16
2021,NUTS,2021,EE,0,5
2021,NUTS,2021,ES,0,33
2021,NUTS,2021,FI,0,8
2021,NUTS,2021,FR,0,17
2021,NUTS,2021,HR,0,6
2021,NUTS,2021,HU,0,3
2021,NUTS,2021,IE,0,5
2021,NUTS,2021,IT,0,44
2021,NUTS,2021,LT,0,3
2021,NUTS,2021,LU,0,4
2021,NUTS,2021,LV,0,2
2021,NUTS,2021,MT,0,1
2021,NUTS,2021,NL,0,38
2021,NUTS,2021,PL,0,8
2021,NUTS,2021,PT,0,19
2021,NUTS,2021,RO,0,2
2021,NUTS,2021,SE,0,10
2021,NUTS,2021,SI,0,10
2021,NUTS,2021,SK,0,3
2021,NUTS,2021,UK,0,16
2014,NUTS,2013,AT1,1,1
2014,NUTS,2013,AT2,1,2
2014,NUTS,2013,BE2,1,1
2014,NUTS,2013,DE2,1,1
2014,NUTS,2013,DEA,1,1
2014,NUTS,2013,ES2,1,1
2014,NUTS,2013,ITI,1,1
2014,NUTS,2013,LT0,1,1
2014,NUTS,2013,PL1,1,1
2014,NUTS,2013,RO1,1,2
2014,NUTS,2013,RO2,1,1
2014,NUTS,2013,RO3,1,4
2014,NUTS,2013,RO4,1,1
2014,NUTS,2013,SI0,1,3
2015,NUTS,2013,AT1,1,9
2015,NUTS,2013,AT2,1,7
2015,NUTS,2013,AT3,1,5
2015,NUTS,2013,BE1,1,20
2015,NUTS,2013,BE2,1,3
2015,NUTS,2013,BE3,1,3
2015,NUTS,2013,CZ0,1,5
2015,NUTS,2013,DE1,1,6
2015,NUTS,2013,DE2,1,12
2015,NUTS,2013,DE3,1,6
2015,NUTS,2013,DE4,1,1
2015,NUTS,2013,DE5,1,1
2015,NUTS,2013,DE7,1,1
2015,NUTS,2013,DE9,1,4
2015,NUTS,2013,DEA,1,15
2015,NUTS,2013,DEC,1,1
2015,NUTS,2013,DED,1,1
2015,NUTS,2013,DEG,1,1
2015,NUTS,2013,DK0,1,6
2015,NUTS,2013,EE0,1,5
2015,NUTS,2013,ES1,1,2
2015,NUTS,2013,ES2,1,1
2015,NUTS,2013,ES3,1,7
2015,NUTS,2013,ES5,1,10
2015,NUTS,2013,ES6,1,5
2015,NUTS,2013,FI1,1,11
2015,NUTS,2013,FR1,1,17
2015,NUTS,2013,FR4,1,1
2015,NUTS,2013,FR6,1,2
2015,NUTS,2013,FR7,1,5
2015,NUTS,2013,HR0,1,1
2015,NUTS,2013,HU1,1,11
2015,NUTS,2013,HU3,1,5
2015,NUTS,2013,IE0,1,10
2015,NUTS,2013,ITC,1,17
2015,NUTS,2013,ITF,1,1
2015,NUTS,2013,ITG,1,1
2015,NUTS,2013,ITH,1,11
2015,NUTS,2013,ITI,1,11
2015,NUTS,2013,LT0,1,3
2015,NUTS,2013,LU0,1,5
2015,NUTS,2013,LV0,1,1
2015,NUTS,2013,NL1,1,1
2015,NUTS,2013,NL2,1,6
2015,NUTS,2013,NL3,1,31
2015,NUTS,2013,NL4,1,8
2015,NUTS,2013,PL1,1,3
2015,NUTS,2013,PL2,1,1
2015,NUTS,2013,PL3,1,1
2015,NUTS,2013,PL5,1,6
2015,NUTS,2013,PT1,1,14
2015,NUTS,2013,RO3,1,4
2015,NUTS,2013,SE1,1,10
2015,NUTS,2013,SE2,1,9
2015,NUTS,2013,SE3,1,1
2015,NUTS,2013,SI0,1,4
2015,NUTS,2013,SK0,1,6
2015,NUTS,2013,UKD,1,3
2015,NUTS,2013,UKE,1,4
2015,NUTS,2013,UKF,1,2
2015,NUTS,2013,UKG,1,3
2015,NUTS,2013,UKI,1,23
2015,NUTS,2013,UKJ,1,11
2015,NUTS,2013,UKK,1,1
2015,NUTS,2013,UKL,1,3
2015,NUTS,2013,UKM,1,3
2016,NUTS,2016,AT1,1,12
2016,NUTS,2016,AT2,1,1
2016,NUTS,2016,AT3,1,4
2016,NUTS,2016,BE1,1,20
2016,NUTS,2016,BE2,1,10
2016,NUTS,2016,BE3,1,6
2016,NUTS,2016,BG3,1,2
2016,NUTS,2016,BG4,1,1
2016,NUTS,2016,CZ0,1,2
2016,NUTS,2016,DE1,1,8
2016,NUTS,2016,DE2,1,6
2016,NUTS,2016,DE3,1,9
2016,NUTS,2016,DE4,1,1
2016,NUTS,2016,DE5,1,3
2016,NUTS,2016,DE6,1,3
2016,NUTS,2016,DE7,1,5
2016,NUTS,2016,DE8,1,2
2016,NUTS,2016,DE9,1,5
2016,NUTS,2016,DEA,1,11
2016,NUTS,2016,DEB,1,1
2016,NUTS,2016,DEC,1,1
2016,NUTS,2016,DED,1,3
2016,NUTS,2016,DEE,1,1
2016,NUTS,2016,DEF,1,2
2016,NUTS,2016,DEG,1,1
2016,NUTS,2016,DK0,1,11
2016,NUTS,2016,EE0,1,4
2016,NUTS,2016,ES1,1,1
2016,NUTS,2016,ES2,1,4
2016,NUTS,2016,ES3,1,11
2016,NUTS,2016,ES4,1,4
2016,NUTS,2016,ES5,1,10
2016,NUTS,2016,ES6,1,1
2016,NUTS,2016,ES7,1,2
2016,NUTS,2016,FI1,1,14
2016,NUTS,2016,FR1,1,9
2016,NUTS,2016,FRD,1,1
2016,NUTS,2016,FRG,1,1
2016,NUTS,2016,FRJ,1,2
2016,NUTS,2016,FRK,1,2
2016,NUTS,2016,FRL,1,1
2016,NUTS,2016,HR0,1,6
2016,NUTS,2016,HU1,1,8
2016,NUTS,2016,HU2,1,2
2016,NUTS,2016,HU3,1,1
2016,NUTS,2016,IE0,1,11
2016,NUTS,2016,ITC,1,25
2016,NUTS,2016,ITF,1,3
2016,NUTS,2016,ITH,1,18
2016,NUTS,2016,ITI,1,19
2016,NUTS,2016,LT0,1,3
2016,NUTS,2016,LU0,1,1
2016,NUTS,2016,LV0,1,1
2016,NUTS,2016,MT0,1,1
2016,NUTS,2016,NL2,1,9
2016,NUTS,2016,NL3,1,21
2016,NUTS,2016,NL4,1,8
2016,NUTS,2016,PL4,1,3
2016,NUTS,2016,PL5,1,1
2016,NUTS,2016,PL6,1,2
2016,NUTS,2016,PL9,1,6
2016,NUTS,2016,PT1,1,11
2016,NUTS,2016,RO1,1,1
2016,NUTS,2016,RO3,1,4
2016,NUTS,2016,SE1,1,8
2016,NUTS,2016,SE2,1,3
2016,NUTS,2016,SE3,1,2
2016,NUTS,2016,SI0,1,7
2016,NUTS,2016,SK0,1,8
2016,NUTS,2016,UKD,1,3
2016,NUTS,2016,UKE,1,1
2016,NUTS,2016,UKF,1,7
2016,NUTS,2016,UKG,1,6
2016,NUTS,2016,UKH,1,6
2016,NUTS,2016,UKI,1,20
2016,NUTS,2016,UKJ,1,6
2016,NUTS,2016,UKK,1,4
2016,NUTS,2016,UKM,1,5
2016,NUTS,2016,UKN,1,1
2017,NUTS,2016,AT1,1,10
2017,NUTS,2016,AT2,1,2
2017,NUTS,2016,AT3,1,2
2017,NUTS,2016,BE1,1,16
2017,NUTS,2016,BE2,1,11
2017,NUTS,2016,BE3,1,6
2017,NUTS,2016,CY0,1,1
2017,NUTS,2016,CZ0,1,2
2017,NUTS,2016,DE1,1,5
2017,NUTS,2016,DE2,1,7
2017,NUTS,2016,DE3,1,5
2017,NUTS,2016,DE9,1,3
2017,NUTS,2016,DEA,1,4
2017,NUTS,2016,DEB,1,1
2017,NUTS,2016,DEC,1,2
2017,NUTS,2016,DED,1,3
2017,NUTS,2016,DEF,1,1
2017,NUTS,2016,DK0,1,11
2017,NUTS,2016,EE0,1,4
2017,NUTS,2016,ES1,1,1
2017,NUTS,2016,ES2,1,4
2017,NUTS,2016,ES3,1,9
2017,NUTS,2016,ES5,1,15
2017,NUTS,2016,ES6,1,1
2017,NUTS,2016,FI1,1,10
2017,NUTS,2016,FR1,1,14
2017,NUTS,2016,FRC,1,1
2017,NUTS,2016,FRF,1,1
2017,NUTS,2016,FRJ,1,2
2017,NUTS,2016,FRK,1,3
2017,NUTS,2016,FRL,1,1
2017,NUTS,2016,HR0,1,3
2017,NUTS,2016,HU1,1,7
2017,NUTS,2016,HU3,1,4
2017,NUTS,2016,IE0,1,9
2017,NUTS,2016,ITC,1,13
2017,NUTS,2016,ITF,1,1
2017,NUTS,2016,ITH,1,9
2017,NUTS,2016,ITI,1,14
2017,NUTS,2016,LT0,1,4
2017,NUTS,2016,LU0,1,2
2017,NUTS,2016,NL1,1,1
2017,NUTS,2016,NL2,1,6
2017,NUTS,2016,NL3,1,32
2017,NUTS,2016,NL4,1,5
2017,NUTS,2016,PL4,1,3
2017,NUTS,2016,PL5,1,1
2017,NUTS,2016,PL9,1,3
2017,NUTS,2016,PT1,1,7
2017,NUTS,2016,RO1,1,2
2017,NUTS,2016,RO3,1,2
2017,NUTS,2016,SE1,1,6
2017,NUTS,2016,SE2,1,2
2017,NUTS,2016,SE3,1,1
2017,NUTS,2016,SI0,1,6
2017,NUTS,2016,SK0,1,2
2017,NUTS,2016,UKE,1,1
2017,NUTS,2016,UKF,1,3
2017,NUTS,2016,UKG,1,3
2017,NUTS,2016,UKH,1,1
2017,NUTS,2016,UKI,1,16
2017,NUTS,2016,UKJ,1,7
2017,NUTS,2016,UKL,1,1
2017,NUTS,2016,UKM,1,4
2018,NUTS,2016,AT1,1,8
2018,NUTS,2016,AT2,1,1
2018,NUTS,2016,AT3,1,3
2018,NUTS,2016,BE1,1,13
2018,NUTS,2016,BE2,1,10
2018,NUTS,2016,BE3,1,1
2018,NUTS,2016,BG4,1,3
2018,NUTS,2016,CZ0,1,3
2018,NUTS,2016,DE1,1,9
2018,NUTS,2016,DE2,1,9
2018,NUTS,2016,DE3,1,6
2018,NUTS,2016,DE4,1,2
2018,NUTS,2016,DE6,1,2
2018,NUTS,2016,DE7,1,3
2018,NUTS,2016,DEA,1,11
2018,NUTS,2016,DEB,1,1
2018,NUTS,2016,DEC,1,1
2018,NUTS,2016,DED,1,3
2018,NUTS,2016,DEG,1,1
2018,NUTS,2016,DK0,1,18
2018,NUTS,2016,EE0,1,1
2018,NUTS,2016,ES2,1,1
2018,NUTS,2016,ES3,1,6
2018,NUTS,2016,ES5,1,11
2018,NUTS,2016,ES6,1,2
2018,NUTS,2016,FI1,1,15
2018,NUTS,2016,FR1,1,10
2018,NUTS,2016,FRF,1,1
2018,NUTS,2016,FRG,1,2
2018,NUTS,2016,FRH,1,3
2018,NUTS,2016,FRJ,1,1
2018,NUTS,2016,HR0,1,1
2018,NUTS,2016,HU1,1,4
2018,NUTS,2016,HU2,1,1
2018,NUTS,2016,IE0,1,11
2018,NUTS,2016,ITC,1,15
2018,NUTS,2016,ITH,1,7
2018,NUTS,2016,ITI,1,9
2018,NUTS,2016,LT0,1,3
2018,NUTS,2016,LU0,1,1
2018,NUTS,2016,NL1,1,6
2018,NUTS,2016,NL2,1,9
2018,NUTS,2016,NL3,1,24
2018,NUTS,2016,NL4,1,4
2018,NUTS,2016,PL2,1,1
2018,NUTS,2016,PL4,1,1
2018,NUTS,2016,PL5,1,1
2018,NUTS,2016,PL6,1,1
2018,NUTS,2016,PL9,1,4
2018,NUTS,2016,PT1,1,7
2018,NUTS,2016,RO1,1,1
2018,NUTS,2016,RO3,1,1
2018,NUTS,2016,SE1,1,10
2018,NUTS,2016,SE2,1,4
2018,NUTS,2016,SI0,1,5
2018,NUTS,2016,UKD,1,1
2018,NUTS,2016,UKE,1,3
2018,NUTS,2016,UKF,1,2
2018,NUTS,2016,UKG,1,3
2018,NUTS,2016,UKH,1,2
2018,NUTS,2016,UKI,1,17
2018,NUTS,2016,UKJ,1,6
2018,NUTS,2016,UKK,1,1
2018,NUTS,2016,UKL,1,4
2018,NUTS,2016,UKM,1,4
2019,NUTS,2016,AT1,1,7
2019,NUTS,2016,AT2,1,2
2019,NUTS,2016,AT3,1,4
2019,NUTS,2016,BE1,1,16
2019,NUTS,2016,BE2,1,11
2019,NUTS,2016,BE3,1,3
2019,NUTS,2016,CZ0,1,4
2019,NUTS,2016,DE1,1,3
2019,NUTS,2016,DE2,1,4
2019,NUTS,2016,DE3,1,5
2019,NUTS,2016,DE5,1,1
2019,NUTS,2016,DE7,1,3
2019,NUTS,2016,DE9,1,4
2019,NUTS,2016,DEA,1,11
2019,NUTS,2016,DED,1,2
2019,NUTS,2016,DEF,1,1
2019,NUTS,2016,DK0,1,8
2019,NUTS,2016,EE0,1,1
2019,NUTS,2016,ES2,1,1
2019,NUTS,2016,ES3,1,4
2019,NUTS,2016,ES5,1,8
2019,NUTS,2016,ES6,1,2
2019,NUTS,2016,FI1,1,5
2019,NUTS,2016,FR1,1,9
2019,NUTS,2016,FRC,1,1
2019,NUTS,2016,FRE,1,2
2019,NUTS,2016,FRH,1,2
2019,NUTS,2016,FRK,1,2
2019,NUTS,2016,HR0,1,1
2019,NUTS,2016,HU1,1,3
2019,NUTS,2016,HU3,1,2
2019,NUTS,2016,IE0,1,14
2019,NUTS,2016,ITC,1,6
2019,NUTS,2016,ITG,1,1
2019,NUTS,2016,ITH,1,23
2019,NUTS,2016,ITI,1,6
2019,NUTS,2016,LT0,1,6
2019,NUTS,2016,LU0,1,4
2019,NUTS,2016,LV0,1,2
2019,NUTS,2016,NL1,1,1
2019,NUTS,2016,NL2,1,2
2019,NUTS,2016,NL3,1,15
2019,NUTS,2016,NL4,1,3
2019,NUTS,2016,PL2,1,1
2019,NUTS,2016,PL4,1,1
2019,NUTS,2016,PL5,1,1
2019,NUTS,2016,PL9,1,6
2019,NUTS,2016,PT1,1,4
2019,NUTS,2016,RO1,1,1
2019,NUTS,2016,RO3,1,1
2019,NUTS,2016,SE1,1,4
2019,NUTS,2016,SE2,1,4
2019,NUTS,2016,SI0,1,5
2019,NUTS,2016,UKD,1,4
2019,NUTS,2016,UKE,1,2
2019,NUTS,2016,UKF,1,5
2019,NUTS,2016,UKG,1,2
2019,NUTS,2016,UKH,1,3
2019,NUTS,2016,UKI,1,10
2019,NUTS,2016,UKJ,1,1
2019,NUTS,2016,UKL,1,1
2020,NUTS,2016,AT1,1,10
2020,NUTS,2016,AT2,1,1
2020,NUTS,2016,AT3,1,3
2020,NUTS,2016,BE1,1,21
2020,NUTS,2016,BE2,1,12
2020,NUTS,2016,BE3,1,3
2020,NUTS,2016,BG4,1,3
2020,NUTS,2016,CY0,1,2
2020,NUTS,2016,CZ0,1,5
2020,NUTS,2016,DE1,1,8
2020,NUTS,2016,DE2,1,4
2020,NUTS,2016,DE3,1,12
2020,NUTS,2016,DE8,1,1
2020,NUTS,2016,DE9,1,2
2020,NUTS,2016,DEA,1,7
2020,NUTS,2016,DEB,1,1
2020,NUTS,2016,DED,1,1
2020,NUTS,2016,DK0,1,12
2020,NUTS,2016,EE0,1,9
2020,NUTS,2016,ES2,1,4
2020,NUTS,2016,ES3,1,10
2020,NUTS,2016,ES4,1,1
2020,NUTS,2016,ES5,1,14
2020,NUTS,2016,ES6,1,4
2020,NUTS,2016,ES7,1,1
2020,NUTS,2016,FI1,1,9
2020,NUTS,2016,FR1,1,10
2020,NUTS,2016,FRF,1,2
2020,NUTS,2016,FRG,1,1
2020,NUTS,2016,FRH,1,2
2020,NUTS,2016,HR0,1,3
2020,NUTS,2016,HU1,1,8
2020,NUTS,2016,IE0,1,7
2020,NUTS,2016,ITC,1,14
2020,NUTS,2016,ITF,1,1
2020,NUTS,2016,ITG,1,3
2020,NUTS,2016,ITH,1,16
2020,NUTS,2016,ITI,1,19
2020,NUTS,2016,LT0,1,4
2020,NUTS,2016,LU0,1,3
2020,NUTS,2016,LV0,1,2
2020,NUTS,2016,NL1,1,1
2020,NUTS,2016,NL2,1,7
2020,NUTS,2016,NL3,1,27
2020,NUTS,2016,NL4,1,8
