year,region_type,region_year_spec,region_id,region_level,sdg_01_project_specialisation
2015,NUTS,2013,AT,0,1.32
2015,NUTS,2013,BE,0,1.03
2015,NUTS,2013,CZ,0,0.42
2015,NUTS,2013,DE,0,0.7
2015,NUTS,2013,DK,0,1.57
2015,NUTS,2013,EE,0,1.61
2015,NUTS,2013,ES,0,0.6
2015,NUTS,2013,FI,0,0.76
2015,NUTS,2013,FR,0,0.38
2015,NUTS,2013,HU,0,1.43
2015,NUTS,2013,IE,0,2.11
2015,NUTS,2013,IT,0,1.03
2015,NUTS,2013,LT,0,0.94
2015,NUTS,2013,LU,0,1.64
2015,NUTS,2013,LV,0,1.01
2015,NUTS,2013,NL,0,1.1
2015,NUTS,2013,PL,0,1.23
2015,NUTS,2013,PT,0,1.46
2015,NUTS,2013,RO,0,0.69
2015,NUTS,2013,SE,0,0.94
2015,NUTS,2013,SI,0,0.3
2015,NUTS,2013,SK,0,1.88
2015,NUTS,2013,UK,0,1.87
2016,NUTS,2016,AT,0,0.74
2016,NUTS,2016,BE,0,1.06
2016,NUTS,2016,CY,0,3.26
2016,NUTS,2016,CZ,0,0.78
2016,NUTS,2016,DE,0,0.82
2016,NUTS,2016,DK,0,0.98
2016,NUTS,2016,EE,0,0.96
2016,NUTS,2016,ES,0,0.58
2016,NUTS,2016,FI,0,0.99
2016,NUTS,2016,FR,0,0.31
2016,NUTS,2016,HR,0,0.69
2016,NUTS,2016,HU,0,0.92
2016,NUTS,2016,IE,0,0.77
2016,NUTS,2016,IT,0,1.12
2016,NUTS,2016,LT,0,1.25
2016,NUTS,2016,LV,0,1.66
2016,NUTS,2016,NL,0,1.03
2016,NUTS,2016,PL,0,1.25
2016,NUTS,2016,PT,0,3.34
2016,NUTS,2016,SE,0,1.26
2016,NUTS,2016,SI,0,2.33
2016,NUTS,2016,UK,0,1.61
2017,NUTS,2016,AT,0,1.0
2017,NUTS,2016,BE,0,1.88
2017,NUTS,2016,CZ,0,0.7
2017,NUTS,2016,DE,0,0.51
2017,NUTS,2016,DK,0,1.8
2017,NUTS,2016,ES,0,0.39
2017,NUTS,2016,FI,0,0.55
2017,NUTS,2016,FR,0,0.25
2017,NUTS,2016,HR,0,1.36
2017,NUTS,2016,IE,0,4.17
